dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
yerkes_dodson,value,logei,0.30000000000000004,1.3,0.07296387285297995,46.15277342084494,0.0,1,2
yerkes_dodson,value,qnei,0.7,1.7,0.39754694033928334,52.52538922487919,0.0,1,2
