dataset,objective,acquisition,oracle_model,error_model,jitter_std,jitter_iteration,seed,param_columns,delta_excess_x0,delta_excess_x1,delta_excess_x2,delta_excess_x3,delta_excess_l2_norm,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true
iso_shekel,composite,logei,extra_trees,gaussian,0.301973,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,2.5862070207707006,111.92033039731041,2.2384066079462066,26.397969716693183
iso_shekel,composite,logei,extra_trees,gaussian,1.20789,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,8.676480365105274,229.6163544653873,4.592327089307744,235.7815226116743
iso_shekel,composite,logei,extra_trees,gaussian,6.039452,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,5.699356035103127,201.72081258562196,4.03441625171244,161.03502698151271
iso_shekel,composite,qnei,extra_trees,gaussian,0.301973,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,10.491872047549943,115.2034536646845,2.3040690732936895,115.32749969270401
iso_shekel,composite,qnei,extra_trees,gaussian,1.20789,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,11.462308505964206,213.90166345267608,4.27803326905352,263.416642559219
iso_shekel,composite,qnei,extra_trees,gaussian,6.039452,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,14.342203890325482,229.91601600805006,4.598320320161001,247.61634394431587
iso_shekel,composite,ucb,extra_trees,gaussian,0.301973,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,1.6655085819887123,-7.5265948221288,-0.15053189644257614,15.222560471287352
iso_shekel,composite,ucb,extra_trees,gaussian,1.20789,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,3.4384294955352406,30.856814588852217,0.6171362917770455,16.61048030506572
iso_shekel,composite,ucb,extra_trees,gaussian,6.039452,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,8.781594371492771,190.39386644571107,3.8078773289142216,157.00453934008635
iso_shekel,composite,ei,extra_trees,gaussian,0.301973,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,6.291062937641117,129.21664956302914,2.584332991260583,113.02163811778757
iso_shekel,composite,ei,extra_trees,gaussian,1.20789,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,9.02627446554049,211.98202537784732,4.239640507556947,212.25324853760878
iso_shekel,composite,ei,extra_trees,gaussian,6.039452,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,9.11855455297219,253.11025065142508,5.0622050130285015,212.79833815128939
iso_shekel,composite,random,extra_trees,gaussian,0.301973,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_shekel,composite,random,extra_trees,gaussian,1.20789,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_shekel,composite,random,extra_trees,gaussian,6.039452,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_shekel,composite,sobol,extra_trees,gaussian,0.301973,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_shekel,composite,sobol,extra_trees,gaussian,1.20789,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_shekel,composite,sobol,extra_trees,gaussian,6.039452,0,10,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_shekel,composite,logei,extra_trees,gaussian,0.301973,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,2.080845992360592,-24.177643288934178,-0.48355286577868384,-99.6186191488838
iso_shekel,composite,logei,extra_trees,gaussian,1.20789,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,3.365633758452489,132.8219773035761,2.656439546071521,157.69558912120465
iso_shekel,composite,logei,extra_trees,gaussian,6.039452,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,10.015705267690173,216.32097660705995,4.326419532141198,177.39600690775444
iso_shekel,composite,qnei,extra_trees,gaussian,0.301973,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,2.8727185162160627,26.402101119994768,0.5280420223998945,117.79798234233783
