dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
rosenbrock,value,logei,0.4875,1.65,-0.0019916839573556563,2.3805583232407552,-0.04819952908861887,5,8
rosenbrock,value,qnei,0.5125,1.35,0.00801985235682206,2.84886309983182,0.30740652016872727,5,8
