dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,metric,n_pairs,mean_diff,median_diff,std_diff,cohens_dz,ci95_low,ci95_high,dz_ci95_low,dz_ci95_high,t_stat,p_value_t,wilcoxon_stat,p_value_wilcoxon,p_value_t_fdr_bh,p_value_wilcoxon_fdr_bh
rosenbrock,value,exact,misclick,0,0.01,studenttrbf,logei,auc_simple_regret_excess_true,5,-0.008223204686993002,0.0,0.01838764467301124,-0.4472135954999578,-0.03105448108923428,0.014608071715248278,,,-0.9999999999999998,0.37390096630005876,0.0,1.0,0.7273779117205385,1.0
rosenbrock,value,exact,misclick,0,0.01,studenttrbf,qnei,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
rosenbrock,value,exact,misclick,0,0.05,studenttrbf,logei,auc_simple_regret_excess_true,5,-0.010166730048480543,0.0,0.07007120562247997,-0.14509141034700412,-0.09717162338064708,0.076838163283686,-1.0183762937649392,0.7453782189157911,-0.3244342564872175,0.761866728808507,4.0,0.875,0.9003879522282356,1.0
rosenbrock,value,exact,misclick,0,0.05,studenttrbf,qnei,auc_simple_regret_excess_true,5,-0.30805094802552024,0.0,0.6455801714217377,-0.47716915986919306,-1.1096446048341064,0.49354270878306594,,,-1.0669826782339804,0.34609756549813725,1.0,0.5,0.7273779117205385,1.0
rosenbrock,value,exact,misclick,0,0.15,studenttrbf,logei,auc_simple_regret_excess_true,5,-0.611403839864477,-0.3466059447559978,0.8496178912773568,-0.7196221338339083,-1.6663437876933707,0.44353610796441667,,,-1.6091240093660704,0.18287343868890332,3.0,0.3125,0.7273779117205385,1.0
rosenbrock,value,exact,misclick,0,0.15,studenttrbf,qnei,auc_simple_regret_excess_true,5,0.14450661383888974,-0.06634244940952128,1.8624785251529825,0.07758833827467626,-2.1680659182712123,2.457079145948992,-0.8051073874756276,0.9510067591081484,0.17349279864342487,0.8706899571703349,7.0,1.0,0.9432474536011961,1.0
rosenbrock,value,exact,misclick,0,0.4,studenttrbf,logei,auc_simple_regret_excess_true,5,-0.1923258809695391,-0.5706233127174731,1.12337247078198,-0.17120401823240422,-1.5871770345127338,1.2025252725736555,-1.04508708811199,0.7228516618877151,-0.3828238227887692,0.7213239398168383,5.0,0.625,0.9003879522282356,1.0
rosenbrock,value,exact,misclick,0,0.4,studenttrbf,qnei,auc_simple_regret_excess_true,5,3.356317363701372,4.728508867242116,4.098086341526176,0.8189962543472034,-1.732128908102256,8.444763635505,-0.24840327203301588,1.818549541705815,1.8313312980380543,0.14100950458006453,2.0,0.1875,0.7273779117205385,1.0
rosenbrock,value,exact,misclick,20,0.01,studenttrbf,logei,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
rosenbrock,value,exact,misclick,20,0.01,studenttrbf,qnei,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
rosenbrock,value,exact,misclick,20,0.05,studenttrbf,logei,auc_simple_regret_excess_true,5,-6.319373329097822e-05,0.0,0.004580770712996217,-0.013795436892680467,-0.005750971811644568,0.005624584345062612,-0.8895387058351416,0.8636034813340134,-0.030847534671341992,0.9768689343512552,1.0,1.0,0.9768689343512552,1.0
rosenbrock,value,exact,misclick,20,0.05,studenttrbf,qnei,auc_simple_regret_excess_true,5,-0.0014306055080563595,0.0,0.003198931164999643,-0.44721359549995787,-0.005402603168368441,0.002541392152255722,,,-0.9999999999999999,0.37390096630005887,0.0,1.0,0.7273779117205385,1.0
rosenbrock,value,exact,misclick,20,0.15,studenttrbf,logei,auc_simple_regret_excess_true,5,0.01567564594538475,0.01229738565093319,0.01747243934467657,0.8971641358228976,-0.006019252949699117,0.03737054484046862,-0.1997127974544313,1.9243163736418638,2.0061199946748536,0.11530821490875853,0.0,0.125,0.7273779117205385,1.0
rosenbrock,value,exact,misclick,20,0.15,studenttrbf,qnei,auc_simple_regret_excess_true,5,-0.024761926386029743,0.0,0.05770948810008551,-0.429078947002357,-0.09641772011467446,0.046893867342614984,,,-0.9594496932112997,0.3916650293879822,1.0,1.0,0.7273779117205385,1.0
rosenbrock,value,exact,misclick,20,0.4,studenttrbf,logei,auc_simple_regret_excess_true,5,0.00887748216129589,0.0,0.04654366447779712,0.1907344911686261,-0.048914110365260194,0.06666907468785198,-0.7062088913349148,1.0653032385628365,0.42649528790688124,0.6916983146291873,4.0,0.875,0.9003879522282356,1.0
rosenbrock,value,exact,misclick,20,0.4,studenttrbf,qnei,auc_simple_regret_excess_true,5,-0.002802085729879078,0.0,0.008762992506386659,-0.31976356568111375,-0.01368277804158876,0.008078606581830603,-1.203989216305377,0.6004830594385816,-0.7150130695906891,0.5141149927324703,1.0,1.0,0.8354368631902642,1.0
