dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
steering_law,value,logei,0.37499999999999994,1.375,0.034011833804672174,6.262708289637664,0.0,3,4
steering_law,value,qnei,0.625,1.625,0.04554527064764895,6.815415504248073,0.0,1,4
