iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-177.18038875590582,498.97148757803575,0.44332084815357076,-0.3382585516647194,True,-0.7815793998182902,pi,0.0,False,False,8,6d1ef719-8bf9-43f9-8ff6-91a3773aa579,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1",3.2050455310550587,0.44332084815357076,2.761724682901488,2.761724682901488,2.761724682901488,2.761724682901488,0.44332084815357076,2.761724682901488,eggholder
2,-185.64010139083086,295.47411027970963,0.40041572224414207,3.2706406354837787,True,2.8702249132396367,pi,0.0,False,False,8,6d1ef719-8bf9-43f9-8ff6-91a3773aa579,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1",3.2050455310550587,0.44332084815357076,2.8046298088109167,5.566354491712405,2.761724682901488,2.7831772458562023,0.40041572224414207,2.8046298088109167,eggholder
3,378.77402797692525,-111.52915810386537,1.222393723857696,0.1852005821179905,True,-1.0371931417397056,pi,0.0,False,False,8,6d1ef719-8bf9-43f9-8ff6-91a3773aa579,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1",3.2050455310550587,1.222393723857696,1.9826518071973627,7.5490062989097675,1.9826518071973627,2.5163354329699223,0.40041572224414207,2.8046298088109167,eggholder
4,-63.608961922254025,-130.30512323650248,0.46099718007714546,4.7527092127942945,True,4.291712032717149,pi,0.0,False,False,8,6d1ef719-8bf9-43f9-8ff6-91a3773aa579,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1",3.2050455310550587,1.222393723857696,2.744048350977913,10.293054649887681,1.9826518071973627,2.5732636624719203,0.46099718007714546,2.744048350977913,eggholder
5,-402.47951721187906,-21.53937493737783,-1.2619283954788965,-6.655353644010093,True,-5.393425248531196,pi,0.0,False,False,8,6d1ef719-8bf9-43f9-8ff6-91a3773aa579,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1",3.2050455310550587,1.222393723857696,4.466973926533955,14.760028576421636,1.9826518071973627,2.952005715284327,0.46099718007714546,2.744048350977913,eggholder
6,-85.47007721503631,-61.0998007201403,-0.296491587616494,-0.8469854566550437,True,-0.5504938690385497,pi,0.17171190003864467,False,False,8,6d1ef719-8bf9-43f9-8ff6-91a3773aa579,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1",3.2050455310550587,1.222393723857696,3.501537118671553,18.26156569509319,1.9826518071973627,3.0435942825155315,0.46099718007714546,2.744048350977913,eggholder
7,-133.2755221605306,-163.32790985319673,0.036436883583476375,1.8081059421432348,True,1.7716690585597585,pi,0.26008670002920553,False,True,8,6d1ef719-8bf9-43f9-8ff6-91a3773aa579,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1",3.2050455310550587,1.222393723857696,3.1686086474715824,21.430174342564772,1.9826518071973627,3.0614534775092532,0.46099718007714546,2.744048350977913,eggholder
8,19.03213721190332,-122.85984212508868,-0.27757110122210205,2.0655381050915924,True,2.3431092063136942,pi,0.27183290000539273,False,True,8,6d1ef719-8bf9-43f9-8ff6-91a3773aa579,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1",3.2050455310550587,1.222393723857696,3.4826166322771606,24.912790974841933,1.9826518071973627,3.1140988718552416,0.46099718007714546,2.744048350977913,eggholder
9,-273.03007148742006,297.1941127577842,1.3583505611148994,-4.001360963669767,True,-5.359711524784666,pi,0.26965700002619997,False,True,8,6d1ef719-8bf9-43f9-8ff6-91a3773aa579,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1",3.2050455310550587,1.3583505611148994,1.8466949699401594,26.759485944782092,1.8466949699401594,2.9732762160868993,0.46099718007714546,2.744048350977913,eggholder
10,-17.608799080075528,-187.40400576496813,0.2069583158304176,-1.2831946054294647,True,-1.4901529212598823,pi,0.3149777000071481,False,True,8,6d1ef719-8bf9-43f9-8ff6-91a3773aa579,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1",3.2050455310550587,1.3583505611148994,2.998087215224641,29.757573160006732,1.8466949699401594,2.9757573160006734,0.46099718007714546,2.744048350977913,eggholder
