iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-177.18038875590582,498.97148757803575,0.44332084815357076,0.44332084815357076,False,0.0,pi,0.0,False,False,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.44332084815357076,2.761724682901488,2.761724682901488,2.761724682901488,2.761724682901488,0.44332084815357076,2.761724682901488,eggholder
2,-185.64010139083086,295.47411027970963,0.40041572224414207,0.40041572224414207,False,0.0,pi,0.0,False,False,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.44332084815357076,2.8046298088109167,5.566354491712405,2.761724682901488,2.7831772458562023,0.44332084815357076,2.761724682901488,eggholder
3,378.77402797692525,-111.52915810386537,1.222393723857696,1.222393723857696,False,0.0,pi,0.0,False,False,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,1.9826518071973627,7.5490062989097675,1.9826518071973627,2.5163354329699223,1.222393723857696,1.9826518071973627,eggholder
4,-63.608961922254025,-130.30512323650248,0.46099718007714546,0.46099718007714546,False,0.0,pi,0.0,False,False,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,2.744048350977913,10.293054649887681,1.9826518071973627,2.5732636624719203,1.222393723857696,1.9826518071973627,eggholder
5,-402.47951721187906,-21.53937493737783,-1.2619283954788965,-1.2619283954788965,False,0.0,pi,0.0,False,False,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,4.466973926533955,14.760028576421636,1.9826518071973627,2.952005715284327,1.222393723857696,1.9826518071973627,eggholder
6,381.04283924429717,52.05808513505974,-1.4648620890352162,-1.4648620890352162,False,0.0,pi,0.21757189999334514,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,4.6699076200902745,19.42993619651191,1.9826518071973627,3.2383226994186516,1.222393723857696,1.9826518071973627,eggholder
7,478.75201794202655,-116.27940792122155,-1.707815136519192,-1.707815136519192,False,0.0,pi,0.3128377999528311,False,False,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,4.91286066757425,24.34279686408616,1.9826518071973627,3.477542409155166,1.222393723857696,1.9826518071973627,eggholder
8,340.4217623340925,-180.85139097812396,0.3403299248794641,0.3403299248794641,False,0.0,pi,0.33148529997561127,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,2.8647156061755945,27.207512470261754,1.9826518071973627,3.4009390587827193,1.222393723857696,1.9826518071973627,eggholder
9,310.6948844461731,-74.38758232971657,-0.3916878475146176,-0.3916878475146176,False,0.0,pi,0.3177909000078216,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,3.5967333785696765,30.80424584883143,1.9826518071973627,3.4226939832034926,1.222393723857696,1.9826518071973627,eggholder
10,-171.08223924288507,406.01223467619616,0.5502723738411589,0.5502723738411589,False,0.0,pi,0.3001349000260234,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,2.6547731572138997,33.45901900604533,1.9826518071973627,3.345901900604533,1.222393723857696,1.9826518071973627,eggholder
11,408.50717012270536,-222.48737638942498,-0.673518360560381,-0.673518360560381,False,0.0,pi,0.28531279996968806,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,3.87856389161544,37.33758289766077,1.9826518071973627,3.3943257179691613,1.222393723857696,1.9826518071973627,eggholder
12,-238.2316325765089,442.5066158725382,-0.15011605759117214,-0.15011605759117214,False,0.0,pi,0.32163600000785664,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,3.3551615886462307,40.69274448630701,1.9826518071973627,3.391062040525584,1.222393723857696,1.9826518071973627,eggholder
13,-73.31876828541408,-242.87949406121766,-0.05966158896576329,-0.05966158896576329,False,0.0,pi,0.251317200018093,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,3.264707120020822,43.95745160632783,1.9826518071973627,3.381342431255987,1.222393723857696,1.9826518071973627,eggholder
14,-73.59442589083108,-19.36798548122431,0.14331204573786735,0.14331204573786735,False,0.0,pi,0.29596550000132993,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,3.0617334853171916,47.01918509164502,1.9826518071973627,3.3585132208317874,1.222393723857696,1.9826518071973627,eggholder
15,-8.892844727862666,-68.68676568957426,0.06563819862133248,0.06563819862133248,False,0.0,pi,0.30318160000024363,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,3.139407332433726,50.15859242407875,1.9826518071973627,3.3439061616052497,1.222393723857696,1.9826518071973627,eggholder
16,-111.03601388604852,321.8903172368322,-1.1732226106884798,-1.1732226106884798,False,0.0,pi,0.25497339997673407,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,4.378268141743538,54.53686056582229,1.9826518071973627,3.408553785363893,1.222393723857696,1.9826518071973627,eggholder
17,-10.814860631215083,-189.77103958533462,0.20165844946629619,0.20165844946629619,False,0.0,pi,0.3024431999656372,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,3.0033870815887624,57.54024764741105,1.9826518071973627,3.384720449847709,1.222393723857696,1.9826518071973627,eggholder
18,-218.21286270423036,209.8001489802533,-0.5028358926305261,-0.5028358926305261,False,0.0,pi,0.2851228000363335,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,3.707881423685585,61.248129071096635,1.9826518071973627,3.4026738372831464,1.222393723857696,1.9826518071973627,eggholder
19,-140.21912966316154,-159.52795587279525,0.08048016788559649,0.08048016788559649,False,0.0,pi,0.30323840002529323,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,3.124565363169462,64.3726944342661,1.9826518071973627,3.3880365491718996,1.222393723857696,1.9826518071973627,eggholder
20,-170.9044152150566,-20.423217933550973,-0.4974979572214504,-0.4974979572214504,False,0.0,pi,0.3128856999683194,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,3.7025434882765094,68.0752379225426,1.9826518071973627,3.40376189612713,1.222393723857696,1.9826518071973627,eggholder
21,-175.33162815227104,-265.82711958152595,0.5205585469623819,0.5205585469623819,False,0.0,pi,0.3302399000385776,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,2.684486984092677,70.75972490663527,1.9826518071973627,3.369510709839775,1.222393723857696,1.9826518071973627,eggholder
22,-214.16847107121134,-328.85537298797396,-1.406746760509522,-1.406746760509522,False,0.0,pi,0.3057676000171341,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,4.611792291564581,75.37151719819985,1.9826518071973627,3.42597805446363,1.222393723857696,1.9826518071973627,eggholder
23,-136.01097188381084,-388.9462860626312,-1.589725155381513,-1.589725155381513,False,0.0,pi,0.33728390000760555,False,True,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,4.794770686436571,80.16628788463643,1.9826518071973627,3.4854907775928883,1.222393723857696,1.9826518071973627,eggholder
24,70.80608176201544,-147.5380412253234,-0.22458111465790673,-0.22458111465790673,False,0.0,pi,0.18685310002183542,False,False,8,88514a86-e10e-4878-946f-c8849c37e7f7,none,0.0,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,3.4296266457129656,83.5959145303494,1.9826518071973627,3.4831631054312253,1.222393723857696,1.9826518071973627,eggholder
