dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
eggholder,value,exact,gaussian,0,0.25,logei,5,2,1.4,0.3999999999999999,1.6,5.1462324132736486,0.5954496537160097,0.10502515129129893,54.56348916410919,0.0,True
eggholder,value,exact,gaussian,0,0.25,pi,5,2,1.6,0.6000000000000001,1.4,6.3484847911755775,5.074765345713914,0.12956091410562404,55.15677385764535,0.0,False
eggholder,value,exact,gaussian,0,1.0,logei,5,2,1.2,0.19999999999999996,1.0,-3.2794694092599572,-3.847287860155845,-0.06692794712775428,46.13778734157558,0.0,True
eggholder,value,exact,gaussian,0,1.0,pi,5,2,1.8,0.8,2.0,6.405631637694967,6.22386023398235,0.1307271762794891,55.21392070416474,0.0,False
eggholder,value,exact,gaussian,0,5.0,logei,5,2,1.2,0.19999999999999996,1.6,11.574243920813121,0.0,0.23620905960843103,60.991500671648666,0.0,True
eggholder,value,exact,gaussian,0,5.0,pi,5,2,1.8,0.8,1.4,15.81728331179879,11.285586398223202,0.3228017002407916,64.62557237826857,0.0,False
eggholder,value,exact,gaussian,20,0.25,logei,5,2,1.3,0.30000000000000004,1.4,-2.3545468188712677,0.0,-0.08119126961625076,47.062709931964264,7.3757648928058925,True
eggholder,value,exact,gaussian,20,0.25,pi,5,2,1.7,0.7,1.6,5.139178541561916,0.0,0.1772130531573074,53.947467608031694,-79.98111910833926,False
eggholder,value,exact,gaussian,20,1.0,logei,5,2,1.1,0.10000000000000009,1.2,-4.061963388703925,-1.43805118898905,-0.14006770305875632,45.35529336213161,-4.866686796132626,True
eggholder,value,exact,gaussian,20,1.0,pi,5,2,1.9,0.8999999999999999,1.8,5.783443361384838,0.0,0.199429081427063,54.591732427854595,-179.96179288728507,False
eggholder,value,exact,gaussian,20,5.0,logei,5,2,1.3,0.30000000000000004,1.6,2.6264829110091426,0.0,0.09056837624169423,52.043739661844675,-35.5906490395382,True
eggholder,value,exact,gaussian,20,5.0,pi,5,2,1.7,0.7,1.4,5.723901968878354,0.0,0.19737592996132242,54.53219103534813,113.24746758734996,False
