run_id,dataset,objective,acquisition,seed,oracle_model,baseline,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_x0,response_x1
ce68f6f3-ffcd-4dd2-8f52-2c87b013e7e5,eggholder,value,logei,10,exact,True,none,0.0,0,50,0,1,2,143.65689715691502,2.3536366543280782,0.8514088767269805,167.01071251049302,3.3402142502098604,42.2246054203243,0.8617266412311082,0.8514088767269805,42.2246054203243,"x0,x1",-130.61818813895133,-59.80127948505765
ce68f6f3-ffcd-4dd2-8f52-2c87b013e7e5,eggholder,value,logei,10,exact,True,none,0.0,20,50,0,21,22,73.87355662285661,2.3536366543280782,0.8514088767269805,167.01071251049302,3.3402142502098604,42.2246054203243,0.8533459283005528,0.8514088767269805,42.2246054203243,"x0,x1",-73.84049893179858,-2.2097704888640806
efa80219-a460-4bcb-ab88-2df53ed39d39,eggholder,value,logei,10,exact,False,gaussian,0.25,0,50,0,1,2,143.65689715691502,2.331166856074644,0.8738786749804146,151.2445485823934,3.024890971647868,42.82005507404031,0.8738786749804145,0.9486615211572422,44.20353772831162,"x0,x1",-130.61818813895133,-59.80127948505765
f46452b6-52f1-4d34-a4ad-ca40470b37d4,eggholder,value,logei,10,exact,False,gaussian,1.0,0,50,0,1,2,143.65689715691502,2.617795082776054,0.5872504482790046,162.03095026245327,3.2406190052490653,38.37731756016846,0.7832105624524175,0.5872504482790046,65.09678484226134,"x0,x1",-130.61818813895133,-59.80127948505765
d799654c-7307-4b57-a01f-c2ee2035dffe,eggholder,value,logei,10,exact,False,gaussian,5.0,0,50,0,1,2,143.65689715691502,2.331166856074644,0.8738786749804146,163.82024704483595,3.276404940896719,42.82005507404031,0.8738786749804145,0.8738786749804146,42.82005507404031,"x0,x1",-130.61818813895133,-59.80127948505765
695306e7-15a6-49ef-a4fa-b131c981d162,eggholder,value,logei,10,exact,False,gaussian,0.25,20,50,0,21,22,110.55797662424685,2.90053714487978,0.3045083861752791,155.98025396510266,3.1196050793020533,27.16237213189909,0.33395857352726876,0.3045083861752791,27.16237213189909,"x0,x1",16.239700341393387,-109.35875972261783
01911a1c-21b0-4216-8af9-6cd336b165d0,eggholder,value,logei,10,exact,False,gaussian,1.0,20,50,0,21,22,110.55797662424685,2.90053714487978,0.3045083861752791,161.95703174877625,3.239140634975525,27.16237213189909,0.33395857352726876,1.735609644127102,63.6640613308625,"x0,x1",16.239700341393387,-109.35875972261783
071902be-8dae-41ff-8d94-511bf2e3d493,eggholder,value,logei,10,exact,False,gaussian,5.0,20,50,0,21,22,110.55797662424685,2.571892580233818,0.6331529508212408,157.83067691308142,3.1566135382616283,38.23904106345154,0.7159126746152845,2.514893572082926,91.04547524550975,"x0,x1",16.239700341393387,-109.35875972261783
ccedc0f0-2491-4a5d-9014-d69c369fd74a,eggholder,value,logei,11,exact,True,none,0.0,0,50,0,1,2,683.1813895720231,2.3037211741727988,0.90132435688226,161.78024258521737,3.2356048517043474,52.65461817013557,1.074584044288481,0.90132435688226,52.65461817013557,"x0,x1",484.27843057065763,-481.8829865658065
ccedc0f0-2491-4a5d-9014-d69c369fd74a,eggholder,value,logei,11,exact,True,none,0.0,20,50,0,21,22,215.8715886579528,2.3037211741727988,0.90132435688226,161.78024258521737,3.2356048517043474,52.65461817013557,0.9013243568822599,0.90132435688226,52.65461817013557,"x0,x1",-215.75124727966147,7.207085886733097
