dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
stevens,value,qnei,0.475,1.475,0.26472922332607984,25.12965374759117,0.0,3,4
stevens,value,logei,0.525,1.525,0.3437087651379717,29.198852297281753,0.0,2,4
