User_ID;Run;Phase;value;x0;x1;x2;x3;x4;x5
2;1;sampling;-0.432996701318514;0.8647975870165865;0.855302514932059;0.8110233987843422;0.2614463614164766;0.0771994577184214;0.9464657804460632
2;2;sampling;0.41622581210914705;0.6137916910471019;0.0026307536262997;0.9104071780658378;0.9848034752375554;0.2862966041661704;0.8136611230389795
2;3;sampling;-0.6443921581082154;0.0824079438813082;0.4382800473034214;0.8177037747448075;0.4087333326897736;0.5177497071869771;0.1170398834750663
2;4;sampling;-2.981679038180441;0.8140065192501118;0.4978674083325122;0.2482791948866719;0.7766861560008684;0.9792282891895626;0.53834323407629
2;5;sampling;0.3469839986922662;0.7371502226207836;0.9927606888483628;0.0301274963753239;0.5989776523667713;0.9672952777915866;0.1173365738433168
2;6;optimization;0.11335546878443858;0.6481837490991811;1.0;0.0;0.3325077047634779;0.8707190987039836;0.0
2;7;optimization;-1.2538300519525698;0.7128764201759478;1.0;0.0;0.0796721572836718;0.9998400667999684;0.0
2;8;optimization;2.041521637563461;0.6618592711047914;1.0;0.0;0.4153695955215182;0.877490506006772;0.0193136163702185
2;9;optimization;3.531491013680121;0.5947662296686232;1.0;0.0;0.4469301452197754;0.6238711547865847;0.0
2;10;optimization;4.002181106744167;0.5110586566579803;1.0;0.0;0.537840915727947;0.5924667720503003;0.0
2;11;optimization;5.649170512372423;0.4555513551378582;1.0;0.0;0.6408449042698734;0.6271542988489827;0.0
2;12;optimization;4.655044917138819;0.4384221152294945;1.0;0.0;0.6569336963228305;0.0;0.205698962067106
2;13;optimization;3.45486343485496;0.4745191840266768;1.0;0.0;0.743942279434542;1.0;0.0
2;14;optimization;7.470361601685581;0.3960096221560715;1.0;0.0;0.5282237548319442;0.5449771057936569;0.0
2;15;optimization;2.363532292758043;0.3954581401376111;0.6397830375263077;0.0;0.7727210222945405;0.4985114054182381;0.0
2;16;optimization;5.712411987605631;0.3967384822831564;1.0;0.2698560824408476;0.6812544822484808;0.4960473618180915;0.0
2;17;optimization;1.9926574057884907;0.3949173515337921;1.0;0.0;0.4798058270272731;0.5731884418285406;0.3890166944518229
2;18;optimization;5.640210950119205;0.3900045628278754;1.0;0.0;0.5829819694809473;0.0387510251327529;0.0
2;19;optimization;6.9507551420676865;0.3775735027916965;1.0;0.8898886474047905;0.5703837351459319;0.0;0.0
2;20;optimization;3.982172915909268;0.347745061058654;1.0;1.0;0.5801352849512372;1.0;0.0
