dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
hartmann_6,value,qnei,0.475,1.525,1.0120865161181185,139.11502505620115,0.03160267680449072,5,8
hartmann_6,value,logei,0.525,1.475,1.09926032312316,140.6740406296788,-0.03114851558396702,3,8
