error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
ar1,,0.05,0,10,0.01,50,200,20,1.355,0.8400000000000001,1.9902499999999987,0.0,1.355,1.1355000000000002,0.0
ar1,,0.05,0,25,0.01,50,200,20,4.095,2.5747500000000003,5.834999999999999,0.0,2.2887700534759357,1.1638,0.065
ar1,,0.05,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,0.05,20,25,0.01,50,200,20,0.825,0.43999999999999995,1.225,0.0,0.6884422110552764,1.0330000000000001,0.005
ar1,,0.25,0,10,0.01,50,200,20,4.654999999999999,3.4847499999999996,6.075125000000001,1.0,3.3108808290155443,1.4655,0.035
ar1,,0.25,0,25,0.01,50,200,20,11.685000000000002,9.569374999999999,13.919999999999998,9.0,5.093959731543624,1.4674,0.255
ar1,,0.25,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,0.25,20,25,0.01,50,200,20,2.635,1.4350000000000003,4.065374999999999,0.0,0.4644808743169399,1.1054,0.085
ar1,,1.0,0,10,0.01,50,200,20,15.360000000000003,12.559375,18.49025,6.0,5.381944444444445,2.536,0.28
ar1,,1.0,0,25,0.01,50,200,20,22.684999999999995,20.514749999999992,24.82,27.0,5.5,1.9073999999999998,0.65
ar1,,1.0,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,1.0,20,25,0.01,50,200,20,5.035,3.36475,6.8851249999999995,0.0,0.9401197604790419,1.2014,0.165
ar1,,5.0,0,10,0.01,50,200,20,24.62,21.363500000000002,28.095625000000002,40.0,7.061855670103093,3.4620000000000006,0.515
ar1,,5.0,0,25,0.01,50,200,20,27.07,25.109999999999996,29.259999999999998,30.0,4.054054054054054,2.0827999999999998,0.815
ar1,,5.0,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,5.0,20,25,0.01,50,200,20,5.54,3.49475,7.685,0.0,0.6273291925465838,1.2216,0.195
bias,bias0.05,0.05,0,10,0.01,50,200,20,1.9750000000000003,1.3748749999999998,2.625,0.0,1.7738693467336684,1.1975,0.005
bias,bias0.05,0.05,0,25,0.01,50,200,20,5.845000000000001,3.859875,7.940249999999999,1.0,2.434285714285714,1.2338,0.125
bias,bias0.05,0.05,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias0.05,0.05,20,25,0.01,50,200,20,0.77,0.30987499999999996,1.3251249999999994,0.0,0.6432160804020101,1.0308000000000002,0.005
bias,bias0.25,0.25,0,10,0.01,50,200,20,8.6,6.673875,10.800125,3.0,5.395604395604396,1.86,0.09
bias,bias0.25,0.25,0,25,0.01,50,200,20,15.670000000000002,13.079625000000002,18.360374999999994,16.0,5.471074380165289,1.6268,0.395
