variant,n_cells,median_extra_cost,rho_headroom,rho_frag,extra_cost_low_headroom,extra_cost_high_headroom
ceil0.9-anchored,40,0.10354079465327529,0.30760576940458784,0.6676674915827973,0.08288731401647931,0.1699536410915749
ceil0.9-fixed,40,0.21904425733944327,0.6475120225317575,-0.0880090088679966,0.1534880212927336,0.3155097154561613
