error_model,jitter_std,jitter_iteration,acquisition,mean_rank_fragility,mean_fragility,median_fragility,mean_absolute_loss,n_benchmarks
bias,0.05,0,pi,7.15,0.018554775860551175,0.01702004226793592,0.3000995075845838,20
bias,0.05,0,greedy,7.9,0.03245568763847256,0.03357078446127401,0.32822785011661104,20
bias,0.05,20,qnei,4.225,0.0009205057248915302,0.00014180489955816457,0.1470863557059127,20
bias,0.05,20,logei,4.575,-0.0038793089514514933,0.00022659977044891584,0.14759643906349984,20
bias,0.05,20,qei,4.625,0.000777747144211075,0.0007876343305154028,0.14491750170427778,20
bias,0.05,20,qucb,4.825,0.0007475546597172373,0.00014695955954098017,0.18109594370187737,20
bias,0.05,20,greedy,5.35,0.0020073923089108754,0.001279658354944875,0.19359520215496767,20
bias,0.05,20,ei,5.475,0.0006446100124750271,0.0009123633323338603,0.15187054902370067,20
bias,0.05,20,ucb,5.525,0.0022644747255942473,0.0005400954291453735,0.16989267183502987,20
bias,0.05,20,qpi,6.3,0.0029319195700516576,0.0024916189914167106,0.17702622791924505,20
bias,0.05,20,logpi,6.9,0.007581189289303382,0.00229816674031192,0.16955938277939486,20
bias,0.05,20,pi,7.2,0.007217418202998914,0.005424279425513257,0.17069181577489223,20
bias,0.25,0,qucb,2.6,0.00526675487118476,-0.0006311856087331266,0.29930496597958856,20
bias,0.25,0,ucb,3.25,0.01702771973933281,0.009136832825241557,0.30259971710744066,20
bias,0.25,0,qei,3.75,0.021805344952831467,0.019871209915470343,0.28125342964475086,20
bias,0.25,0,logei,4.0,0.024914515331283277,0.021017587591194563,0.28821835822797925,20
bias,0.25,0,qnei,4.65,0.03024632601532286,0.01603466203153718,0.28962764700225446,20
bias,0.25,0,ei,4.65,0.030188656313299346,0.022740417129796568,0.2941078069370632,20
bias,0.25,0,greedy,7.5,0.0984745064576493,0.0853890304076158,0.39424666893578775,20
bias,0.25,0,qpi,7.8,0.12079259843128473,0.1112957207254639,0.40826485403012625,20
bias,0.25,0,logpi,8.25,0.11655055089239634,0.08893305174379218,0.3972562664918449,20
bias,0.25,0,pi,8.55,0.12606967382092987,0.13169777751361794,0.4076144055449625,20
bias,0.25,20,qucb,4.175,0.003642978952123517,0.0001248170140861157,0.18399136799428367,20
bias,0.25,20,qei,4.3,0.007174693719343803,0.003998664714630545,0.15131444827941057,20
bias,0.25,20,ucb,4.425,0.007572026408499364,0.0009649839097179026,0.175200223517935,20
bias,0.25,20,qnei,4.5,0.005576908879470369,0.00208650351505576,0.15174275886049154,20
bias,0.25,20,ei,4.675,0.007501568812772891,0.00402066232250192,0.15872750782399853,20
bias,0.25,20,logei,4.925,0.00432928413614163,0.0013567388512921931,0.15580503215109295,20
bias,0.25,20,greedy,5.875,0.01761452760869814,0.01479510171267625,0.20920233745475497,20
bias,0.25,20,qpi,6.15,0.01957482736379199,0.006060752402603108,0.1936691357129854,20
bias,0.25,20,pi,7.575,0.03216166632447875,0.025389571748135057,0.1956360638963721,20
bias,0.25,20,logpi,8.4,0.033253143967353946,0.023296077180556034,0.19523133745744542,20
bias,1.0,0,qucb,2.35,0.07667762879190719,0.05176183749077481,0.37071583990031104,20
bias,1.0,0,ucb,3.05,0.0822342177549524,0.07871743564695051,0.3678062151230603,20
bias,1.0,0,qnei,3.8,0.1022792095406615,0.0999916257782216,0.3616605305275931,20
bias,1.0,0,qei,3.95,0.10931092717041405,0.10157483721553687,0.36875901186233345,20
bias,1.0,0,logei,4.9,0.13180956027943297,0.11592926900391581,0.3951134031761289,20
bias,1.0,0,ei,5.6,0.13529438957511708,0.13685507857740373,0.39921354019888095,20
bias,1.0,0,greedy,7.45,0.2034175962236368,0.1770425280513701,0.49918975870177534,20
bias,1.0,0,qpi,7.65,0.20929376305492223,0.18080420170384806,0.4967660186537636,20
bias,1.0,0,logpi,8.05,0.2103925392223823,0.1857694808801797,0.49109825482183095,20
bias,1.0,0,pi,8.2,0.21346822884066174,0.19375661040496192,0.4950129605646942,20
bias,1.0,20,logei,4.45,0.01845171152571436,0.006629867607035634,0.16992745954066574,20
bias,1.0,20,qnei,4.65,0.026624410848082213,0.011171273636340302,0.17279026082910337,20
bias,1.0,20,qucb,5.0,0.02685575209479286,0.010425809294383874,0.20720414113695296,20
bias,1.0,20,qpi,5.05,0.02957544880762809,0.02171061147862786,0.20366975715682156,20
bias,1.0,20,ei,5.05,0.025564983008339676,0.009497649323580722,0.1767909220195653,20
bias,1.0,20,ucb,5.3,0.0277712388835455,0.017110901893864855,0.19539943599298112,20
bias,1.0,20,qei,5.65,0.03104808986180031,0.0166038685238439,0.17518784442186708,20
bias,1.0,20,greedy,5.85,0.03785300033736449,0.027628220576495947,0.22944081018342127,20
bias,1.0,20,pi,6.95,0.052634341702488305,0.03227561049350049,0.21610873927438168,20
bias,1.0,20,logpi,7.05,0.047610459844018946,0.027515368934184777,0.20958865333411042,20
bias,5.0,0,ucb,2.2,0.17485411741551568,0.15536178112892152,0.4604261147836236,20
bias,5.0,0,qucb,2.75,0.1782744177506752,0.16671290074262218,0.4723126288590791,20
bias,5.0,0,qnei,4.85,0.2155820771610248,0.1932315967074123,0.47496339814795635,20
bias,5.0,0,ei,5.3,0.21914584321550024,0.19070767969069208,0.4830649938392642,20
bias,5.0,0,logei,5.3,0.22225153244012952,0.1810621071306429,0.48555537533682536,20
bias,5.0,0,qpi,5.55,0.2190387905823286,0.21209575437891492,0.5065110461811699,20
bias,5.0,0,qei,5.95,0.2351799873769803,0.22360729871049057,0.4946280720688997,20
bias,5.0,0,logpi,7.55,0.2535467755700315,0.2255446062043385,0.53425249116948,20
bias,5.0,0,greedy,7.7,0.256104828276448,0.22029701954569542,0.5518769907545864,20
bias,5.0,0,pi,7.85,0.25861115589192296,0.26765655021429213,0.5401558876159555,20
bias,5.0,20,qnei,4.125,0.0430768351828052,0.01229082459371449,0.18924268516382634,20
bias,5.0,20,qei,4.725,0.0454045778572367,0.016155408021358893,0.18954433241730342,20
bias,5.0,20,logei,4.875,0.04413115535410123,0.028938760095182994,0.19560690336905256,20
bias,5.0,20,qpi,5.125,0.04453888216441767,0.03104344079100687,0.21863319051361113,20
bias,5.0,20,ei,5.175,0.047148180085441124,0.026927830004559443,0.19837411909666683,20
bias,5.0,20,greedy,5.325,0.0491684261516977,0.04260858224683419,0.2407562359977546,20
bias,5.0,20,qucb,5.925,0.06359209272068798,0.05452433464260481,0.2439404817628481,20
bias,5.0,20,logpi,6.425,0.06142407948563642,0.05927649886269744,0.2234022729757279,20
bias,5.0,20,ucb,6.425,0.0718056425541596,0.06086462053704411,0.2394338396635952,20
bias,5.0,20,pi,6.875,0.06432076522361133,0.0480875644088907,0.22779516279550466,20
drift,0.05,0,ei,3.7,-0.0011347808243464717,0.0005926526783806131,0.26278436979941733,20
drift,0.05,0,logei,3.8,-0.001174432427011709,0.0019831152008526337,0.26212941046968424,20
drift,0.05,0,qucb,3.9,-0.004785977540641988,0.00016566963586486403,0.2892522335677618,20
drift,0.05,0,qnei,4.55,-0.000993260834839704,0.003977655790308254,0.258388060152092,20
drift,0.05,0,ucb,4.95,0.006811039230997752,0.0036590451127869105,0.29238303659910564,20
drift,0.05,0,qei,5.1,0.007876578909532597,0.005061222938539597,0.267324663601452,20
drift,0.05,0,qpi,6.7,0.022549277037150383,0.018080350770281407,0.31002153263599175,20
drift,0.05,0,logpi,6.95,0.02391663994833098,0.021620370669063534,0.30462235554777956,20
drift,0.05,0,greedy,7.1,0.019565252933283976,0.023625967349068917,0.31533741541142235,20
drift,0.05,0,pi,8.25,0.04221238590339267,0.03386643500560666,0.32375711762742526,20
drift,0.05,20,qnei,3.925,0.00039047811890433027,0.000233091562266735,0.1465563280999255,20
drift,0.05,20,qucb,4.475,0.0005953080618054706,5.7038050640889064e-05,0.18094369710396557,20
drift,0.05,20,logei,4.525,-0.0015988846561594081,0.0,0.1498768633587919,20
drift,0.05,20,ucb,4.825,0.00019192963006885202,0.0001789253244597095,0.16782012673950447,20
drift,0.05,20,qei,4.925,0.0017454017299245363,0.0006766256494393039,0.1458851562899913,20
drift,0.05,20,qpi,6.15,0.0027766997057992603,0.002883671170028721,0.17687100805499267,20
drift,0.05,20,greedy,6.475,0.0026804187161810133,0.004522282437007537,0.19426822856223785,20
drift,0.05,20,logpi,6.525,0.005437367064307563,0.002908376960878861,0.16741556055439905,20
drift,0.05,20,ei,6.55,0.007040974107122408,0.0015463191384269262,0.1582669131183481,20
drift,0.05,20,pi,6.625,0.011805263739078448,0.007286952208141091,0.17527966131097178,20
drift,0.25,0,qucb,2.6,0.0011406398154512267,0.0038358818117579076,0.295178850923855,20
drift,0.25,0,ucb,3.45,0.016052265310854363,0.016892657598008835,0.30162426267896225,20
drift,0.25,0,qnei,3.75,0.018576989302101665,0.013823315177988163,0.27795831028903334,20
drift,0.25,0,ei,3.8,0.01574362591932708,0.016454419266098773,0.2796627765430909,20
drift,0.25,0,logei,4.2,0.019620629859236623,0.013407871471581179,0.2829244727559325,20
drift,0.25,0,qei,4.85,0.028294798862543408,0.021405650757490298,0.2877428835544628,20
drift,0.25,0,greedy,7.0,0.09333436939697115,0.08857136476307143,0.3891065318751096,20
drift,0.25,0,qpi,8.4,0.12466782373337196,0.10122242130545053,0.41214007933221336,20
drift,0.25,0,pi,8.45,0.1294857817391971,0.11355167350833689,0.41103051346322966,20
drift,0.25,0,logpi,8.5,0.1276368711908175,0.11433083289085229,0.408342586790266,20
drift,0.25,20,qnei,4.05,0.00449769476877775,0.0010272266565262197,0.1506635447497989,20
drift,0.25,20,qucb,4.075,0.0032248832687197817,0.0012229453906098429,0.18357327231087991,20
drift,0.25,20,logei,4.325,0.0006330747418601325,0.0022016594709028023,0.15210882275681145,20
drift,0.25,20,ucb,4.475,0.003695220681017905,0.001021040908558996,0.1713234177904535,20
drift,0.25,20,qei,4.9,0.005927767126899482,0.0028962097944827663,0.15006752168696622,20
drift,0.25,20,ei,5.65,0.006859996563700772,0.004381005788386837,0.1580859355749264,20
drift,0.25,20,qpi,6.0,0.01777006105016311,0.009048749696895541,0.19186436939935653,20
drift,0.25,20,greedy,6.575,0.017919686629193646,0.013709999206148037,0.20950749647525052,20
drift,0.25,20,logpi,7.275,0.028693779749719393,0.01760640630658064,0.1906719732398109,20
drift,0.25,20,pi,7.675,0.03089318020723248,0.020021184910690208,0.1943675777791258,20
drift,1.0,0,ucb,2.85,0.09525590451320934,0.07949846180596865,0.38082790188131715,20
drift,1.0,0,qucb,2.95,0.09373905342946208,0.05991971575059482,0.38777726453786593,20
drift,1.0,0,qei,3.65,0.10607424937782217,0.10038160281360811,0.3655223340697416,20
drift,1.0,0,qnei,4.05,0.1204989897147835,0.11648075021507928,0.37988031070171513,20
drift,1.0,0,logei,4.8,0.12927989150106525,0.12667305482880786,0.39258373439776123,20
drift,1.0,0,ei,5.2,0.13594184663359019,0.12746468175593267,0.399860997257354,20
drift,1.0,0,qpi,7.15,0.20076345749495159,0.1545342180593256,0.488235713093793,20
drift,1.0,0,logpi,7.65,0.20553608576710752,0.16213050501801607,0.4862418013665562,20
drift,1.0,0,greedy,8.0,0.20942080451053569,0.17874452360650295,0.5051929669886741,20
drift,1.0,0,pi,8.7,0.22577449788386175,0.22105842784496554,0.5073192296078942,20
drift,1.0,20,logei,4.325,0.0186009483708163,0.003839040018574203,0.17007669638576767,20
drift,1.0,20,qucb,4.475,0.01920303087922152,0.0021020357928337088,0.19955141992138165,20
drift,1.0,20,qei,4.7,0.0204563459655198,0.006097750915397251,0.16459610052558657,20
drift,1.0,20,ucb,4.725,0.01815224773671749,0.006292625800038185,0.18578044484615314,20
drift,1.0,20,qnei,4.95,0.023811441210275973,0.007789763607408814,0.16997729119129712,20
drift,1.0,20,qpi,4.975,0.027148199122765455,0.009350357564820718,0.20124250747195888,20
drift,1.0,20,greedy,5.775,0.03731659510814798,0.030663247636980844,0.2289044049542049,20
drift,1.0,20,ei,6.1,0.024985698345870527,0.021424745397855334,0.17621163735709616,20
drift,1.0,20,pi,7.45,0.051445681471643856,0.0318189933409346,0.2149200790435372,20
drift,1.0,20,logpi,7.525,0.04699811233554092,0.034197319431154075,0.20897630582563242,20
drift,5.0,0,qucb,2.7,0.17778906531182095,0.1474368240719161,0.4718272764202249,20
drift,5.0,0,ucb,3.65,0.19378486583911464,0.16296547331862116,0.47935686320722243,20
drift,5.0,0,qnei,4.9,0.21308046199812755,0.17419790800842117,0.4724617829850592,20
drift,5.0,0,ei,5.05,0.22523149046465168,0.20828655993090078,0.48915064108841555,20
drift,5.0,0,qpi,5.25,0.229489835491438,0.15906040249319686,0.5169620910902794,20
drift,5.0,0,logei,5.65,0.2368747326756983,0.1863377094157329,0.5001785755723944,20
drift,5.0,0,qei,5.8,0.23645818692204376,0.20037214979479262,0.49590627161396317,20
drift,5.0,0,logpi,7.2,0.2542526995929738,0.2427099864554815,0.5349584151924225,20
drift,5.0,0,greedy,7.25,0.25725041331772125,0.2334281215320876,0.5530225757958596,20
drift,5.0,0,pi,7.55,0.2669971156106469,0.24881322250032537,0.5485418473346795,20
drift,5.0,20,qnei,4.2,0.038269985688016664,0.011988242653849636,0.18443583566903785,20
drift,5.0,20,qei,4.6,0.04336164929883209,0.018596452730420973,0.18750140385889885,20
drift,5.0,20,logei,4.75,0.03643367641586381,0.00920973331249473,0.18790942443081515,20
drift,5.0,20,qpi,4.8,0.04274543109837606,0.033792581827334744,0.21683973944756954,20
drift,5.0,20,greedy,4.95,0.0397216602030107,0.03316119770216246,0.23130947004906757,20
drift,5.0,20,ei,5.55,0.04789187654421241,0.029593431182313387,0.19911781555543806,20
drift,5.0,20,qucb,5.8,0.05816308285500421,0.03400474773062971,0.23851147189716437,20
drift,5.0,20,logpi,6.7,0.06022047700084543,0.05625040560420051,0.2221986704909369,20
drift,5.0,20,pi,6.8,0.05971937416451162,0.049575252579742046,0.22319377173640498,20
drift,5.0,20,ucb,6.85,0.06215125584395277,0.05122184072918162,0.22977945295338845,20
gaussian,0.05,0,ei,3.2,-0.007725611778290099,-0.003254096367806412,0.25619353884547375,20
gaussian,0.05,0,qei,4.05,0.0015863873733753392,-0.0008389691620425787,0.2610344720652948,20
gaussian,0.05,0,qucb,4.35,-0.001621294606833892,0.00034563404728089924,0.29241691650156987,20
gaussian,0.05,0,qnei,4.5,0.0029455889313985927,0.00011143619356478935,0.26232690991833024,20
gaussian,0.05,0,logei,4.6,0.0028119070684595147,0.004186049057885061,0.26611574996515547,20
gaussian,0.05,0,ucb,4.7,0.005138878749176504,0.002056349715273494,0.2907108761172844,20
gaussian,0.05,0,greedy,6.75,0.023302442713269922,0.019599670664207917,0.31907460519140834,20
gaussian,0.05,0,qpi,7.25,0.020759433392064007,0.01712002631091586,0.3082316889909054,20
gaussian,0.05,0,logpi,7.7,0.02518696754400575,0.019395305244904154,0.3058926831434543,20
gaussian,0.05,0,pi,7.9,0.024924544710889385,0.017510840865552442,0.30646927643492194,20
gaussian,0.05,20,logei,3.675,-0.006761329750566976,0.0,0.1447144182643844,20
gaussian,0.05,20,qnei,4.4,0.0050690677452713325,0.00010726588294558494,0.15123491772629252,20
gaussian,0.05,20,ucb,4.425,0.0008668752230591752,0.00012078392614625418,0.16849507233249475,20
gaussian,0.05,20,qucb,4.875,0.00038995521775633883,0.0001997639792123033,0.18073834425991647,20
gaussian,0.05,20,qei,5.125,0.003965749802872313,0.0021611846099696447,0.14810550436293907,20
gaussian,0.05,20,ei,5.125,0.00685707139088817,0.0017647571558165702,0.15808301040211387,20
gaussian,0.05,20,greedy,6.175,0.004675238567226789,0.00608531005003558,0.19626304841328363,20
gaussian,0.05,20,qpi,6.45,0.006217778337198129,0.003627699510966578,0.18031208668639154,20
gaussian,0.05,20,logpi,6.925,0.00799021225650564,0.0034343511357501225,0.1699684057465971,20
gaussian,0.05,20,pi,7.825,0.012852893560685997,0.010562151544887276,0.17632729113257933,20
gaussian,0.25,0,qucb,3.25,0.010240804957288959,0.006031493762386447,0.3042790160656927,20
gaussian,0.25,0,qnei,3.5,0.013846117899760485,0.011089186532228236,0.27322743888669215,20
gaussian,0.25,0,ei,3.65,0.017482193753613373,0.016272063495829686,0.28140134437737724,20
gaussian,0.25,0,ucb,3.8,0.015950265062968254,0.01099352035960313,0.3015222624310762,20
gaussian,0.25,0,logei,4.0,0.02148683941084959,0.01448409858573492,0.28479068230754556,20
gaussian,0.25,0,qei,4.65,0.0298817112490527,0.025348593770784293,0.28932979594097213,20
gaussian,0.25,0,qpi,7.45,0.11138099010978801,0.08940887091739844,0.39885324570862934,20
gaussian,0.25,0,greedy,7.8,0.11176084335494336,0.08818343518695446,0.4075330058330818,20
gaussian,0.25,0,pi,7.85,0.1066620546023764,0.0985997759372215,0.388206786326409,20
gaussian,0.25,0,logpi,9.05,0.139352393302305,0.12774907220620318,0.42005810890175355,20
gaussian,0.25,20,ucb,3.675,0.001420803366701848,0.0001224322212056706,0.16904900047613744,20
gaussian,0.25,20,qei,3.9,0.005909661528301957,0.0025015526176928203,0.1500494160883687,20
gaussian,0.25,20,qucb,4.025,0.005131653139565201,0.0004929820891138661,0.18548004218172537,20
gaussian,0.25,20,qnei,4.35,0.00760169823408675,0.0032640643424203344,0.1537675482151079,20
gaussian,0.25,20,logei,5.025,0.00471615147634056,0.002592850061550515,0.1561918994912919,20
gaussian,0.25,20,ei,5.175,0.006757183032523048,0.005528743347348358,0.15798312204374873,20
gaussian,0.25,20,greedy,6.325,0.0170766926299433,0.007604274520519806,0.20866450247600019,20
gaussian,0.25,20,qpi,6.45,0.018513556584787216,0.012607408800655927,0.1926078649339807,20
gaussian,0.25,20,logpi,7.975,0.029910207093662426,0.01873426348702955,0.19188840058375392,20
gaussian,0.25,20,pi,8.1,0.03261199832723281,0.02924591888456542,0.19608639589912613,20
gaussian,1.0,0,qucb,2.3,0.07588558394762385,0.06711312868519974,0.3699237950560278,20
gaussian,1.0,0,ucb,3.3,0.10205413396768137,0.07910154922375849,0.3876261313357893,20
gaussian,1.0,0,qnei,3.4,0.09727394317743021,0.08768999477671124,0.35665526416436183,20
gaussian,1.0,0,qei,4.2,0.11691441890050103,0.11353762298127311,0.37636250359242046,20
gaussian,1.0,0,ei,5.1,0.1316052933216882,0.11550814305322366,0.39552444394545205,20
gaussian,1.0,0,logei,5.25,0.13871932561438982,0.12060162162007007,0.40202316851108577,20
gaussian,1.0,0,qpi,7.35,0.1968913680342132,0.17288263932409123,0.48436362363305446,20
gaussian,1.0,0,greedy,7.55,0.19644030990997385,0.1577495051609201,0.49221247238811233,20
gaussian,1.0,0,pi,8.1,0.2156363466056037,0.19136216048608207,0.4971810783296363,20
gaussian,1.0,0,logpi,8.45,0.21307101404870982,0.17194409060324528,0.4937767296481582,20
gaussian,1.0,20,qei,4.15,0.016880995862242624,0.0037434840259908467,0.1610207504223094,20
gaussian,1.0,20,qnei,4.35,0.0149218082187751,0.004409152534908093,0.16108765819979626,20
gaussian,1.0,20,qucb,4.35,0.01862407800097612,0.007189806537551992,0.19897246704313626,20
gaussian,1.0,20,logei,4.5,0.012180343232725484,0.007459191659962073,0.16365609124767683,20
gaussian,1.0,20,ucb,5.2,0.022403359682916024,0.011785475403521942,0.1900315567923516,20
gaussian,1.0,20,greedy,5.55,0.029993436110998018,0.02307236285806247,0.22158124595705483,20
gaussian,1.0,20,qpi,5.6,0.0310205732721154,0.015326222186325776,0.20511488162130886,20
