error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
ar1,,0.05,0,10,0.0,50,2000,20,2.798,2.0944375000000006,3.54755,0.0,2.2565922920892496,1.2798,0.014
ar1,,0.05,0,10,0.01,50,2000,20,1.8800000000000003,1.3258499999999998,2.48405,0.0,1.5446293494704992,1.188,0.0085
ar1,,0.05,0,25,0.0,50,2000,20,8.6245,6.4262625,10.92075,3.0,2.8395140664961636,1.34498,0.218
ar1,,0.05,0,25,0.01,50,2000,20,4.778499999999999,3.560025,6.066562499999999,1.0,2.285321605277625,1.19114,0.0905
ar1,,0.05,20,10,0.0,50,2000,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,0.05,20,10,0.01,50,2000,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,0.05,20,25,0.0,50,2000,20,3.473,2.5433250000000003,4.468149999999999,0.0,1.5674796747967479,1.1389200000000002,0.0775
ar1,,0.05,20,25,0.01,50,2000,20,0.8970000000000002,0.5934499999999999,1.2391499999999993,0.0,0.5509376583882413,1.0358800000000001,0.0135
ar1,,0.25,0,10,0.0,50,2000,20,6.377999999999999,5.2508125,7.744187499999999,1.0,3.752960172228202,1.6378000000000001,0.071
ar1,,0.25,0,10,0.01,50,2000,20,5.029000000000001,4.2344625,5.851512499999999,1.0,3.361590790162219,1.5029000000000001,0.0445
ar1,,0.25,0,25,0.0,50,2000,20,14.499500000000001,12.03135,17.197487499999998,16.0,3.281332164767748,1.57998,0.4295
ar1,,0.25,0,25,0.01,50,2000,20,11.388,9.76065,13.0766625,7.0,3.9522160664819945,1.45552,0.278
ar1,,0.25,20,10,0.0,50,2000,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,0.25,20,10,0.01,50,2000,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,0.25,20,25,0.0,50,2000,20,5.2975,3.7608250000000005,6.964524999999999,0.0,1.836734693877551,1.2118999999999998,0.1425
ar1,,0.25,20,25,0.01,50,2000,20,2.1255,1.4005,2.9430124999999996,0.0,1.0047095761381475,1.0850199999999999,0.0445
ar1,,1.0,0,10,0.0,50,2000,20,14.394500000000003,12.36325,16.5660375,5.0,5.680851063829787,2.43945,0.248
ar1,,1.0,0,10,0.01,50,2000,20,12.795,10.7627875,15.005599999999998,3.0,5.076433121019108,2.2795,0.215
ar1,,1.0,0,25,0.0,50,2000,20,21.176000000000002,19.098599999999998,23.217749999999995,26.0,4.630215827338129,1.84704,0.6525
ar1,,1.0,0,25,0.01,50,2000,20,20.256,18.239575000000002,22.258812499999998,26.0,5.32566168009206,1.81024,0.5655
ar1,,1.0,20,10,0.0,50,2000,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,1.0,20,10,0.01,50,2000,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,1.0,20,25,0.0,50,2000,20,7.894999999999999,5.9381875,9.980662499999998,0.0,1.6597175521183591,1.3157999999999999,0.2565
ar1,,1.0,20,25,0.01,50,2000,20,4.1735,2.7894875000000003,5.5947249999999995,0.0,1.2,1.16694,0.12
ar1,,5.0,0,10,0.0,50,2000,20,23.257999999999996,20.3639,26.031087499999998,30.0,8.303867403314918,3.3258,0.457
