error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
bias,bias1,1.0,0,10,0.01,50,600,20,12.495000000000001,9.674750000000001,15.698499999999997,5.0,6.876494023904383,2.2495000000000003,0.16333333333333333
bias,bias1,1.0,0,25,0.01,50,600,20,20.8,18.54141666666667,23.259999999999998,26.0,7.130111524163569,1.832,0.5516666666666666
bias,bias1,1.0,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias1,1.0,20,25,0.01,50,600,20,4.255000000000001,2.534875,6.180041666666666,0.0,0.9674329501915708,1.1702000000000001,0.13
bias,bias5,5.0,0,10,0.01,50,600,20,20.869999999999997,17.019833333333338,25.265458333333324,20.0,7.7095890410958905,3.087,0.39166666666666666
bias,bias5,5.0,0,25,0.01,50,600,20,26.738333333333333,24.149958333333334,29.21845833333334,29.0,9.32638888888889,2.0695333333333332,0.76
bias,bias5,5.0,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias5,5.0,20,25,0.01,50,600,20,6.464999999999999,4.039958333333333,8.910208333333332,0.0,0.5454545454545454,1.2586000000000002,0.23
drift,,0.05,0,10,0.01,50,600,20,2.5016666666666665,1.8166666666666669,3.248374999999999,0.0,1.974662162162162,1.2501666666666664,0.013333333333333334
drift,,0.05,0,25,0.01,50,600,20,5.628333333333334,4.267958333333333,7.031708333333333,1.0,2.886617100371747,1.2251333333333332,0.10333333333333333
drift,,0.05,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
drift,,0.05,20,25,0.01,50,600,20,0.8700000000000001,0.48166666666666663,1.2966666666666666,0.0,0.6571428571428571,1.0348000000000002,0.008333333333333333
drift,,0.25,0,10,0.01,50,600,20,5.706666666666666,4.539958333333334,7.101874999999999,1.0,3.709507042253521,1.5706666666666669,0.05333333333333334
drift,,0.25,0,25,0.01,50,600,20,11.093333333333334,9.114791666666667,13.331833333333334,7.0,4.508928571428571,1.4437333333333333,0.25333333333333335
drift,,0.25,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
drift,,0.25,20,25,0.01,50,600,20,1.7,0.9749166666666665,2.441708333333333,0.0,0.8082901554404145,1.068,0.035
drift,,1.0,0,10,0.01,50,600,20,13.736666666666668,10.500916666666665,17.165083333333335,5.5,6.5021008403361344,2.3736666666666664,0.20666666666666667
drift,,1.0,0,25,0.01,50,600,20,21.296666666666663,18.83491666666667,23.963541666666664,26.0,7.309160305343512,1.8518666666666665,0.5633333333333334
drift,,1.0,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
drift,,1.0,20,25,0.01,50,600,20,3.7300000000000004,2.1632916666666664,5.310208333333333,0.0,0.8571428571428571,1.1492,0.11333333333333333
drift,,5.0,0,10,0.01,50,600,20,21.063333333333336,17.424500000000002,24.861874999999998,19.0,5.648093841642229,3.1063333333333327,0.43166666666666664
drift,,5.0,0,25,0.01,50,600,20,26.674999999999994,24.496375,28.765125000000005,30.0,5.196850393700787,2.067,0.7883333333333333
drift,,5.0,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
drift,,5.0,20,25,0.01,50,600,20,6.383333333333334,4.0530833333333325,8.768333333333333,0.0,0.6566523605150214,1.2553333333333334,0.22333333333333333
gaussian,,0.05,0,10,0.01,50,600,20,2.208333333333333,1.4914166666666666,2.920041666666666,0.0,2.0184254606365157,1.2208333333333334,0.005
gaussian,,0.05,0,25,0.01,50,600,20,4.91,3.726624999999999,6.055333333333333,1.0,2.6963636363636363,1.1964,0.08333333333333333
gaussian,,0.05,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaussian,,0.05,20,25,0.01,50,600,20,0.7949999999999999,0.456625,1.2050416666666666,0.0,0.4543918918918919,1.0318,0.013333333333333334
gaussian,,0.25,0,10,0.01,50,600,20,4.816666666666666,3.5749166666666667,6.290124999999999,0.0,3.765008576329331,1.4816666666666667,0.028333333333333332
gaussian,,0.25,0,25,0.01,50,600,20,11.393333333333333,9.279874999999999,13.686833333333333,7.0,4.995565410199556,1.4557333333333333,0.24833333333333332
gaussian,,0.25,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaussian,,0.25,20,25,0.01,50,600,20,1.9233333333333331,1.16,2.881791666666666,0.0,0.9097222222222222,1.0769333333333335,0.04
gaussian,,1.0,0,10,0.01,50,600,20,12.834999999999999,9.834416666666664,16.200083333333332,5.0,7.396825396825397,2.2834999999999996,0.16
gaussian,,1.0,0,25,0.01,50,600,20,21.12333333333333,18.564625,23.74579166666666,26.0,8.858657243816255,1.8449333333333333,0.5283333333333333
gaussian,,1.0,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaussian,,1.0,20,25,0.01,50,600,20,3.331666666666666,1.9380833333333332,4.798375,0.0,0.8800738007380073,1.1332666666666666,0.09666666666666666
gaussian,,5.0,0,10,0.01,50,600,20,21.758333333333333,17.728041666666666,25.78341666666667,25.0,7.119186046511628,3.1758333333333333,0.4266666666666667
gaussian,,5.0,0,25,0.01,50,600,20,27.126666666666672,24.936166666666665,29.370458333333335,29.0,9.533834586466165,2.0850666666666666,0.7783333333333333
gaussian,,5.0,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaussian,,5.0,20,25,0.01,50,600,20,6.256666666666666,3.8764999999999996,8.578749999999998,0.0,0.594017094017094,1.2502666666666669,0.22
