error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
ar1,,0.05,0,10,0.01,50,200,20,1.515,1.0150000000000001,2.080249999999998,0.0,1.515,1.1515,0.0
ar1,,0.05,0,25,0.01,50,200,20,4.36,2.939875,6.045249999999999,1.0,2.518716577540107,1.1743999999999999,0.065
ar1,,0.05,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,0.05,20,25,0.01,50,200,20,0.40499999999999997,0.14,0.7201249999999992,0.0,0.405,1.0162,0.0
ar1,,0.25,0,10,0.01,50,200,20,7.125,5.279999999999999,9.184999999999999,2.0,3.978142076502732,1.7125,0.085
ar1,,0.25,0,25,0.01,50,200,20,13.625,11.355,15.915375,12.0,4.863636363636363,1.545,0.34
ar1,,0.25,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,0.25,20,25,0.01,50,200,20,2.5450000000000004,1.3397500000000002,3.9849999999999994,0.0,0.7688172043010753,1.1018000000000001,0.07
ar1,,1.0,0,10,0.01,50,200,20,15.64,12.870000000000001,18.675874999999994,6.0,4.75,2.5639999999999996,0.3
ar1,,1.0,0,25,0.01,50,200,20,23.71,21.66,25.96025,28.0,4.983870967741935,1.9483999999999997,0.69
ar1,,1.0,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,1.0,20,25,0.01,50,200,20,4.6850000000000005,2.8247500000000003,6.630249999999998,0.0,0.6071428571428571,1.1874,0.16
ar1,,5.0,0,10,0.01,50,200,20,23.009999999999998,19.044499999999996,26.840499999999995,25.0,7.601851851851852,3.301,0.46
ar1,,5.0,0,25,0.01,50,200,20,27.235000000000003,25.354375000000005,29.310125000000003,30.0,2.6857142857142855,2.0894,0.825
ar1,,5.0,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,5.0,20,25,0.01,50,200,20,6.199999999999999,4.245,8.319999999999999,0.0,0.7579617834394905,1.2479999999999998,0.215
bias,bias0.05,0.05,0,10,0.01,50,200,20,1.64,1.064875,2.2951249999999996,0.0,1.4371859296482412,1.1640000000000001,0.005
bias,bias0.05,0.05,0,25,0.01,50,200,20,5.789999999999999,4.04,7.480374999999998,2.0,2.707865168539326,1.2316,0.11
bias,bias0.05,0.05,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias0.05,0.05,20,25,0.01,50,200,20,0.89,0.409875,1.4049999999999998,0.0,0.6313131313131313,1.0356,0.01
bias,bias0.25,0.25,0,10,0.01,50,200,20,8.98,7.0497499999999995,10.925125,3.0,4.99438202247191,1.8980000000000001,0.11
bias,bias0.25,0.25,0,25,0.01,50,200,20,16.805,14.414749999999998,19.03025,22.5,5.107142857142857,1.6722000000000004,0.44
bias,bias0.25,0.25,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias0.25,0.25,20,25,0.01,50,200,20,3.41,2.004875,5.155124999999999,0.0,1.6989247311827957,1.1364,0.07
bias,bias1,1.0,0,10,0.01,50,200,20,16.919999999999995,13.784499999999996,20.389999999999997,11.0,7.486111111111111,2.6920000000000006,0.28
bias,bias1,1.0,0,25,0.01,50,200,20,24.015,21.57,26.565250000000002,27.0,7.515151515151516,1.9606000000000001,0.67
bias,bias1,1.0,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias1,1.0,20,25,0.01,50,200,20,4.46,2.6245000000000003,6.534999999999999,0.0,0.9418604651162791,1.1784000000000001,0.14
bias,bias5,5.0,0,10,0.01,50,200,20,26.905,23.48,30.295499999999993,40.0,8.693181818181818,3.6905,0.56
bias,bias5,5.0,0,25,0.01,50,200,20,28.395000000000003,26.419999999999998,30.244999999999997,30.0,6.290322580645161,2.1357999999999997,0.845
bias,bias5,5.0,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias5,5.0,20,25,0.01,50,200,20,6.420000000000002,3.939625,9.125374999999998,0.0,0.5194805194805194,1.2568000000000001,0.23
drift,,0.05,0,10,0.01,50,200,20,2.8050000000000006,1.5699999999999998,4.340124999999999,0.0,2.0153061224489797,1.2805000000000002,0.02
drift,,0.05,0,25,0.01,50,200,20,7.76,5.589749999999999,9.960249999999998,3.0,4.0520231213872835,1.3104000000000002,0.135
drift,,0.05,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
drift,,0.05,20,25,0.01,50,200,20,0.9199999999999999,0.40499999999999997,1.4949999999999999,0.0,0.5380710659898477,1.0368000000000002,0.015
drift,,0.25,0,10,0.01,50,200,20,10.245000000000001,7.909749999999998,12.750125,4.0,6.636871508379889,2.0244999999999997,0.105
drift,,0.25,0,25,0.01,50,200,20,17.245,14.879875,19.745,23.5,6.214285714285714,1.6898,0.44
drift,,0.25,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
drift,,0.25,20,25,0.01,50,200,20,2.1750000000000003,1.154875,3.3299999999999996,0.0,1.2953367875647668,1.087,0.035
drift,,1.0,0,10,0.01,50,200,20,16.9,12.564750000000002,21.25525,6.5,6.079710144927536,2.69,0.31
drift,,1.0,0,25,0.01,50,200,20,23.285,19.529875,26.516499999999997,27.0,5.223880597014926,1.9313999999999998,0.665
drift,,1.0,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
drift,,1.0,20,25,0.01,50,200,20,4.875,2.889875,7.005,0.0,1.1823529411764706,1.195,0.15
drift,,5.0,0,10,0.01,50,200,20,26.425,22.58475,29.650374999999997,40.0,7.443181818181818,3.6425,0.56
drift,,5.0,0,25,0.01,50,200,20,28.320000000000004,26.325,30.180249999999994,30.0,3.7666666666666666,2.1328,0.85
drift,,5.0,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
drift,,5.0,20,25,0.01,50,200,20,6.609999999999999,4.349875,8.864999999999998,0.0,0.45394736842105265,1.2644,0.24
gaussian,,0.05,0,10,0.01,50,200,20,2.585,1.589625,3.7701249999999997,0.0,2.391959798994975,1.2585000000000002,0.005
gaussian,,0.05,0,25,0.01,50,200,20,7.165000000000001,5.059875000000001,9.41025,2.0,3.7126436781609193,1.2866,0.13
gaussian,,0.05,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaussian,,0.05,20,25,0.01,50,200,20,0.8200000000000001,0.37,1.3601249999999996,0.0,0.5606060606060606,1.0328,0.01
gaussian,,0.25,0,10,0.01,50,200,20,8.55,6.439875000000001,10.900125000000001,3.0,4.53932584269663,1.855,0.11
gaussian,,0.25,0,25,0.01,50,200,20,15.4,12.764624999999997,18.134999999999998,14.0,3.6052631578947367,1.6160000000000003,0.43
gaussian,,0.25,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaussian,,0.25,20,25,0.01,50,200,20,2.705,1.5398749999999999,3.930249999999999,0.0,0.6793478260869565,1.1081999999999999,0.08
gaussian,,1.0,0,10,0.01,50,200,20,17.445,13.634375000000002,21.525249999999996,12.0,7.0215827338129495,2.7445,0.305
gaussian,,1.0,0,25,0.01,50,200,20,24.669999999999998,22.179875,27.229999999999997,27.5,6.934426229508197,1.9868000000000001,0.695
gaussian,,1.0,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaussian,,1.0,20,25,0.01,50,200,20,4.58,2.6797500000000007,6.700374999999998,0.0,1.063953488372093,1.1832,0.14
gaussian,,5.0,0,10,0.01,50,200,20,25.729999999999997,21.75475,29.785124999999997,40.0,8.578947368421053,3.573000000000001,0.525
gaussian,,5.0,0,25,0.01,50,200,20,28.284999999999997,25.435,31.059999999999995,30.0,3.6206896551724137,2.1314,0.855
gaussian,,5.0,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaussian,,5.0,20,25,0.01,50,200,20,6.205,3.6398750000000004,8.805,0.0,0.7579617834394905,1.2482,0.215
