dataset,acquisition,seed,error_model,jitter_std,jitter_iteration,variant,budget,k,tolerance,extra,censored,multiplier
ackley,ei,10,ar1,0.05,0,,50,10,0.01,0.0,False,1.0
ackley,ei,10,ar1,0.05,0,,50,25,0.01,8.0,False,1.32
ackley,ei,10,ar1,0.25,0,,50,10,0.01,0.0,False,1.0
ackley,ei,10,ar1,0.25,0,,50,25,0.01,25.0,True,2.0
ackley,ei,10,ar1,1.0,0,,50,10,0.01,0.0,False,1.0
ackley,ei,10,ar1,1.0,0,,50,25,0.01,25.0,True,2.0
ackley,ei,10,ar1,5.0,0,,50,10,0.01,0.0,False,1.0
ackley,ei,10,ar1,5.0,0,,50,25,0.01,25.0,True,2.0
ackley,ei,10,ar1,0.05,20,,50,10,0.01,0.0,False,1.0
ackley,ei,10,ar1,0.05,20,,50,25,0.01,0.0,False,1.0
ackley,ei,10,ar1,0.25,20,,50,10,0.01,0.0,False,1.0
ackley,ei,10,ar1,0.25,20,,50,25,0.01,3.0,False,1.12
ackley,ei,10,ar1,1.0,20,,50,10,0.01,0.0,False,1.0
ackley,ei,10,ar1,1.0,20,,50,25,0.01,9.0,False,1.36
ackley,ei,10,ar1,5.0,20,,50,10,0.01,0.0,False,1.0
ackley,ei,10,ar1,5.0,20,,50,25,0.01,25.0,True,2.0
ackley,ei,10,bias,0.05,0,bias0.05,50,10,0.01,0.0,False,1.0
ackley,ei,10,bias,0.05,0,bias0.05,50,25,0.01,-7.0,False,0.72
ackley,ei,10,bias,0.25,0,bias0.25,50,10,0.01,0.0,False,1.0
ackley,ei,10,bias,0.25,0,bias0.25,50,25,0.01,-8.0,False,0.68
ackley,ei,10,bias,1.0,0,bias1,50,10,0.01,0.0,False,1.0
ackley,ei,10,bias,1.0,0,bias1,50,25,0.01,25.0,True,2.0
ackley,ei,10,bias,5.0,0,bias5,50,10,0.01,0.0,False,1.0
ackley,ei,10,bias,5.0,0,bias5,50,25,0.01,13.0,False,1.52
ackley,ei,10,bias,0.05,20,bias0.05,50,10,0.01,0.0,False,1.0
ackley,ei,10,bias,0.05,20,bias0.05,50,25,0.01,2.0,False,1.08
