dataset,dim,error_model,jitter_std,jitter_iteration,seed,n_observations,noisy_fraction,injected_marginal_sd,empirical_error_sd,fitted_noise_sd_default_prior,fitted_noise_sd_flat_prior,ratio_default,ratio_flat
ackley,4,gaussian,1.0,20,12,25,0.2,0.4472135954999579,0.3426587376473907,0.3527051349179739,0.2978862548290764,0.7886726576898243,0.6660939153606398
ackley,4,gaussian,1.0,20,12,50,0.6,0.7745966692414834,0.8468871129996753,0.8845239737891882,0.9767007024084247,1.1419155399355772,1.2609151848856384
ackley,4,gaussian,5.0,20,10,25,0.2,2.23606797749979,2.591348645363184,0.3382362962019965,1.536385056353783,0.15126387015308362,0.6870922851243808
ackley,4,gaussian,5.0,20,10,50,0.6,3.872983346207417,3.1344648186798167,2.962066427629794,3.2638534842175475,0.7648022629713526,0.8427233459223742
ackley,4,gaussian,5.0,20,11,25,0.2,2.23606797749979,4.963736212315353,4.212515661139339,5.009570942111974,1.8838942749180059,2.2403482329340076
ackley,4,gaussian,5.0,20,11,50,0.6,3.872983346207417,4.61039830086107,4.180884430798594,4.59797435295529,1.0794997181933885,1.1871918730189772
ackley,4,gaussian,5.0,20,12,25,0.2,2.23606797749979,1.663142283048188,1.922776727525638,2.3431556688883988,0.8598918936603834,1.0478910714996896
ackley,4,gaussian,5.0,20,12,50,0.6,3.872983346207417,3.5403923748900454,3.077193032154079,3.4464148925277174,0.7945278244398835,0.8898604988587382
branin,2,gaussian,0.05,0,10,8,1.0,0.05,0.06017371465862989,0.13104201606980104,0.14342044897563558,2.6208403213960207,2.8684089795127115
branin,2,gaussian,0.05,0,10,15,1.0,0.05,0.050092295484723465,0.06773043720652593,0.05728449297192618,1.3546087441305183,1.1456898594385234
branin,2,gaussian,0.05,0,10,25,1.0,0.05,0.04697486230110651,0.052631063320723044,0.048197805285828225,1.0526212664144607,0.9639561057165644
branin,2,gaussian,0.05,0,10,50,1.0,0.05,0.049254815685508026,0.05162803025106786,0.05103365629980438,1.0325606050213572,1.0206731259960875
branin,2,gaussian,0.05,0,11,8,1.0,0.05,0.07219997269812888,0.039199105967817026,0.005286934055612754,0.7839821193563404,0.10573868111225508
branin,2,gaussian,0.05,0,11,15,1.0,0.05,0.06006722600175344,0.04686653428997517,0.04750315381419306,0.9373306857995034,0.9500630762838611
branin,2,gaussian,0.05,0,11,25,1.0,0.05,0.05430671055999949,0.04745354910492803,0.048675104285751565,0.9490709820985606,0.9735020857150313
branin,2,gaussian,0.05,0,11,50,1.0,0.05,0.04988163097329345,0.04613456236477645,0.04668395094843596,0.922691247295529,0.9336790189687191
branin,2,gaussian,0.05,0,12,8,1.0,0.05,0.05512611889959301,0.056108310560483605,0.008936330634286395,1.122166211209672,0.1787266126857279
branin,2,gaussian,0.05,0,12,15,1.0,0.05,0.05492941402040554,0.046222678961010774,0.042547952890096837,0.9244535792202154,0.8509590578019367
branin,2,gaussian,0.05,0,12,25,1.0,0.05,0.04878184633315214,0.04638202078454584,0.04579472223706816,0.9276404156909168,0.9158944447413632
branin,2,gaussian,0.05,0,12,50,1.0,0.05,0.04800952738766171,0.046273467841106156,0.04668250004131228,0.9254693568221231,0.9336500008262456
branin,2,gaussian,0.25,0,10,8,1.0,0.25,0.2378696005090653,0.09775536945954584,0.08220539624723469,0.39102147783818336,0.32882158498893876
branin,2,gaussian,0.25,0,10,15,1.0,0.25,0.2439708825458124,0.22107040820939472,0.26610792111921444,0.8842816328375789,1.0644316844768578
branin,2,gaussian,0.25,0,10,25,1.0,0.25,0.2509342867727719,0.24696579223455645,0.27661505657361046,0.9878631689382258,1.1064602262944419
branin,2,gaussian,0.25,0,10,50,1.0,0.25,0.24662796216933364,0.23284733778442612,0.2563054108111828,0.9313893511377045,1.0252216432447312
branin,2,gaussian,0.25,0,11,8,1.0,0.25,0.16947556793241242,0.04806098358123691,0.0059148725698434735,0.19224393432494763,0.023659490279373894
branin,2,gaussian,0.25,0,11,15,1.0,0.25,0.20299673172818708,0.059753809162386415,0.2258458784472249,0.23901523664954566,0.9033835137888996
branin,2,gaussian,0.25,0,11,25,1.0,0.25,0.2109258342070386,0.19192910011533193,0.224178849957299,0.7677164004613277,0.896715399829196
branin,2,gaussian,0.25,0,11,50,1.0,0.25,0.23086561218466187,0.21650695702941175,0.2330995777797789,0.866027828117647,0.9323983111191156
branin,2,gaussian,0.25,0,12,8,1.0,0.25,0.21498492035625572,0.07045401618488119,0.043736235895088224,0.28181606473952475,0.1749449435803529
branin,2,gaussian,0.25,0,12,15,1.0,0.25,0.24320248048434273,0.17255722085400377,0.20939742730928212,0.6902288834160151,0.8375897092371285
branin,2,gaussian,0.25,0,12,25,1.0,0.25,0.22920964853163625,0.17929649182233012,0.22683810828594897,0.7171859672893205,0.9073524331437959
branin,2,gaussian,0.25,0,12,50,1.0,0.25,0.22102097418561586,0.20277565760425767,0.21759845653185197,0.8111026304170307,0.8703938261274079
branin,2,gaussian,1.0,0,10,8,1.0,1.0,1.1768195505647954,0.1104073274473792,0.6556779834492904,0.1104073274473792,0.6556779834492904
branin,2,gaussian,1.0,0,10,15,1.0,1.0,1.0223410643021547,0.5132960864434697,0.6683222144019337,0.5132960864434697,0.6683222144019337
branin,2,gaussian,1.0,0,10,25,1.0,1.0,1.2979120001945184,1.0281407722812275,1.219139588018031,1.0281407722812275,1.219139588018031
branin,2,gaussian,1.0,0,10,50,1.0,1.0,1.060730553904013,0.9169349561266101,1.0026549224740824,0.9169349561266101,1.0026549224740824
branin,2,gaussian,1.0,0,11,8,1.0,1.0,0.49512072001728635,0.07024914444544209,0.008647809960002096,0.07024914444544209,0.008647809960002096
branin,2,gaussian,1.0,0,11,15,1.0,1.0,0.8130218764132123,0.645074514636646,0.8768779927318852,0.645074514636646,0.8768779927318852
branin,2,gaussian,1.0,0,11,25,1.0,1.0,0.6822400012801563,0.615502964186291,0.7555386483795855,0.615502964186291,0.7555386483795855
branin,2,gaussian,1.0,0,11,50,1.0,1.0,0.8384738936011776,0.805330292518249,0.8999566536911868,0.805330292518249,0.8999566536911868
branin,2,gaussian,1.0,0,12,8,1.0,1.0,1.4155746002435527,0.1183886839106774,0.21049379537654203,0.1183886839106774,0.21049379537654203
branin,2,gaussian,1.0,0,12,15,1.0,1.0,1.2246423713783718,0.11219899804678825,0.6474545829447477,0.11219899804678825,0.6474545829447477
branin,2,gaussian,1.0,0,12,25,1.0,1.0,1.251972956158779,0.6961308073035933,1.1895571365879496,0.6961308073035933,1.1895571365879496
branin,2,gaussian,1.0,0,12,50,1.0,1.0,1.0612472419587267,0.9284412542549376,1.027723087896555,0.9284412542549376,1.027723087896555
branin,2,gaussian,5.0,0,10,8,1.0,5.0,4.632014894564288,0.4549191289944546,2.8821022890754566,0.09098382579889092,0.5764204578150913
branin,2,gaussian,5.0,0,10,15,1.0,5.0,4.686866387080812,3.014608549893866,4.254108262058162,0.6029217099787731,0.8508216524116324
branin,2,gaussian,5.0,0,10,25,1.0,5.0,4.6783554668110625,2.698325526128699,4.06542524744479,0.5396651052257397,0.8130850494889581
branin,2,gaussian,5.0,0,10,50,1.0,5.0,4.429695054475543,3.9204452690157057,4.355651424089956,0.7840890538031411,0.8711302848179912
branin,2,gaussian,5.0,0,11,8,1.0,5.0,6.79896059130164,3.435832990882964,5.638223552730763,0.6871665981765929,1.1276447105461527
branin,2,gaussian,5.0,0,11,15,1.0,5.0,6.581182916022841,0.5350428527929588,2.1675507895754675,0.10700857055859177,0.4335101579150935
branin,2,gaussian,5.0,0,11,25,1.0,5.0,5.821283939553867,3.8825751257296868,4.756684915491228,0.7765150251459374,0.9513369830982455
branin,2,gaussian,5.0,0,11,50,1.0,5.0,5.373135309016146,4.727109053558221,5.20437319269461,0.9454218107116443,1.040874638538922
branin,2,gaussian,5.0,0,12,8,1.0,5.0,7.088747336581543,4.205509043914657,6.8000468009800406,0.8411018087829314,1.3600093601960082
branin,2,gaussian,5.0,0,12,15,1.0,5.0,6.328400669382824,0.5089572534310014,6.189288463923267,0.10179145068620028,1.2378576927846534
branin,2,gaussian,5.0,0,12,25,1.0,5.0,6.024143724087277,4.53824169111931,5.621456375177127,0.907648338223862,1.1242912750354255
branin,2,gaussian,5.0,0,12,50,1.0,5.0,5.388144913415446,4.826249267734595,5.2940882747632925,0.9652498535469191,1.0588176549526584
branin,2,gaussian,0.05,20,10,25,0.2,0.022360679774997897,0.018927302307632662,0.041165726702395856,0.03816252383818951,1.8409872649947079,1.7066799499029586
branin,2,gaussian,0.05,20,10,50,0.6,0.038729833462074176,0.040483783990963966,0.04819071117382075,0.047918084259523076,1.2442788121206627,1.2372396154619774
branin,2,gaussian,0.05,20,11,25,0.2,0.022360679774997897,0.01680004276021282,0.029566104084256275,0.02549393716983181,1.322236371244624,1.1401235305170505
branin,2,gaussian,0.05,20,11,50,0.6,0.038729833462074176,0.03581876937390416,0.040459525771120955,0.040218926932256954,1.0446604633800083,1.038448228073094
branin,2,gaussian,0.05,20,12,25,0.2,0.022360679774997897,0.02299088005570989,0.03474077365240233,0.03224054548670279,1.5536546295541052,1.4418410267988298
branin,2,gaussian,0.05,20,12,50,0.6,0.038729833462074176,0.04156688709339833,0.046604884810878745,0.04705811399025378,1.2033329514963222,1.2150352785878875
branin,2,gaussian,0.25,20,10,25,0.2,0.11180339887498948,0.07877226461305355,0.09214753317119756,0.09443361780466071,0.824192592518858,0.8446399550898233
branin,2,gaussian,0.25,20,10,50,0.6,0.19364916731037085,0.23089447031449392,0.2274679029847188,0.2410731531355604,1.1746392000753871,1.244896409748981
branin,2,gaussian,0.25,20,11,25,0.2,0.11180339887498948,0.06419575798877997,0.08777989243973529,0.09536259025570959,0.7851272262114719,0.8529489372889028
branin,2,gaussian,0.25,20,11,50,0.6,0.19364916731037085,0.1449543642367315,0.1536122376198744,0.16390901123827972,0.7932501841005732,0.8464224944255756
branin,2,gaussian,0.25,20,12,25,0.2,0.11180339887498948,0.15639145576760072,0.16105431013849678,0.31068640665468594,1.4405135421560495,2.778863699860083
branin,2,gaussian,0.25,20,12,50,0.6,0.19364916731037085,0.2136388673864788,0.1996550232490363,0.21511811336730796,1.0310141067068963,1.110865160718857
branin,2,gaussian,1.0,20,10,25,0.2,0.4472135954999579,0.3482715599121704,0.33609642682143465,0.3800455752229184,0.7515344573675115,0.8498077407464553
branin,2,gaussian,1.0,20,10,50,0.6,0.7745966692414834,0.8918896609902519,0.8456579297033759,0.9234910341623795,1.0917396927764724,1.1922217985609203
branin,2,gaussian,1.0,20,11,25,0.2,0.4472135954999579,0.3328025846655854,0.3125533432980631,0.3782689292550008,0.6988905222092975,0.8458350395902406
branin,2,gaussian,1.0,20,11,50,0.6,0.7745966692414834,1.0814269738725608,1.0170974693496762,1.1138307014101672,1.313067186753668,1.4379492523520345
branin,2,gaussian,1.0,20,12,25,0.2,0.4472135954999579,0.34265873764739047,0.3120650071991187,0.37294555392320805,0.6977985694961908,0.8339316104786066
branin,2,gaussian,1.0,20,12,50,0.6,0.7745966692414834,0.8468871129996755,0.8083144526776738,0.8850048398709199,1.0435294712397978,1.142536335377678
branin,2,gaussian,5.0,20,10,25,0.2,2.23606797749979,2.591348645363184,1.6115043884939173,2.370802113245362,0.7206866717423258,1.0602549372833567
branin,2,gaussian,5.0,20,10,50,0.6,3.872983346207417,3.1344648186798163,2.9082089714084027,3.190909198174982,0.750896327570383,0.8238892122527846
branin,2,gaussian,5.0,20,11,25,0.2,2.23606797749979,4.963736212315353,4.230314815502503,5.0207027977853445,1.8918542987376155,2.245326550134282
branin,2,gaussian,5.0,20,11,50,0.6,3.872983346207417,4.61039830086107,4.228251139505502,4.641526989685476,1.0917297497924894,1.1984371154682727
branin,2,gaussian,5.0,20,12,25,0.2,2.23606797749979,1.663142283048188,1.1575514185453417,1.440159511183181,0.517672731863739,0.6440589130896923
branin,2,gaussian,5.0,20,12,50,0.6,3.872983346207417,3.5403923748900454,3.301059141763107,3.6234776282125614,0.8523298053929508,0.93557790062816
eggholder,2,gaussian,0.05,0,10,8,1.0,0.05,0.06017371465862992,0.08376036223257602,0.42697091521282027,1.6752072446515203,8.539418304256404
eggholder,2,gaussian,0.05,0,10,15,1.0,0.05,0.05009229548472348,0.4195362370031745,0.5845784959459321,8.39072474006349,11.691569918918642
eggholder,2,gaussian,0.05,0,10,25,1.0,0.05,0.046974862301106514,0.44449708631562607,0.5598925190808054,8.889941726312522,11.197850381616107
eggholder,2,gaussian,0.05,0,10,50,1.0,0.05,0.04925481568550804,0.285429895364464,0.5729354391721133,5.708597907289279,11.458708783442265
eggholder,2,gaussian,0.05,0,11,8,1.0,0.05,0.07219997269812892,0.11568705882414693,0.34702538503040803,2.3137411764829383,6.94050770060816
eggholder,2,gaussian,0.05,0,11,15,1.0,0.05,0.06006722600175345,0.11433000450555192,1.0764926840522833,2.286600090111038,21.529853681045665
eggholder,2,gaussian,0.05,0,11,25,1.0,0.05,0.05430671055999951,0.08017907593885236,1.07668749606125,1.603581518777047,21.533749921225
eggholder,2,gaussian,0.05,0,11,50,1.0,0.05,0.049881630973293456,0.06237597974849794,0.022120900135337556,1.2475195949699587,0.4424180027067511
eggholder,2,gaussian,0.05,0,12,8,1.0,0.05,0.05512611889959302,0.04318560746790154,0.00522651539119263,0.8637121493580308,0.10453030782385259
eggholder,2,gaussian,0.05,0,12,15,1.0,0.05,0.05492941402040552,0.10502243407148018,0.33736786497208054,2.1004486814296035,6.74735729944161
eggholder,2,gaussian,0.05,0,12,25,1.0,0.05,0.04878184633315213,0.09781860742888233,0.8963638021056002,1.9563721485776466,17.927276042112002
eggholder,2,gaussian,0.05,0,12,50,1.0,0.05,0.0480095273876617,0.09484169418460026,0.7632647084294509,1.8968338836920051,15.265294168589017
eggholder,2,gaussian,0.25,0,10,8,1.0,0.25,0.23786960050906528,0.0951364408810139,0.25862682811591303,0.3805457635240556,1.0345073124636521
eggholder,2,gaussian,0.25,0,10,15,1.0,0.25,0.24397088254581237,0.1122050949030883,0.8353243024215472,0.4488203796123532,3.341297209686189
eggholder,2,gaussian,0.25,0,10,25,1.0,0.25,0.2509342867727719,0.21959592842237277,0.926063286724395,0.8783837136894911,3.70425314689758
eggholder,2,gaussian,0.25,0,10,50,1.0,0.25,0.2466279621693336,0.24578130060307782,0.7659148805785719,0.9831252024123113,3.0636595223142877
eggholder,2,gaussian,0.25,0,11,8,1.0,0.25,0.16947556793241242,0.10377649077862047,0.34589982439711303,0.4151059631144819,1.3835992975884521
eggholder,2,gaussian,0.25,0,11,15,1.0,0.25,0.20299673172818708,0.5441477601424036,0.683614269255116,2.1765910405696145,2.734457077020464
eggholder,2,gaussian,0.25,0,11,25,1.0,0.25,0.21092583420703861,0.5152661792645079,0.6080955615778694,2.0610647170580316,2.4323822463114775
eggholder,2,gaussian,0.25,0,11,50,1.0,0.25,0.23086561218466187,0.22126181820907379,0.5687927367437763,0.8850472728362951,2.275170946975105
eggholder,2,gaussian,0.25,0,12,8,1.0,0.25,0.21498492035625572,0.037066813060506965,0.16064533511779286,0.14826725224202786,0.6425813404711714
eggholder,2,gaussian,0.25,0,12,15,1.0,0.25,0.24320248048434273,0.49708451593173125,0.6465338912594024,1.988338063726925,2.5861355650376097
eggholder,2,gaussian,0.25,0,12,25,1.0,0.25,0.22920964853163625,0.44628735825555776,0.5287786196415121,1.785149433022231,2.1151144785660483
eggholder,2,gaussian,0.25,0,12,50,1.0,0.25,0.22102097418561584,0.19197106866018993,0.2003110196113165,0.7678842746407597,0.801244078445266
eggholder,2,gaussian,1.0,0,10,8,1.0,1.0,1.1768195505647954,0.6506595242555131,1.058499869021509,0.6506595242555131,1.058499869021509
eggholder,2,gaussian,1.0,0,10,15,1.0,1.0,1.0223410643021544,0.24802815535707376,1.1794943347631925,0.24802815535707376,1.1794943347631925
eggholder,2,gaussian,1.0,0,10,25,1.0,1.0,1.2979120001945181,1.0269975008839336,1.250137807664954,1.0269975008839336,1.250137807664954
eggholder,2,gaussian,1.0,0,10,50,1.0,1.0,1.060730553904013,0.9352910338813278,1.0331576269260059,0.9352910338813278,1.0331576269260059
eggholder,2,gaussian,1.0,0,11,8,1.0,1.0,0.4951207200172864,0.08203472129021448,0.6008684624228372,0.08203472129021448,0.6008684624228372
eggholder,2,gaussian,1.0,0,11,15,1.0,1.0,0.8130218764132124,0.7883112053005785,1.0582618050554673,0.7883112053005785,1.0582618050554673
eggholder,2,gaussian,1.0,0,11,25,1.0,1.0,0.6822400012801564,0.6617084331452187,0.7928990719304108,0.6617084331452187,0.7928990719304108
eggholder,2,gaussian,1.0,0,11,50,1.0,1.0,0.8384738936011776,0.8677047814782212,0.9514151784623002,0.8677047814782212,0.9514151784623002
eggholder,2,gaussian,1.0,0,12,8,1.0,1.0,1.4155746002435527,0.16397294227023432,0.02001787879756718,0.16397294227023432,0.02001787879756718
eggholder,2,gaussian,1.0,0,12,15,1.0,1.0,1.2246423713783718,0.12225918099092066,0.5632173713747646,0.12225918099092066,0.5632173713747646
eggholder,2,gaussian,1.0,0,12,25,1.0,1.0,1.251972956158779,0.45672473922558887,0.5921686966145552,0.45672473922558887,0.5921686966145552
eggholder,2,gaussian,1.0,0,12,50,1.0,1.0,1.0612472419587267,0.5541734153310568,0.6090529490779684,0.5541734153310568,0.6090529490779684
eggholder,2,gaussian,5.0,0,10,8,1.0,5.0,4.632014894564288,0.4060466685884612,2.7702062657384787,0.08120933371769225,0.5540412531476957
eggholder,2,gaussian,5.0,0,10,15,1.0,5.0,4.686866387080812,1.49520066335846,4.069046366187361,0.299040132671692,0.8138092732374721
eggholder,2,gaussian,5.0,0,10,25,1.0,5.0,4.678355466811062,3.5562776970191488,4.248767629429702,0.7112555394038298,0.8497535258859404
eggholder,2,gaussian,5.0,0,10,50,1.0,5.0,4.429695054475543,4.076612423571574,4.555812274734765,0.8153224847143148,0.911162454946953
eggholder,2,gaussian,5.0,0,11,8,1.0,5.0,6.79896059130164,0.5539262113942899,5.230656665450223,0.11078524227885797,1.0461313330900446
eggholder,2,gaussian,5.0,0,11,15,1.0,5.0,6.581182916022841,0.5191862414951527,4.844621773181753,0.10383724829903054,0.9689243546363506
