error_model,jitter_iteration,n_runs,n_benchmarks,n_cells,n_nonpositive_cells,gain_prediction,interval,beta_c,beta_z,beta_z_lo,beta_z_hi,beta_z_pct_lo,beta_z_pct_hi,gain_gap,gain_gap_lo,gain_gap_hi,gain_gap_pct_lo,gain_gap_pct_hi,verdict,leverage_dataset,beta_z_without_leverage,gain_gap_without_leverage,loglog_beta_c,loglog_beta_z,loglog_beta_z_lo,loglog_beta_z_hi,loglog_beta_z_pct_lo,loglog_beta_z_pct_hi,loglog_gain_gap,loglog_gain_gap_lo,loglog_gain_gap_hi,loglog_gain_gap_pct_lo,loglog_gain_gap_pct_hi,loglog_verdict,loglog_leverage_dataset,loglog_beta_z_without_leverage,loglog_gain_gap_without_leverage,bootstrap_reps_used
ar1,0,8000,20,80,3,0.3360739040805196,bca,0.6639260959194804,0.8489152460648848,0.6022925743849542,1.149985240375317,0.760000572457451,1.589759617721772,0.5128413419843652,0.13821521850710572,0.765233299578676,0.40668232917720304,1.1571122616921883,neither,shekel,1.098029403235652,0.7329600602941455,0.7593378827556503,1.1516062077654112,0.906001110182621,1.4906576897842059,0.9377300758767022,1.5322716046007578,0.9109440905210615,0.6933149828802442,1.2490859415051934,0.7207088162534132,1.2946850948889457,neither,shekel,1.3041403493301578,1.0682084468434465,2000
ar1,20,8000,20,80,10,0.2900268885900086,bca,0.7099731114099914,1.1362580781360043,0.6357771467017821,1.4854358991286964,1.010897988633903,2.1058288751243026,0.8462311895459957,0.12710174386285947,1.114969171897339,0.6821858376378136,1.673358334943501,neither,shekel,1.4697193482803743,1.1109743017475666,0.48418834693278534,1.7313653306215504,1.2530429729756516,2.3818902662337367,1.350554450340871,2.5490814442922707,1.2155536775543356,0.715277569155373,1.8673425485535178,0.8305428758382937,2.044594594169826,neither,shekel,2.0066750909389484,1.4886363175388602,1999
bias,0,8000,20,80,2,0.49110302754165436,bca,0.5088969724583456,0.8534811912387407,0.48713408078669773,1.083935676330037,0.7726605673083204,1.5517846572303562,0.3623781636970862,0.1656544517264442,0.6518516273465133,0.25384918894546465,1.0134457453350902,neither,shekel,1.040894274767368,0.5722282683928877,0.6425304647135822,1.0689540440327736,0.8136648461765532,1.5516536264135548,0.8163301197233993,1.5548964496837998,0.7114845087463557,0.4676923706512293,1.1590917088843289,0.482961709543871,1.1753886358618746,neither,shekel,1.1789988378016583,0.8211698646808674,2000
bias,20,8000,20,80,12,0.29912035412503835,bca,0.7008796458749617,1.144941821410361,0.6122342595774747,1.5765536521211698,1.024641046488619,2.204712795972332,0.8458214672853228,0.0441313580077382,1.0771890164314983,0.6941944631151123,1.6999186001412339,neither,shekel,1.5372768207643366,1.1249086262150843,0.4182168666152961,1.849782534444318,1.2498469630125093,2.5966917957133138,1.4193130545689576,2.835844092157022,1.267999401059614,0.6970909865479252,1.962638970936118,0.8706181058998518,2.1984868454541173,neither,shekel,2.181275047634808,1.59657370294055,2000
drift,0,8000,20,80,3,0.4463679214300994,bca,0.5536320785699006,0.8195425325943002,0.5535677021464969,1.1114282598754444,0.729255482432368,1.5670523740658762,0.3731746111642007,-0.007933382005944484,0.62848960524232,0.2722373922387166,1.0522145739407343,gain,shekel,1.0550214456351112,0.5878255692461849,0.6360595937709548,1.0591914383180148,0.7954742130453313,1.5389206788377752,0.7954294680456712,1.5387898162139382,0.6952510320889695,0.45690639441850844,1.1239069274176994,0.46528988715787867,1.132711821154397,neither,shekel,1.153521101783881,0.7962687684546874,2000
drift,20,8000,20,80,9,0.3505191690917623,bca,0.6494808309082377,1.1519638898927818,0.6089971139488711,1.5530659884744786,1.0301262632134918,2.19882719342252,0.8014447208010194,-0.0018614259960297828,1.1377288482706425,0.6422394968596018,1.6672598348748655,gain,shekel,1.520316354753033,1.117094683818201,0.46658473714963666,1.799264162049747,1.289891049978534,2.5408574212441732,1.3735709026393805,2.739563711519685,1.2658488991993835,0.7977101513568042,2.014525436847401,0.8494066560372499,2.2088856494099693,neither,shekel,2.0664782000204234,1.5382571430472387,2000
gaussian,0,8000,20,80,4,0.4887846592092996,bca,0.5112153407907004,0.8617027256619303,0.4716796268065476,1.1311169952560942,0.7737427351517169,1.5729176624820103,0.3729180664526308,0.15045776473860728,0.7041682848614119,0.2668500928083185,1.059756789825156,neither,shekel,1.0816019389450904,0.616413008208448,0.6184673037354441,1.1339044825374684,0.8754341871940682,1.5406091490143479,0.91538057848656,1.6119872644802136,0.7523717862729127,0.49933540662578446,1.1338875171381173,0.5380917141530557,1.2188096930248866,neither,shekel,1.2870003208658687,0.9045367024573712,2000
gaussian,20,8000,20,80,9,0.384182959781425,bca,0.615817040218575,1.1485182618092198,0.6394914934515706,1.475277329235251,1.0305644362666462,2.159924670718296,0.7643353020277948,0.028045691568351815,1.0302471770402695,0.6138631356355945,1.5975129460034017,neither,shekel,1.4477710605698157,1.006232202102113,0.4444559660133569,1.6611946124714159,1.0671765972046032,2.352983609946376,1.2617138478528538,2.588408271337371,1.1056505784847728,0.5540993621055784,1.7951174524535018,0.6969402015707536,2.034456327013214,neither,shekel,2.0041938775628507,1.4261674598908112,2000
