dataset,acquisition,error_model,jitter_std,jitter_iteration,n_seeds
ackley,pi,drift,0.05,20,10
ackley,pi,drift,0.25,0,10
ackley,pi,drift,0.25,20,10
ackley,pi,drift,1.0,0,10
ackley,pi,drift,1.0,20,10
ackley,pi,drift,5.0,0,10
ackley,pi,drift,5.0,20,10
ackley,pi,gaussian,0.05,0,10
ackley,pi,gaussian,0.05,20,10
ackley,pi,gaussian,0.25,0,10
ackley,pi,gaussian,0.25,20,10
ackley,pi,gaussian,1.0,0,10
ackley,pi,gaussian,1.0,20,10
ackley,pi,gaussian,5.0,0,10
ackley,pi,gaussian,5.0,20,10
ackley,qei,ar1,0.05,0,10
ackley,qei,ar1,0.05,20,10
ackley,qei,ar1,0.25,0,10
ackley,qei,ar1,0.25,20,10
ackley,qei,ar1,1.0,0,10
ackley,qei,ar1,1.0,20,10
ackley,qei,ar1,5.0,0,10
ackley,qei,ar1,5.0,20,10
ackley,qei,bias,0.05,0,10
ackley,qei,bias,0.05,20,10
ackley,qei,bias,0.25,0,10
ackley,qei,bias,0.25,20,10
ackley,qei,bias,1.0,0,10
ackley,qei,bias,1.0,20,10
ackley,qei,bias,5.0,0,10
ackley,qei,bias,5.0,20,10
ackley,qei,drift,0.05,0,10
ackley,qei,drift,0.05,20,10
ackley,qei,drift,0.25,0,10
ackley,qei,drift,0.25,20,10
ackley,qei,drift,1.0,0,10
ackley,qei,drift,1.0,20,10
ackley,qei,drift,5.0,0,10
ackley,qei,drift,5.0,20,10
ackley,qei,gaussian,0.05,0,10
ackley,qei,gaussian,0.05,20,10
ackley,qei,gaussian,0.25,0,10
ackley,qei,gaussian,0.25,20,10
ackley,qei,gaussian,1.0,0,10
ackley,qei,gaussian,1.0,20,10
ackley,qei,gaussian,5.0,0,10
ackley,qei,gaussian,5.0,20,10
ackley,qnei,ar1,0.05,0,10
ackley,qnei,ar1,0.05,20,10
ackley,qnei,ar1,0.25,0,10
ackley,qnei,ar1,0.25,20,10
ackley,qnei,ar1,1.0,0,10
ackley,qnei,ar1,1.0,20,10
ackley,qnei,ar1,5.0,0,10
ackley,qnei,ar1,5.0,20,10
ackley,qnei,bias,0.05,0,10
ackley,qnei,bias,0.05,20,10
ackley,qnei,bias,0.25,0,10
ackley,qnei,bias,0.25,20,10
ackley,qnei,bias,1.0,0,10
ackley,qnei,bias,1.0,20,10
ackley,qnei,bias,5.0,0,10
ackley,qnei,bias,5.0,20,10
ackley,qnei,drift,0.05,0,10
ackley,qnei,drift,0.05,20,10
ackley,qnei,drift,0.25,0,10
ackley,qnei,drift,0.25,20,10
ackley,qnei,drift,1.0,0,10
ackley,qnei,drift,1.0,20,10
ackley,qnei,drift,5.0,0,10
ackley,qnei,drift,5.0,20,10
ackley,qnei,gaussian,0.05,0,10
ackley,qnei,gaussian,0.05,20,10
ackley,qnei,gaussian,0.25,0,10
ackley,qnei,gaussian,0.25,20,10
ackley,qnei,gaussian,1.0,0,10
ackley,qnei,gaussian,1.0,20,10
ackley,qnei,gaussian,5.0,0,10
ackley,qnei,gaussian,5.0,20,10
ackley,qpi,ar1,0.05,0,10
ackley,qpi,ar1,0.05,20,10
ackley,qpi,ar1,0.25,0,10
ackley,qpi,ar1,0.25,20,10
ackley,qpi,ar1,1.0,0,10
ackley,qpi,ar1,1.0,20,10
ackley,qpi,ar1,5.0,0,10
ackley,qpi,ar1,5.0,20,10
ackley,qpi,bias,0.05,0,10
ackley,qpi,bias,0.05,20,10
ackley,qpi,bias,0.25,0,10
ackley,qpi,bias,0.25,20,10
ackley,qpi,bias,1.0,0,10
ackley,qpi,bias,1.0,20,10
ackley,qpi,bias,5.0,0,10
ackley,qpi,bias,5.0,20,10
ackley,qpi,drift,0.05,0,10
ackley,qpi,drift,0.05,20,10
ackley,qpi,drift,0.25,0,10
ackley,qpi,drift,0.25,20,10
ackley,qpi,drift,1.0,0,10
ackley,qpi,drift,1.0,20,10
ackley,qpi,drift,5.0,0,10
ackley,qpi,drift,5.0,20,10
ackley,qpi,gaussian,0.05,0,10
ackley,qpi,gaussian,0.05,20,10
ackley,qpi,gaussian,0.25,0,10
ackley,qpi,gaussian,0.25,20,10
ackley,qpi,gaussian,1.0,0,10
ackley,qpi,gaussian,1.0,20,10
ackley,qpi,gaussian,5.0,0,10
ackley,qpi,gaussian,5.0,20,10
ackley,qucb,ar1,0.05,0,10
ackley,qucb,ar1,0.05,20,10
ackley,qucb,ar1,0.25,0,10
ackley,qucb,ar1,0.25,20,10
ackley,qucb,ar1,1.0,0,10
ackley,qucb,ar1,1.0,20,10
ackley,qucb,ar1,5.0,0,10
ackley,qucb,ar1,5.0,20,10
ackley,qucb,bias,0.05,0,10
ackley,qucb,bias,0.05,20,10
ackley,qucb,bias,0.25,0,10
ackley,qucb,bias,0.25,20,10
ackley,qucb,bias,1.0,0,10
ackley,qucb,bias,1.0,20,10
ackley,qucb,bias,5.0,0,10
ackley,qucb,bias,5.0,20,10
ackley,qucb,drift,0.05,0,10
ackley,qucb,drift,0.05,20,10
ackley,qucb,drift,0.25,0,10
ackley,qucb,drift,0.25,20,10
ackley,qucb,drift,1.0,0,10
ackley,qucb,drift,1.0,20,10
ackley,qucb,drift,5.0,0,10
ackley,qucb,drift,5.0,20,10
ackley,qucb,gaussian,0.05,0,10
ackley,qucb,gaussian,0.05,20,10
ackley,qucb,gaussian,0.25,0,10
ackley,qucb,gaussian,0.25,20,10
ackley,qucb,gaussian,1.0,0,10
ackley,qucb,gaussian,1.0,20,10
ackley,qucb,gaussian,5.0,0,10
ackley,qucb,gaussian,5.0,20,10
ackley,random,ar1,0.05,0,10
ackley,random,ar1,0.05,20,10
ackley,random,ar1,0.25,0,10
ackley,random,ar1,0.25,20,10
ackley,random,ar1,1.0,0,10
ackley,random,ar1,1.0,20,10
ackley,random,ar1,5.0,0,10
ackley,random,ar1,5.0,20,10
ackley,random,bias,0.05,0,10
ackley,random,bias,0.05,20,10
ackley,random,bias,0.25,0,10
ackley,random,bias,0.25,20,10
ackley,random,bias,1.0,0,10
ackley,random,bias,1.0,20,10
ackley,random,bias,5.0,0,10
ackley,random,bias,5.0,20,10
ackley,random,drift,0.05,0,10
ackley,random,drift,0.05,20,10
ackley,random,drift,0.25,0,10
ackley,random,drift,0.25,20,10
ackley,random,drift,1.0,0,10
ackley,random,drift,1.0,20,10
ackley,random,drift,5.0,0,10
ackley,random,drift,5.0,20,10
ackley,random,gaussian,0.05,0,10
ackley,random,gaussian,0.05,20,10
ackley,random,gaussian,0.25,0,10
ackley,random,gaussian,0.25,20,10
ackley,random,gaussian,1.0,0,10
ackley,random,gaussian,1.0,20,10
ackley,random,gaussian,5.0,0,10
ackley,random,gaussian,5.0,20,10
ackley,sobol,ar1,0.05,0,10
ackley,sobol,ar1,0.05,20,10
ackley,sobol,ar1,0.25,0,10
ackley,sobol,ar1,0.25,20,10
ackley,sobol,ar1,1.0,0,10
ackley,sobol,ar1,1.0,20,10
ackley,sobol,ar1,5.0,0,10
ackley,sobol,ar1,5.0,20,10
ackley,sobol,bias,0.05,0,10
ackley,sobol,bias,0.05,20,10
ackley,sobol,bias,0.25,0,10
ackley,sobol,bias,0.25,20,10
ackley,sobol,bias,1.0,0,10
ackley,sobol,bias,1.0,20,10
ackley,sobol,bias,5.0,0,10
ackley,sobol,bias,5.0,20,10
ackley,sobol,drift,0.05,0,10
ackley,sobol,drift,0.05,20,10
ackley,sobol,drift,0.25,0,10
ackley,sobol,drift,0.25,20,10
ackley,sobol,drift,1.0,0,10
ackley,sobol,drift,1.0,20,10
ackley,sobol,drift,5.0,0,10
ackley,sobol,drift,5.0,20,10
ackley,sobol,gaussian,0.05,0,10
ackley,sobol,gaussian,0.05,20,10
ackley,sobol,gaussian,0.25,0,10
ackley,sobol,gaussian,0.25,20,10
ackley,sobol,gaussian,1.0,0,10
ackley,sobol,gaussian,1.0,20,10
ackley,sobol,gaussian,5.0,0,10
ackley,sobol,gaussian,5.0,20,10
ackley,ucb,ar1,0.05,0,10
ackley,ucb,ar1,0.05,20,10
ackley,ucb,ar1,0.25,0,10
ackley,ucb,ar1,0.25,20,10
ackley,ucb,ar1,1.0,0,10
ackley,ucb,ar1,1.0,20,10
ackley,ucb,ar1,5.0,0,10
ackley,ucb,ar1,5.0,20,10
ackley,ucb,bias,0.05,0,10
ackley,ucb,bias,0.05,20,10
ackley,ucb,bias,0.25,0,10
ackley,ucb,bias,0.25,20,10
ackley,ucb,bias,1.0,0,10
ackley,ucb,bias,1.0,20,10
ackley,ucb,bias,5.0,0,10
ackley,ucb,bias,5.0,20,10
ackley,ucb,drift,0.05,0,10
ackley,ucb,drift,0.05,20,10
ackley,ucb,drift,0.25,0,10
ackley,ucb,drift,0.25,20,10
ackley,ucb,drift,1.0,0,10
ackley,ucb,drift,1.0,20,10
ackley,ucb,drift,5.0,0,10
ackley,ucb,drift,5.0,20,10
ackley,ucb,gaussian,0.05,0,10
ackley,ucb,gaussian,0.05,20,10
ackley,ucb,gaussian,0.25,0,10
ackley,ucb,gaussian,0.25,20,10
ackley,ucb,gaussian,1.0,0,10
ackley,ucb,gaussian,1.0,20,10
ackley,ucb,gaussian,5.0,0,10
ackley,ucb,gaussian,5.0,20,10
branin,ei,ar1,0.05,0,10
branin,ei,ar1,0.05,20,10
branin,ei,ar1,0.25,0,10
branin,ei,ar1,0.25,20,10
branin,ei,ar1,1.0,0,10
branin,ei,ar1,1.0,20,10
branin,ei,ar1,5.0,0,10
branin,ei,ar1,5.0,20,10
branin,ei,bias,0.05,0,10
branin,ei,bias,0.05,20,10
branin,ei,bias,0.25,0,10
branin,ei,bias,0.25,20,10
branin,ei,bias,1.0,0,10
branin,ei,bias,1.0,20,10
branin,ei,bias,5.0,0,10
branin,ei,bias,5.0,20,10
branin,ei,drift,0.05,0,10
branin,ei,drift,0.05,20,10
branin,ei,drift,0.25,0,10
branin,ei,drift,0.25,20,10
branin,ei,drift,1.0,0,10
branin,ei,drift,1.0,20,10
branin,ei,drift,5.0,0,10
branin,ei,drift,5.0,20,10
branin,ei,gaussian,0.05,0,10
branin,ei,gaussian,0.05,20,10
branin,ei,gaussian,0.25,0,10
branin,ei,gaussian,0.25,20,10
branin,ei,gaussian,1.0,0,10
branin,ei,gaussian,1.0,20,10
branin,ei,gaussian,5.0,0,10
branin,ei,gaussian,5.0,20,10
branin,greedy,ar1,0.05,0,10
branin,greedy,ar1,0.05,20,10
branin,greedy,ar1,0.25,0,10
branin,greedy,ar1,0.25,20,10
branin,greedy,ar1,1.0,0,10
branin,greedy,ar1,1.0,20,10
branin,greedy,ar1,5.0,0,10
branin,greedy,ar1,5.0,20,10
branin,greedy,bias,0.05,0,10
branin,greedy,bias,0.05,20,10
branin,greedy,bias,0.25,0,10
branin,greedy,bias,0.25,20,10
branin,greedy,bias,1.0,0,10
branin,greedy,bias,1.0,20,10
branin,greedy,bias,5.0,0,10
branin,greedy,bias,5.0,20,10
branin,greedy,drift,0.05,0,10
branin,greedy,drift,0.05,20,10
branin,greedy,drift,0.25,0,10
branin,greedy,drift,0.25,20,10
branin,greedy,drift,1.0,0,10
branin,greedy,drift,1.0,20,10
branin,greedy,drift,5.0,0,10
branin,greedy,drift,5.0,20,10
branin,greedy,gaussian,0.05,0,10
branin,greedy,gaussian,0.05,20,10
branin,greedy,gaussian,0.25,0,10
branin,greedy,gaussian,0.25,20,10
branin,greedy,gaussian,1.0,0,10
branin,greedy,gaussian,1.0,20,10
branin,greedy,gaussian,5.0,0,10
branin,greedy,gaussian,5.0,20,10
branin,logei,ar1,0.05,0,10
branin,logei,ar1,0.05,20,10
branin,logei,ar1,0.25,0,10
branin,logei,ar1,0.25,20,10
branin,logei,ar1,1.0,0,10
branin,logei,ar1,1.0,20,10
branin,logei,ar1,5.0,0,10
branin,logei,ar1,5.0,20,10
branin,logei,bias,0.05,0,10
branin,logei,bias,0.05,20,10
branin,logei,bias,0.25,0,10
branin,logei,bias,0.25,20,10
branin,logei,bias,1.0,0,10
branin,logei,bias,1.0,20,10
branin,logei,bias,5.0,0,10
branin,logei,bias,5.0,20,10
branin,logei,drift,0.05,0,10
branin,logei,drift,0.05,20,10
branin,logei,drift,0.25,0,10
branin,logei,drift,0.25,20,10
branin,logei,drift,1.0,0,10
branin,logei,drift,1.0,20,10
branin,logei,drift,5.0,0,10
branin,logei,drift,5.0,20,10
branin,logei,gaussian,0.05,0,10
branin,logei,gaussian,0.05,20,10
branin,logei,gaussian,0.25,0,10
branin,logei,gaussian,0.25,20,10
branin,logei,gaussian,1.0,0,10
branin,logei,gaussian,1.0,20,10
branin,logei,gaussian,5.0,0,10
branin,logei,gaussian,5.0,20,10
branin,logpi,ar1,0.05,0,10
branin,logpi,ar1,0.05,20,10
branin,logpi,ar1,0.25,0,10
branin,logpi,ar1,0.25,20,10
branin,logpi,ar1,1.0,0,10
branin,logpi,ar1,1.0,20,10
branin,logpi,ar1,5.0,0,10
branin,logpi,ar1,5.0,20,10
branin,logpi,bias,0.05,0,10
branin,logpi,bias,0.05,20,10
branin,logpi,bias,0.25,0,10
branin,logpi,bias,0.25,20,10
branin,logpi,bias,1.0,0,10
branin,logpi,bias,1.0,20,10
branin,logpi,bias,5.0,0,10
branin,logpi,bias,5.0,20,10
branin,logpi,drift,0.05,0,10
branin,logpi,drift,0.05,20,10
branin,logpi,drift,0.25,0,10
branin,logpi,drift,0.25,20,10
branin,logpi,drift,1.0,0,10
branin,logpi,drift,1.0,20,10
branin,logpi,drift,5.0,0,10
branin,logpi,drift,5.0,20,10
branin,logpi,gaussian,0.05,0,10
branin,logpi,gaussian,0.05,20,10
branin,logpi,gaussian,0.25,0,10
branin,logpi,gaussian,0.25,20,10
branin,logpi,gaussian,1.0,0,10
branin,logpi,gaussian,1.0,20,10
branin,logpi,gaussian,5.0,0,10
branin,logpi,gaussian,5.0,20,10
branin,pi,ar1,0.05,0,10
branin,pi,ar1,0.05,20,10
branin,pi,ar1,0.25,0,10
branin,pi,ar1,0.25,20,10
branin,pi,ar1,1.0,0,10
branin,pi,ar1,1.0,20,10
branin,pi,ar1,5.0,0,10
branin,pi,ar1,5.0,20,10
branin,pi,bias,0.05,0,10
branin,pi,bias,0.05,20,10
branin,pi,bias,0.25,0,10
branin,pi,bias,0.25,20,10
branin,pi,bias,1.0,0,10
branin,pi,bias,1.0,20,10
branin,pi,bias,5.0,0,10
branin,pi,bias,5.0,20,10
branin,pi,drift,0.05,0,10
branin,pi,drift,0.05,20,10
branin,pi,drift,0.25,0,10
branin,pi,drift,0.25,20,10
branin,pi,drift,1.0,0,10
branin,pi,drift,1.0,20,10
branin,pi,drift,5.0,0,10
branin,pi,drift,5.0,20,10
branin,pi,gaussian,0.05,0,10
branin,pi,gaussian,0.05,20,10
branin,pi,gaussian,0.25,0,10
branin,pi,gaussian,0.25,20,10
branin,pi,gaussian,1.0,0,10
branin,pi,gaussian,1.0,20,10
branin,pi,gaussian,5.0,0,10
branin,pi,gaussian,5.0,20,10
branin,qei,ar1,0.05,0,10
branin,qei,ar1,0.05,20,10
branin,qei,ar1,0.25,0,10
branin,qei,ar1,0.25,20,10
branin,qei,ar1,1.0,0,10
branin,qei,ar1,1.0,20,10
branin,qei,ar1,5.0,0,10
branin,qei,ar1,5.0,20,10
branin,qei,bias,0.05,0,10
branin,qei,bias,0.05,20,10
branin,qei,bias,0.25,0,10
branin,qei,bias,0.25,20,10
branin,qei,bias,1.0,0,10
branin,qei,bias,1.0,20,10
branin,qei,bias,5.0,0,10
branin,qei,bias,5.0,20,10
branin,qei,drift,0.05,0,10
branin,qei,drift,0.05,20,10
branin,qei,drift,0.25,0,10
branin,qei,drift,0.25,20,10
branin,qei,drift,1.0,0,10
branin,qei,drift,1.0,20,10
branin,qei,drift,5.0,0,10
branin,qei,drift,5.0,20,10
branin,qei,gaussian,0.05,0,10
branin,qei,gaussian,0.05,20,10
branin,qei,gaussian,0.25,0,10
branin,qei,gaussian,0.25,20,10
branin,qei,gaussian,1.0,0,10
branin,qei,gaussian,1.0,20,10
branin,qei,gaussian,5.0,0,10
branin,qei,gaussian,5.0,20,10
branin,qnei,ar1,0.05,0,10
branin,qnei,ar1,0.05,20,10
branin,qnei,ar1,0.25,0,10
branin,qnei,ar1,0.25,20,10
branin,qnei,ar1,1.0,0,10
branin,qnei,ar1,1.0,20,10
branin,qnei,ar1,5.0,0,10
branin,qnei,ar1,5.0,20,10
branin,qnei,bias,0.05,0,10
branin,qnei,bias,0.05,20,10
branin,qnei,bias,0.25,0,10
branin,qnei,bias,0.25,20,10
branin,qnei,bias,1.0,0,10
branin,qnei,bias,1.0,20,10
branin,qnei,bias,5.0,0,10
branin,qnei,bias,5.0,20,10
branin,qnei,drift,0.05,0,10
branin,qnei,drift,0.05,20,10
branin,qnei,drift,0.25,0,10
branin,qnei,drift,0.25,20,10
branin,qnei,drift,1.0,0,10
branin,qnei,drift,1.0,20,10
branin,qnei,drift,5.0,0,10
branin,qnei,drift,5.0,20,10
branin,qnei,gaussian,0.05,0,10
branin,qnei,gaussian,0.05,20,10
branin,qnei,gaussian,0.25,0,10
branin,qnei,gaussian,0.25,20,10
branin,qnei,gaussian,1.0,0,10
branin,qnei,gaussian,1.0,20,10
branin,qnei,gaussian,5.0,0,10
branin,qnei,gaussian,5.0,20,10
branin,qpi,ar1,0.05,0,10
branin,qpi,ar1,0.05,20,10
branin,qpi,ar1,0.25,0,10
branin,qpi,ar1,0.25,20,10
branin,qpi,ar1,1.0,0,10
branin,qpi,ar1,1.0,20,10
branin,qpi,ar1,5.0,0,10
branin,qpi,ar1,5.0,20,10
branin,qpi,bias,0.05,0,10
branin,qpi,bias,0.05,20,10
branin,qpi,bias,0.25,0,10
branin,qpi,bias,0.25,20,10
branin,qpi,bias,1.0,0,10
branin,qpi,bias,1.0,20,10
branin,qpi,bias,5.0,0,10
branin,qpi,bias,5.0,20,10
branin,qpi,drift,0.05,0,10
branin,qpi,drift,0.05,20,10
branin,qpi,drift,0.25,0,10
branin,qpi,drift,0.25,20,10
branin,qpi,drift,1.0,0,10
branin,qpi,drift,1.0,20,10
branin,qpi,drift,5.0,0,10
branin,qpi,drift,5.0,20,10
branin,qpi,gaussian,0.05,0,10
branin,qpi,gaussian,0.05,20,10
branin,qpi,gaussian,0.25,0,10
branin,qpi,gaussian,0.25,20,10
branin,qpi,gaussian,1.0,0,10
branin,qpi,gaussian,1.0,20,10
branin,qpi,gaussian,5.0,0,10
branin,qpi,gaussian,5.0,20,10
branin,qucb,ar1,0.05,0,10
branin,qucb,ar1,0.05,20,10
branin,qucb,ar1,0.25,0,10
branin,qucb,ar1,0.25,20,10
branin,qucb,ar1,1.0,0,10
branin,qucb,ar1,1.0,20,10
branin,qucb,ar1,5.0,0,10
branin,qucb,ar1,5.0,20,10
branin,qucb,bias,0.05,0,10
branin,qucb,bias,0.05,20,10
branin,qucb,bias,0.25,0,10
branin,qucb,bias,0.25,20,10
branin,qucb,bias,1.0,0,10
branin,qucb,bias,1.0,20,10
branin,qucb,bias,5.0,0,10
branin,qucb,bias,5.0,20,10
branin,qucb,drift,0.05,0,10
branin,qucb,drift,0.05,20,10
branin,qucb,drift,0.25,0,10
branin,qucb,drift,0.25,20,10
branin,qucb,drift,1.0,0,10
branin,qucb,drift,1.0,20,10
branin,qucb,drift,5.0,0,10
branin,qucb,drift,5.0,20,10
branin,qucb,gaussian,0.05,0,10
branin,qucb,gaussian,0.05,20,10
branin,qucb,gaussian,0.25,0,10
branin,qucb,gaussian,0.25,20,10
branin,qucb,gaussian,1.0,0,10
branin,qucb,gaussian,1.0,20,10
branin,qucb,gaussian,5.0,0,10
branin,qucb,gaussian,5.0,20,10
branin,random,ar1,0.05,0,10
branin,random,ar1,0.05,20,10
branin,random,ar1,0.25,0,10
branin,random,ar1,0.25,20,10
branin,random,ar1,1.0,0,10
branin,random,ar1,1.0,20,10
branin,random,ar1,5.0,0,10
branin,random,ar1,5.0,20,10
branin,random,bias,0.05,0,10
branin,random,bias,0.05,20,10
branin,random,bias,0.25,0,10
branin,random,bias,0.25,20,10
branin,random,bias,1.0,0,10
branin,random,bias,1.0,20,10
branin,random,bias,5.0,0,10
branin,random,bias,5.0,20,10
branin,random,drift,0.05,0,10
branin,random,drift,0.05,20,10
branin,random,drift,0.25,0,10
branin,random,drift,0.25,20,10
branin,random,drift,1.0,0,10
branin,random,drift,1.0,20,10
branin,random,drift,5.0,0,10
branin,random,drift,5.0,20,10
branin,random,gaussian,0.05,0,10
branin,random,gaussian,0.05,20,10
branin,random,gaussian,0.25,0,10
branin,random,gaussian,0.25,20,10
branin,random,gaussian,1.0,0,10
branin,random,gaussian,1.0,20,10
branin,random,gaussian,5.0,0,10
branin,random,gaussian,5.0,20,10
branin,sobol,ar1,0.05,0,10
branin,sobol,ar1,0.05,20,10
branin,sobol,ar1,0.25,0,10
branin,sobol,ar1,0.25,20,10
branin,sobol,ar1,1.0,0,10
branin,sobol,ar1,1.0,20,10
branin,sobol,ar1,5.0,0,10
branin,sobol,ar1,5.0,20,10
branin,sobol,bias,0.05,0,10
branin,sobol,bias,0.05,20,10
branin,sobol,bias,0.25,0,10
branin,sobol,bias,0.25,20,10
branin,sobol,bias,1.0,0,10
branin,sobol,bias,1.0,20,10
branin,sobol,bias,5.0,0,10
branin,sobol,bias,5.0,20,10
branin,sobol,drift,0.05,0,10
branin,sobol,drift,0.05,20,10
branin,sobol,drift,0.25,0,10
branin,sobol,drift,0.25,20,10
branin,sobol,drift,1.0,0,10
branin,sobol,drift,1.0,20,10
branin,sobol,drift,5.0,0,10
branin,sobol,drift,5.0,20,10
branin,sobol,gaussian,0.05,0,10
branin,sobol,gaussian,0.05,20,10
branin,sobol,gaussian,0.25,0,10
branin,sobol,gaussian,0.25,20,10
branin,sobol,gaussian,1.0,0,10
branin,sobol,gaussian,1.0,20,10
branin,sobol,gaussian,5.0,0,10
branin,sobol,gaussian,5.0,20,10
branin,ucb,ar1,0.05,0,10
branin,ucb,ar1,0.05,20,10
branin,ucb,ar1,0.25,0,10
branin,ucb,ar1,0.25,20,10
branin,ucb,ar1,1.0,0,10
branin,ucb,ar1,1.0,20,10
branin,ucb,ar1,5.0,0,10
