error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
ar1,,0.05,0,10,0.01,50,700,20,1.73,1.0056428571428573,2.6686428571428564,0.0,1.558106169296987,1.173,0.004285714285714286
ar1,,0.05,0,25,0.01,50,700,20,4.401428571428571,3.0226785714285715,5.89167857142857,0.0,2.358578052550232,1.176057142857143,0.07571428571428572
ar1,,0.05,20,10,0.01,50,700,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,0.05,20,25,0.01,50,700,20,0.8528571428571429,0.4985357142857142,1.232892857142857,0.0,0.6325648414985591,1.0341142857142858,0.008571428571428572
ar1,,0.25,0,10,0.01,50,700,20,5.155714285714286,4.138428571428571,6.332999999999998,1.0,3.5432835820895523,1.5155714285714288,0.04285714285714286
ar1,,0.25,0,25,0.01,50,700,20,11.152857142857142,9.259714285714283,13.254428571428571,7.0,4.586206896551724,1.4461142857142857,0.2542857142857143
ar1,,0.25,20,10,0.01,50,700,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,0.25,20,25,0.01,50,700,20,2.2,1.3599999999999999,3.1457857142857137,0.0,0.8960843373493976,1.088,0.05142857142857143
ar1,,1.0,0,10,0.01,50,700,20,12.232857142857144,10.007035714285713,14.589107142857141,3.0,5.071301247771836,2.2232857142857143,0.19857142857142857
ar1,,1.0,0,25,0.01,50,700,20,20.414285714285715,18.23564285714286,22.478749999999994,26.0,6.032258064516129,1.8165714285714287,0.5571428571428572
ar1,,1.0,20,10,0.01,50,700,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,1.0,20,25,0.01,50,700,20,4.015714285714286,2.652714285714286,5.481464285714285,0.0,0.8907014681892332,1.1606285714285716,0.12428571428571429
ar1,,5.0,0,10,0.01,50,700,20,22.178571428571427,18.621250000000003,25.926607142857133,24.0,7.630653266331659,3.217857142857143,0.43142857142857144
ar1,,5.0,0,25,0.01,50,700,20,27.12285714285714,24.958107142857145,29.379499999999993,30.0,6.257142857142857,2.084914285714286,0.8
ar1,,5.0,20,10,0.01,50,700,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,5.0,20,25,0.01,50,700,20,6.072857142857144,4.0013571428571435,8.255714285714284,0.0,0.8216216216216217,1.2429142857142856,0.20714285714285716
bias,bias0.05,0.05,0,10,0.01,50,700,20,2.04,1.3998928571428573,2.7500714285714283,0.0,1.9283667621776504,1.204,0.002857142857142857
bias,bias0.05,0.05,0,25,0.01,50,700,20,5.48,3.8113928571428572,7.032107142857139,1.0,2.4790996784565915,1.2192,0.11142857142857143
bias,bias0.05,0.05,20,10,0.01,50,700,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias0.05,0.05,20,25,0.01,50,700,20,0.975714285714286,0.49710714285714275,1.5171428571428571,0.0,0.6086956521739131,1.0390285714285714,0.014285714285714285
bias,bias0.25,0.25,0,10,0.01,50,700,20,7.155714285714287,5.8581071428571425,8.545785714285712,1.0,4.070093457943925,1.7155714285714287,0.08285714285714285
bias,bias0.25,0.25,0,25,0.01,50,700,20,13.255714285714285,11.356607142857142,15.194428571428565,9.0,4.237687366167023,1.5302285714285713,0.33285714285714285
bias,bias0.25,0.25,20,10,0.01,50,700,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias0.25,0.25,20,25,0.01,50,700,20,2.562857142857143,1.6612142857142853,3.584321428571428,0.0,1.2145015105740182,1.1025142857142858,0.054285714285714284
bias,bias1,1.0,0,10,0.01,50,700,20,14.408571428571431,11.83275,17.304285714285715,7.0,7.300180831826402,2.440857142857143,0.21
bias,bias1,1.0,0,25,0.01,50,700,20,22.044285714285714,20.06532142857143,24.10496428571428,26.0,7.216606498194946,1.8817714285714287,0.6042857142857143
bias,bias1,1.0,20,10,0.01,50,700,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias1,1.0,20,25,0.01,50,700,20,4.839999999999999,3.011214285714286,6.878714285714285,0.0,1.1191275167785235,1.1936,0.14857142857142858
bias,bias5,5.0,0,10,0.01,50,700,20,23.238571428571426,19.8185,27.138071428571422,29.0,8.222513089005236,3.3238571428571433,0.4542857142857143
bias,bias5,5.0,0,25,0.01,50,700,20,27.802857142857142,25.944107142857142,29.77167857142857,30.0,8.704545454545455,2.1121142857142856,0.8114285714285714
bias,bias5,5.0,20,10,0.01,50,700,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias5,5.0,20,25,0.01,50,700,20,6.844285714285713,4.385392857142857,9.44460714285714,0.0,0.43155893536121676,1.2737714285714288,0.24857142857142858
drift,,0.05,0,10,0.01,50,700,20,2.8071428571428574,1.9185357142857142,3.801428571428571,0.0,2.1843251088534106,1.2807142857142857,0.015714285714285715
drift,,0.05,0,25,0.01,50,700,20,6.459999999999999,5.096999999999999,7.805785714285714,2.0,3.1729200652528546,1.2584000000000002,0.12428571428571429
drift,,0.05,20,10,0.01,50,700,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
drift,,0.05,20,25,0.01,50,700,20,0.9442857142857143,0.5757142857142857,1.3428571428571427,0.0,0.6911976911976911,1.0377714285714286,0.01
drift,,0.25,0,10,0.01,50,700,20,7.2457142857142856,5.985535714285715,8.761642857142855,2.0,4.530864197530864,1.7245714285714286,0.07428571428571429
drift,,0.25,0,25,0.01,50,700,20,13.309999999999999,11.369678571428569,15.386214285714283,10.0,4.908704883227176,1.5323999999999998,0.3271428571428571
drift,,0.25,20,10,0.01,50,700,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
drift,,0.25,20,25,0.01,50,700,20,2.065714285714286,1.171285714285714,3.0030714285714275,0.0,0.9865671641791045,1.0826285714285713,0.04285714285714286
drift,,1.0,0,10,0.01,50,700,20,14.717142857142855,11.525071428571428,18.07292857142857,6.0,6.2075471698113205,2.471714285714286,0.24285714285714285
drift,,1.0,0,25,0.01,50,700,20,22.270000000000003,19.68407142857143,24.925464285714273,26.0,7.41726618705036,1.8908000000000003,0.6028571428571429
drift,,1.0,20,10,0.01,50,700,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
drift,,1.0,20,25,0.01,50,700,20,4.402857142857142,2.6169642857142854,6.224285714285714,0.0,1.0,1.1761142857142857,0.1357142857142857
drift,,5.0,0,10,0.01,50,700,20,23.462857142857143,19.99517857142857,27.021964285714283,35.5,6.310924369747899,3.3462857142857145,0.49
drift,,5.0,0,25,0.01,50,700,20,27.571428571428573,25.343928571428574,29.64578571428572,30.0,4.260162601626016,2.1028571428571428,0.8242857142857143
drift,,5.0,20,10,0.01,50,700,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
drift,,5.0,20,25,0.01,50,700,20,6.765714285714286,4.318428571428571,9.130642857142854,0.0,0.5781544256120528,1.2706285714285714,0.24142857142857144
gaussian,,0.05,0,10,0.01,50,700,20,2.37,1.6499642857142856,3.0957500000000002,0.0,2.097841726618705,1.237,0.007142857142857143
gaussian,,0.05,0,25,0.01,50,700,20,5.511428571428572,4.237107142857143,6.742892857142857,1.0,2.6517571884984026,1.220457142857143,0.10571428571428572
gaussian,,0.05,20,10,0.01,50,700,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaussian,,0.05,20,25,0.01,50,700,20,0.9099999999999999,0.5371071428571429,1.3057142857142856,0.0,0.47093023255813954,1.0364,0.017142857142857144
gaussian,,0.25,0,10,0.01,50,700,20,6.298571428571429,4.859928571428571,8.140071428571426,1.0,4.1350531107738995,1.629857142857143,0.05857142857142857
gaussian,,0.25,0,25,0.01,50,700,20,13.05,10.691357142857141,15.632928571428572,10.0,4.810416666666667,1.522,0.3142857142857143
gaussian,,0.25,20,10,0.01,50,700,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaussian,,0.25,20,25,0.01,50,700,20,2.4857142857142858,1.6528214285714284,3.4815,0.0,1.0469696969696969,1.0994285714285714,0.05714285714285714
gaussian,,1.0,0,10,0.01,50,700,20,14.725714285714286,11.700535714285715,18.03017857142857,8.0,7.745487364620939,2.4725714285714284,0.20857142857142857
gaussian,,1.0,0,25,0.01,50,700,20,22.624285714285712,20.280749999999998,25.033499999999997,26.0,8.615658362989324,1.9049714285714285,0.5985714285714285
gaussian,,1.0,20,10,0.01,50,700,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaussian,,1.0,20,25,0.01,50,700,20,3.9685714285714284,2.3985357142857144,5.655892857142856,0.0,1.0323624595469256,1.158742857142857,0.11714285714285715
gaussian,,5.0,0,10,0.01,50,700,20,23.855714285714285,20.287892857142857,27.39314285714286,35.5,7.71978021978022,3.3855714285714282,0.48
gaussian,,5.0,0,25,0.01,50,700,20,27.74,25.64785714285715,29.951642857142854,30.0,7.6141732283464565,2.1096,0.8185714285714286
gaussian,,5.0,20,10,0.01,50,700,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaussian,,5.0,20,25,0.01,50,700,20,6.557142857142857,4.065249999999999,9.084642857142857,0.0,0.595903165735568,1.2622857142857142,0.23285714285714285
