dataset,acquisition,seed,error_model,jitter_std,jitter_iteration,variant,budget,k,tolerance,extra,censored,multiplier
ackley,logei,12,ar1,0.05,0,,50,10,0.01,-1.0,False,0.9
ackley,logei,12,ar1,0.05,0,,50,25,0.01,-8.0,False,0.68
ackley,logei,12,ar1,0.25,0,,50,10,0.01,-2.0,False,0.8
ackley,logei,12,ar1,0.25,0,,50,25,0.01,5.0,False,1.2
ackley,logei,12,ar1,1.0,0,,50,10,0.01,6.0,False,1.6
ackley,logei,12,ar1,1.0,0,,50,25,0.01,16.0,False,1.64
ackley,logei,12,ar1,5.0,0,,50,10,0.01,42.0,True,5.2
ackley,logei,12,ar1,5.0,0,,50,25,0.01,25.0,True,2.0
ackley,logei,12,ar1,0.05,20,,50,10,0.01,0.0,False,1.0
ackley,logei,12,ar1,0.05,20,,50,25,0.01,5.0,False,1.2
ackley,logei,12,ar1,0.25,20,,50,10,0.01,0.0,False,1.0
ackley,logei,12,ar1,0.25,20,,50,25,0.01,10.0,False,1.4
ackley,logei,12,ar1,1.0,20,,50,10,0.01,0.0,False,1.0
ackley,logei,12,ar1,1.0,20,,50,25,0.01,10.0,False,1.4
ackley,logei,12,ar1,5.0,20,,50,10,0.01,0.0,False,1.0
ackley,logei,12,ar1,5.0,20,,50,25,0.01,8.0,False,1.32
ackley,logei,12,bias,0.05,0,bias0.05,50,10,0.01,-1.0,False,0.9
ackley,logei,12,bias,0.05,0,bias0.05,50,25,0.01,-3.0,False,0.88
ackley,logei,12,bias,0.25,0,bias0.25,50,10,0.01,-2.0,False,0.8
ackley,logei,12,bias,0.25,0,bias0.25,50,25,0.01,12.0,False,1.48
ackley,logei,12,bias,1.0,0,bias1,50,10,0.01,13.0,False,2.3
ackley,logei,12,bias,1.0,0,bias1,50,25,0.01,25.0,True,2.0
ackley,logei,12,bias,5.0,0,bias5,50,10,0.01,21.0,False,3.1
ackley,logei,12,bias,5.0,0,bias5,50,25,0.01,25.0,True,2.0
ackley,logei,12,bias,0.05,20,bias0.05,50,10,0.01,0.0,False,1.0
ackley,logei,12,bias,0.05,20,bias0.05,50,25,0.01,0.0,False,1.0
ackley,logei,12,bias,0.25,20,bias0.25,50,10,0.01,0.0,False,1.0
ackley,logei,12,bias,0.25,20,bias0.25,50,25,0.01,-2.0,False,0.92
ackley,logei,12,bias,1.0,20,bias1,50,10,0.01,0.0,False,1.0
ackley,logei,12,bias,1.0,20,bias1,50,25,0.01,8.0,False,1.32
ackley,logei,12,bias,5.0,20,bias5,50,10,0.01,0.0,False,1.0
