error_model,jitter_std,jitter_iteration,n_landscapes,n_runs,selection_share,selection_share_lo,selection_share_hi,mean_deployed,mean_search,mean_selection,excess_selection_share,excess_selection_share_lo,excess_selection_share_hi,mean_excess_deployed,mean_excess_search,mean_excess_selection,n_paired,best_mean_selection_recovered,best_mean_selection_recovered_lo,best_mean_selection_recovered_hi,pm_selection_recovered,pm_selection_recovered_lo,pm_selection_recovered_hi,lcb1_selection_recovered,lcb1_selection_recovered_lo,lcb1_selection_recovered_hi,lcb2_selection_recovered,lcb2_selection_recovered_lo,lcb2_selection_recovered_hi
drift,0.25,0.0,20,2000,0.1220095429259475,0.07116089301108529,0.20390599108353127,0.2229222721806788,0.19572362764390053,0.027198644536778283,0.28781763258811094,0.21058029001428172,0.373537436344965,0.0944995770141075,0.06730093247732923,0.027198644536778283,2000,-0.05230612471668487,-0.11438295508858422,-0.008326318036858871,-0.3009493440524459,-0.8875892720479295,0.0608874324637096,-0.25214985044342453,-0.7827094112443947,0.0914099917535773,-0.23622964638199717,-0.7914859741203049,0.10081026234746981
drift,0.25,20.0,20,2000,0.15201009826878897,0.08807463972859335,0.28253384023518985,0.17167977181784042,0.14558271283304727,0.02609705898479319,0.6033014943469952,0.49977568106747206,0.7222954790252357,0.04325707665126915,0.01716001766647595,0.02609705898479319,2000,-0.05919737552085438,-0.14788246800855503,0.002149504455273115,-0.4248540285884088,-1.0254462993341622,-0.027755909359989492,-0.2497293700983305,-0.7368854795595994,0.09688338787643457,-0.16779485473388606,-0.6754341048159008,0.17211958687683784
drift,1.0,0.0,20,2000,0.2716018375832803,0.19505310860544095,0.37014051708443096,0.43283417053979684,0.3152756144523531,0.11755855608744377,0.3861830633792973,0.298857059409446,0.4735521665070492,0.30441147537322555,0.18685291928578174,0.11755855608744377,2000,-0.03292053831205842,-0.0775960723004496,-0.0012211712394502982,-0.025014153847605837,-0.11951182876026188,0.05324193961960328,0.02001789033182375,-0.05562099928069744,0.08303696219726049,0.032969922700432745,-0.06144342540344198,0.10390526999082961
drift,1.0,20.0,20,2000,0.3671621703977081,0.2442391444998275,0.5430546810974227,0.27031987932083473,0.17106864572775055,0.09925123359308421,0.6994587960616845,0.6002297584627881,0.7998999900776637,0.14189718415426342,0.042645950561179216,0.09925123359308421,2000,-0.05343674059637273,-0.12579390263311777,-0.004353898015340341,-0.17273420895875596,-0.262207788586172,-0.07895769279024242,-0.04408943576308643,-0.11315389259724418,0.036893550951615034,0.02299828954247608,-0.044051975623151655,0.0947587946124474
drift,5.0,0.0,20,2000,0.49149912783764954,0.3911547772089605,0.5925417604379457,0.8503019778215929,0.43237929732365166,0.41792268049794135,0.5789370751309704,0.48496972909545416,0.6661663535905706,0.7218792826550218,0.30395660215708037,0.41792268049794135,2000,0.004303184553397387,-0.023522380231700266,0.03180915840012682,-0.028602134597364923,-0.06902727472079513,0.016505183343979376,0.04727458074120559,0.00655406062800121,0.08371034620232455,0.06904380363256446,0.028964640325607166,0.10544999360947463
drift,5.0,20.0,20,2000,0.6741875456485098,0.5418963029614898,0.8063626683066663,0.6301877636278554,0.20532302196986835,0.4248647416579871,0.8467403738583875,0.7755836284770923,0.9071542650962663,0.5017650684612841,0.07690032680329706,0.4248647416579871,2000,0.010897314569858296,-0.02823164991216438,0.04637478147850243,-0.2147067503659448,-0.26301744966450497,-0.1685215862046056,-0.11102164824108957,-0.13826799077708035,-0.0805680177661066,-0.03517264329169776,-0.06684051168254168,-0.000138717688220002
gaussian,0.05,0.0,20,2000,0.03190111627015485,0.014401400654450126,0.07803409806300254,0.14426591285355356,0.13966366919379233,0.004602243659761239,0.2904866770556788,0.1789637283020432,0.43899873597874145,0.015843217686982276,0.011240974027221042,0.004602243659761239,2000,-0.12180248779696308,-0.3117323107069513,0.0021944249773138405,-3.12013291184291,-8.5024669911585,-0.50711603853744,-2.7724957676626563,-8.13212447626464,-0.3739620982845654,-2.77571772339801,-7.8175231718106035,-0.30095692359478726
gaussian,0.05,20.0,20,2000,0.03132746218120015,0.013536284177149093,0.08088174136333644,0.13725040970565758,0.13295070268624934,0.0042997070194082145,0.48706910496148254,0.32109665188541464,0.6660111470998366,0.008827714539086267,0.0045280075196780555,0.0042997070194082145,2000,-0.09737049945070304,-0.30054498594354867,0.00046975644602170356,-2.981076737296393,-7.677879580537906,-0.5403665581795452,-2.908576188845305,-7.675941867327761,-0.524819450548663,-3.016607694845742,-7.795484518898657,-0.6349306263660316
gaussian,0.25,0.0,20,2000,0.1326529435170137,0.0772693015886718,0.2170084604427603,0.2253632711829899,0.19546816989994328,0.0298951012830466,0.3083858432817992,0.22933323261036603,0.3892539644690569,0.09694057601641858,0.067045474733372,0.0298951012830466,2000,-0.07606927621008938,-0.18383170123570175,0.000846871777600008,-0.14336338204453603,-0.6505942672259659,0.18777938017395776,-0.09452495294381333,-0.5272216183635877,0.20876928435962264,-0.06301868343702292,-0.50406368058488,0.22295983418791235
gaussian,0.25,20.0,20,2000,0.13151062023688495,0.07263630527926573,0.2549648896809708,0.1681406111857209,0.14602833512167784,0.022112276064043073,0.556733038394609,0.44519721987193,0.680221900335058,0.039717916019149604,0.017605639955106535,0.022112276064043073,2000,-0.0649185469091338,-0.15979877934736195,-0.004289625219118182,-0.34035669375235117,-1.013166380096744,0.12310468426753805,-0.2570325368876695,-0.8572041899282052,0.17792063648072584,-0.23005763492449305,-0.8879932937706374,0.19190344786787086
gaussian,1.0,0.0,20,2000,0.2925411493090946,0.20761789470901892,0.39657981344658627,0.43061425132905773,0.30464186333637994,0.12597238799267785,0.416862699912579,0.33906150939335034,0.5004944924475885,0.30219155616248644,0.1762191681698086,0.12597238799267785,2000,-0.053060133295921706,-0.10367669850766442,-0.011968477379425376,0.1072059417752217,-0.007035112265542601,0.20818681052999427,0.14227358905036733,0.048636586490330085,0.22386155809291153,0.13849007359866458,0.04607836417417584,0.21630241720703597
gaussian,1.0,20.0,20,2000,0.3287915302341089,0.21182590476670604,0.4987847724964043,0.25086348600948194,0.16838169656456145,0.08248178944492053,0.6736463304189466,0.5711547036470876,0.7815290259917566,0.12244079084291067,0.039959001397990156,0.08248178944492053,2000,-0.08189941497961487,-0.18354288063044066,-0.011264692679722082,0.012135513359088586,-0.11863536342191414,0.14969345991314334,0.14884210054018976,0.03462901987992782,0.26703770061947424,0.1870337640815764,0.06276060735398781,0.3103936403540043
gaussian,5.0,0.0,20,2000,0.5114317641094444,0.4020532261722496,0.6154595778998437,0.836246357810159,0.40856340780521183,0.4276829500049472,0.6042224533828555,0.5102288459257246,0.6884318966743307,0.7078236626435876,0.28014071263864054,0.4276829500049472,2000,-0.016118612040601898,-0.04027106941450894,0.008650018937178537,0.06382677687587106,-0.007180349159416818,0.13247891077580726,0.15374581511376514,0.0937387433920213,0.21660647905351854,0.16098689727637178,0.09500815898523485,0.22619117891521506
gaussian,5.0,20.0,20,2000,0.6253160153731647,0.48889802338896954,0.7822651420340787,0.5354509938279997,0.2006249119398739,0.33482608188812574,0.8226113098014314,0.7420993557925136,0.8943767812338972,0.4070282986614283,0.0722022167733026,0.33482608188812574,2000,0.00301105580819279,-0.0815748515298483,0.0747088727326299,-0.052607185920433897,-0.12483510265421706,0.025274326162297838,0.12464707718442074,0.050495531535197855,0.19598234439626777,0.22467773690038878,0.1386043792664158,0.3010441383811298
ar1,pooled,pooled,20,16000,0.3893729733268691,0.2766253968175402,0.5340528885499846,0.33099735009888187,0.20211592772756565,0.12888142237131628,0.6362169167430222,0.5560708547699516,0.7160040623145643,0.20257465493231058,0.07369323256099432,0.12888142237131628,16000,-0.022528568825185016,-0.05337333915442047,0.0011163159835966845,-0.07050822585166443,-0.1681418686949392,0.006421563207311071,0.003253684583708501,-0.08084495375099558,0.07803831928595432,0.02465840182355809,-0.05947738228860815,0.09795905167644277
bias,pooled,pooled,20,16000,0.39375749045734076,0.28055633397181556,0.5415017968883865,0.3552746274418749,0.21538258171719554,0.13989204572467934,0.6166667584515385,0.5333070117031574,0.6902935621388042,0.22685193227530348,0.08695988655062423,0.13989204572467934,16000,-0.018163580234132937,-0.05468803373566217,0.010448643157274546,-0.09999398816562262,-0.19000440592024587,-0.014864961267501848,-0.02152546391448127,-0.10102507344138219,0.04745704027968788,0.014904056053430167,-0.06419451010673662,0.08416132723153945
drift,pooled,pooled,20,16000,0.39232739992467797,0.28013051643667874,0.5270424352738248,0.35735394483120664,0.21715420080275244,0.14019974402845412,0.6124098140111268,0.5263571912587334,0.6908198530129597,0.22893124966463527,0.08873150563618115,0.14019974402845412,16000,-0.005847141996731149,-0.042401508530169295,0.023562702171411463,-0.15591944864784535,-0.2345328765985912,-0.0886763937561946,-0.06226744834418237,-0.13261816010374458,-0.008445338335656034,-0.015588046963749684,-0.09303113374105511,0.04557437312853567
gaussian,pooled,pooled,20,16000,0.37822531974245294,0.26787241859232563,0.5129888614120829,0.34102441173807757,0.21204034456846127,0.1289840671696163,0.6066934418482643,0.5232461998974649,0.688125056091421,0.21260171657150626,0.08361764940188993,0.1289840671696163,16000,-0.02327188829529419,-0.06961102198269832,0.01182539514301768,-0.014342836265413971,-0.12922724977307304,0.08325386409099991,0.10070403567133361,-0.008245450284689114,0.19084185658086547,0.13978084564871177,0.03099933068152952,0.23171766091642965
pooled,0.05,0.0,20,8000,0.031333441628195104,0.014132459768895529,0.07693944244413983,0.14307699699994453,0.13859390226610935,0.004483094733835208,0.30592346089293376,0.20385087278862457,0.4368966022518969,0.014654301833373245,0.010171207099538036,0.004483094733835208,8000,-0.1160428682429572,-0.30753617512384834,-0.002592099284132186,-3.228189604877084,-7.998262306070328,-0.7944299836720727,-2.981837324683328,-7.475136026501428,-0.6250245104672437,-2.9180470291083993,-7.367822730164589,-0.5146362165819969
pooled,0.05,20.0,20,8000,0.03140717766124983,0.01378993517827399,0.07863444482095501,0.1361745259814549,0.13189766845101888,0.004276857530436035,0.5517222489201407,0.3765857151578705,0.7860653667874078,0.007751830814883616,0.003474973284447584,0.004276857530436035,8000,-0.07373982430632513,-0.20678489015723714,0.0017319153960488349,-3.5561175660048168,-9.367025321695454,-0.7692638343021513,-3.1419603303029597,-8.25834450190771,-0.7534939958232356,-3.096039104638056,-8.015668251397045,-0.6478448632656473
pooled,0.25,0.0,20,8000,0.1309452480912226,0.07235291088677405,0.2232809914583851,0.2189258588789324,0.19025855797444657,0.02866730090448579,0.3167546826937097,0.23254209050897767,0.4054845221030152,0.09050316371236106,0.06183586280787527,0.02866730090448579,8000,-0.07449403271538856,-0.17966795339670988,-0.0072909421193356385,-0.22366714245742245,-0.8006041257804778,0.10815535116933565,-0.16007085778948577,-0.6420567680704555,0.15302952995624536,-0.14189603702357387,-0.611942202299239,0.16591874985924204
pooled,0.25,20.0,20,8000,0.14489086125283882,0.07943347443705928,0.2788724386237289,0.16918984002703108,0.14467577839028448,0.024514061636746555,0.6013190700662207,0.48810708156969546,0.7283272459975528,0.040767144860459736,0.01625308322371318,0.024514061636746555,8000,-0.06654334780520789,-0.1661310165977151,-0.002206870803560597,-0.3948147009088151,-1.0590441849220589,0.03603636965318846,-0.27746126246642844,-0.8230642469551711,0.11148913707487744,-0.2344925605593743,-0.7745848892695384,0.15764961046964332
pooled,1.0,0.0,20,8000,0.2921061543551924,0.2109881217751714,0.39368426906352166,0.4254021565195834,0.3011395685242423,0.12426258799534115,0.4184214875641966,0.3406861406468177,0.5041981693934979,0.29697946135301206,0.17271687335767094,0.12426258799534115,8000,-0.03942287842734771,-0.08242089550853625,-0.0074574831494349835,0.05789580964922475,-0.04541568346811216,0.1427832672068994,0.09788053167854098,0.010462765242850745,0.16788944355993296,0.10214997860415215,0.01900395238735747,0.17415254001964112
pooled,1.0,20.0,20,8000,0.3575581935223145,0.23773734572802327,0.5282073560153474,0.26448512004624536,0.16991629830897734,0.09456882173726798,0.6950399555270262,0.5908614031728951,0.791155539066235,0.13606242487967402,0.04149360314240603,0.09456882173726798,8000,-0.056226355890459524,-0.13348175745996987,-0.006887115068382007,-0.07274073874161313,-0.17547937633215843,0.029278236427867692,0.03740345521909552,-0.044508163451942875,0.11675225865580453,0.07449389765835802,-0.008686657286441881,0.15398531178293137
pooled,5.0,0.0,20,8000,0.5075808839237473,0.40196587199286565,0.6123713866677222,0.8393449705846514,0.41330950849834247,0.4260354620863091,0.5992715052229382,0.517150229915259,0.6820664237361017,0.7109222754180802,0.2848868133317711,0.4260354620863091,8000,-0.004687774730636963,-0.027182122204289595,0.015690560483253194,0.008794272827664094,-0.037135613437039756,0.056427873027725846,0.08543286937499103,0.04664949063792094,0.12992103217705714,0.10816183904490197,0.06630867261776749,0.15390757682039782
pooled,5.0,20.0,20,8000,0.6445007841624184,0.5076959520878586,0.7883514996864558,0.5727011991822387,0.20359482721852845,0.3691063719637102,0.8307995291860752,0.7508793697578992,0.8976525867916394,0.44427850401566726,0.07517213205195711,0.3691063719637102,8000,-0.004649733152394454,-0.04712311690992817,0.025264037284154585,-0.14050440824106616,-0.1736669921586632,-0.09972684017429387,-0.028627451642992578,-0.06135660651622267,0.005715147691700013,0.03395878019391599,-0.0028231336880927844,0.07114506527233232
pooled,pooled,pooled,20,64000,0.3885148950907004,0.27210602961499464,0.5319069597863956,0.3461625835275103,0.21167326370399375,0.13448931982351647,0.6176604610018848,0.534505038799029,0.6908743153848486,0.21773988836093894,0.08325056853742242,0.13448931982351647,64000,-0.01722427665122421,-0.05362925036028621,0.009471173734551386,-0.08696866823410133,-0.17962525171295313,-0.007212564290084666,0.0030995660087319216,-0.07913874832227301,0.07519933800184339,0.039235514405509916,-0.046432636688408274,0.10765298931953846
