error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
ar1,,0.05,0,10,0.01,50,200,20,1.5549999999999997,0.9198749999999999,2.3649999999999998,0.0,1.35678391959799,1.1555,0.005
ar1,,0.05,0,25,0.01,50,200,20,4.04,2.5250000000000004,5.685124999999999,0.0,1.8486486486486486,1.1616000000000002,0.075
ar1,,0.05,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,0.05,20,25,0.01,50,200,20,0.505,0.15499999999999997,0.9099999999999999,0.0,0.36683417085427134,1.0202,0.005
ar1,,0.25,0,10,0.01,50,200,20,4.415000000000001,2.9548749999999995,6.245499999999996,1.0,3.0673575129533677,1.4415,0.035
ar1,,0.25,0,25,0.01,50,200,20,9.970000000000002,7.094875000000001,13.045125,6.0,5.146341463414634,1.3988,0.18
ar1,,0.25,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,0.25,20,25,0.01,50,200,20,1.285,0.474875,2.34,0.0,0.36787564766839376,1.0514000000000001,0.035
ar1,,1.0,0,10,0.01,50,200,20,11.325000000000001,9.189750000000002,13.330624999999998,3.0,5.85207100591716,2.1325,0.155
ar1,,1.0,0,25,0.01,50,200,20,19.77,17.209875,22.340249999999997,26.0,7.509615384615385,1.7908,0.48
ar1,,1.0,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,1.0,20,25,0.01,50,200,20,2.1149999999999998,1.0848750000000003,3.345,0.0,0.6984126984126984,1.0846,0.055
ar1,,5.0,0,10,0.01,50,200,20,22.104999999999997,18.208999999999996,25.870124999999998,26.0,7.482456140350878,3.2105,0.43
ar1,,5.0,0,25,0.01,50,200,20,27.169999999999998,24.645,29.604999999999997,30.0,5.390243902439025,2.0868,0.795
ar1,,5.0,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ar1,,5.0,20,25,0.01,50,200,20,3.9249999999999994,2.3846249999999998,5.500249999999999,0.0,0.3930635838150289,1.157,0.135
bias,bias0.05,0.05,0,10,0.01,50,200,20,2.0799999999999996,1.254875,3.090124999999999,0.0,1.6868686868686869,1.2080000000000002,0.01
bias,bias0.05,0.05,0,25,0.01,50,200,20,5.0649999999999995,2.92975,7.170125,1.0,1.9157303370786516,1.2026,0.11
bias,bias0.05,0.05,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias0.05,0.05,20,25,0.01,50,200,20,0.7499999999999999,0.21000000000000002,1.41,0.0,0.37055837563451777,1.03,0.015
bias,bias0.25,0.25,0,10,0.01,50,200,20,5.084999999999999,3.544875,6.66025,1.0,3.578125,1.5085,0.04
bias,bias0.25,0.25,0,25,0.01,50,200,20,10.145,7.6,12.835124999999996,5.0,3.7254901960784315,1.4058,0.235
bias,bias0.25,0.25,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias0.25,0.25,20,25,0.01,50,200,20,1.075,0.34500000000000003,2.0301249999999995,0.0,0.4153846153846154,1.0430000000000001,0.025
