dataset,dim,seed,k,sigma_e,frag_k,frag_exact,gp_mean_rank_corr,gp_mean_max,exact_max,fit_warnings,fit_seconds
rosenbrock,4,11,10,0.05,0.023514382862007445,0.017911593412356385,0.5410298409246966,1.0414037338042663,1.0250661840886723,0,0.19585129999904893
rosenbrock,4,11,10,0.25,0.12793979887569412,0.06164620082994463,0.5410298409246966,1.0414037338042663,1.0250661840886723,0,0.19585129999904893
rosenbrock,4,11,10,0.5,0.2450908549644493,0.10035753360333738,0.5410298409246966,1.0414037338042663,1.0250661840886723,0,0.19585129999904893
rosenbrock,4,11,10,1.0,0.42333420187321574,0.1811152595005517,0.5410298409246966,1.0414037338042663,1.0250661840886723,0,0.19585129999904893
rosenbrock,4,11,10,2.0,0.6257048112996946,0.320474843081178,0.5410298409246966,1.0414037338042663,1.0250661840886723,0,0.19585129999904893
rosenbrock,4,11,10,5.0,0.8691540021130202,0.5711296453725638,0.5410298409246966,1.0414037338042663,1.0250661840886723,0,0.19585129999904893
rosenbrock,4,11,20,0.05,0.016305739103196288,0.017911593412356385,0.7420283531700617,1.0250556313002328,1.0250661840886723,0,0.2279726999986451
rosenbrock,4,11,20,0.25,0.10906992728033595,0.06164620082994463,0.7420283531700617,1.0250556313002328,1.0250661840886723,0,0.2279726999986451
rosenbrock,4,11,20,0.5,0.18974996313225642,0.10035753360333738,0.7420283531700617,1.0250556313002328,1.0250661840886723,0,0.2279726999986451
rosenbrock,4,11,20,1.0,0.3279922757554056,0.1811152595005517,0.7420283531700617,1.0250556313002328,1.0250661840886723,0,0.2279726999986451
rosenbrock,4,11,20,2.0,0.5201556062736565,0.320474843081178,0.7420283531700617,1.0250556313002328,1.0250661840886723,0,0.2279726999986451
rosenbrock,4,11,20,5.0,0.7400444473574443,0.5711296453725638,0.7420283531700617,1.0250556313002328,1.0250661840886723,0,0.2279726999986451
rosenbrock,4,11,50,0.05,0.019921844217262945,0.017911593412356385,0.9188630121309224,1.0227781499100537,1.0250661840886723,0,0.23834650000208057
rosenbrock,4,11,50,0.25,0.08289268845833506,0.06164620082994463,0.9188630121309224,1.0227781499100537,1.0250661840886723,0,0.23834650000208057
rosenbrock,4,11,50,0.5,0.14020560440401306,0.10035753360333738,0.9188630121309224,1.0227781499100537,1.0250661840886723,0,0.23834650000208057
rosenbrock,4,11,50,1.0,0.2686937497826144,0.1811152595005517,0.9188630121309224,1.0227781499100537,1.0250661840886723,0,0.23834650000208057
rosenbrock,4,11,50,2.0,0.4606126354787764,0.320474843081178,0.9188630121309224,1.0227781499100537,1.0250661840886723,0,0.23834650000208057
rosenbrock,4,11,50,5.0,0.67829651974331,0.5711296453725638,0.9188630121309224,1.0227781499100537,1.0250661840886723,0,0.23834650000208057
rosenbrock,4,12,10,0.05,0.02450874201185165,0.017911593412356385,0.724105201419089,1.0145888286958518,1.0250661840886723,0,0.20078740001190454
rosenbrock,4,12,10,0.25,0.12508935378340513,0.06164620082994463,0.724105201419089,1.0145888286958518,1.0250661840886723,0,0.20078740001190454
rosenbrock,4,12,10,0.5,0.23163232586020677,0.10035753360333738,0.724105201419089,1.0145888286958518,1.0250661840886723,0,0.20078740001190454
rosenbrock,4,12,10,1.0,0.4421791116644948,0.1811152595005517,0.724105201419089,1.0145888286958518,1.0250661840886723,0,0.20078740001190454
rosenbrock,4,12,10,2.0,0.7171819736325101,0.320474843081178,0.724105201419089,1.0145888286958518,1.0250661840886723,0,0.20078740001190454
rosenbrock,4,12,10,5.0,1.0351892256721253,0.5711296453725638,0.724105201419089,1.0145888286958518,1.0250661840886723,0,0.20078740001190454
rosenbrock,4,12,20,0.05,0.01738553893937811,0.017911593412356385,0.8433809224078735,0.9801323889689119,1.0250661840886723,0,0.2680479999980889
rosenbrock,4,12,20,0.25,0.11383817999919123,0.06164620082994463,0.8433809224078735,0.9801323889689119,1.0250661840886723,0,0.2680479999980889
rosenbrock,4,12,20,0.5,0.2106398970551258,0.10035753360333738,0.8433809224078735,0.9801323889689119,1.0250661840886723,0,0.2680479999980889
rosenbrock,4,12,20,1.0,0.3960705602750096,0.1811152595005517,0.8433809224078735,0.9801323889689119,1.0250661840886723,0,0.2680479999980889
rosenbrock,4,12,20,2.0,0.6911460179931197,0.320474843081178,0.8433809224078735,0.9801323889689119,1.0250661840886723,0,0.2680479999980889
rosenbrock,4,12,20,5.0,1.0621202835640586,0.5711296453725638,0.8433809224078735,0.9801323889689119,1.0250661840886723,0,0.2680479999980889
rosenbrock,4,12,50,0.05,0.021990040060756277,0.017911593412356385,0.9031393053330281,1.014233669187759,1.0250661840886723,0,0.5756981000013184
rosenbrock,4,12,50,0.25,0.11699469386043157,0.06164620082994463,0.9031393053330281,1.014233669187759,1.0250661840886723,0,0.5756981000013184
rosenbrock,4,12,50,0.5,0.18963487161194006,0.10035753360333738,0.9031393053330281,1.014233669187759,1.0250661840886723,0,0.5756981000013184
rosenbrock,4,12,50,1.0,0.31243846812906295,0.1811152595005517,0.9031393053330281,1.014233669187759,1.0250661840886723,0,0.5756981000013184
rosenbrock,4,12,50,2.0,0.4957850794375492,0.320474843081178,0.9031393053330281,1.014233669187759,1.0250661840886723,0,0.5756981000013184
rosenbrock,4,12,50,5.0,0.8513755844468014,0.5711296453725638,0.9031393053330281,1.014233669187759,1.0250661840886723,0,0.5756981000013184
rosenbrock,4,13,10,0.05,0.014428779957672493,0.017911593412356385,-0.09975180247196153,0.6556793053877409,1.0250661840886723,0,0.2742393000226002
rosenbrock,4,13,10,0.25,0.1491509862424924,0.06164620082994463,-0.09975180247196153,0.6556793053877409,1.0250661840886723,0,0.2742393000226002
rosenbrock,4,13,10,0.5,0.31667751376180375,0.10035753360333738,-0.09975180247196153,0.6556793053877409,1.0250661840886723,0,0.2742393000226002
rosenbrock,4,13,10,1.0,0.5751605222137757,0.1811152595005517,-0.09975180247196153,0.6556793053877409,1.0250661840886723,0,0.2742393000226002
rosenbrock,4,13,10,2.0,1.0321852459742527,0.320474843081178,-0.09975180247196153,0.6556793053877409,1.0250661840886723,0,0.2742393000226002
rosenbrock,4,13,10,5.0,1.6463926640861077,0.5711296453725638,-0.09975180247196153,0.6556793053877409,1.0250661840886723,0,0.2742393000226002
rosenbrock,4,13,20,0.05,0.02793846088247633,0.017911593412356385,0.259378576333257,0.8161594029512906,1.0250661840886723,0,0.29578260000562295
rosenbrock,4,13,20,0.25,0.10971752668078605,0.06164620082994463,0.259378576333257,0.8161594029512906,1.0250661840886723,0,0.29578260000562295
rosenbrock,4,13,20,0.5,0.23123136587359286,0.10035753360333738,0.259378576333257,0.8161594029512906,1.0250661840886723,0,0.29578260000562295
rosenbrock,4,13,20,1.0,0.4768542371545509,0.1811152595005517,0.259378576333257,0.8161594029512906,1.0250661840886723,0,0.29578260000562295
rosenbrock,4,13,20,2.0,0.8515793226570727,0.320474843081178,0.259378576333257,0.8161594029512906,1.0250661840886723,0,0.29578260000562295
rosenbrock,4,13,20,5.0,1.3404493736347758,0.5711296453725638,0.259378576333257,0.8161594029512906,1.0250661840886723,0,0.29578260000562295
rosenbrock,4,13,50,0.05,0.024661643870588282,0.017911593412356385,0.8628798065918973,1.017798429609124,1.0250661840886723,0,0.2894918999809306
rosenbrock,4,13,50,0.25,0.09491927101650775,0.06164620082994463,0.8628798065918973,1.017798429609124,1.0250661840886723,0,0.2894918999809306
rosenbrock,4,13,50,0.5,0.15538453464821714,0.10035753360333738,0.8628798065918973,1.017798429609124,1.0250661840886723,0,0.2894918999809306
rosenbrock,4,13,50,1.0,0.2554511925538882,0.1811152595005517,0.8628798065918973,1.017798429609124,1.0250661840886723,0,0.2894918999809306
rosenbrock,4,13,50,2.0,0.4371757031413039,0.320474843081178,0.8628798065918973,1.017798429609124,1.0250661840886723,0,0.2894918999809306
rosenbrock,4,13,50,5.0,0.7110289298961877,0.5711296453725638,0.8628798065918973,1.017798429609124,1.0250661840886723,0,0.2894918999809306
rosenbrock,4,14,10,0.05,0.018045501939016526,0.017911593412356385,0.8394204909590294,1.2031145003781267,1.0250661840886723,0,0.2171387999842409
rosenbrock,4,14,10,0.25,0.15260756339878356,0.06164620082994463,0.8394204909590294,1.2031145003781267,1.0250661840886723,0,0.2171387999842409
rosenbrock,4,14,10,0.5,0.3004767065743759,0.10035753360333738,0.8394204909590294,1.2031145003781267,1.0250661840886723,0,0.2171387999842409
rosenbrock,4,14,10,1.0,0.5527386963656562,0.1811152595005517,0.8394204909590294,1.2031145003781267,1.0250661840886723,0,0.2171387999842409
rosenbrock,4,14,10,2.0,0.7743933386638628,0.320474843081178,0.8394204909590294,1.2031145003781267,1.0250661840886723,0,0.2171387999842409
rosenbrock,4,14,10,5.0,0.993128562706794,0.5711296453725638,0.8394204909590294,1.2031145003781267,1.0250661840886723,0,0.2171387999842409
rosenbrock,4,14,20,0.05,0.014969849965139203,0.017911593412356385,0.8258676184481574,1.0067004492189486,1.0250661840886723,0,0.3038611999945715
rosenbrock,4,14,20,0.25,0.08995271250150082,0.06164620082994463,0.8258676184481574,1.0067004492189486,1.0250661840886723,0,0.3038611999945715
rosenbrock,4,14,20,0.5,0.17934665921992565,0.10035753360333738,0.8258676184481574,1.0067004492189486,1.0250661840886723,0,0.3038611999945715
rosenbrock,4,14,20,1.0,0.31943299818408477,0.1811152595005517,0.8258676184481574,1.0067004492189486,1.0250661840886723,0,0.3038611999945715
rosenbrock,4,14,20,2.0,0.48630411445529265,0.320474843081178,0.8258676184481574,1.0067004492189486,1.0250661840886723,0,0.3038611999945715
rosenbrock,4,14,20,5.0,0.7123254450405536,0.5711296453725638,0.8258676184481574,1.0067004492189486,1.0250661840886723,0,0.3038611999945715
rosenbrock,4,14,50,0.05,0.026320379613365853,0.017911593412356385,0.9077742332341495,1.0098058597303223,1.0250661840886723,0,0.391413699981058
rosenbrock,4,14,50,0.25,0.08650706254739028,0.06164620082994463,0.9077742332341495,1.0098058597303223,1.0250661840886723,0,0.391413699981058
rosenbrock,4,14,50,0.5,0.14353137004710986,0.10035753360333738,0.9077742332341495,1.0098058597303223,1.0250661840886723,0,0.391413699981058
rosenbrock,4,14,50,1.0,0.2497826176187237,0.1811152595005517,0.9077742332341495,1.0098058597303223,1.0250661840886723,0,0.391413699981058
rosenbrock,4,14,50,2.0,0.4063852684463401,0.320474843081178,0.9077742332341495,1.0098058597303223,1.0250661840886723,0,0.391413699981058
rosenbrock,4,14,50,5.0,0.6543646318896409,0.5711296453725638,0.9077742332341495,1.0098058597303223,1.0250661840886723,0,0.391413699981058
rosenbrock,4,15,10,0.05,0.031451830632776574,0.017911593412356385,0.6564152265964751,1.009040758977147,1.0250661840886723,0,0.20402250002371147
rosenbrock,4,15,10,0.25,0.12931301545312754,0.06164620082994463,0.6564152265964751,1.009040758977147,1.0250661840886723,0,0.20402250002371147
rosenbrock,4,15,10,0.5,0.2132103885410735,0.10035753360333738,0.6564152265964751,1.009040758977147,1.0250661840886723,0,0.20402250002371147
rosenbrock,4,15,10,1.0,0.35841249174040624,0.1811152595005517,0.6564152265964751,1.009040758977147,1.0250661840886723,0,0.20402250002371147
rosenbrock,4,15,10,2.0,0.586171517211298,0.320474843081178,0.6564152265964751,1.009040758977147,1.0250661840886723,0,0.20402250002371147
rosenbrock,4,15,10,5.0,0.854109452548305,0.5711296453725638,0.6564152265964751,1.009040758977147,1.0250661840886723,0,0.20402250002371147
rosenbrock,4,15,20,0.05,0.02336980255754859,0.017911593412356385,0.8529125658045317,1.0357186905727285,1.0250661840886723,0,0.2014109999872744
rosenbrock,4,15,20,0.25,0.09358892597865041,0.06164620082994463,0.8529125658045317,1.0357186905727285,1.0250661840886723,0,0.2014109999872744
rosenbrock,4,15,20,0.5,0.17416044507820083,0.10035753360333738,0.8529125658045317,1.0357186905727285,1.0250661840886723,0,0.2014109999872744
rosenbrock,4,15,20,1.0,0.3308714950247199,0.1811152595005517,0.8529125658045317,1.0357186905727285,1.0250661840886723,0,0.2014109999872744
rosenbrock,4,15,20,2.0,0.5619255380630253,0.320474843081178,0.8529125658045317,1.0357186905727285,1.0250661840886723,0,0.2014109999872744
rosenbrock,4,15,20,5.0,0.8339210486198156,0.5711296453725638,0.8529125658045317,1.0357186905727285,1.0250661840886723,0,0.2014109999872744
rosenbrock,4,15,50,0.05,0.018568240874107633,0.017911593412356385,0.9266665712977796,1.017923107398242,1.0250661840886723,0,0.4510422000021208
rosenbrock,4,15,50,0.25,0.07265982936221567,0.06164620082994463,0.9266665712977796,1.017923107398242,1.0250661840886723,0,0.4510422000021208
rosenbrock,4,15,50,0.5,0.13207527131684657,0.10035753360333738,0.9266665712977796,1.017923107398242,1.0250661840886723,0,0.4510422000021208
rosenbrock,4,15,50,1.0,0.23851842624133263,0.1811152595005517,0.9266665712977796,1.017923107398242,1.0250661840886723,0,0.4510422000021208
rosenbrock,4,15,50,2.0,0.4388686462220878,0.320474843081178,0.9266665712977796,1.017923107398242,1.0250661840886723,0,0.4510422000021208
rosenbrock,4,15,50,5.0,0.7147712695713052,0.5711296453725638,0.9266665712977796,1.017923107398242,1.0250661840886723,0,0.4510422000021208
rosenbrock,4,16,10,0.05,0.022470681501927027,0.017911593412356385,0.7654790856031127,0.9956473424185632,1.0250661840886723,0,0.22885769998538308
rosenbrock,4,16,10,0.25,0.17566095098407172,0.06164620082994463,0.7654790856031127,0.9956473424185632,1.0250661840886723,0,0.22885769998538308
rosenbrock,4,16,10,0.5,0.32127819961656257,0.10035753360333738,0.7654790856031127,0.9956473424185632,1.0250661840886723,0,0.22885769998538308
rosenbrock,4,16,10,1.0,0.5176748768769164,0.1811152595005517,0.7654790856031127,0.9956473424185632,1.0250661840886723,0,0.22885769998538308
rosenbrock,4,16,10,2.0,0.7209732837467223,0.320474843081178,0.7654790856031127,0.9956473424185632,1.0250661840886723,0,0.22885769998538308
rosenbrock,4,16,10,5.0,0.8762459163733886,0.5711296453725638,0.7654790856031127,0.9956473424185632,1.0250661840886723,0,0.22885769998538308
rosenbrock,4,16,20,0.05,0.03839976639940485,0.017911593412356385,0.8411757553215838,0.9754415957632545,1.0250661840886723,0,0.2711008999904152
rosenbrock,4,16,20,0.25,0.1264080285659637,0.06164620082994463,0.8411757553215838,0.9754415957632545,1.0250661840886723,0,0.2711008999904152
rosenbrock,4,16,20,0.5,0.19126610959335072,0.10035753360333738,0.8411757553215838,0.9754415957632545,1.0250661840886723,0,0.2711008999904152
rosenbrock,4,16,20,1.0,0.3095403219289641,0.1811152595005517,0.8411757553215838,0.9754415957632545,1.0250661840886723,0,0.2711008999904152
rosenbrock,4,16,20,2.0,0.48446922187494623,0.320474843081178,0.8411757553215838,0.9754415957632545,1.0250661840886723,0,0.2711008999904152
rosenbrock,4,16,20,5.0,0.7596527309792085,0.5711296453725638,0.8411757553215838,0.9754415957632545,1.0250661840886723,0,0.2711008999904152
rosenbrock,4,16,50,0.05,0.023937727758645038,0.017911593412356385,0.8986381322957198,1.0185644805074743,1.0250661840886723,0,0.6879419000179041
rosenbrock,4,16,50,0.25,0.08790441326753466,0.06164620082994463,0.8986381322957198,1.0185644805074743,1.0250661840886723,0,0.6879419000179041
rosenbrock,4,16,50,0.5,0.14503064929036408,0.10035753360333738,0.8986381322957198,1.0185644805074743,1.0250661840886723,0,0.6879419000179041
rosenbrock,4,16,50,1.0,0.2600004203082077,0.1811152595005517,0.8986381322957198,1.0185644805074743,1.0250661840886723,0,0.6879419000179041
rosenbrock,4,16,50,2.0,0.4288127638503047,0.320474843081178,0.8986381322957198,1.0185644805074743,1.0250661840886723,0,0.6879419000179041
rosenbrock,4,16,50,5.0,0.6838841428914254,0.5711296453725638,0.8986381322957198,1.0185644805074743,1.0250661840886723,0,0.6879419000179041
rastrigin,4,7,10,0.05,0.011840726767666525,6.269370232712879e-05,0.22351939803158616,1.3595082969326113,2.519492929862481,0,0.2857740999897942
rastrigin,4,7,10,0.25,0.09003466080881316,0.16496761522669745,0.22351939803158616,1.3595082969326113,2.519492929862481,0,0.2857740999897942
rastrigin,4,7,10,0.5,0.5583201042941972,0.32339540373443426,0.22351939803158616,1.3595082969326113,2.519492929862481,0,0.2857740999897942
rastrigin,4,7,10,1.0,0.9322201363539853,0.6932604581414473,0.22351939803158616,1.3595082969326113,2.519492929862481,0,0.2857740999897942
rastrigin,4,7,10,2.0,1.0440647586685823,1.287834487844398,0.22351939803158616,1.3595082969326113,2.519492929862481,0,0.2857740999897942
rastrigin,4,7,10,5.0,1.0817166501768916,1.950714872624159,0.22351939803158616,1.3595082969326113,2.519492929862481,0,0.2857740999897942
rastrigin,4,7,20,0.05,0.0,6.269370232712879e-05,0.20781857976653695,1.480128776041519,2.519492929862481,0,0.1759639999945648
rastrigin,4,7,20,0.25,0.08357947071632656,0.16496761522669745,0.20781857976653695,1.480128776041519,2.519492929862481,0,0.1759639999945648
rastrigin,4,7,20,0.5,0.6196931618105396,0.32339540373443426,0.20781857976653695,1.480128776041519,2.519492929862481,0,0.1759639999945648
rastrigin,4,7,20,1.0,1.1248206271125194,0.6932604581414473,0.20781857976653695,1.480128776041519,2.519492929862481,0,0.1759639999945648
rastrigin,4,7,20,2.0,1.2427973337432172,1.287834487844398,0.20781857976653695,1.480128776041519,2.519492929862481,0,0.1759639999945648
rastrigin,4,7,20,5.0,1.2743819548950046,1.950714872624159,0.20781857976653695,1.480128776041519,2.519492929862481,0,0.1759639999945648
rastrigin,4,7,50,0.05,0.0,6.269370232712879e-05,0.14053058480201416,1.4627678942817146,2.519492929862481,0,0.20382600001175888
rastrigin,4,7,50,0.25,0.1182729296792189,0.16496761522669745,0.14053058480201416,1.4627678942817146,2.519492929862481,0,0.20382600001175888
rastrigin,4,7,50,0.5,0.7575099193163738,0.32339540373443426,0.14053058480201416,1.4627678942817146,2.519492929862481,0,0.20382600001175888
rastrigin,4,7,50,1.0,1.0032502370384575,0.6932604581414473,0.14053058480201416,1.4627678942817146,2.519492929862481,0,0.20382600001175888
rastrigin,4,7,50,2.0,1.0615298948765421,1.287834487844398,0.14053058480201416,1.4627678942817146,2.519492929862481,0,0.20382600001175888
rastrigin,4,7,50,5.0,1.0748842573369584,1.950714872624159,0.14053058480201416,1.4627678942817146,2.519492929862481,0,0.20382600001175888
rastrigin,4,8,10,0.05,0.0171388273594307,6.269370232712879e-05,0.12192435339894711,1.0458945984823766,2.519492929862481,0,0.24805389999528416
rastrigin,4,8,10,0.25,0.21676966355464009,0.16496761522669745,0.12192435339894711,1.0458945984823766,2.519492929862481,0,0.24805389999528416
rastrigin,4,8,10,0.5,0.374492118943065,0.32339540373443426,0.12192435339894711,1.0458945984823766,2.519492929862481,0,0.24805389999528416
rastrigin,4,8,10,1.0,0.4773207050923063,0.6932604581414473,0.12192435339894711,1.0458945984823766,2.519492929862481,0,0.24805389999528416
rastrigin,4,8,10,2.0,0.5232326339400353,1.287834487844398,0.12192435339894711,1.0458945984823766,2.519492929862481,0,0.24805389999528416
rastrigin,4,8,10,5.0,0.5578507856919883,1.950714872624159,0.12192435339894711,1.0458945984823766,2.519492929862481,0,0.24805389999528416
rastrigin,4,8,20,0.05,0.0,6.269370232712879e-05,0.15751029983978027,1.3852730229342618,2.519492929862481,0,0.24835030001122504
rastrigin,4,8,20,0.25,0.17301920170338347,0.16496761522669745,0.15751029983978027,1.3852730229342618,2.519492929862481,0,0.24835030001122504
rastrigin,4,8,20,0.5,0.6173701123562435,0.32339540373443426,0.15751029983978027,1.3852730229342618,2.519492929862481,0,0.24835030001122504
rastrigin,4,8,20,1.0,0.9487495720647903,0.6932604581414473,0.15751029983978027,1.3852730229342618,2.519492929862481,0,0.24835030001122504
rastrigin,4,8,20,2.0,1.0579479291308638,1.287834487844398,0.15751029983978027,1.3852730229342618,2.519492929862481,0,0.24835030001122504
rastrigin,4,8,20,5.0,1.0924758914898727,1.950714872624159,0.15751029983978027,1.3852730229342618,2.519492929862481,0,0.24835030001122504
rastrigin,4,8,50,0.05,6.565586016150399e-05,6.269370232712879e-05,0.1909740501258869,1.6485851857015565,2.519492929862481,0,0.2646353999734856
rastrigin,4,8,50,0.25,0.09893160085631225,0.16496761522669745,0.1909740501258869,1.6485851857015565,2.519492929862481,0,0.2646353999734856
rastrigin,4,8,50,0.5,0.5864672980413768,0.32339540373443426,0.1909740501258869,1.6485851857015565,2.519492929862481,0,0.2646353999734856
rastrigin,4,8,50,1.0,1.0963529668804382,0.6932604581414473,0.1909740501258869,1.6485851857015565,2.519492929862481,0,0.2646353999734856
rastrigin,4,8,50,2.0,1.2118860716644622,1.287834487844398,0.1909740501258869,1.6485851857015565,2.519492929862481,0,0.2646353999734856
rastrigin,4,8,50,5.0,1.238660789397801,1.950714872624159,0.1909740501258869,1.6485851857015565,2.519492929862481,0,0.2646353999734856
rastrigin,4,9,10,0.05,0.0,6.269370232712879e-05,0.3302443350881208,1.6335490702153899,2.519492929862481,0,0.18017529998905957
rastrigin,4,9,10,0.25,0.17259085609358488,0.16496761522669745,0.3302443350881208,1.6335490702153899,2.519492929862481,0,0.18017529998905957
rastrigin,4,9,10,0.5,0.4560742438494533,0.32339540373443426,0.3302443350881208,1.6335490702153899,2.519492929862481,0,0.18017529998905957
rastrigin,4,9,10,1.0,0.9186924343106866,0.6932604581414473,0.3302443350881208,1.6335490702153899,2.519492929862481,0,0.18017529998905957
rastrigin,4,9,10,2.0,1.2623460340292132,1.287834487844398,0.3302443350881208,1.6335490702153899,2.519492929862481,0,0.18017529998905957
rastrigin,4,9,10,5.0,1.4373857859604697,1.950714872624159,0.3302443350881208,1.6335490702153899,2.519492929862481,0,0.18017529998905957
rastrigin,4,9,20,0.05,0.005195229836557477,6.269370232712879e-05,0.3408689059281299,1.0932841303550873,2.519492929862481,0,0.21735540000372566
rastrigin,4,9,20,0.25,0.13786686438786108,0.16496761522669745,0.3408689059281299,1.0932841303550873,2.519492929862481,0,0.21735540000372566
rastrigin,4,9,20,0.5,0.44319003573104815,0.32339540373443426,0.3408689059281299,1.0932841303550873,2.519492929862481,0,0.21735540000372566
rastrigin,4,9,20,1.0,0.9239857178218222,0.6932604581414473,0.3408689059281299,1.0932841303550873,2.519492929862481,0,0.21735540000372566
rastrigin,4,9,20,2.0,1.121122673885624,1.287834487844398,0.3408689059281299,1.0932841303550873,2.519492929862481,0,0.21735540000372566
rastrigin,4,9,20,5.0,1.1843295309495459,1.950714872624159,0.3408689059281299,1.0932841303550873,2.519492929862481,0,0.21735540000372566
rastrigin,4,9,50,0.05,0.005055778532401072,6.269370232712879e-05,-0.0434225439214705,1.6290478466720346,2.519492929862481,0,0.30716060000122525
rastrigin,4,9,50,0.25,0.06282851985529024,0.16496761522669745,-0.0434225439214705,1.6290478466720346,2.519492929862481,0,0.30716060000122525
rastrigin,4,9,50,0.5,0.5325323085751932,0.32339540373443426,-0.0434225439214705,1.6290478466720346,2.519492929862481,0,0.30716060000122525
rastrigin,4,9,50,1.0,0.9309916728037564,0.6932604581414473,-0.0434225439214705,1.6290478466720346,2.519492929862481,0,0.30716060000122525
rastrigin,4,9,50,2.0,1.0410625342674578,1.287834487844398,-0.0434225439214705,1.6290478466720346,2.519492929862481,0,0.30716060000122525
rastrigin,4,9,50,5.0,1.0605786136624438,1.950714872624159,-0.0434225439214705,1.6290478466720346,2.519492929862481,0,0.30716060000122525
rastrigin,4,10,10,0.05,0.017095555072401892,6.269370232712879e-05,0.019413052185854884,0.847228702981732,2.519492929862481,0,0.18990839997422881
rastrigin,4,10,10,0.25,0.09700900786843934,0.16496761522669745,0.019413052185854884,0.847228702981732,2.519492929862481,0,0.18990839997422881
rastrigin,4,10,10,0.5,0.24149210148860523,0.32339540373443426,0.019413052185854884,0.847228702981732,2.519492929862481,0,0.18990839997422881
rastrigin,4,10,10,1.0,0.7788622844736165,0.6932604581414473,0.019413052185854884,0.847228702981732,2.519492929862481,0,0.18990839997422881
rastrigin,4,10,10,2.0,1.3008677104318502,1.287834487844398,0.019413052185854884,0.847228702981732,2.519492929862481,0,0.18990839997422881
rastrigin,4,10,10,5.0,1.5201411520698935,1.950714872624159,0.019413052185854884,0.847228702981732,2.519492929862481,0,0.18990839997422881
rastrigin,4,10,20,0.05,0.006097744794745374,6.269370232712879e-05,0.40573715381094067,1.588863513639668,2.519492929862481,0,0.1975862999970559
rastrigin,4,10,20,0.25,0.1572946928504442,0.16496761522669745,0.40573715381094067,1.588863513639668,2.519492929862481,0,0.1975862999970559
rastrigin,4,10,20,0.5,0.27125554270028385,0.32339540373443426,0.40573715381094067,1.588863513639668,2.519492929862481,0,0.1975862999970559
rastrigin,4,10,20,1.0,0.5378788268020234,0.6932604581414473,0.40573715381094067,1.588863513639668,2.519492929862481,0,0.1975862999970559
rastrigin,4,10,20,2.0,1.1251434153650104,1.287834487844398,0.40573715381094067,1.588863513639668,2.519492929862481,0,0.1975862999970559
rastrigin,4,10,20,5.0,1.6634245438762445,1.950714872624159,0.40573715381094067,1.588863513639668,2.519492929862481,0,0.1975862999970559
rastrigin,4,10,50,0.05,0.012080644035075262,6.269370232712879e-05,0.3139484149691004,1.407773062201788,2.519492929862481,0,0.20082820000243373
rastrigin,4,10,50,0.25,0.10398775491046887,0.16496761522669745,0.3139484149691004,1.407773062201788,2.519492929862481,0,0.20082820000243373
rastrigin,4,10,50,0.5,0.2708869613242545,0.32339540373443426,0.3139484149691004,1.407773062201788,2.519492929862481,0,0.20082820000243373
rastrigin,4,10,50,1.0,0.7081952200543001,0.6932604581414473,0.3139484149691004,1.407773062201788,2.519492929862481,0,0.20082820000243373
rastrigin,4,10,50,2.0,1.4702807577419819,1.287834487844398,0.3139484149691004,1.407773062201788,2.519492929862481,0,0.20082820000243373
rastrigin,4,10,50,5.0,1.8689213544377155,1.950714872624159,0.3139484149691004,1.407773062201788,2.519492929862481,0,0.20082820000243373
rastrigin,4,11,10,0.05,0.01191059159455335,6.269370232712879e-05,0.16503490501258866,0.7903385569190625,2.519492929862481,0,0.2803126999933738
rastrigin,4,11,10,0.25,0.1332050953520174,0.16496761522669745,0.16503490501258866,0.7903385569190625,2.519492929862481,0,0.2803126999933738
rastrigin,4,11,10,0.5,0.4377820790694021,0.32339540373443426,0.16503490501258866,0.7903385569190625,2.519492929862481,0,0.2803126999933738
rastrigin,4,11,10,1.0,0.8233887558473643,0.6932604581414473,0.16503490501258866,0.7903385569190625,2.519492929862481,0,0.2803126999933738
rastrigin,4,11,10,2.0,0.9878068649193135,1.287834487844398,0.16503490501258866,0.7903385569190625,2.519492929862481,0,0.2803126999933738
rastrigin,4,11,10,5.0,1.0772089588207219,1.950714872624159,0.16503490501258866,0.7903385569190625,2.519492929862481,0,0.2803126999933738
rastrigin,4,11,20,0.05,0.00888596836010955,6.269370232712879e-05,0.2027945468070496,0.6767497021294882,2.519492929862481,0,0.215151300013531
rastrigin,4,11,20,0.25,0.13302419330338622,0.16496761522669745,0.2027945468070496,0.6767497021294882,2.519492929862481,0,0.215151300013531
rastrigin,4,11,20,0.5,0.565508466797229,0.32339540373443426,0.2027945468070496,0.6767497021294882,2.519492929862481,0,0.215151300013531
rastrigin,4,11,20,1.0,0.8360416230229664,0.6932604581414473,0.2027945468070496,0.6767497021294882,2.519492929862481,0,0.215151300013531
rastrigin,4,11,20,2.0,0.8998266343551418,1.287834487844398,0.2027945468070496,0.6767497021294882,2.519492929862481,0,0.215151300013531
rastrigin,4,11,20,5.0,0.9333239980487694,1.950714872624159,0.2027945468070496,0.6767497021294882,2.519492929862481,0,0.215151300013531
rastrigin,4,11,50,0.05,0.0,6.269370232712879e-05,0.01161154791800962,1.831653065058102,2.519492929862481,0,0.3123920999933034
rastrigin,4,11,50,0.25,0.06499114296039647,0.16496761522669745,0.01161154791800962,1.831653065058102,2.519492929862481,0,0.3123920999933034
