jitter_std,mean_bias,mean_gaussian,std_bias,std_gaussian,count_bias,count_gaussian,difference
0.05,0.0727587060338642,0.07546588305948715,1.1598458301168304,1.198383151115511,2000,2000,-0.0027071770256229533
0.25,0.3298648613588514,0.31880535555465384,1.5959301147610487,1.5100614501366734,2000,2000,0.011059505804197567
1.0,0.9487570046545586,0.9504060760708234,2.148719010628386,2.06567206256059,2000,2000,-0.0016490714162648024
5.0,1.42103203959825,1.4218483206310497,2.506610425225618,2.5808583383720505,2000,2000,-0.0008162810327996262
