error_model,jitter_std,jitter_iteration,dataset,acquisition,fragility,absolute_loss,inference_excess,acq_failures,seeds
ar1,0.05,0,ackley,ei,-0.047282788015528814,0.5298872352695599,-0.2056018549194137,0,10
ar1,0.05,0,ackley,greedy,-0.03515124781105814,0.7718909709264918,-1.534762386275846,0,10
ar1,0.05,0,ackley,logei,-0.015048785211083304,0.5129694562934171,-0.000898267545568171,0,10
ar1,0.05,0,ackley,logpi,0.046717116960300495,0.77512220008333,1.63209146531571,0,10
ar1,0.05,0,ackley,pi,-0.019814002337917476,0.7824659435786481,-0.9778187455431345,0,10
ar1,0.05,0,ackley,qei,-0.07169052397120537,0.4957839911182885,0.1734919897533094,0,10
ar1,0.05,0,ackley,qnei,-0.04715305103867155,0.5269702739922753,-1.5648038515416887,0,10
ar1,0.05,0,ackley,qpi,-0.0196903587203033,0.7552328712706028,-1.7628117859728285,0,10
ar1,0.05,0,ackley,qucb,0.024635168897740773,0.5530367255696593,0.5514631991139608,0,10
ar1,0.05,0,ackley,random,0.0,0.8604533501185095,0.0,0,10
ar1,0.05,0,ackley,sobol,0.0,0.8844147154078021,0.0054879470243641,0,10
ar1,0.05,0,ackley,ucb,0.058852097862122345,0.5505948051168144,0.49683454351620926,0,10
ar1,0.05,0,branin,ei,0.00802608089741236,0.06439973069218573,0.029882572703042058,0,10
ar1,0.05,0,branin,greedy,0.017859713428621932,0.08944866029128903,0.041714845341306636,0,10
ar1,0.05,0,branin,logei,0.006735069150687454,0.06341989233918915,0.03333276150593335,0,10
ar1,0.05,0,branin,logpi,0.015638421410828003,0.07842562365741383,0.02346371501941666,0,10
ar1,0.05,0,branin,pi,0.013512228523963738,0.07625241363242365,0.03450055364254206,0,10
ar1,0.05,0,branin,qei,0.002646364380867389,0.06008418640839763,0.02937755325341196,0,10
ar1,0.05,0,branin,qnei,-0.0012530229111688013,0.05515854967312554,0.012673103824328399,0,10
ar1,0.05,0,branin,qpi,0.010833258849449998,0.07290886966875594,0.03461113930729038,0,10
ar1,0.05,0,branin,qucb,0.0021517284682869625,0.061540238497773646,0.01641743846330462,0,10
ar1,0.05,0,branin,random,0.0,0.08605501666967783,0.007162922864235391,0,10
ar1,0.05,0,branin,sobol,0.0,0.08693487803632118,0.00511717669670903,0,10
ar1,0.05,0,branin,ucb,-0.001451176304442188,0.057903906679782256,0.018115170217732728,0,10
ar1,0.05,0,eggholder,ei,0.008341775983577207,0.3705451417250766,0.032375105162272,0,10
ar1,0.05,0,eggholder,greedy,-0.005987064093314343,0.49942455033861133,-0.037932014227342846,0,10
ar1,0.05,0,eggholder,logei,-0.04341806265300065,0.3098419842584725,-0.18067812452742452,0,10
ar1,0.05,0,eggholder,logpi,0.017660751849083244,0.4189046956619765,0.33306008230762674,0,10
ar1,0.05,0,eggholder,pi,0.0186795500698168,0.4027215749981484,0.34997025395145764,0,10
ar1,0.05,0,eggholder,qei,-0.05840407212410834,0.3122621969674049,0.0272653081803446,0,10
ar1,0.05,0,eggholder,qnei,-0.029612613426186714,0.3401997068349117,-0.16138747813126686,0,10
ar1,0.05,0,eggholder,qpi,0.05280608860246953,0.38016628502968774,0.13048169606122717,0,10
ar1,0.05,0,eggholder,qucb,0.035817659093773054,0.4186974872194519,0.21629062940334026,0,10
ar1,0.05,0,eggholder,random,0.0,0.4113304350512939,0.0,0,10
ar1,0.05,0,eggholder,sobol,0.0,0.44420180463047626,0.0,0,10
ar1,0.05,0,eggholder,ucb,0.011939689913756258,0.3898735959679303,0.08449499946111047,0,10
ar1,0.05,0,griewank,ei,0.0034464014810387717,0.18033784640925815,0.0006879729542605004,0,10
ar1,0.05,0,griewank,greedy,0.025924412841019408,0.20647197148632807,0.05427493370168228,0,10
ar1,0.05,0,griewank,logei,0.006686641153867687,0.160095418094959,0.02657436055081832,0,10
ar1,0.05,0,griewank,logpi,0.019572288095523437,0.2172634239549472,0.05743554696922106,0,10
ar1,0.05,0,griewank,pi,0.005500612520223517,0.20268645934179563,0.04382911487411078,0,10
ar1,0.05,0,griewank,qei,0.006521946619594457,0.18452590692537582,0.009119911663897367,0,10
ar1,0.05,0,griewank,qnei,0.002605428722277542,0.1728123223091275,0.004988908693958531,0,10
ar1,0.05,0,griewank,qpi,0.012936993017471,0.2157972161724561,0.00354213817206133,0,10
ar1,0.05,0,griewank,qucb,-0.024698494479590792,0.21605757858946179,0.01779925852629488,0,10
ar1,0.05,0,griewank,random,0.0,0.4140044288222094,0.0,0,10
ar1,0.05,0,griewank,sobol,0.0,0.41125428533498776,0.0,0,10
ar1,0.05,0,griewank,ucb,0.006657253567630368,0.22457674090920282,0.028599099399595967,0,10
ar1,0.05,0,hartmann_3,ei,0.017105630010332586,0.1626967611900641,0.020624395314734232,0,10
ar1,0.05,0,hartmann_3,greedy,0.0577346197045465,0.2249582972420082,0.1775659456248176,0,10
ar1,0.05,0,hartmann_3,logei,-0.016096936169825625,0.12958909170086674,0.01761654305231679,0,10
ar1,0.05,0,hartmann_3,logpi,0.025011538748259975,0.1967175222440645,0.10047554560112344,0,10
ar1,0.05,0,hartmann_3,pi,0.031667161505258855,0.19977773723361253,0.0553574495236524,0,10
ar1,0.05,0,hartmann_3,qei,-0.016553061524343705,0.12560011425350065,0.01238931719659506,0,10
ar1,0.05,0,hartmann_3,qnei,0.0012276386625434098,0.1484076485465545,0.01234509936094768,0,10
ar1,0.05,0,hartmann_3,qpi,0.015379282697948013,0.1783076632911054,0.01580900677358319,0,10
ar1,0.05,0,hartmann_3,qucb,-0.02099891745007327,0.14526914054155088,0.01953307413079246,0,10
ar1,0.05,0,hartmann_3,random,0.0,0.3541950418992251,0.0,0,10
ar1,0.05,0,hartmann_3,sobol,0.0,0.29387094083209375,0.00381432453115241,0,10
ar1,0.05,0,hartmann_3,ucb,-0.003749681232179755,0.15587872342305226,0.01702473818678438,0,10
ar1,0.05,0,hartmann_6,ei,0.026215203576715723,0.2912089722518809,-0.03131840746217362,0,10
ar1,0.05,0,hartmann_6,greedy,0.056478384618639146,0.45470657036371226,0.3220930417899388,0,10
ar1,0.05,0,hartmann_6,logei,0.05156710408599109,0.32805880072694793,0.4244342026993905,0,10
ar1,0.05,0,hartmann_6,logpi,0.03754582174750663,0.429383193274785,0.1905842718410818,0,10
ar1,0.05,0,hartmann_6,pi,0.06301104697288672,0.44374880549970497,0.3022366693141954,0,10
ar1,0.05,0,hartmann_6,qei,0.012234448863238618,0.29028867861248914,0.10059426002855032,0,10
ar1,0.05,0,hartmann_6,qnei,0.017428092759255883,0.2803720194208072,0.1601718612821344,0,10
ar1,0.05,0,hartmann_6,qpi,0.053231475128328376,0.4016217541299705,0.13640682382450714,0,10
ar1,0.05,0,hartmann_6,qucb,-0.03239810561192734,0.3496235093352414,-0.062346500644170376,0,10
ar1,0.05,0,hartmann_6,random,0.0,0.6882386804717585,0.0,0,10
ar1,0.05,0,hartmann_6,sobol,0.0,0.635189277496964,0.0,0,10
ar1,0.05,0,hartmann_6,ucb,-0.004779011135322042,0.35760520164883125,0.05033616587117222,0,10
ar1,0.05,0,hicks_law,ei,-0.0006696336971905239,0.10743380391788762,0.0,0,10
ar1,0.05,0,hicks_law,greedy,0.02006147236998203,0.22928813100262713,0.0,0,10
ar1,0.05,0,hicks_law,logei,0.004327013773401251,0.11257341155289484,8.881784197001253e-17,0,10
ar1,0.05,0,hicks_law,logpi,-0.007623156057178333,0.18450789079357527,0.0,0,10
ar1,0.05,0,hicks_law,pi,0.005587804248474058,0.19855495464003642,0.0,0,10
ar1,0.05,0,hicks_law,qei,0.0033307304377438117,0.11202429896638269,0.0,0,10
ar1,0.05,0,hicks_law,qnei,0.0007010741961541336,0.1097050447671278,0.00815038672342982,0,10
ar1,0.05,0,hicks_law,qpi,-0.012134457258132024,0.21812434968845634,-0.06440681465164937,0,10
ar1,0.05,0,hicks_law,qucb,-0.0022184124120543853,0.10548155485904567,0.0,0,10
ar1,0.05,0,hicks_law,random,0.0,0.6613714765744236,0.0,0,10
ar1,0.05,0,hicks_law,sobol,0.0,0.6525573397549008,0.00063027020913062,0,10
ar1,0.05,0,hicks_law,ucb,0.0010217153504509528,0.10873507326760104,0.0,0,10
ar1,0.05,0,levy_10,ei,0.04403047232364032,0.286173982723667,0.18070511881062595,0,10
ar1,0.05,0,levy_10,greedy,0.018885081905892623,0.26969832981156305,0.12381760505237542,0,10
ar1,0.05,0,levy_10,logei,-0.0012444422113661383,0.29332053933367075,0.08680228353869682,0,10
ar1,0.05,0,levy_10,logpi,0.013558927356547018,0.261274899792746,0.06883747949899674,0,10
ar1,0.05,0,levy_10,pi,-0.0007015439078411142,0.2579843305780817,0.05520110907191542,0,10
ar1,0.05,0,levy_10,qei,-0.005451979536419278,0.2828912728419277,0.10795275932427602,0,10
ar1,0.05,0,levy_10,qnei,0.004464068085333164,0.27662137140714393,0.050705920476456855,0,10
ar1,0.05,0,levy_10,qpi,0.007123004131952537,0.2746571099328342,0.01656570238186039,0,10
ar1,0.05,0,levy_10,qucb,-0.008361574007772894,0.31971075247742825,-0.16055425350382918,0,10
ar1,0.05,0,levy_10,random,0.0,0.379096035429023,0.0,0,10
ar1,0.05,0,levy_10,sobol,0.0,0.3866893054435559,0.0,0,10
ar1,0.05,0,levy_10,ucb,0.010306070319577365,0.3097503675778713,0.07878120231196054,0,10
ar1,0.05,0,michalewicz,ei,-0.019242617183083947,0.6142003988125632,0.18172512817834055,0,10
ar1,0.05,0,michalewicz,greedy,0.0014254663246927354,0.6887997180704043,-0.03088841932504429,0,10
ar1,0.05,0,michalewicz,logei,0.034535083328235336,0.6308322529703648,0.8004581761745776,0,10
ar1,0.05,0,michalewicz,logpi,0.032762242071728113,0.6145203936874654,0.4444372128914026,0,10
ar1,0.05,0,michalewicz,pi,-0.01658794733715026,0.5588331138853645,0.06362178030888939,0,10
ar1,0.05,0,michalewicz,qei,0.04913619998291313,0.6132786680989474,0.22006221987402083,0,10
ar1,0.05,0,michalewicz,qnei,-0.0213534433661324,0.5902559704787584,-0.1763369597341665,0,10
ar1,0.05,0,michalewicz,qpi,-0.013076619965015338,0.5999626985478782,-0.19311642425459397,0,10
ar1,0.05,0,michalewicz,qucb,0.04538194793607501,0.7362362378800842,0.43875580742345327,0,10
ar1,0.05,0,michalewicz,random,0.0,0.72039568840282,0.0,0,10
ar1,0.05,0,michalewicz,sobol,0.0,0.7489308231392254,0.0,0,10
ar1,0.05,0,michalewicz,ucb,-0.002336868554492502,0.7177506787408786,-0.2726414059846609,0,10
ar1,0.05,0,moving_peaks,ei,0.004255394846024238,0.3046331116680329,0.013735683845465774,0,10
ar1,0.05,0,moving_peaks,greedy,0.028094612577184798,0.30691530520480925,0.08746268639107713,0,10
ar1,0.05,0,moving_peaks,logei,-0.015565051629847296,0.2943504049025834,0.02517766636575116,0,10
ar1,0.05,0,moving_peaks,logpi,0.00375607715891737,0.27976897625519914,0.02074637081891133,0,10
ar1,0.05,0,moving_peaks,pi,-0.005521079895993144,0.2665317396291886,0.11145696044572591,0,10
ar1,0.05,0,moving_peaks,qei,0.03481336890014936,0.31313258880751343,0.007352597717285107,0,10
ar1,0.05,0,moving_peaks,qnei,-0.03859601109659375,0.27091002419089927,-0.12450161709342418,0,10
ar1,0.05,0,moving_peaks,qpi,-0.02006657048293321,0.2703693643291679,-0.03407368637210874,0,10
ar1,0.05,0,moving_peaks,qucb,0.013063289206258369,0.34706873180055403,-0.003826478170089008,0,10
ar1,0.05,0,moving_peaks,random,0.0,0.4467636582287667,0.0011256498592991698,0,10
ar1,0.05,0,moving_peaks,sobol,0.0,0.4144322951115068,0.0055160603255119,0,10
ar1,0.05,0,moving_peaks,ucb,0.0114242629584149,0.3643252589019178,0.08003732143263746,0,10
ar1,0.05,0,powell,ei,0.0008707171566303051,0.0518743201536027,0.01205622285485658,0,10
ar1,0.05,0,powell,greedy,0.0339382407665315,0.07923195354625007,0.03948981555493487,0,10
ar1,0.05,0,powell,logei,0.00187979530423406,0.05241790335828128,0.00955382200424253,0,10
ar1,0.05,0,powell,logpi,0.029438209881140674,0.07087935293326887,0.03338772983972716,0,10
ar1,0.05,0,powell,pi,0.008100551970756457,0.049526647956377075,0.018534336509969142,0,10
ar1,0.05,0,powell,qei,-0.0010036373808796715,0.049856922236345205,0.01757749678920726,0,10
ar1,0.05,0,powell,qnei,0.00020493378128412978,0.04978866066555464,0.01550898229165815,0,10
ar1,0.05,0,powell,qpi,0.011301730767338635,0.05253435279875346,0.02422844774050113,0,10
ar1,0.05,0,powell,qucb,-0.000337384215429908,0.07095323273408899,0.01164327378565002,0,10
ar1,0.05,0,powell,random,0.0,0.05887058248136483,0.02847376431811609,0,10
ar1,0.05,0,powell,sobol,0.0,0.06033570710819882,0.016964500827676098,0,10
ar1,0.05,0,powell,ucb,0.0062839027072404945,0.07648002297065006,0.01769704842531049,0,10
ar1,0.05,0,power_law_practice,ei,-0.002112594003816992,0.08286730441368226,0.00880318382445547,0,10
ar1,0.05,0,power_law_practice,greedy,0.030021181623423987,0.13733071425763504,0.05987438303233474,0,10
ar1,0.05,0,power_law_practice,logei,-0.003507584296479313,0.08099299069362084,0.0,0,10
ar1,0.05,0,power_law_practice,logpi,0.015209372014325576,0.12288678850584489,0.00163552458785272,0,10
ar1,0.05,0,power_law_practice,pi,0.006025638323599652,0.11358923310432982,0.00252394321963485,0,10
ar1,0.05,0,power_law_practice,qei,-0.009526689972303801,0.07641645488256753,0.00540575047705378,0,10
ar1,0.05,0,power_law_practice,qnei,-0.0011838460566512585,0.08309231460581012,0.00838333194644395,0,10
ar1,0.05,0,power_law_practice,qpi,0.0015926727144294362,0.10925021367561771,0.01754907037962604,0,10
ar1,0.05,0,power_law_practice,qucb,0.0037142879568033927,0.085398377889679,0.0,0,10
ar1,0.05,0,power_law_practice,random,0.0,0.3738090486686664,0.012641947511254331,0,10
ar1,0.05,0,power_law_practice,sobol,0.0,0.35147811013548774,0.0003121534228587,0,10
ar1,0.05,0,power_law_practice,ucb,0.0056756330756733125,0.08754712994677216,0.0,0,10
ar1,0.05,0,rastrigin,ei,0.01827868930270326,0.42201897175916353,0.14337023168805377,0,10
ar1,0.05,0,rastrigin,greedy,-0.07056077738229707,0.37662596288294287,-0.2937548069086421,0,10
ar1,0.05,0,rastrigin,logei,-0.00704100302169607,0.43143585686922564,-0.2592886413642282,0,10
ar1,0.05,0,rastrigin,logpi,-0.00022082394432354908,0.4107529505758157,0.06067573045305006,0,10
ar1,0.05,0,rastrigin,pi,-0.001268158817174983,0.4144064241759994,0.14292179046472475,0,10
