mode,arm,reference,rule,error_model,variant,reference_variant,pooled_acquisitions,cell,jitter_std,jitter_iteration,n_landscapes,n_cells,cost,gain,price,recovered,recovered_lo,recovered_hi,wilcoxon_p,wilcoxon_p_fdr
within,output-boba,output-boba,pm,gaussian,,,False,condition,5.0,0.0,20,2000,0.7078236626435876,0.027297624223580064,0.01620334850586961,0.03856557171545889,-0.004978011900793677,0.08376098872619654,0.2773551940917969,0.4728925270869942
within,output-boba,output-boba,pm,gaussian,,,False,condition,5.0,20.0,20,2000,0.4070282986614283,-0.017614257940899037,0.01620334850586961,-0.0432752661149755,-0.09936791439168989,0.019498721372944765,0.26109886169433594,0.4728925270869942
within,output-boba,output-boba,pm,gaussian,,,False,pooled_std_ge_0.25,,0.0,20,6000,0.36898526494083095,0.01217224996316906,0.016203348505869623,0.032988444579544265,-0.010647386707801007,0.07502593597067027,0.16495704650878906,
within,output-boba,output-boba,pm,gaussian,,,False,pooled_std_ge_0.25,,20.0,20,6000,0.18972900184116287,-0.008046453418568545,0.016203348505869623,-0.04241024482543194,-0.11024177368001312,0.026814869582116967,0.5458755493164062,
within,output-boba,output-boba,pm,gaussian,,,False,pooled_std_ge_0.25,,,20,12000,0.2793571333909969,0.0020628982723002592,0.016203348505869623,0.007384448169479757,-0.04486230428691748,0.058713479158351525,0.7841262817382812,
within,output-boba,output-boba,pm,gaussian,,,False,pooled_std_lt_0.25,,0.0,20,2000,0.015843217686982283,-0.014359611911141401,0.01620334850586961,-0.9063570415333055,-2.341660337944511,-0.18686970411493853,0.35466939531524566,
within,output-boba,output-boba,pm,gaussian,,,False,pooled_std_lt_0.25,,20.0,20,2000,0.008827714539086264,-0.012817756572747845,0.01620334850586961,-1.451990378256452,-3.158914497531289,-0.34212304637224344,0.22732992995598733,
within,output-boba,output-boba,pm,gaussian,,,False,pooled_std_lt_0.25,,,20,4000,0.01233546611303427,-0.013588684241944624,0.01620334850586961,-1.1015947121435599,-2.6394997885818436,-0.2522191647341004,0.2772406362261136,
within,output-boba,output-boba,lcb1,ar1,,,False,condition,0.05,0.0,20,2000,0.01193724805603584,-0.013239655848610601,0.014524292251553711,-1.1091045261404469,-2.375191667635801,-0.28985158114556125,0.24548721313476562,0.4157257080078125
within,output-boba,output-boba,lcb1,ar1,,,False,condition,0.05,20.0,20,2000,0.005299397285721911,-0.01404325516291767,0.014524292251553711,-2.649972139426913,-16.14184750975252,-0.614513799614168,0.24548721313476562,0.4157257080078125
within,output-boba,output-boba,lcb1,ar1,,,False,condition,0.25,0.0,20,2000,0.07676593035145687,-0.004626444335277561,0.014524292251553711,-0.06026689592761198,-0.23784042627444402,0.07001859078819335,0.5458755493164062,0.6238577706473214
within,output-boba,output-boba,lcb1,ar1,,,False,condition,0.25,20.0,20,2000,0.034696185533540064,-0.008067379809942831,0.014524292251553711,-0.23251489136015446,-0.6372990914697931,0.05380348153190609,0.8983173370361328,0.8983173370361328
within,output-boba,output-boba,lcb1,ar1,,,False,condition,1.0,0.0,20,2000,0.2724656342300002,0.007140437271729305,0.014524292251553711,0.026206744538291932,-0.01750278889363388,0.0617220695191434,0.3117942810058594,0.4157257080078125
within,output-boba,output-boba,lcb1,ar1,,,False,condition,1.0,20.0,20,2000,0.12942364349322738,0.005065395577726828,0.014524292251553711,0.03913810058972644,-0.04738335581458016,0.12186537390942044,0.26109886169433594,0.4157257080078125
within,output-boba,output-boba,lcb1,ar1,,,False,condition,5.0,0.0,20,2000,0.6995601947557712,0.016535972233164213,0.014524292251553711,0.02363766886270196,-0.003668035096997055,0.05299242522549497,0.1893482208251953,0.4157257080078125
within,output-boba,output-boba,lcb1,ar1,,,False,condition,5.0,20.0,20,2000,0.3904490057527309,0.01458964605089608,0.014524292251553711,0.03736632911324563,0.001915472855925184,0.0757980129726377,0.05316925048828125,0.4157257080078125
within,output-boba,output-boba,lcb1,ar1,,,False,pooled_std_ge_0.25,,0.0,20,6000,0.3495972531124094,0.0063499883898719646,0.014524292251553703,0.018163725067456955,-0.016852175829077578,0.049190033669340605,0.26109886169433594,
within,output-boba,output-boba,lcb1,ar1,,,False,pooled_std_ge_0.25,,20.0,20,6000,0.1848562782598328,0.0038625539395600065,0.014524292251553703,0.02089490265583961,-0.03716833453252902,0.07482213708096534,0.38837623596191406,
within,output-boba,output-boba,lcb1,ar1,,,False,pooled_std_ge_0.25,,,20,12000,0.26722676568612114,0.00510627116471601,0.014524292251553703,0.019108382169747647,-0.02401267404416436,0.05435181987797483,0.2942523956298828,
within,output-boba,output-boba,lcb1,ar1,,,False,pooled_std_lt_0.25,,0.0,20,2000,0.01193724805603584,-0.013239655848610601,0.014524292251553711,-1.1091045261404469,-2.375191667635801,-0.28985158114556125,0.24548721313476562,
within,output-boba,output-boba,lcb1,ar1,,,False,pooled_std_lt_0.25,,20.0,20,2000,0.005299397285721911,-0.01404325516291767,0.014524292251553711,-2.649972139426913,-16.14184750975252,-0.614513799614168,0.24548721313476562,
within,output-boba,output-boba,lcb1,ar1,,,False,pooled_std_lt_0.25,,,20,4000,0.008618322670878874,-0.013641455505764144,0.014524292251553708,-1.582843440273863,-3.495084870742989,-0.4076159507679747,0.3117942810058594,
within,output-boba,output-boba,lcb1,bias,bias0.05,bias0.05,False,condition,0.05,0.0,20,2000,0.015172912755063921,-0.013350015239637867,0.014524292251553711,-0.8798584329289267,-2.145852437765399,-0.23370134348138333,0.3117942810058594,0.4523754119873047
within,output-boba,output-boba,lcb1,bias,bias0.05,bias0.05,False,condition,0.05,20.0,20,2000,0.008803707262226524,-0.014294665551272021,0.014524292251553711,-1.6237097765171251,-4.202435857156895,-0.35260320114524607,0.4523754119873047,0.4523754119873047
within,output-boba,output-boba,lcb1,bias,bias0.05,bias0.05,False,pooled_std_lt_0.25,,0.0,20,2000,0.015172912755063921,-0.013350015239637867,0.014524292251553711,-0.8798584329289267,-2.145852437765399,-0.23370134348138333,0.3117942810058594,
within,output-boba,output-boba,lcb1,bias,bias0.05,bias0.05,False,pooled_std_lt_0.25,,20.0,20,2000,0.008803707262226524,-0.014294665551272021,0.014524292251553711,-1.6237097765171251,-4.202435857156895,-0.35260320114524607,0.4523754119873047,
within,output-boba,output-boba,lcb1,bias,bias0.05,bias0.05,False,pooled_std_lt_0.25,,,20,4000,0.011988310008645222,-0.01382234039545494,0.014524292251553708,-1.1529848982456352,-2.6885407611583063,-0.27254144231233607,0.3117942810058594,
within,output-boba,output-boba,lcb1,bias,bias0.25,bias0.25,False,condition,0.25,0.0,20,2000,0.09380657146746131,-0.004044786255640748,0.014524292251553711,-0.043118367853831684,-0.17036222601760387,0.049938005060468596,0.8408222198486328,0.8408222198486328
within,output-boba,output-boba,lcb1,bias,bias0.25,bias0.25,False,condition,0.25,20.0,20,2000,0.045397401237880115,-0.006938653634910497,0.014524292251553711,-0.15284252943361887,-0.4550821305698578,0.07652066890449516,0.8123550415039062,0.8408222198486328
within,output-boba,output-boba,lcb1,bias,bias0.25,bias0.25,False,pooled_std_ge_0.25,,0.0,20,2000,0.09380657146746131,-0.004044786255640748,0.014524292251553711,-0.043118367853831684,-0.17036222601760387,0.049938005060468596,0.8408222198486328,
within,output-boba,output-boba,lcb1,bias,bias0.25,bias0.25,False,pooled_std_ge_0.25,,20.0,20,2000,0.045397401237880115,-0.006938653634910497,0.014524292251553711,-0.15284252943361887,-0.4550821305698578,0.07652066890449516,0.8123550415039062,
within,output-boba,output-boba,lcb1,bias,bias0.25,bias0.25,False,pooled_std_ge_0.25,,,20,4000,0.06960198635267069,-0.0054917199452756155,0.014524292251553708,-0.07890177038122553,-0.26043182423951705,0.05147539882356145,0.8123550415039062,
within,output-boba,output-boba,lcb1,bias,bias1,bias1,False,condition,1.0,0.0,20,2000,0.30884917964633624,0.02123529740692295,0.014524292251553711,0.06875620466675524,0.023971371558739494,0.11087600479180099,0.01068878173828125,0.0213775634765625
within,output-boba,output-boba,lcb1,bias,bias1,bias1,False,condition,1.0,20.0,20,2000,0.15048808102829453,0.001182575268777026,0.014524292251553711,0.007858265323714773,-0.04928737709543662,0.06272077976613039,0.49800872802734375,0.49800872802734375
within,output-boba,output-boba,lcb1,bias,bias1,bias1,False,pooled_std_ge_0.25,,0.0,20,2000,0.30884917964633624,0.02123529740692295,0.014524292251553711,0.06875620466675524,0.023971371558739494,0.11087600479180099,0.01068878173828125,
within,output-boba,output-boba,lcb1,bias,bias1,bias1,False,pooled_std_ge_0.25,,20.0,20,2000,0.15048808102829453,0.001182575268777026,0.014524292251553711,0.007858265323714773,-0.04928737709543662,0.06272077976613039,0.49800872802734375,
within,output-boba,output-boba,lcb1,bias,bias1,bias1,False,pooled_std_ge_0.25,,,20,4000,0.22966863033731535,0.01120893633784999,0.014524292251553708,0.04880482076018555,0.0031027681433427852,0.09024935745520112,0.0758514404296875,
within,output-boba,output-boba,lcb1,bias,bias5,bias5,False,condition,5.0,0.0,20,2000,0.71442596161794,0.04354217243141892,0.014524292251553711,0.060947074673504596,0.0320591911063362,0.09363574222646939,0.0031528472900390625,0.0031528472900390625
within,output-boba,output-boba,lcb1,bias,bias5,bias5,False,condition,5.0,20.0,20,2000,0.4778716431872259,-0.051421853883014214,0.014524292251553711,-0.10760599549295204,-0.15329360014846097,-0.05767469772684375,0.000209808349609375,0.00041961669921875
within,output-boba,output-boba,lcb1,bias,bias5,bias5,False,pooled_std_ge_0.25,,0.0,20,2000,0.71442596161794,0.04354217243141892,0.014524292251553711,0.060947074673504596,0.0320591911063362,0.09363574222646939,0.0031528472900390625,
within,output-boba,output-boba,lcb1,bias,bias5,bias5,False,pooled_std_ge_0.25,,20.0,20,2000,0.4778716431872259,-0.051421853883014214,0.014524292251553711,-0.10760599549295204,-0.15329360014846097,-0.05767469772684375,0.000209808349609375,
within,output-boba,output-boba,lcb1,bias,bias5,bias5,False,pooled_std_ge_0.25,,,20,4000,0.596148802402583,-0.003939840725797675,0.014524292251553708,-0.006608821002272308,-0.03706362910557622,0.027115266649494787,0.5458755493164062,
within,output-boba,output-boba,lcb1,drift,,,False,condition,0.05,0.0,20,2000,0.015663828835410922,-0.01412206467307552,0.014524292251553711,-0.9015716924300166,-1.96723326071996,-0.2324406971144289,0.34881019592285156,0.6031672159830729
within,output-boba,output-boba,lcb1,drift,,,False,condition,0.05,20.0,20,2000,0.008076504172499749,-0.012906920626098568,0.014524292251553711,-1.5980825800903118,-4.214095880776804,-0.3854681770394478,0.2598350470503199,0.6031672159830729
within,output-boba,output-boba,lcb1,drift,,,False,condition,0.25,0.0,20,2000,0.0944995770141075,-0.006858134152212501,0.014524292251553711,-0.0725731730120726,-0.2265231459632008,0.026981088796704616,0.8694877624511719,0.9854354858398438
within,output-boba,output-boba,lcb1,drift,,,False,condition,0.25,20.0,20,2000,0.04325707665126914,-0.006517202101691386,0.014524292251553711,-0.15066210216265677,-0.4288653576355145,0.06919243836081362,0.9854354858398438,0.9854354858398438
within,output-boba,output-boba,lcb1,drift,,,False,condition,1.0,0.0,20,2000,0.3044114753732255,0.0023532742833260066,0.014524292251553711,0.007730570210734535,-0.021443911660092786,0.032742874350650056,0.4523754119873047,0.6031672159830729
within,output-boba,output-boba,lcb1,drift,,,False,condition,1.0,20.0,20,2000,0.14189718415426342,-0.004375930887909379,0.014524292251553711,-0.03083874365788745,-0.07892174387940325,0.02123112589064524,0.40909767150878906,0.6031672159830729
within,output-boba,output-boba,lcb1,drift,,,False,condition,5.0,0.0,20,2000,0.7218792826550218,0.019757119502780973,0.014524292251553711,0.027369007502356435,0.003652036510814957,0.05299301994264045,0.05316925048828125,0.212677001953125
within,output-boba,output-boba,lcb1,drift,,,False,condition,5.0,20.0,20,2000,0.5017650684612841,-0.047169183898394425,0.014524292251553711,-0.09400651193803454,-0.11762843869981367,-0.06723944987054248,3.62396240234375e-05,0.0002899169921875
within,output-boba,output-boba,lcb1,drift,,,False,pooled_std_ge_0.25,,0.0,20,6000,0.3735967783474516,0.005084086544631492,0.014524292251553703,0.013608486045088969,-0.015629749297121028,0.03997807954164804,0.1893482208251953,
within,output-boba,output-boba,lcb1,drift,,,False,pooled_std_ge_0.25,,20.0,20,6000,0.22897310975560559,-0.01935410562933173,0.014524292251553703,-0.08452567050335881,-0.11247917253769947,-0.05477630868677435,0.0001678466796875,
within,output-boba,output-boba,lcb1,drift,,,False,pooled_std_ge_0.25,,,20,12000,0.30128494405152856,-0.0071350095423501295,0.014524292251553703,-0.023681931949210956,-0.052748957848506264,0.00163232766790716,0.2942523956298828,
within,output-boba,output-boba,lcb1,drift,,,False,pooled_std_lt_0.25,,0.0,20,2000,0.015663828835410922,-0.01412206467307552,0.014524292251553711,-0.9015716924300166,-1.96723326071996,-0.2324406971144289,0.34881019592285156,
within,output-boba,output-boba,lcb1,drift,,,False,pooled_std_lt_0.25,,20.0,20,2000,0.008076504172499749,-0.012906920626098568,0.014524292251553711,-1.5980825800903118,-4.214095880776804,-0.3854681770394478,0.2598350470503199,
within,output-boba,output-boba,lcb1,drift,,,False,pooled_std_lt_0.25,,,20,4000,0.01187016650395534,-0.013514492649587045,0.014524292251553708,-1.1385259545503248,-2.4060343806092708,-0.3105313706695713,0.3117942810058594,
within,output-boba,output-boba,lcb1,gaussian,,,False,condition,0.05,0.0,20,2000,0.015843217686982283,-0.012759701068440325,0.014524292251553711,-0.8053730826992577,-2.163841464811993,-0.12960329159269915,0.5460878490645904,0.7281171320861205
within,output-boba,output-boba,lcb1,gaussian,,,False,condition,0.05,20.0,20,2000,0.008827714539086264,-0.012506025455661754,0.014524292251553711,-1.4166776010131636,-3.1869372729883154,-0.30030319940505856,0.3143893322216611,0.5030229315546577
within,output-boba,output-boba,lcb1,gaussian,,,False,condition,0.25,0.0,20,2000,0.09694057601641856,-0.0028258330420305204,0.014524292251553711,-0.029150157324750337,-0.1572659137476844,0.065964022834516,0.6742229461669922,0.7705405099051339
within,output-boba,output-boba,lcb1,gaussian,,,False,condition,0.25,20.0,20,2000,0.039717916019149604,-0.005683574413101486,0.014524292251553711,-0.14309850522774673,-0.46456100138003703,0.09739269463221252,0.8694877624511719,0.8694877624511719
within,output-boba,output-boba,lcb1,gaussian,,,False,condition,1.0,0.0,20,2000,0.30219155616248644,0.017922543760963673,0.014524292251553711,0.05930855245778885,0.02000707324259296,0.09799875695383575,0.006389617919921875,0.0255584716796875
within,output-boba,output-boba,lcb1,gaussian,,,False,condition,1.0,20.0,20,2000,0.12244079084291067,0.012276762797295629,0.014524292251553711,0.10026693484074678,0.020606496054976275,0.19291631549421348,0.023950576782226562,0.047901153564453125
within,output-boba,output-boba,lcb1,gaussian,,,False,condition,5.0,0.0,20,2000,0.7078236626435876,0.06575446375877028,0.014524292251553711,0.0928966736053861,0.051776102161326464,0.14431105755675291,0.0001678466796875,0.0013427734375
within,output-boba,output-boba,lcb1,gaussian,,,False,condition,5.0,20.0,20,2000,0.4070282986614283,0.04173509247246641,0.014524292251553711,0.10253609542559651,0.03651509062785425,0.17180672483048567,0.01068878173828125,0.02850341796875
within,output-boba,output-boba,lcb1,gaussian,,,False,pooled_std_ge_0.25,,0.0,20,6000,0.36898526494083095,0.02695039149256781,0.014524292251553703,0.07303920793934542,0.03147583477904985,0.11935209375768684,0.006389617919921875,
within,output-boba,output-boba,lcb1,gaussian,,,False,pooled_std_ge_0.25,,20.0,20,6000,0.18972900184116287,0.016109426952220167,0.014524292251553703,0.08490756181654632,0.008203779531026984,0.1603859768027831,0.023950576782226562,
within,output-boba,output-boba,lcb1,gaussian,,,False,pooled_std_ge_0.25,,,20,12000,0.2793571333909969,0.021529909222394016,0.014524292251553703,0.07706948077914334,0.024405690223249298,0.1307771736145987,0.01923370361328125,
within,output-boba,output-boba,lcb1,gaussian,,,False,pooled_std_lt_0.25,,0.0,20,2000,0.015843217686982283,-0.012759701068440325,0.014524292251553711,-0.8053730826992577,-2.163841464811993,-0.12960329159269915,0.5460878490645904,
within,output-boba,output-boba,lcb1,gaussian,,,False,pooled_std_lt_0.25,,20.0,20,2000,0.008827714539086264,-0.012506025455661754,0.014524292251553711,-1.4166776010131636,-3.1869372729883154,-0.30030319940505856,0.3143893322216611,
within,output-boba,output-boba,lcb1,gaussian,,,False,pooled_std_lt_0.25,,,20,4000,0.01233546611303427,-0.012632863262051042,0.014524292251553708,-1.0241091132099602,-2.5520547638881106,-0.19399296123226953,0.3759797524564171,
within,output-boba,output-boba,lcb2,ar1,,,False,condition,0.05,0.0,20,2000,0.01193724805603584,-0.013435668793848655,0.014702117937754808,-1.125524805279988,-2.3795363310397173,-0.2771469260747253,0.20244979858398438,0.40489959716796875
within,output-boba,output-boba,lcb2,ar1,,,False,condition,0.05,20.0,20,2000,0.005299397285721911,-0.013669426062825518,0.014702117937754808,-2.5794303249644734,-15.873073535436484,-0.5548249764248422,0.3117942810058594,0.4157257080078125
within,output-boba,output-boba,lcb2,ar1,,,False,condition,0.25,0.0,20,2000,0.07676593035145687,-0.004149517092653026,0.014702117937754808,-0.05405414972052476,-0.23166660516082613,0.07439488777337781,0.49800872802734375,0.56915283203125
within,output-boba,output-boba,lcb2,ar1,,,False,condition,0.25,20.0,20,2000,0.034696185533540064,-0.007238261940547571,0.014702117937754808,-0.2086183777623191,-0.6039865197765263,0.07870091073770363,0.956329345703125,0.956329345703125
within,output-boba,output-boba,lcb2,ar1,,,False,condition,1.0,0.0,20,2000,0.2724656342300002,0.007632128356272744,0.014702117937754808,0.02801134307393104,-0.017906387745067563,0.0656203764422045,0.2942523956298828,0.4157257080078125
within,output-boba,output-boba,lcb2,ar1,,,False,condition,1.0,20.0,20,2000,0.12942364349322738,0.007147534820086288,0.014702117937754808,0.05522588166404318,-0.03070234671355318,0.1366561553137067,0.11398696899414062,0.3039652506510417
within,output-boba,output-boba,lcb2,ar1,,,False,condition,5.0,0.0,20,2000,0.6995601947557712,0.022365742750152535,0.014702117937754808,0.03197114832692962,0.00775519736991112,0.0579359530250027,0.026641845703125,0.1065673828125
within,output-boba,output-boba,lcb2,ar1,,,False,condition,5.0,20.0,20,2000,0.3904490057527309,0.026771547166752202,0.014702117937754808,0.06856605285788964,0.027145573693279777,0.11069964411348891,0.006389617919921875,0.051116943359375
within,output-boba,output-boba,lcb2,ar1,,,False,pooled_std_ge_0.25,,0.0,20,6000,0.3495972531124094,0.008616118004590749,0.014702117937754805,0.024645840114253772,-0.010664961155414222,0.0551671693936566,0.20244979858398438,
within,output-boba,output-boba,lcb2,ar1,,,False,pooled_std_ge_0.25,,20.0,20,6000,0.1848562782598328,0.008893606682096968,0.014702117937754805,0.04811092577335226,-0.01233050026723148,0.10506086997384212,0.15364646911621094,
within,output-boba,output-boba,lcb2,ar1,,,False,pooled_std_ge_0.25,,,20,12000,0.26722676568612114,0.008754862343343871,0.014702117937754805,0.0327619215869534,-0.01172681526442403,0.06987927445902066,0.2305126190185547,
within,output-boba,output-boba,lcb2,ar1,,,False,pooled_std_lt_0.25,,0.0,20,2000,0.01193724805603584,-0.013435668793848655,0.014702117937754808,-1.125524805279988,-2.3795363310397173,-0.2771469260747253,0.20244979858398438,
within,output-boba,output-boba,lcb2,ar1,,,False,pooled_std_lt_0.25,,20.0,20,2000,0.005299397285721911,-0.013669426062825518,0.014702117937754808,-2.5794303249644734,-15.873073535436484,-0.5548249764248422,0.3117942810058594,
within,output-boba,output-boba,lcb2,ar1,,,False,pooled_std_lt_0.25,,,20,4000,0.008618322670878874,-0.013552547428337097,0.014702117937754808,-1.5725272707798306,-3.511875212981562,-0.3951378947432112,0.26109886169433594,
within,output-boba,output-boba,lcb2,bias,bias0.05,bias0.05,False,condition,0.05,0.0,20,2000,0.015172912755063921,-0.012787702352427346,0.014702117937754808,-0.8427981204966385,-2.094297529976475,-0.20747067969256833,0.2942523956298828,0.5216732025146484
within,output-boba,output-boba,lcb2,bias,bias0.05,bias0.05,False,condition,0.05,20.0,20,2000,0.008803707262226524,-0.012905638184293888,0.014702117937754808,-1.4659322260370065,-3.7659487843240895,-0.31359392799495556,0.5216732025146484,0.5216732025146484
within,output-boba,output-boba,lcb2,bias,bias0.05,bias0.05,False,pooled_std_lt_0.25,,0.0,20,2000,0.015172912755063921,-0.012787702352427346,0.014702117937754808,-0.8427981204966385,-2.094297529976475,-0.20747067969256833,0.2942523956298828,
within,output-boba,output-boba,lcb2,bias,bias0.05,bias0.05,False,pooled_std_lt_0.25,,20.0,20,2000,0.008803707262226524,-0.012905638184293888,0.014702117937754808,-1.4659322260370065,-3.7659487843240895,-0.31359392799495556,0.5216732025146484,
within,output-boba,output-boba,lcb2,bias,bias0.05,bias0.05,False,pooled_std_lt_0.25,,,20,4000,0.011988310008645222,-0.01284667026836062,0.014702117937754808,-1.0715997717023,-2.519258005218706,-0.23596876759682028,0.36827659606933594,
within,output-boba,output-boba,lcb2,bias,bias0.25,bias0.25,False,condition,0.25,0.0,20,2000,0.09380657146746131,-0.0038125123643155444,0.014702117937754808,-0.040642273826604895,-0.16703192906087144,0.052517810139831395,0.7561664581298828,0.7561664581298828
within,output-boba,output-boba,lcb2,bias,bias0.25,bias0.25,False,condition,0.25,20.0,20,2000,0.045397401237880115,-0.006289148235670285,0.014702117937754808,-0.1385354241471987,-0.4172022336931214,0.08024172376602862,0.7285060882568359,0.7561664581298828
within,output-boba,output-boba,lcb2,bias,bias0.25,bias0.25,False,pooled_std_ge_0.25,,0.0,20,2000,0.09380657146746131,-0.0038125123643155444,0.014702117937754808,-0.040642273826604895,-0.16703192906087144,0.052517810139831395,0.7561664581298828,
within,output-boba,output-boba,lcb2,bias,bias0.25,bias0.25,False,pooled_std_ge_0.25,,20.0,20,2000,0.045397401237880115,-0.006289148235670285,0.014702117937754808,-0.1385354241471987,-0.4172022336931214,0.08024172376602862,0.7285060882568359,
within,output-boba,output-boba,lcb2,bias,bias0.25,bias0.25,False,pooled_std_ge_0.25,,,20,4000,0.06960198635267069,-0.005050830299992924,0.014702117937754808,-0.07256732982303915,-0.2488052888460719,0.055678126001758484,0.7841262817382812,
within,output-boba,output-boba,lcb2,bias,bias1,bias1,False,condition,1.0,0.0,20,2000,0.30884917964633624,0.021819732672326998,0.014702117937754808,0.07064850454617627,0.028826493429135045,0.114409890446993,0.00485992431640625,0.0097198486328125
within,output-boba,output-boba,lcb2,bias,bias1,bias1,False,condition,1.0,20.0,20,2000,0.15048808102829453,0.0033221775368946632,0.014702117937754808,0.02207601767657621,-0.029461146107409835,0.07510849359112072,0.21616744995117188,0.21616744995117188
within,output-boba,output-boba,lcb2,bias,bias1,bias1,False,pooled_std_ge_0.25,,0.0,20,2000,0.30884917964633624,0.021819732672326998,0.014702117937754808,0.07064850454617627,0.028826493429135045,0.114409890446993,0.00485992431640625,
within,output-boba,output-boba,lcb2,bias,bias1,bias1,False,pooled_std_ge_0.25,,20.0,20,2000,0.15048808102829453,0.0033221775368946632,0.014702117937754808,0.02207601767657621,-0.029461146107409835,0.07510849359112072,0.21616744995117188,
within,output-boba,output-boba,lcb2,bias,bias1,bias1,False,pooled_std_ge_0.25,,,20,4000,0.22966863033731535,0.01257095510461082,0.014702117937754808,0.05473518558519638,0.012182390157069583,0.09499933396847089,0.04844093322753906,
within,output-boba,output-boba,lcb2,bias,bias5,bias5,False,condition,5.0,0.0,20,2000,0.71442596161794,0.06425105093504964,0.014702117937754808,0.08993381314075166,0.05314887333924833,0.13552933074012224,4.76837158203125e-05,9.5367431640625e-05
within,output-boba,output-boba,lcb2,bias,bias5,bias5,False,condition,5.0,20.0,20,2000,0.4778716431872259,-0.03691828888028712,0.014702117937754808,-0.0772556593524903,-0.11635340911416292,-0.034539194158965156,0.0004825592041015625,0.0004825592041015625
within,output-boba,output-boba,lcb2,bias,bias5,bias5,False,pooled_std_ge_0.25,,0.0,20,2000,0.71442596161794,0.06425105093504964,0.014702117937754808,0.08993381314075166,0.05314887333924833,0.13552933074012224,4.76837158203125e-05,
within,output-boba,output-boba,lcb2,bias,bias5,bias5,False,pooled_std_ge_0.25,,20.0,20,2000,0.4778716431872259,-0.03691828888028712,0.014702117937754808,-0.0772556593524903,-0.11635340911416292,-0.034539194158965156,0.0004825592041015625,
within,output-boba,output-boba,lcb2,bias,bias5,bias5,False,pooled_std_ge_0.25,,,20,4000,0.596148802402583,0.013666381027381252,0.014702117937754808,0.022924445997884034,-0.009666544031693033,0.06044820047179979,0.4304332733154297,
within,output-boba,output-boba,lcb2,drift,,,False,condition,0.05,0.0,20,2000,0.015663828835410922,-0.01332962463704591,0.014702117937754808,-0.8509812496745291,-1.8689274476696045,-0.2176252227233232,0.24548721313476562,0.3698069254557292
within,output-boba,output-boba,lcb2,drift,,,False,condition,0.05,20.0,20,2000,0.008076504172499749,-0.01341967910933437,0.014702117937754808,-1.6615702564765544,-4.437758561259343,-0.38474790655677843,0.2772406362261136,0.3698069254557292
within,output-boba,output-boba,lcb2,drift,,,False,condition,0.25,0.0,20,2000,0.0944995770141075,-0.006425126180992764,0.014702117937754808,-0.06799105756879294,-0.21385569701419446,0.02876145075070452,0.7561664581298828,0.7561664581298828
within,output-boba,output-boba,lcb2,drift,,,False,condition,0.25,20.0,20,2000,0.04325707665126914,-0.004378952221335035,0.014702117937754808,-0.10123088660469057,-0.3638117970733316,0.11040636994881148,0.7285060882568359,0.7561664581298828
within,output-boba,output-boba,lcb2,drift,,,False,condition,1.0,0.0,20,2000,0.3044114753732255,0.003875896506977515,0.014702117937754808,0.012732425747831776,-0.020827413136676576,0.04148759350060684,0.21616744995117188,0.3698069254557292
within,output-boba,output-boba,lcb2,drift,,,False,condition,1.0,20.0,20,2000,0.14189718415426342,0.002282608607621673,0.014702117937754808,0.0160863559148583,-0.03319861133551977,0.06417057990839638,0.2773551940917969,0.3698069254557292
within,output-boba,output-boba,lcb2,drift,,,False,condition,5.0,0.0,20,2000,0.7218792826550218,0.028854971485894814,0.014702117937754808,0.0399720177309539,0.016207359743489486,0.0665745510009297,0.0031528472900390625,0.0252227783203125
within,output-boba,output-boba,lcb2,drift,,,False,condition,5.0,20.0,20,2000,0.5017650684612841,-0.014943616005555682,0.014702117937754808,-0.029782097130399827,-0.05614393722041566,0.0001279345904992928,0.039989471435546875,0.1599578857421875
within,output-boba,output-boba,lcb2,drift,,,False,pooled_std_ge_0.25,,0.0,20,6000,0.3735967783474516,0.008768580603959842,0.014702117937754805,0.023470707222761185,-0.008212984058587051,0.05327873028544111,0.082550048828125,
within,output-boba,output-boba,lcb2,drift,,,False,pooled_std_ge_0.25,,20.0,20,6000,0.22897310975560559,-0.0056799865397563504,0.014702117937754805,-0.02480634754805437,-0.05951366241599784,0.010472552711757573,0.3299827575683594,
within,output-boba,output-boba,lcb2,drift,,,False,pooled_std_ge_0.25,,,20,12000,0.30128494405152856,0.0015442970321017518,0.014702117937754805,0.0051257026366297006,-0.027032269125055627,0.03284411723087718,0.34881019592285156,
within,output-boba,output-boba,lcb2,drift,,,False,pooled_std_lt_0.25,,0.0,20,2000,0.015663828835410922,-0.01332962463704591,0.014702117937754808,-0.8509812496745291,-1.8689274476696045,-0.2176252227233232,0.24548721313476562,
within,output-boba,output-boba,lcb2,drift,,,False,pooled_std_lt_0.25,,20.0,20,2000,0.008076504172499749,-0.01341967910933437,0.014702117937754808,-1.6615702564765544,-4.437758561259343,-0.38474790655677843,0.2772406362261136,
within,output-boba,output-boba,lcb2,drift,,,False,pooled_std_lt_0.25,,,20,4000,0.01187016650395534,-0.013374651873190136,0.014702117937754808,-1.1267450939911816,-2.4382676199438684,-0.29123252830797386,0.3299827575683594,
within,output-boba,output-boba,lcb2,gaussian,,,False,condition,0.05,0.0,20,2000,0.015843217686982283,-0.012774529293795392,0.014702117937754808,-0.8063090179144414,-2.1651844043661947,-0.13161768454873443,0.39806292572561963,0.5307505676341595
