iteration,x0,x1,x2,x3,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.028689008371944547,-0.4634780554781292,-0.4634780554781292,-0.4634780554781292,0.0,False,True,0.0,ucb,0.0,False,False,,11,0640c5c2-2f9b-4c5d-b955-a22dde9c2af8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,-0.4634780554781292,1.7538532332771533,1.7538532332771533,1.7538532332771533,1.7538532332771533,-0.4634780554781292,1.7538532332771533,steering_law
2,0.14792608457745593,0.9282110229603695,0.07042057615419683,0.12977394939929798,-5.277783987635228,-5.277783987635228,-5.277783987635228,0.0,False,True,0.0,ucb,0.0,False,False,,11,0640c5c2-2f9b-4c5d-b955-a22dde9c2af8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,-0.4634780554781292,6.568159165434253,8.322012398711406,1.7538532332771533,4.161006199355703,-0.4634780554781292,1.7538532332771533,steering_law
3,0.9483284532917751,0.6218835927963828,0.368993123729791,0.5113900218032627,0.18928051892034975,0.18928051892034975,0.18928051892034975,0.0,False,True,0.0,ucb,0.0,False,False,,11,0640c5c2-2f9b-4c5d-b955-a22dde9c2af8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.18928051892034975,1.1010946588786743,9.42310705759008,1.1010946588786743,3.14103568586336,0.18928051892034975,1.1010946588786743,steering_law
4,0.6628429525167993,0.2753088157611293,0.13796807286695534,0.7880395945039919,0.7141022450632034,0.7141022450632034,0.7141022450632034,0.0,False,True,0.0,ucb,0.0,False,False,,11,0640c5c2-2f9b-4c5d-b955-a22dde9c2af8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.7141022450632034,0.5762729327358206,9.9993799903259,0.5762729327358206,2.499844997581475,0.7141022450632034,0.5762729327358206,steering_law
5,0.6703605841024838,0.5123823134831604,0.8167364359696581,0.5490752688700263,0.3945429821486804,0.3945429821486804,0.3945429821486804,0.0,False,True,0.0,ucb,0.0,False,False,,11,0640c5c2-2f9b-4c5d-b955-a22dde9c2af8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.7141022450632034,0.8958321956503437,10.895212185976245,0.5762729327358206,2.179042437195249,0.7141022450632034,0.5762729327358206,steering_law
6,1.0,0.3428871894947747,0.0,0.0,0.19645066085420904,0.19645066085420904,0.19645066085420904,0.0,False,True,0.0,ucb,0.2826210999628529,False,False,,11,0640c5c2-2f9b-4c5d-b955-a22dde9c2af8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.7141022450632034,1.0939245169448149,11.98913670292106,0.5762729327358206,1.9981894504868434,0.7141022450632034,0.5762729327358206,steering_law
7,0.0,0.026847739303351832,1.0,0.16195982608508827,0.90517238567868,0.90517238567868,0.90517238567868,0.0,False,True,0.0,ucb,0.20403250004164875,False,False,,11,0640c5c2-2f9b-4c5d-b955-a22dde9c2af8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.90517238567868,0.38520279212034403,12.374339495041404,0.38520279212034403,1.767762785005915,0.90517238567868,0.38520279212034403,steering_law
8,0.9440834332071868,0.0,1.0,1.0,1.2371304289772738,1.2371304289772738,1.2371304289772738,0.0,False,True,0.0,ucb,0.2618727999506518,False,False,,11,0640c5c2-2f9b-4c5d-b955-a22dde9c2af8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.2371304289772738,0.05324474882175023,12.427584243863155,0.05324474882175023,1.5534480304828944,1.2371304289772738,0.05324474882175023,steering_law
9,1.0,0.0,0.0,0.0,0.8945599936490041,0.8945599936490041,0.8945599936490041,0.0,False,True,0.0,ucb,0.2667051999596879,False,False,,11,0640c5c2-2f9b-4c5d-b955-a22dde9c2af8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.2371304289772738,0.3958151841500199,12.823399428013175,0.05324474882175023,1.4248221586681307,1.2371304289772738,0.05324474882175023,steering_law
10,0.0,0.0,0.0,1.0,-2.127654349593333,,-2.127654349593333,0.0,False,True,,ucb,0.2810258999816142,False,True,-0.0718229108390418,11,0640c5c2-2f9b-4c5d-b955-a22dde9c2af8,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.2371304289772738,3.418029527392357,16.24142895540553,0.05324474882175023,1.6241428955405532,1.2371304289772738,0.05324474882175023,steering_law
