dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
rosenbrock,value,qnei,0.29999999999999993,1.4,0.011112687852473564,3.346328452142415,0.0,2,2
rosenbrock,value,logei,0.7000000000000001,1.6,0.022502039839033747,3.7269048422734317,0.0,0,2
