dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
rosenbrock,value,exact,misclick,0,0.01,logei,5,2,1.4,0.3999999999999999,1.4,0.0029328809652038545,0.0,5.985471357558905e-05,2.467140202990278,0.0,True
rosenbrock,value,exact,misclick,0,0.01,qnei,5,2,1.6,0.6000000000000001,1.6,0.008819485562519524,0.0,0.0001799895012759095,2.440772812483486,0.0,False
rosenbrock,value,exact,misclick,0,0.05,qnei,5,2,1.0,0.0,1.2,-0.30983374950134224,0.0,-0.00632313774492535,2.1221195774196238,0.0,True
rosenbrock,value,exact,misclick,0,0.05,logei,5,2,2.0,1.0,1.8,0.0031474634542106193,0.003496971155665385,6.42339480451136e-05,2.4673547854792846,0.0,False
rosenbrock,value,exact,misclick,0,0.15,logei,5,2,1.4,0.3999999999999999,1.4,-0.6990030518788239,-0.368286832771346,-0.014265368405690284,1.7652042701462496,0.0,True
rosenbrock,value,exact,misclick,0,0.15,qnei,5,2,1.6,0.6000000000000001,1.6,0.3040362631683047,0.13781368455068543,0.00620482169731234,2.735989590089271,0.0,False
rosenbrock,value,exact,misclick,0,0.4,logei,5,2,1.2,0.19999999999999996,1.2,-0.009928145965997448,-0.6057789885874687,-0.0002026152237958649,2.4542791760590768,0.0,True
rosenbrock,value,exact,misclick,0,0.4,qnei,5,2,1.8,0.8,1.8,3.467723209527891,5.057833285126602,0.07076986141893656,5.899676536448858,0.0,False
rosenbrock,value,exact,misclick,20,0.01,logei,5,2,1.5,0.5,1.4,-1.2280633497585569e-05,0.0,-4.234701206047261e-07,2.464195041391576,0.0,True
rosenbrock,value,exact,misclick,20,0.01,qnei,5,2,1.5,0.5,1.6,-1.2359171614306775e-05,0.0,-4.261783315251833e-07,2.4319409677493526,0.0,True
rosenbrock,value,exact,misclick,20,0.05,logei,5,2,1.4,0.3999999999999999,1.4,-0.0003874141244884388,0.0,-1.3359107740982135e-05,2.4638199079005854,0.0,True
rosenbrock,value,exact,misclick,20,0.05,qnei,5,2,1.6,0.6000000000000001,1.6,0.012017960789157466,0.009820964675173904,0.00041441244100542745,2.443971287710124,0.6140905177377409,False
rosenbrock,value,exact,misclick,20,0.15,logei,5,2,1.4,0.3999999999999999,1.4,0.03929261354772575,0.043570938796976044,0.001354917708542269,2.5034999355728,0.711026708555031,True
rosenbrock,value,exact,misclick,20,0.15,qnei,5,2,1.6,0.6000000000000001,1.6,0.01748027136639385,0.0073439346074044565,0.000602767978151517,2.4494335982873605,0.0,False
rosenbrock,value,exact,misclick,20,0.4,logei,5,2,1.4,0.3999999999999999,1.4,0.042668894505064746,0.009459316961031305,0.0014713411898298122,2.506876216530139,0.1436085972158537,True
rosenbrock,value,exact,misclick,20,0.4,qnei,5,2,1.6,0.6000000000000001,1.6,0.029179078318513806,0.010168814793966807,0.0010061751144315085,2.4611324052394803,-1.080710448059903,False
