dataset,acquisition,error_model,jitter_std,jitter_iteration,seed,ref,trt,delta,opt_z,share_removed
ackley,logei,gaussian,0.05,0,10,2.568311938231103,0.2246342411130619,-2.343677697118041,20.102447153853433,0.9125362313785854
ackley,logei,gaussian,0.25,0,10,2.325579391501959,-3.90863351590596,-6.234212907407919,20.102447153853433,2.6807138600336478
ackley,logei,gaussian,1.0,0,10,8.905700348137096,0.5519454648131159,-8.35375488332398,20.102447153853433,0.9380233509733378
ackley,logei,gaussian,5.0,0,10,9.118220290216351,1.1095088151641264,-8.008711475052225,20.102447153853433,0.8783195865146398
ackley,logei,gaussian,0.05,20,10,0.6446445211081242,0.8440960554929617,0.19945153438483754,20.102447153853433,-0.3093977034691715
ackley,logei,gaussian,0.25,20,10,0.412749189984825,-2.0492063887546905,-2.4619555787395155,20.102447153853433,5.964773858986933
ackley,logei,gaussian,1.0,20,10,1.7408189662917,-0.2826210696569582,-2.023440035948658,20.102447153853433,1.1623494890218244
ackley,logei,gaussian,5.0,20,10,5.966605453223698,0.9760654145387732,-4.990540038684925,20.102447153853433,0.8364119393865042
ackley,logei,gaussian,0.05,0,11,0.4262284709544222,-5.865397465014869,-6.291625935969291,20.102447153853433,14.761158309957366
ackley,logei,gaussian,0.25,0,11,-4.296003655827484,-4.344604446020929,-0.04860079019344532,20.102447153853433,
ackley,logei,gaussian,1.0,0,11,-0.2221964788297281,-2.8026645999582627,-2.5804681211285345,20.102447153853433,
ackley,logei,gaussian,5.0,0,11,4.341953227699301,1.134079543125733,-3.2078736845735687,20.102447153853433,0.7388088992090192
ackley,logei,gaussian,0.05,20,11,-0.6286805833395857,-3.788861553773096,-3.1601809704335104,20.102447153853433,
ackley,logei,gaussian,0.25,20,11,3.685167748380055,-0.6054290861202247,-4.290596834500279,20.102447153853433,1.1642880670456215
ackley,logei,gaussian,1.0,20,11,0.5930731284897632,-0.0063106274765267,-0.5993837559662899,20.102447153853433,1.0106405553942335
ackley,logei,gaussian,5.0,20,11,5.259029785889801,0.4415983494242965,-4.817431436465505,20.102447153853433,0.9160304528776156
