iteration,x0,x1,x2,x3,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.6258591994420026,4.074924208726179,2.9811712122067417,-1.9731352900846733,0.40567327867896574,0.2875339692457769,True,-0.11813930943318884,qnei,0.0,False,0.7090968975679213,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.40567327867896574,0.3585506047794941,0.3585506047794941,0.3585506047794941,0.3585506047794941,0.40567327867896574,0.3585506047794941,powell
2,-1.2985034357989713,3.8619810085663566,-3.9526122589098276,3.3910557654448965,-1.7864151961413364,-1.017989402754253,True,0.7684257933870833,qnei,0.0,False,0.9056732786789657,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.40567327867896574,2.5506390795997964,2.9091896843792906,0.3585506047794941,1.4545948421896453,0.40567327867896574,0.3585506047794941,powell
3,3.1736248587684157,0.2114145755934871,-1.2727081586261781,-1.4941694910930403,0.2840174372993083,0.23431298521027852,True,-0.049704452089029766,qnei,0.0,False,0.9056732786789657,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.40567327867896574,0.48020644615915153,3.389396130538442,0.3585506047794941,1.1297987101794806,0.40567327867896574,0.3585506047794941,powell
4,-1.7061737111128785,0.005686752943819151,0.5409343306215799,0.9814761686704321,0.7118824149892812,0.9056732786789657,True,0.19379086368968457,qnei,0.0,False,0.9056732786789657,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7118824149892812,0.05234146846917864,3.4417375990076207,0.05234146846917864,0.8604343997519052,0.7118824149892812,0.05234146846917864,powell
5,4.959502550909534,3.1339572729237775,1.5996130649704643,4.900641329136963,0.6278990617352157,1.0857905894051938,True,0.4578915276699781,qnei,0.0,False,1.2118824149892813,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7118824149892812,0.13632482172324412,3.578062420730865,0.05234146846917864,0.715612484146173,0.6278990617352157,0.13632482172324412,powell
6,5.0,-2.0749413280193614,1.3103765326981225,5.0,0.68451255773893,0.7150095178560082,True,0.030496960117078142,qnei,0.3424926000298001,False,1.1278990617352158,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7118824149892812,0.07971132571952977,3.6577737464503945,0.05234146846917864,0.6096289577417324,0.6278990617352157,0.13632482172324412,powell
7,-1.1952723784807198,4.859434567882078,0.8457498006555055,5.0,-0.9411936089834582,-1.7729369713424776,True,-0.8317433623590195,qnei,0.42116080003324896,False,1.1278990617352158,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7118824149892812,1.705417492441918,5.363191238892313,0.05234146846917864,0.7661701769846161,0.6278990617352157,0.13632482172324412,powell
8,-2.589512259745393,-4.0,-0.42966908292166966,-0.7115180389664925,0.5619438470822337,1.1278990617352158,True,0.5659552146529822,qnei,0.3296662999782711,False,1.1278990617352158,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7118824149892812,0.20228003637622616,5.565471275268539,0.05234146846917864,0.6956839094085674,0.5619438470822337,0.20228003637622616,powell
9,-2.9143625150838806,5.0,5.0,-0.5834704065673518,0.437038598525761,0.8519689483179338,True,0.4149303497921728,qnei,0.2584420000202954,False,1.0619438470822335,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7118824149892812,0.3271852849326988,5.892656560201238,0.05234146846917864,0.6547396178001376,0.5619438470822337,0.20228003637622616,powell
10,5.0,5.0,5.0,2.9352146652407147,0.38140381899600545,0.06487049697808622,True,-0.3165333220179192,qnei,0.3267432000138797,False,1.0619438470822335,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7118824149892812,0.38282006446245437,6.275476624663693,0.05234146846917864,0.6275476624663693,0.5619438470822337,0.20228003637622616,powell
11,-1.2023796358164407,-4.0,5.0,-0.3076447657284687,-3.235872533886876,-2.770861440341228,True,0.4650110935456482,qnei,0.2590988000156358,False,1.0619438470822335,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7118824149892812,4.000096417345336,10.275573042009029,0.05234146846917864,0.9341430038190026,0.5619438470822337,0.20228003637622616,powell
12,-1.6272011321190376,-0.5964463644578487,-0.4776342443141384,-1.1168586692495361,0.758225727973175,1.0619438470822335,True,0.30371811910905855,qnei,0.3224043999798596,False,1.0619438470822335,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.758225727973175,0.005998155485284817,10.281571197494314,0.005998155485284817,0.8567975997911929,0.5619438470822337,0.20228003637622616,powell
13,-0.6329033608238744,-2.292110237024731,-0.11503167402726508,3.937528520491676,0.26562125093481803,1.0619438470822335,True,0.7963225961474155,qnei,0.33426609996240586,False,1.0619438470822335,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.758225727973175,0.4986026325236418,10.780173830017956,0.005998155485284817,0.829244140770612,0.5619438470822337,0.20228003637622616,powell
14,5.0,1.0748896908021404,1.7141793012706468,1.5810230440105286,0.6007644421634597,0.45370526624012775,True,-0.14705917592333195,qnei,0.2629190000006929,False,1.0619438470822335,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.758225727973175,0.16345944129500012,10.943633271312956,0.005998155485284817,0.7816880908080683,0.5619438470822337,0.20228003637622616,powell
15,-3.973014741825268,-2.0648503089924466,-0.08919118596110305,1.1151231729573972,0.03609391870880115,0.483429280182512,True,0.4473353614737109,qnei,0.278149499965366,False,1.0619438470822335,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.758225727973175,0.7281299647496586,11.671763236062615,0.005998155485284817,0.778117549070841,0.5619438470822337,0.20228003637622616,powell
16,-0.504091512796238,-2.6310234110150317,0.11205412779163422,-0.6056822760540648,0.6859290311295673,1.0619438470822335,True,0.3760148159526663,qnei,0.33737869997275993,False,1.0619438470822335,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.758225727973175,0.07829485232889255,11.750058088391508,0.005998155485284817,0.7343786305244693,0.5619438470822337,0.20228003637622616,powell
17,-0.196345200820089,-4.0,-1.4377143403780457,-4.0,0.39230654469114806,-0.8545587219397228,True,-1.2468652666308708,qnei,0.4315743999904953,False,1.0619438470822335,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.758225727973175,0.37191733876731176,12.12197542715882,0.005998155485284817,0.7130573780681658,0.5619438470822337,0.20228003637622616,powell
18,-1.5101900777129347,-2.8222051284243967,-0.1954938215415312,1.2357573055641005,0.6154172074466979,0.16690556119985744,True,-0.4485116462468405,qnei,0.28403460001572967,False,1.0619438470822335,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.758225727973175,0.1488066760117619,12.270782103170582,0.005998155485284817,0.6817101168428101,0.5619438470822337,0.20228003637622616,powell
19,5.0,1.0052276645233544,1.4420198663490245,4.044075227382946,0.7362819477260929,1.0619438470822335,True,0.32566189935614065,qnei,0.35756819997914135,False,1.0619438470822335,7,d782b27f-d4b1-474f-92ee-852bbdf00ec5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.758225727973175,0.027941935732366918,12.298724038902948,0.005998155485284817,0.6473012652054183,0.5619438470822337,0.20228003637622616,powell
