iteration,x0,x1,x2,x3,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,3.832242835730762,-1.4186451182120017,1.4283333504640563,2.9978067462816087,0.7186728950907085,0.07373324634087997,True,-0.6449396487498286,logei,0.0,False,0.7090968975679213,9,cd17d793-cd2b-41e7-b0bd-458ebe7a3036,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7186728950907085,0.04555098836775129,0.04555098836775129,0.04555098836775129,0.04555098836775129,0.7186728950907085,0.04555098836775129,powell
2,2.4446716664320878,4.238421084414568,3.7435428426459616,4.264138661438862,0.5424690590072753,-1.1468094902143098,True,-1.689278549221585,logei,0.0,False,0.7090968975679213,9,cd17d793-cd2b-41e7-b0bd-458ebe7a3036,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7186728950907085,0.22175482445118455,0.26730581281893584,0.04555098836775129,0.13365290640946792,0.7186728950907085,0.04555098836775129,powell
3,-3.760710389791625,-0.06476799883442164,0.3644989427955929,-3.4136122236690323,0.7551481941336495,-0.23976430400581517,True,-0.9949124981394647,logei,0.0,False,0.7090968975679213,9,cd17d793-cd2b-41e7-b0bd-458ebe7a3036,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,0.009075689324810288,0.2763815021437461,0.009075689324810288,0.09212716738124871,0.7186728950907085,0.04555098836775129,powell
4,-3.9493655438854636,3.4755929327413133,4.8497201985755805,3.0614886740541163,-1.8810662657976072,-1.5451782230297841,True,0.335888042767823,logei,0.0,False,0.7090968975679213,9,cd17d793-cd2b-41e7-b0bd-458ebe7a3036,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,2.645290149256067,2.921671651399813,0.009075689324810288,0.7304179128499533,0.7186728950907085,0.04555098836775129,powell
5,-1.1595685901955415,2.348003341305084,-1.3073703412157798,2.6667363458817377,0.4336495966758633,0.7090968975679213,True,0.275447300892058,logei,0.0,False,0.7090968975679213,9,cd17d793-cd2b-41e7-b0bd-458ebe7a3036,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,0.33057428678259654,3.25224593818241,0.009075689324810288,0.650449187636482,0.4336495966758633,0.33057428678259654,powell
6,5.0,-2.192934840165476,-1.9075083427994701,5.0,0.7113580047950486,0.7090968975679213,True,-0.002261107227127357,logei,0.22695240000030026,False,0.7090968975679213,9,cd17d793-cd2b-41e7-b0bd-458ebe7a3036,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,0.05286587866341119,3.305111816845821,0.009075689324810288,0.5508519694743035,0.4336495966758633,0.33057428678259654,powell
7,-4.0,-4.0,-1.2479553338553209,5.0,-5.966667381245467,-6.306825208583658,True,-0.34015782733819044,logei,0.35551140003371984,False,0.7090968975679213,9,cd17d793-cd2b-41e7-b0bd-458ebe7a3036,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,6.730891264703927,10.036003081549747,0.009075689324810288,1.4337147259356782,0.4336495966758633,0.33057428678259654,powell
8,0.255236502684009,1.4480490127425294,-4.0,-1.2474896977550478,-0.057870937557734564,-0.9193392320781683,True,-0.8614682945204337,logei,0.2952100000111386,False,0.7090968975679213,9,cd17d793-cd2b-41e7-b0bd-458ebe7a3036,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,0.8220948210161944,10.858097902565941,0.009075689324810288,1.3572622378207426,0.4336495966758633,0.33057428678259654,powell
9,0.5684515697827163,1.2296003151399444,-0.9890988769663552,5.0,0.3362570468624503,-0.19515666499084383,True,-0.5314137118532941,logei,0.20965830003842711,False,0.7090968975679213,9,cd17d793-cd2b-41e7-b0bd-458ebe7a3036,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,0.42796683659600954,11.28606473916195,0.009075689324810288,1.2540071932402168,0.4336495966758633,0.33057428678259654,powell
10,-3.4749484670217123,1.905206948035681,-3.157707953240972,3.9040783933145775,-2.6840612209514156,-4.766411920576754,True,-2.0823506996253385,logei,0.2716979999677278,False,0.7090968975679213,9,cd17d793-cd2b-41e7-b0bd-458ebe7a3036,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,3.4482851044098757,14.734349843571827,0.009075689324810288,1.4734349843571828,0.4336495966758633,0.33057428678259654,powell
