dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,metric,n_pairs,mean_diff,median_diff,std_diff,cohens_dz,ci95_low,ci95_high,t_stat,p_value_t,wilcoxon_stat,p_value_wilcoxon,p_value_t_fdr_bh
ehmi,composite,extra_trees,bias,10,1.0,ei,auc_simple_regret_excess_true,20,1.6974953652712563,0.5713820105825229,2.835925025760089,0.5985684917097873,0.37024159768878184,3.0247491328537306,2.6768796733052076,0.014914038809027525,11.0,0.000723953499988853,0.050413652312205716
ehmi,composite,extra_trees,bias,10,1.0,greedy,auc_simple_regret_excess_true,20,4.297212220331283,2.3636195767197243,4.498333920072853,0.955289735418683,2.191927140849842,6.402497299812724,4.272185573207928,0.0004116596177600794,0.0,1.9073486328125e-06,0.005927898495745143
ehmi,composite,extra_trees,bias,10,1.0,logei,auc_simple_regret_excess_true,20,1.694598544725201,0.37758797839902014,3.5675607863630283,0.4750020101136861,0.02492870092856303,3.3642683885218387,2.1242735681264895,0.04699465930984043,34.0,0.006389617919921875,0.11548175666581949
ehmi,composite,extra_trees,bias,10,1.0,logpi,auc_simple_regret_excess_true,20,6.202142068943528,5.728203521825723,5.564416413726626,1.1146078236782788,3.5979150240000597,8.806369113886996,4.984677723995462,8.226761949867197e-05,2.0,5.7220458984375e-06,0.002593696582114151
ehmi,composite,extra_trees,bias,10,1.0,pi,auc_simple_regret_excess_true,20,6.501953418575459,5.495999851191549,5.993352267451065,1.0848608805937414,3.6969782146589307,9.306928622491988,4.851645350275777,0.00011082622445186066,1.0,3.814697265625e-06,0.0029545200366101845
ehmi,composite,extra_trees,bias,10,1.0,qei,auc_simple_regret_excess_true,20,2.050090145733934,0.4628868386243883,4.098655737893196,0.500185982145387,0.1318602134442941,3.9683200780235746,2.2368997149391627,0.03747726442872153,33.0,0.005580902099609375,0.09812229232247091
ehmi,composite,extra_trees,bias,10,1.0,qnei,auc_simple_regret_excess_true,20,1.4513489277750045,0.3708048002345272,3.0644811087719495,0.4736034833501106,0.017127620668074828,2.885570234881934,2.1180191663030743,0.047582703274719695,39.0,0.012079238891601562,0.11613405545016332
ehmi,composite,extra_trees,bias,10,1.0,qpi,auc_simple_regret_excess_true,20,6.315573489927315,5.387788492064574,4.940476286194723,1.2783329225919078,4.003359413412253,8.627787566442377,5.716878625582965,1.6458657961483366e-05,0.0,1.9073486328125e-06,0.001975038955378004
ehmi,composite,extra_trees,bias,10,1.0,qucb,auc_simple_regret_excess_true,20,0.5733855065336579,0.2761950024805897,0.8685423065261693,0.660169921747366,0.16689519449423385,0.979875818573082,2.952369643455654,0.008179013761879251,29.0,0.0031528472900390625,0.033459601753142394
ehmi,composite,extra_trees,bias,10,1.0,random,auc_simple_regret_excess_true,20,0.0,0.0,0.0,,,,,,,,
ehmi,composite,extra_trees,bias,10,1.0,sobol,auc_simple_regret_excess_true,20,0.0,0.0,0.0,,,,,,,,
ehmi,composite,extra_trees,bias,10,1.0,ucb,auc_simple_regret_excess_true,20,0.942783940154541,0.3640984186826888,1.4035358740870616,0.6717205862427853,0.2859089311546362,1.599658949154446,3.0040257854497554,0.007296386700907949,19.0,0.0005855560302734375,0.031646978461769414
ehmi,composite,extra_trees,bias,10,5.0,ei,auc_simple_regret_excess_true,20,1.5727293561774633,0.5542976865728892,3.558403478764678,0.44197611809986376,-0.09265473573912808,3.2381134480940545,1.9765772890055409,0.06278800243456414,32.0,0.011236471025746899,0.13909957462426517
ehmi,composite,extra_trees,bias,10,5.0,greedy,auc_simple_regret_excess_true,20,4.093889729999507,2.746989678030738,4.598522265610059,0.890262021914206,1.9417150614512781,6.246064398547736,3.9813727975731443,0.0007994972570578687,8.0,4.76837158203125e-05,0.00861679529040616
ehmi,composite,extra_trees,bias,10,5.0,logei,auc_simple_regret_excess_true,20,2.2833471747225214,0.8231341848548355,4.361188683504626,0.5235607400704426,0.24224804172687797,4.324446307718165,2.341434810295216,0.030261850200417047,18.0,0.0004825592041015625,0.08578162261535541
ehmi,composite,extra_trees,bias,10,5.0,logpi,auc_simple_regret_excess_true,20,6.9782847617281165,6.623930977183537,5.824243540694132,1.1981443964303125,4.25245487818516,9.704114645271073,5.35826463455727,3.5941305190085647e-05,0.0,1.9073486328125e-06,0.0024674707646969883
ehmi,composite,extra_trees,bias,10,5.0,pi,auc_simple_regret_excess_true,20,6.650114293612629,4.9505662202391285,5.812125660633761,1.144179372902184,3.9299557525131954,9.370272834712061,5.11692571252473,6.127006381642732e-05,0.0,1.9073486328125e-06,0.0024674707646969883
ehmi,composite,extra_trees,bias,10,5.0,qei,auc_simple_regret_excess_true,20,1.4115049776271733,0.6793136300042315,3.6590794242646867,0.3857541239107767,-0.300996907163368,3.1240068624177146,1.7251448873307473,0.10073053396755775,43.0,0.01923370361328125,0.18936288369880308
ehmi,composite,extra_trees,bias,10,5.0,qnei,auc_simple_regret_excess_true,20,1.9783038009775633,0.6632705157691021,3.69429617860491,0.5355022189164695,0.24931996780844656,3.70728763414668,2.3948387271983993,0.027094253453264654,18.0,0.0019440584341867799,0.07897920034959736
ehmi,composite,extra_trees,bias,10,5.0,qpi,auc_simple_regret_excess_true,20,6.791819872770445,5.341505505953432,5.407971401680038,1.255890493551889,4.260811347277317,9.322828398263573,5.616513031755571,2.044966087935932e-05,0.0,1.9073486328125e-06,0.0021033936904483875
ehmi,composite,extra_trees,bias,10,5.0,qucb,auc_simple_regret_excess_true,20,1.6589694603751144,0.43099431630449314,2.7876570711856856,0.5951124611139842,0.3543057909018825,2.963633129848346,2.661423834616138,0.015418020756148072,8.0,4.76837158203125e-05,0.05121551006733133
ehmi,composite,extra_trees,bias,10,5.0,random,auc_simple_regret_excess_true,20,0.0,0.0,0.0,,,,,,,,
ehmi,composite,extra_trees,bias,10,5.0,sobol,auc_simple_regret_excess_true,20,0.0,0.0,0.0,,,,,,,,
ehmi,composite,extra_trees,bias,10,5.0,ucb,auc_simple_regret_excess_true,20,1.1931619404731146,0.6026701006752029,1.8061915201744112,0.6605954723770928,0.3478382882780138,2.0384855926682155,2.9542727637275283,0.008144739461675331,22.0,0.0010166168212890625,0.033459601753142394
ehmi,composite,extra_trees,bias,20,0.05,ei,auc_simple_regret_excess_true,20,0.004448729083432146,0.0,0.7336323996316032,0.00606397575361461,-0.33890180296056643,0.3477992611274307,0.027118923997985576,0.978647697520753,44.0,0.916511907863894,0.9882557394318964
ehmi,composite,extra_trees,bias,20,0.05,greedy,auc_simple_regret_excess_true,20,0.45646334502380814,0.01879742063490042,1.6992087341300939,0.26863288532794266,-0.33879082206361344,1.2517175121112296,1.2013627851703714,0.24437246703261742,52.0,0.14458247203258678,0.36579662424840864
ehmi,composite,extra_trees,bias,20,0.05,logei,auc_simple_regret_excess_true,20,0.1805562207006783,0.0,0.7961934507974398,0.22677431033857345,-0.19207378456970484,0.5531862259710615,1.0141655469353672,0.3232452928782066,34.0,0.24549352944751968,0.44757040552367067
ehmi,composite,extra_trees,bias,20,0.05,logpi,auc_simple_regret_excess_true,20,0.7007410302400146,0.3993162615743995,1.495850315365609,0.46845665173974477,0.0006615328011446708,1.4008205276788845,2.095001835604029,0.0498047507480775,48.0,0.03276824951171875,0.11757187061841246
ehmi,composite,extra_trees,bias,20,0.05,pi,auc_simple_regret_excess_true,20,0.8982456677698373,0.7845000000000537,0.6562883318879159,1.3686753582619597,0.5910932736810017,1.2053980618586728,6.12090228040524,6.953131222461204e-06,1.0,0.00015509577279577017,0.0019165662001911195
ehmi,composite,extra_trees,bias,20,0.05,qei,auc_simple_regret_excess_true,20,0.08430718249303885,0.0,0.9228092681353576,0.09135927152464694,-0.3475808493721215,0.5161952143581993,0.40857108300794287,0.6874225853978929,39.0,0.39672623294506304,0.7745606596032597
ehmi,composite,extra_trees,bias,20,0.05,qnei,auc_simple_regret_excess_true,20,0.04312544977588482,0.01031727017191475,0.3370642288026872,0.1279443088015426,-0.11462546519258937,0.200876364744359,0.5721843436289477,0.5739055652126147,46.0,0.42652824883677154,0.6841258393262957
ehmi,composite,extra_trees,bias,20,0.05,qpi,auc_simple_regret_excess_true,20,0.5816449608551723,0.3570075562169315,1.0156182492237642,0.5727003835345837,0.10632098879548463,1.05696893291486,2.5611939766470613,0.01909977918357298,21.0,0.00860742903798411,0.05979061309640238
ehmi,composite,extra_trees,bias,20,0.05,qucb,auc_simple_regret_excess_true,20,0.12887589528545,0.030165624999999863,0.336615021737556,0.38285841974672447,-0.028664784305077184,0.28641657487597716,1.7121949046236473,0.10313454627614863,25.0,0.08428387967828298,0.19187822563004397
ehmi,composite,extra_trees,bias,20,0.05,random,auc_simple_regret_excess_true,20,0.0,0.0,0.0,,,,,,,,
ehmi,composite,extra_trees,bias,20,0.05,sobol,auc_simple_regret_excess_true,20,0.0,0.0,0.0,,,,,,,,
ehmi,composite,extra_trees,bias,20,0.05,ucb,auc_simple_regret_excess_true,20,0.028402084483825786,0.0,0.2207263220968764,0.12867556625783924,-0.07490101413359357,0.13170518310124513,0.5754546263916136,0.5717368864650859,29.0,0.43276758066778476,0.683804914044621
ehmi,composite,extra_trees,bias,20,0.5,ei,auc_simple_regret_excess_true,20,0.12905882728973767,0.0,0.6756041313542587,0.19102729142735894,-0.18713363922086423,0.44525129380033956,0.8543000183784749,0.40358207394535006,27.0,0.34652171170610724,0.5292879658299673
ehmi,composite,extra_trees,bias,20,0.5,greedy,auc_simple_regret_excess_true,20,0.9538040635208829,0.3377482331073822,1.4855155948165064,0.6420693709638898,0.25856136418531694,1.649046762856449,2.8714215194915744,0.009772835455315385,15.0,0.002138438026250584,0.03824153004253847
ehmi,composite,extra_trees,bias,20,0.5,logei,auc_simple_regret_excess_true,20,0.3740042147321026,0.0,1.3685739335067082,0.27328024126090766,-0.2665081023998,1.0145165318640053,1.2221463927338645,0.23659816379981233,37.0,0.5524933360016062,0.35712930384877334
ehmi,composite,extra_trees,bias,20,0.5,logpi,auc_simple_regret_excess_true,20,0.9005767966841919,0.3443328125004168,1.556300300758175,0.5786651819353003,0.17220583521372812,1.6289477581546556,2.5878693660392296,0.018046026028135948,10.0,0.000624865006410599,0.05749176433742426
ehmi,composite,extra_trees,bias,20,0.5,pi,auc_simple_regret_excess_true,20,1.182888078628706,0.6773225138287771,1.1778223399455319,1.004300936152568,0.6316502553309891,1.7341259019264228,4.491370326207637,0.00025003366699946633,1.0,0.00015509577279577017,0.004695950700993182
ehmi,composite,extra_trees,bias,20,0.5,qei,auc_simple_regret_excess_true,20,0.17328832652270315,0.0,0.6230989076570417,0.27810725455176427,-0.11833093888530116,0.46490759193070746,1.2437334524271655,0.228724813169811,39.0,0.2329791081812146,0.34890225737767777
ehmi,composite,extra_trees,bias,20,0.5,qnei,auc_simple_regret_excess_true,20,0.3385270282466645,0.1554869976088511,0.4760168505046559,0.7111660603774221,0.11574428451185317,0.5613097719814758,3.1804313085892715,0.004925479829540363,1.0,0.0012250235420688657,0.02462739914770181
ehmi,composite,extra_trees,bias,20,0.5,qpi,auc_simple_regret_excess_true,20,1.1809047293275463,0.7667728505295912,1.3900085558289412,0.84956651840413,0.5303607001526688,1.831448758502424,3.7993769731189215,0.001211494041953802,1.0,0.0005312427827532942,0.010262067178902793
ehmi,composite,extra_trees,bias,20,0.5,qucb,auc_simple_regret_excess_true,20,0.10527260502246309,0.04508333333336123,0.20515974721245372,0.513125047446309,0.009254887709567894,0.2012903223353583,2.2947649740955036,0.033307855001709574,17.0,0.025842854459788903,0.09188373793575055
ehmi,composite,extra_trees,bias,20,0.5,random,auc_simple_regret_excess_true,20,0.0,0.0,0.0,,,,,,,,
ehmi,composite,extra_trees,bias,20,0.5,sobol,auc_simple_regret_excess_true,20,0.0,0.0,0.0,,,,,,,,
ehmi,composite,extra_trees,bias,20,0.5,ucb,auc_simple_regret_excess_true,20,0.04720589317510876,0.0,0.21698826349031874,0.21755044450694414,-0.05434774016239967,0.1487595265126172,0.9729151649056457,0.3428198619374364,32.0,0.3454475304692258,0.4665979217295921
ehmi,composite,extra_trees,bias,20,1.0,ei,auc_simple_regret_excess_true,20,0.08885154843143175,0.0,0.7190631714757704,0.1235657059852991,-0.24768037494521847,0.425383471808082,0.5526026365417629,0.5869785237754683,36.0,0.5067455281526702,0.6953737306689233
ehmi,composite,extra_trees,bias,20,1.0,greedy,auc_simple_regret_excess_true,20,0.8597667689487528,0.17948935185190695,1.8767211027659667,0.4581217569736938,-0.018565743977978943,1.7380992818754846,2.0487827811296353,0.05455242984762565,51.0,0.07661792341167123,0.12508837417289959
ehmi,composite,extra_trees,bias,20,1.0,logei,auc_simple_regret_excess_true,20,0.2402278270167441,0.0,0.7245962738215701,0.3315333458034033,-0.09889366796993615,0.5793493220034244,1.482662196048709,0.1545616696767986,33.0,0.22089889066779878,0.2600102854376051
ehmi,composite,extra_trees,bias,20,1.0,logpi,auc_simple_regret_excess_true,20,0.8823893360926267,0.6556133680558998,1.0010933899493668,0.8814255942068063,0.4138632074245789,1.3509154647606745,3.9418550915091273,0.000875025590736198,0.0,0.0001318338889828333,0.009000263219000893
ehmi,composite,extra_trees,bias,20,1.0,pi,auc_simple_regret_excess_true,20,1.2395995642437783,0.7042075231483378,1.502821116840658,0.8248483803912448,0.5362576312902924,1.942941497197264,3.688834099370856,0.0015589189207387748,4.0,0.00025021619831076065,0.011691891905540812
ehmi,composite,extra_trees,bias,20,1.0,qei,auc_simple_regret_excess_true,20,0.408545867933854,0.0,0.9626513727670984,0.4243964944022332,-0.041988842881050537,0.8590805787487585,1.897958821792005,0.07300113833466076,29.0,0.24886387493792206,0.15235020174190073
ehmi,composite,extra_trees,bias,20,1.0,qnei,auc_simple_regret_excess_true,20,0.25346657190319377,0.20578116807982827,0.5210543199648584,0.4864494203220278,0.009605643632311006,0.49732750017407656,2.1754679429108434,0.04242416881870961,10.0,0.007630414739245609,0.1077632076824522
ehmi,composite,extra_trees,bias,20,1.0,qpi,auc_simple_regret_excess_true,20,0.9959916951163482,1.0165755291008058,1.404099235993729,0.7093456570478446,0.33885302462809486,1.6531303656046017,3.1722902174064664,0.005016079058731989,14.0,0.005233909190788297,0.024736828234842682
ehmi,composite,extra_trees,bias,20,1.0,qucb,auc_simple_regret_excess_true,20,0.07454875173455734,0.01693482142860514,0.20562807431472044,0.3625417005095231,-0.021688149409115565,0.17078565287823025,1.6213357740353278,0.12142309903520199,22.0,0.1005251728089838,0.21910935164246975
ehmi,composite,extra_trees,bias,20,1.0,random,auc_simple_regret_excess_true,20,0.0,0.0,0.0,,,,,,,,
ehmi,composite,extra_trees,bias,20,1.0,sobol,auc_simple_regret_excess_true,20,0.0,0.0,0.0,,,,,,,,
ehmi,composite,extra_trees,bias,20,1.0,ucb,auc_simple_regret_excess_true,20,0.11611678408404517,0.0343617737584605,0.21118249756671606,0.5498409452580793,0.017280332839084603,0.21495323532900573,2.4589634608196116,0.02369941834026839,9.0,0.010746783005343858,0.07080324151449478
ehmi,composite,extra_trees,bias,20,5.0,ei,auc_simple_regret_excess_true,20,0.10963884629845526,0.0,0.6965374932128354,0.15740551997098853,-0.21635073513676156,0.4356284277336721,0.7039388853776622,0.4900090232474993,31.0,0.31089682851661204,0.6125112790593741
ehmi,composite,extra_trees,bias,20,5.0,greedy,auc_simple_regret_excess_true,20,0.8308734924162422,0.3816236229051597,1.4296923119621971,0.581155459440011,0.16175689367014656,1.4999900911623378,2.5990062256059736,0.017622552513346167,30.0,0.015647093863347505,0.056643918792898394
ehmi,composite,extra_trees,bias,20,5.0,logei,auc_simple_regret_excess_true,20,0.3368735522754296,0.003973288690485077,0.779114111493672,0.43238024739353687,-0.027763076148656474,0.7015101806995157,1.9336632506002491,0.06819319066812773,16.0,0.021943664659377984,0.1459507788684179
ehmi,composite,extra_trees,bias,20,5.0,logpi,auc_simple_regret_excess_true,20,0.5624939354482121,0.5635583085318698,0.8445606186382069,0.6660196118961752,0.16722739883062027,0.957760472065804,2.9785302530957507,0.007719845985540153,30.0,0.00365447998046875,0.032685950551348694
ehmi,composite,extra_trees,bias,20,5.0,pi,auc_simple_regret_excess_true,20,1.3243015688884063,0.8403940972222754,1.2124089542819407,1.0922894986970257,0.7568767118119608,1.8917264259648519,4.884867140391435,0.00010286423317681309,0.0,0.0001318338889828333,0.0028485479956655933
ehmi,composite,extra_trees,bias,20,5.0,qei,auc_simple_regret_excess_true,20,0.36468022324296506,0.0,1.4961788135003005,0.2437410688832026,-0.33555301605542237,1.0649134625413526,1.0900431978625995,0.28932623724622597,23.0,0.20942675696103719,0.41496990202645956
ehmi,composite,extra_trees,bias,20,5.0,qnei,auc_simple_regret_excess_true,20,0.20284172608075285,0.1411743220901176,0.7851374185132998,0.25835187738834897,-0.16461389680280913,0.5702973489643148,1.1553847199100784,0.26225656948702275,23.0,0.06403929052055474,0.3853565918992987
ehmi,composite,extra_trees,bias,20,5.0,qpi,auc_simple_regret_excess_true,20,1.1867775122159838,0.6688342359611705,1.4140976961090639,0.8392471860193542,0.5249594183517389,1.8485956060802287,3.753227515729374,0.0013460317299490098,0.0,0.00043777719457466344,0.010534161364818339
ehmi,composite,extra_trees,bias,20,5.0,qucb,auc_simple_regret_excess_true,20,0.17331905348147064,0.10409185681247357,0.26045122784405184,0.6654568493155556,0.051424126680700136,0.29521398028224116,2.9760135023248337,0.007762913255945314,0.0,0.0014737808438751421,0.032685950551348694
ehmi,composite,extra_trees,bias,20,5.0,random,auc_simple_regret_excess_true,20,0.0,0.0,0.0,,,,,,,,
ehmi,composite,extra_trees,bias,20,5.0,sobol,auc_simple_regret_excess_true,20,0.0,0.0,0.0,,,,,,,,
ehmi,composite,extra_trees,bias,20,5.0,ucb,auc_simple_regret_excess_true,20,0.11946077538209661,0.06564285714300544,0.22654773314879464,0.5273095154019298,0.013433172526687437,0.22548837823750578,2.3581998432423745,0.029232199952045974,10.0,0.013103614110038467,0.08319045045641543
ehmi,composite,extra_trees,bias,40,0.05,ei,auc_simple_regret_excess_true,20,0.026373393683875746,0.0,0.07987371778079616,0.33018863296503065,-0.011008656931854929,0.06375544429960642,1.476648457415073,0.15615287844646597,1.0,0.07961580146011343,0.2608586368479246
ehmi,composite,extra_trees,bias,40,0.05,greedy,auc_simple_regret_excess_true,20,-0.01583228835979087,-2.6041666670195696e-05,0.17827193328628227,-0.08880976420649575,-0.09926612139809995,0.06760154467851823,-0.39716933966290435,0.6956688299993742,37.0,0.33053567270784123,0.782627433749296
ehmi,composite,extra_trees,bias,40,0.05,logei,auc_simple_regret_excess_true,20,-0.008979783335879255,0.0,0.03530728364381823,-0.25433231925932875,-0.025504100732740217,0.00754453406098171,-1.1374087094780763,0.2695085624238838,4.0,0.34523107177184,0.39208918689749245
ehmi,composite,extra_trees,bias,40,0.05,logpi,auc_simple_regret_excess_true,20,0.031484762662117305,0.00018836129148613878,0.0631904121851825,0.4982522122161463,0.0019107394118397097,0.0610587859123949,2.2282516329099082,0.038140092063609944,28.0,0.06914397389751895,0.09913670139277675
ehmi,composite,extra_trees,bias,40,0.05,pi,auc_simple_regret_excess_true,20,0.04630621159509949,0.0,0.1429428702843642,0.3239490819162926,-0.02059311099299533,0.11320553418319432,1.4487443368269564,0.16371260060447088,21.0,0.2860033840207056,0.27097258031084837
ehmi,composite,extra_trees,bias,40,0.05,qei,auc_simple_regret_excess_true,20,0.03547256066851321,0.0,0.10687618373290379,0.33190332429125025,-0.01454703302166694,0.08549215435869337,1.4843167901467853,0.1541262125428112,7.0,0.23672357063785732,0.2600102854376051
ehmi,composite,extra_trees,bias,40,0.05,qnei,auc_simple_regret_excess_true,20,-0.005498980614317794,0.0,0.04066113125024165,-0.1352392431109529,-0.024528975820761672,0.013531014592126082,-0.6048082816434216,0.5524616950905332,11.0,0.6120898800892568,0.6660543236512915
ehmi,composite,extra_trees,bias,40,0.05,qpi,auc_simple_regret_excess_true,20,0.016953211805561086,0.0,0.061725976971761264,0.27465279023962524,-0.01193543466756676,0.04584185827868893,1.2282846183715856,0.23433859963066217,8.0,0.3104944343172349,0.3544617473404974
ehmi,composite,extra_trees,bias,40,0.05,qucb,auc_simple_regret_excess_true,20,-0.0058274772391964545,0.0,0.016191129364459038,-0.3599178975117253,-0.013405159037971716,0.0017502045595788078,-1.6096017703100405,0.1239741495308463,2.0,0.07473549830588248,0.22214440190028872
ehmi,composite,extra_trees,bias,40,0.05,random,auc_simple_regret_excess_true,20,0.0,0.0,0.0,,,,,,,,
ehmi,composite,extra_trees,bias,40,0.05,sobol,auc_simple_regret_excess_true,20,0.0,0.0,0.0,,,,,,,,
ehmi,composite,extra_trees,bias,40,0.05,ucb,auc_simple_regret_excess_true,20,0.003768224206340598,0.0,0.024738007752475748,0.15232529005750187,-0.007809519807945456,0.015345968220626652,0.681219406521894,0.5039516061815006,2.0,0.5929800980174267,0.6245183415674361
ehmi,composite,extra_trees,bias,40,0.5,ei,auc_simple_regret_excess_true,20,0.019517154431232163,0.0,0.05310490174374676,0.3675207709715866,-0.005336704636355091,0.04437101349881942,1.643602854071198,0.11670395128226545,1.0,0.046399461870904594,0.21321081301775363
ehmi,composite,extra_trees,bias,40,0.5,greedy,auc_simple_regret_excess_true,20,0.0157305191798943,0.0,0.11420065912061608,0.13774455682677006,-0.03771703451120325,0.06917807287099184,0.6160123851904812,0.5451962742882281,30.0,0.789675102094056,0.6608439688342159
ehmi,composite,extra_trees,bias,40,0.5,logei,auc_simple_regret_excess_true,20,0.007542283399473359,0.0,0.046775964718138205,0.16124271182692906,-0.014349541962804717,0.029434108761751433,0.7210993290428455,0.4796281599329434,5.0,0.5001842570707944,0.6016241727381868
