iteration,x0,x1,objective_true,objective_observed,objective_true_f0,objective_observed_f0,objective_true_f1,objective_observed_f1,error_applied,error_magnitude_l2,error_magnitude_f0,error_magnitude_f1,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.6927433679651523,0.8158171113360575,0.0,0.0,-1.6410666122565771,-1.6410666122565771,1.0061513641624982,1.0061513641624982,False,0.0,0.0,0.0,qlognehvi,0.0,False,15,369b7d49-e1b3-4d87-b310-7a7a0b0a46a1,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
2,0.3444067577928567,0.04483817569041881,0.0,0.0,0.1788507411625622,0.1788507411625622,-2.028732121996534,-2.028732121996534,False,0.0,0.0,0.0,qlognehvi,0.0,False,15,369b7d49-e1b3-4d87-b310-7a7a0b0a46a1,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.8741708035703801,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
3,0.571597257033731,0.14624542672359753,0.0,0.0,1.033558237625461,1.033558237625461,-1.2524154568205015,-1.2524154568205015,False,0.0,0.0,0.0,qlognehvi,0.0,False,15,369b7d49-e1b3-4d87-b310-7a7a0b0a46a1,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.31125620535557,0.43708540178519006,0.43708540178519,0.0,0.43708540178519006,branincurrin
4,0.7187713768754712,0.34535650407583973,0.0,0.0,0.37800323103022254,0.37800323103022254,-0.21517632358813094,-0.21517632358813094,False,0.0,0.0,0.0,qlognehvi,0.0,False,15,369b7d49-e1b3-4d87-b310-7a7a0b0a46a1,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.7483416071407603,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
5,0.4570096756088713,0.9759378873901753,0.0,0.0,-1.507359619399423,-1.507359619399423,1.0487815636976037,1.0487815636976037,False,0.0,0.0,0.0,qlognehvi,0.0,False,15,369b7d49-e1b3-4d87-b310-7a7a0b0a46a1,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,2.1854270089259504,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
6,0.0,1.0,0.01744947840136879,0.01744947840136879,0.717998262572718,0.717998262572718,2.421960061381657,2.421960061381657,False,0.0,0.0,0.0,qlognehvi,0.39848690002691,False,15,369b7d49-e1b3-4d87-b310-7a7a0b0a46a1,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.01744947840136879,0.4196359233838213,2.605062932309772,0.4196359233838213,0.434177155384962,0.01744947840136879,0.4196359233838213,branincurrin
7,0.0,0.7956582382608743,0.01744947840136879,0.01744947840136879,0.27305880530572074,0.27305880530572074,2.3392093166140917,2.3392093166140917,False,0.0,0.0,0.0,qlognehvi,0.7284695999696851,False,15,369b7d49-e1b3-4d87-b310-7a7a0b0a46a1,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.01744947840136879,0.4196359233838213,3.024698855693593,0.4196359233838213,0.43209983652765616,0.01744947840136879,0.4196359233838213,branincurrin
8,0.0724308625906025,1.0,0.23911033199538434,0.23911033199538434,0.9864778368815493,0.9864778368815493,1.4287406483198146,1.4287406483198146,False,0.0,0.0,0.0,qlognehvi,0.7359166000387631,False,15,369b7d49-e1b3-4d87-b310-7a7a0b0a46a1,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.23911033199538434,0.19797506978980572,3.2226739254833987,0.19797506978980572,0.40283424068542484,0.23911033199538434,0.19797506978980572,branincurrin
9,1.0,0.0,0.23911033199538434,0.23911033199538434,0.8457474482000971,0.8457474482000971,-0.9741444101404332,-0.9741444101404332,False,0.0,0.0,0.0,qlognehvi,0.9088236000388861,False,15,369b7d49-e1b3-4d87-b310-7a7a0b0a46a1,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.23911033199538434,0.19797506978980572,3.420648995273204,0.19797506978980572,0.38007211058591156,0.23911033199538434,0.19797506978980572,branincurrin
10,0.03627322335123696,1.0,0.32270257994596857,0.32270257994596857,0.9036079235139162,0.9036079235139162,1.8791064726346738,1.8791064726346738,False,0.0,0.0,0.0,qlognehvi,0.7592791999923065,False,15,369b7d49-e1b3-4d87-b310-7a7a0b0a46a1,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.32270257994596857,0.1143828218392215,3.5350318171124258,0.1143828218392215,0.35350318171124256,0.32270257994596857,0.1143828218392215,branincurrin
