iteration,x0,x1,objective_true,objective_observed,objective_true_f0,objective_observed_f0,objective_true_f1,objective_observed_f1,error_applied,error_magnitude_l2,error_magnitude_f0,error_magnitude_f1,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.0,0.0,-1.8596554032090595,-0.664278339984758,1.0894737586923795,0.6438339378135488,True,1.275743380635648,1.1953770632243015,-0.4456398208788307,qlognehvi,0.0,False,7,112220ca-8d4a-4f58-9909-dbf6e53f41d7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
2,0.7756856902451935,0.22520718999059186,0.0,0.0,0.5897847129242478,0.5716681855383993,-0.6719823308425104,-4.355638542980256,True,3.6837007611620036,-0.01811652738584857,-3.6836562121377456,qlognehvi,0.0,False,7,112220ca-8d4a-4f58-9909-dbf6e53f41d7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.8741708035703801,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
3,0.30016628491122543,0.8735534453962619,0.0,0.0,-0.0695250179944539,-0.388625276714895,0.6698687763360491,1.24764031639713,True,0.66003403519819,-0.3191002587204411,0.5777715400610808,qlognehvi,0.0,False,7,112220ca-8d4a-4f58-9909-dbf6e53f41d7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.31125620535557,0.43708540178519006,0.43708540178519,0.0,0.43708540178519006,branincurrin
4,0.005265304565574724,0.8212284183827663,0.0,0.0,0.4052546097751137,0.39976941457757653,2.256971495550157,2.6444221172763434,True,0.3874894471367749,-0.005485195197537152,0.3874506217261864,qlognehvi,0.0,False,7,112220ca-8d4a-4f58-9909-dbf6e53f41d7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.7483416071407603,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
5,0.7970694287520462,0.4679349528437208,0.0,0.0,0.05273134113133822,-1.1111547651023679,0.2732607259428083,1.603736366885422,True,1.7677093368044183,-1.163886106233706,1.3304756409426137,qlognehvi,0.0,False,7,112220ca-8d4a-4f58-9909-dbf6e53f41d7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,2.1854270089259504,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
6,0.0,0.7461726628796533,0.0,0.0,0.11016482165742573,0.6093484934270068,2.31455724575911,1.492997500071009,True,0.9613244789853519,0.49918367176958106,-0.8215597456881012,qlognehvi,0.684960599988699,False,7,112220ca-8d4a-4f58-9909-dbf6e53f41d7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,2.6225124107111406,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
7,0.6377523394640331,0.770750556227393,0.0,0.0,-1.1124477298277686,-0.5742342942555305,0.8910008370290097,0.5654125603620739,True,0.6290321360100903,0.5382134355722381,-0.3255882766669358,qlognehvi,1.0517583999899216,False,7,112220ca-8d4a-4f58-9909-dbf6e53f41d7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.059597812496331,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
8,0.7746802277284415,0.01733931674767334,0.0,0.0,0.6730750437450337,0.2229358974133822,-1.1040809240237461,-1.8043341162458153,True,0.8324540733742529,-0.4501391463316515,-0.7002531922220692,qlognehvi,1.0211046000476927,False,7,112220ca-8d4a-4f58-9909-dbf6e53f41d7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.496683214281521,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
9,0.0,0.4981754915499078,0.0,0.0,-1.0300556903405527,-0.33780637986335693,2.150248353275984,2.141346875366059,True,0.692306539161038,0.6922493104771957,-0.008901477909924793,qlognehvi,0.9464637000346556,False,7,112220ca-8d4a-4f58-9909-dbf6e53f41d7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.933768616066711,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
10,0.0,0.7148657705218768,0.0,0.0,-0.003993603741343033,-0.7056108565412497,2.2978047762210725,0.9789859686433788,True,1.493837279173049,-0.7016172527999066,-1.3188188075776937,qlognehvi,0.8731606000219472,False,7,112220ca-8d4a-4f58-9909-dbf6e53f41d7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,4.370854017851901,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
11,0.0,0.7688091015778963,0.0,0.0,0.1873463915081659,0.4663786947295808,2.3260997763861524,2.4654799961585407,True,0.31190683209068526,0.2790323032214149,0.13938021977238835,qlognehvi,1.0009583000210114,False,7,112220ca-8d4a-4f58-9909-dbf6e53f41d7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,4.807939419637091,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
12,0.12520405551011307,0.7551497448852363,0.0,0.0,1.035985959685339,-0.4664863292376069,0.5860751447475431,1.385588476218124,True,1.7019531562826702,-1.5024722889229458,0.799513331470581,qlognehvi,0.9296410999959335,False,7,112220ca-8d4a-4f58-9909-dbf6e53f41d7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,5.24502482142228,0.43708540178519006,0.43708540178519,0.0,0.43708540178519006,branincurrin
13,0.07321250971663401,0.8245927221714586,0.13509307388525169,0.7480841163736813,0.9365027733709123,1.2976528883918905,1.1953835045603212,1.8726817933305815,True,0.7675691353557599,0.36115011502097827,0.6772982887702603,qlognehvi,0.9031080999993719,False,7,112220ca-8d4a-4f58-9909-dbf6e53f41d7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.13509307388525169,0.30199232789993835,5.547017149322219,0.30199232789993835,0.4266936268709399,0.13509307388525169,0.30199232789993835,branincurrin
14,0.08507186823024564,0.8137896174327626,0.1525935886769534,0.7480841163736813,0.9763951881312324,0.9161801717984891,1.0418181051742308,-1.2687094759808182,True,2.3113120843949555,-0.06021501633274329,-2.310527581155049,qlognehvi,1.0077618000213988,False,7,112220ca-8d4a-4f58-9909-dbf6e53f41d7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.1525935886769534,0.2844918131082367,5.831508962430456,0.2844918131082367,0.41653635445931825,0.13509307388525169,0.30199232789993835,branincurrin
15,0.14241890510757696,0.5568787323147895,0.1525935886769534,0.7480841163736813,0.8367923009796839,0.007498161856687169,-0.040535883683894956,0.37804296078212224,True,0.928944033953746,-0.8292941391229968,0.4185788444660172,qlognehvi,1.2799768999684602,False,7,112220ca-8d4a-4f58-9909-dbf6e53f41d7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.1525935886769534,0.2844918131082367,6.1160007755386925,0.2844918131082367,0.40773338503591283,0.13509307388525169,0.30199232789993835,branincurrin
16,0.07848526048899573,0.8369267108698144,0.1563514197330708,0.7480841163736813,0.9708123752593997,2.2064876308037276,1.1513452010679996,0.5205829031709226,True,1.3873551865376585,1.235675255544328,-0.630762297897077,qlognehvi,1.3765297000063583,False,7,112220ca-8d4a-4f58-9909-dbf6e53f41d7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.1563514197330708,0.2807339820521193,6.396734757590812,0.2807339820521193,0.39979592234942574,0.15390227996978947,0.2831831218154006,branincurrin
