iteration,x0,x1,objective_true,objective_observed,objective_true_f0,objective_observed_f0,objective_true_f1,objective_observed_f1,error_applied,error_magnitude_l2,error_magnitude_f0,error_magnitude_f1,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.5669168388793651,0.4307441454901856,0.0,0.5381179673695272,0.6530321575267553,1.5759435436642653,-0.06419214939135695,1.2234062889028627,True,1.584195431428829,0.92291138613751,1.2875984382942196,qlognehvi,0.0,False,16,5147b8ff-755e-4360-ac25-a0d88e98a6e9,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
2,0.09407382546152454,0.3480795504359955,0.0,0.5989900142133487,-0.26405238862511143,1.0660523918865863,-0.3175967811793676,1.3936073366920294,True,2.167348209254825,1.3301047805116977,1.711204117871397,qlognehvi,0.0,False,16,5147b8ff-755e-4360-ac25-a0d88e98a6e9,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.8741708035703801,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
3,0.6215090383806794,0.02165500318271052,0.0,0.5989900142133487,0.9071469233250435,2.242641766950583,-1.3000968449708499,-0.16464013312427217,True,1.7529427890914884,1.3354948436255394,1.1354567118465777,qlognehvi,0.0,False,16,5147b8ff-755e-4360-ac25-a0d88e98a6e9,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.31125620535557,0.43708540178519006,0.43708540178519,0.0,0.43708540178519006,branincurrin
4,0.8746323779455377,0.8540495315269422,0.0,0.5989900142133487,-1.541151283117894,-1.8981888090852939,1.1409359974364706,0.3608270187405569,True,0.8579311240367161,-0.3570375259673999,-0.7801089786959137,qlognehvi,0.0,False,16,5147b8ff-755e-4360-ac25-a0d88e98a6e9,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.7483416071407603,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
5,0.044304215788284806,0.8024209628659041,0.013199762273776281,0.9276841366985198,0.7220198198075785,1.3744700645042411,1.5726036149046883,1.808282894118967,True,0.6937117877445194,0.6524502446966627,0.23567927921427878,qlognehvi,0.0,False,16,5147b8ff-755e-4360-ac25-a0d88e98a6e9,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.013199762273776281,0.4238856395114138,2.172227246652174,0.4238856395114138,0.43444544933043483,0.013199762273776281,0.4238856395114138,branincurrin
6,0.25360036718500045,0.6538656509481595,0.013199762273776281,0.9276841366985198,0.7382054852618917,0.4545547848368634,0.10589731393623587,-1.0712559157689143,True,1.2108457565094222,-0.28365070042502827,-1.1771532297051501,qlognehvi,1.2881240000133403,False,16,5147b8ff-755e-4360-ac25-a0d88e98a6e9,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.013199762273776281,0.4238856395114138,2.596112886163588,0.4238856395114138,0.4326854810272647,0.013199762273776281,0.4238856395114138,branincurrin
7,0.5018309934415337,0.21926329767657113,0.013199762273776281,0.9276841366985198,1.0129989715892673,0.29950150409720544,-1.0973584399567589,-1.3536427939704294,True,0.7581294785389829,-0.7134974674920619,-0.25628435401367056,qlognehvi,1.1607730999821797,False,16,5147b8ff-755e-4360-ac25-a0d88e98a6e9,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.013199762273776281,0.4238856395114138,3.019998525675002,0.4238856395114138,0.43142836081071456,0.013199762273776281,0.4238856395114138,branincurrin
8,0.0,0.8536250251401428,0.013199762273776281,0.9276841366985198,0.436526522716728,-0.7180610974227278,2.3655388924707066,1.483389095652675,True,1.4530178376762575,-1.1545876201394558,-0.8821497968180316,qlognehvi,1.4576493999920785,False,16,5147b8ff-755e-4360-ac25-a0d88e98a6e9,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.013199762273776281,0.4238856395114138,3.443884165186416,0.4238856395114138,0.430485520648302,0.013199762273776281,0.4238856395114138,branincurrin
9,0.07149078561540836,0.8256961686815166,0.1408178279725021,0.9276841366985198,0.929498998353808,0.18630396350695455,1.2182138569615766,0.9126744301357808,True,0.8035503725131683,-0.7431950348468535,-0.3055394268257958,qlognehvi,1.4314520999905653,False,16,5147b8ff-755e-4360-ac25-a0d88e98a6e9,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.1408178279725021,0.296267573812688,3.7401517389991037,0.296267573812688,0.41557241544434487,0.013199762273776281,0.4238856395114138,branincurrin
10,0.023538685751447578,0.7663724608470284,0.1408178279725021,1.2932873546416843,0.4476129792142818,1.4349206579491283,1.88805238771949,2.262845499554588,True,1.0560522378972677,0.9873076787348465,0.374793111835098,qlognehvi,1.658004799974151,False,16,5147b8ff-755e-4360-ac25-a0d88e98a6e9,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.1408178279725021,0.296267573812688,4.036419312811792,0.296267573812688,0.4036419312811792,0.0,0.43708540178519006,branincurrin
