iteration,x0,x1,objective_true,objective_observed,objective_true_f0,objective_observed_f0,objective_true_f1,objective_observed_f1,error_applied,error_magnitude_l2,error_magnitude_f0,error_magnitude_f1,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8309833188891115,0.3609466668342566,0.0,0.0,0.4660155248710396,0.4660155248710396,-0.07520493656194786,-0.07520493656194786,False,0.0,0.0,0.0,qlognehvi,0.0,False,14,e999246a-a007-4689-bd2b-980980a9157e,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
2,0.7027393055820549,0.8601187866525944,0.0,0.0,-1.9693393256490885,-1.9693393256490885,1.0823181522544267,1.0823181522544267,False,0.0,0.0,0.0,qlognehvi,0.0,False,14,e999246a-a007-4689-bd2b-980980a9157e,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.8741708035703801,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
3,0.6413174807881646,0.5483632088133139,0.0,0.0,-0.025949493185649576,-0.025949493185649576,0.3936490367035424,0.3936490367035424,False,0.0,0.0,0.0,qlognehvi,0.0,False,14,e999246a-a007-4689-bd2b-980980a9157e,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.31125620535557,0.43708540178519006,0.43708540178519,0.0,0.43708540178519006,branincurrin
4,0.7623134225311933,0.7163143826400404,0.0,0.0,-1.1327399808679735,-1.1327399808679735,0.8660842799193508,0.8660842799193508,False,0.0,0.0,0.0,qlognehvi,0.0,False,14,e999246a-a007-4689-bd2b-980980a9157e,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.7483416071407603,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
5,0.467168753910852,0.572458938182647,0.0,0.0,0.40363465909334784,0.40363465909334784,0.24169062907903438,0.24169062907903438,False,0.0,0.0,0.0,qlognehvi,0.0,False,14,e999246a-a007-4689-bd2b-980980a9157e,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,2.1854270089259504,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
6,0.0,0.0,0.0,0.0,-4.952422156524645,-4.952422156524645,1.7352759742911184,1.7352759742911184,False,0.0,0.0,0.0,qlognehvi,0.4246878999983892,False,14,e999246a-a007-4689-bd2b-980980a9157e,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,2.6225124107111406,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
7,0.0,0.8141286731507724,0.0,0.0,0.3283484893131501,0.3283484893131501,2.347881252530183,2.347881252530183,False,0.0,0.0,0.0,qlognehvi,0.5094604000332765,False,14,e999246a-a007-4689-bd2b-980980a9157e,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.059597812496331,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
8,0.0,0.6144326225333441,0.0,0.0,-0.4283014188623616,-0.4283014188623616,2.2370327374948604,2.2370327374948604,False,0.0,0.0,0.0,qlognehvi,0.6826695000054315,False,14,e999246a-a007-4689-bd2b-980980a9157e,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.496683214281521,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
9,0.15598314228624935,0.8278365464028405,0.0,0.0,0.9991189719201804,0.9991189719201804,0.5912049557196772,0.5912049557196772,False,0.0,0.0,0.0,qlognehvi,1.0102053000009619,False,14,e999246a-a007-4689-bd2b-980980a9157e,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.933768616066711,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
10,0.05638563833660791,1.0,0.25740062313635265,0.25740062313635265,0.9632307672426417,0.9632307672426417,1.6132276886944574,1.6132276886944574,False,0.0,0.0,0.0,qlognehvi,1.0588858000119217,False,14,e999246a-a007-4689-bd2b-980980a9157e,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.25740062313635265,0.17968477864883742,4.113453394715549,0.17968477864883742,0.4113453394715549,0.25740062313635265,0.17968477864883742,branincurrin
11,0.019052095090663818,1.0,0.3188938891221161,0.3188938891221161,0.8273237557784665,0.8273237557784665,2.1303286647579895,2.1303286647579895,False,0.0,0.0,0.0,qlognehvi,1.0878489000024274,False,14,e999246a-a007-4689-bd2b-980980a9157e,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.3188938891221161,0.11819151266307398,4.231644907378623,0.11819151266307398,0.3846949915798748,0.3188938891221161,0.11819151266307398,branincurrin
12,0.08914125985066447,1.0,0.3344201864552011,0.3344201864552011,0.9866653664234665,0.9866653664234665,1.2656626676438678,1.2656626676438678,False,0.0,0.0,0.0,qlognehvi,1.4181285999948159,False,14,e999246a-a007-4689-bd2b-980980a9157e,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.3344201864552011,0.10266521532998896,4.334310122708612,0.10266521532998896,0.36119251022571763,0.3344201864552011,0.10266521532998896,branincurrin
13,0.11439709002526725,1.0,0.3344201864552011,0.3344201864552011,0.9394251605233878,0.9394251605233878,1.07561213217865,1.07561213217865,False,0.0,0.0,0.0,qlognehvi,1.3893723000073805,False,14,e999246a-a007-4689-bd2b-980980a9157e,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.3344201864552011,0.10266521532998896,4.4369753380386,0.10266521532998896,0.3413057952337385,0.3344201864552011,0.10266521532998896,branincurrin
