iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,128.09775780317898,406.7469321928453,-1.376274054829661,3.2050455310550587,True,4.58131958588472,logei,0.0,False,7,47bf875d-fdee-4861-937a-1e2b35180e70,spike,0.25,0,exact,value,learned,60.0625,"x0,x1",3.2050455310550587,-1.376274054829661,4.58131958588472,4.58131958588472,4.58131958588472,4.58131958588472,-1.376274054829661,4.58131958588472,eggholder
2,282.30214681107816,-281.38783744963393,-0.4721201176591365,-0.4775981262414865,True,-0.005478008582350036,logei,0.0,False,7,47bf875d-fdee-4861-937a-1e2b35180e70,spike,0.25,0,exact,value,learned,60.0625,"x0,x1",3.2050455310550587,-0.4721201176591365,3.6771656487141953,8.258485234598915,3.6771656487141953,4.129242617299457,-1.376274054829661,4.58131958588472,eggholder
3,-204.62972425090516,382.5187280857722,-1.041347350535986,-1.3647004292005795,True,-0.3233530786645935,logei,0.0,False,7,47bf875d-fdee-4861-937a-1e2b35180e70,spike,0.25,0,exact,value,learned,60.0625,"x0,x1",3.2050455310550587,-0.4721201176591365,4.246392881591045,12.50487811618996,3.6771656487141953,4.168292705396653,-1.376274054829661,4.58131958588472,eggholder
4,-506.6083281248515,328.93790042395267,0.41221577617518584,0.6156417161991249,True,0.20342594002393904,logei,0.0,False,7,47bf875d-fdee-4861-937a-1e2b35180e70,spike,0.25,0,exact,value,learned,60.0625,"x0,x1",3.2050455310550587,0.41221577617518584,2.792829754879873,15.297707871069834,2.792829754879873,3.8244269677674585,-1.376274054829661,4.58131958588472,eggholder
5,304.19909504209534,-32.834608288029926,-0.9877282117936217,-0.8956092631767024,True,0.09211894861691927,logei,0.0,False,7,47bf875d-fdee-4861-937a-1e2b35180e70,spike,0.25,0,exact,value,learned,60.0625,"x0,x1",3.2050455310550587,0.41221577617518584,4.19277374284868,19.490481613918515,2.792829754879873,3.898096322783703,-1.376274054829661,4.58131958588472,eggholder
6,84.17000522271688,-36.77761554111725,0.22140987336658002,0.16452768991702582,True,-0.0568821834495542,logei,0.27212400001008064,False,7,47bf875d-fdee-4861-937a-1e2b35180e70,spike,0.25,0,exact,value,learned,60.0625,"x0,x1",3.2050455310550587,0.41221577617518584,2.983635657688479,22.474117271606993,2.792829754879873,3.745686211934499,-1.376274054829661,4.58131958588472,eggholder
7,160.17966823108407,512.0,0.7454394805467528,-3.503164179704758,True,-4.248603660251511,logei,0.19556409999495372,False,7,47bf875d-fdee-4861-937a-1e2b35180e70,spike,0.25,0,exact,value,learned,60.0625,"x0,x1",3.2050455310550587,0.7454394805467528,2.459606050508306,24.9337233221153,2.459606050508306,3.5619604745878997,-1.376274054829661,4.58131958588472,eggholder
8,186.07270014907093,389.6101300658849,-1.3391038070305528,-1.509384205471389,True,-0.1702803984408363,logei,0.2212625999818556,False,7,47bf875d-fdee-4861-937a-1e2b35180e70,spike,0.25,0,exact,value,learned,60.0625,"x0,x1",3.2050455310550587,0.7454394805467528,4.544149338085612,29.47787266020091,2.459606050508306,3.6847340825251136,-1.376274054829661,4.58131958588472,eggholder
9,-512.0,-512.0,-2.487061888349132,-3.503164179704758,True,-1.016102291355626,logei,0.11042859998997301,False,7,47bf875d-fdee-4861-937a-1e2b35180e70,spike,0.25,0,exact,value,learned,60.0625,"x0,x1",3.2050455310550587,0.7454394805467528,5.692107419404191,35.1699800796051,2.459606050508306,3.9077755644005663,-1.376274054829661,4.58131958588472,eggholder
10,80.76735337074118,420.92189744508033,-0.6410309639511658,-0.5454986931783006,True,0.09553227077286519,logei,0.19175380002707243,False,7,47bf875d-fdee-4861-937a-1e2b35180e70,spike,0.25,0,exact,value,learned,60.0625,"x0,x1",3.2050455310550587,0.7454394805467528,3.8460764950062245,39.01605657461132,2.459606050508306,3.9016056574611317,-1.376274054829661,4.58131958588472,eggholder
