iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,0.7885489358200289,0.8698965116962161,0.391084806539194,0.04111385411386355,0.32393608486757774,True,0.2828222307537142,qnei,0.0,False,2.0,8,5adedfda-2eba-4045-a0c4-cb8b9ccb2ad9,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.04111385411386355,7.926050109178074,7.926050109178074,7.926050109178074,7.926050109178074,0.04111385411386355,7.926050109178074,hartmann_6
2,0.4378818731227988,0.37274890308935305,0.10695359647277436,0.47896545416271696,0.24135214508468228,0.25714524855112975,0.6815256660977724,0.6973675505757189,True,0.015841884477946433,qnei,0.0,False,2.0,8,5adedfda-2eba-4045-a0c4-cb8b9ccb2ad9,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.6815256660977724,7.285638297194165,15.21168840637224,7.285638297194165,7.60584420318612,0.6815256660977724,7.285638297194165,hartmann_6
3,0.1847315568344149,0.1938645489043107,0.813827670155021,0.42298418814422634,0.25592050515822606,0.5909028517654116,3.8396825017826863,2.8227362984021203,True,-1.016946203380566,qnei,0.0,False,2.0,8,5adedfda-2eba-4045-a0c4-cb8b9ccb2ad9,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,4.127481461509251,19.33916986788149,4.127481461509251,6.446389955960497,3.8396825017826863,4.127481461509251,hartmann_6
4,0.6042722960584558,0.6468580270601879,0.9113563804485241,0.15020611196196842,0.3713871284423962,0.28462063751081257,-0.17355647012026845,-0.9891851267919085,True,-0.8156286566716401,qnei,0.0,False,2.0,8,5adedfda-2eba-4045-a0c4-cb8b9ccb2ad9,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,8.140720433412206,27.479890301293697,4.127481461509251,6.869972575323424,3.8396825017826863,4.127481461509251,hartmann_6
5,0.016782052324450736,0.1815539373627295,0.3946685812986028,0.39331071008632423,0.616727944407001,0.45226652882714635,0.8281451526339255,0.7719451252075151,True,-0.05620002742641039,qnei,0.0,False,2.0,8,5adedfda-2eba-4045-a0c4-cb8b9ccb2ad9,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,7.139018810658012,34.61890911195171,4.127481461509251,6.923781822390342,3.8396825017826863,4.127481461509251,hartmann_6
6,0.16800122151780136,0.11963208667203998,0.9140323575194741,0.483248356629346,0.11928833602817167,0.6832257427916691,1.3753225294662477,2.9471428863141726,True,1.571820356847925,qnei,0.43480009998893365,False,2.0,8,5adedfda-2eba-4045-a0c4-cb8b9ccb2ad9,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,6.59184143382569,41.2107505457774,4.127481461509251,6.868458424296233,1.3753225294662477,6.59184143382569,hartmann_6
7,0.23103757647912587,0.0,0.8909326402739763,0.16251123154005453,0.0,0.8371113032536178,0.33610742167338,0.36502818879216825,True,0.02892076711878827,qnei,0.7479891999973916,False,2.0,8,5adedfda-2eba-4045-a0c4-cb8b9ccb2ad9,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,7.631056541618557,48.841807087395956,4.127481461509251,6.977401012485137,1.3753225294662477,6.59184143382569,hartmann_6
8,0.15959036946686644,0.1439322068611451,1.0,0.4741523283533096,0.21406114751386027,0.2979625714890546,0.1400532154594327,0.33456266689023434,True,0.19450945143080164,qnei,0.893257400020957,False,2.0,8,5adedfda-2eba-4045-a0c4-cb8b9ccb2ad9,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,7.827110747832505,56.66891783522846,4.127481461509251,7.083614729403558,1.3753225294662477,6.59184143382569,hartmann_6
9,0.38677465216202284,0.2912507326359157,0.6549202882450692,0.5299348621943157,0.055482286032087734,0.6197115482346316,0.7969335941005276,1.4586797339951172,True,0.6617461398945896,qnei,0.6471887999796309,False,2.0,8,5adedfda-2eba-4045-a0c4-cb8b9ccb2ad9,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,7.17023036919141,63.83914820441987,4.127481461509251,7.0932386893799855,1.3753225294662477,6.59184143382569,hartmann_6
10,0.13548471809827642,0.28214440790394685,0.9886779904863195,0.4799321956422904,0.3717809071760168,0.659552247716944,1.8348078663925234,2.4485202257813357,True,0.6137123593888123,qnei,0.6174104000092484,False,2.0,8,5adedfda-2eba-4045-a0c4-cb8b9ccb2ad9,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,6.1323560968994135,69.97150430131929,4.127481461509251,6.997150430131929,1.3753225294662477,6.59184143382569,hartmann_6
