dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
hartmann_6,value,exact,slip,0,0.01,random,5,8,2.6,0.2285714285714286,7.6,-2.27606867322109,-3.8672481952321505,-0.046450381086144785,266.0285439853534,-0.002553458856637314,True
hartmann_6,value,exact,slip,0,0.01,qucb,5,8,2.6,0.2285714285714286,2.6,-9.9269327588462,-13.377860550511713,-0.2025904644662489,103.97687539815743,0.0074417745342802545,True
hartmann_6,value,exact,slip,0,0.01,sobol,5,8,3.0,0.2857142857142857,7.2,-0.6900099893824972,-0.9038441400575721,-0.014081836518010427,244.34160691022126,-0.0044134606741043966,False
hartmann_6,value,exact,slip,0,0.01,pi,5,8,3.4,0.34285714285714286,4.8,1.9252094395001706,3.2879795998670573,0.03928998856122794,137.2829939577757,0.00825447938992696,False
hartmann_6,value,exact,slip,0,0.01,logei,5,8,5.4,0.6285714285714287,2.6,25.09969930748685,5.95732035369015,0.5122387613772826,116.38687904682413,0.005780408366051581,False
hartmann_6,value,exact,slip,0,0.01,qnei,5,8,6.2,0.7428571428571429,2.2,19.595888023312646,13.639146357297165,0.39991608210842144,102.25867962185596,-0.013773588738529564,False
hartmann_6,value,exact,slip,0,0.01,ucb,5,8,6.2,0.7428571428571429,5.2,24.11456420667087,27.09373801809295,0.4921339634014464,146.9534812565777,-0.001162122763479556,False
hartmann_6,value,exact,slip,0,0.01,ei,5,8,6.6,0.7999999999999999,3.8,44.16643277399649,39.79268849222902,0.9013557708978877,127.8128968714924,-0.0014023062531375973,False
hartmann_6,value,exact,slip,0,0.05,sobol,5,8,2.6,0.2285714285714286,6.4,-17.84119634793721,-5.652718568622646,-0.3641060479170862,227.19042055166656,-0.04904697802329876,True
hartmann_6,value,exact,slip,0,0.05,pi,5,8,3.2,0.31428571428571433,3.2,16.12999548637699,-17.360821225610778,0.32918358135463255,151.4877800046525,-0.004278903017628033,False
hartmann_6,value,exact,slip,0,0.05,ucb,5,8,3.8,0.39999999999999997,3.8,-4.770728064744256,-10.206234193704574,-0.09736179723967879,118.06818898516258,-0.020476109699380317,False
hartmann_6,value,exact,slip,0,0.05,random,5,8,4.2,0.4571428571428572,7.8,12.741258801891485,-11.71803362967961,0.26002568983452007,281.0458714604659,-0.043529926043047104,False
hartmann_6,value,exact,slip,0,0.05,qnei,5,8,5.0,0.5714285714285714,2.6,23.21246687894654,30.614684089674753,0.4737238138560519,105.87525847748987,0.06582788624695488,False
hartmann_6,value,exact,slip,0,0.05,qucb,5,8,5.0,0.5714285714285714,4.8,22.891010444696892,18.49707560829988,0.467163478463202,136.79481860170054,0.006747505194873593,False
hartmann_6,value,exact,slip,0,0.05,logei,5,8,6.0,0.7142857142857143,4.4,46.50206955258894,24.984805593651885,0.949021827603856,137.7892492919262,0.02492004050765615,False
hartmann_6,value,exact,slip,0,0.05,ei,5,8,6.2,0.7428571428571429,3.0,48.58012581737809,31.440441393107164,0.9914311391301652,132.226589914874,0.016220221673619094,False
hartmann_6,value,exact,slip,0,0.15,pi,5,8,2.4,0.19999999999999998,2.4,12.700615686184468,2.9468912541333054,0.2591962384935606,148.05840020445999,0.026346667343899944,True
