dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
schwefel,value,qnei,0.49999999999999994,1.45,0.1652219523144638,110.31524548994418,0.0,3,4
schwefel,value,logei,0.5,1.55,0.3244262823377457,118.67021150565218,0.0,1,4
