User_ID;Run;Phase;value;x0;x1;x2
19;1;sampling;-0.8344345976590387;0.625095466604667;0.8972138009695755;0.7756856902451935
19;2;sampling;2.1360136217998145;0.2252071899905918;0.3001662849112254;0.8735534453962619
19;3;sampling;2.992019037393664;0.0052653045655747;0.8212284183827663;0.7970694287520462
19;4;sampling;-0.1658622744387116;0.4679349528437208;0.3030324268193135;0.2784256121007733
19;5;sampling;-0.21815986586133373;0.2548695876541246;0.4450763058826466;0.5045482589579533
19;6;optimization;0.219913666503186;0.0;1.0;1.0
19;7;optimization;-0.7688141784283271;0.0;0.1148851849127781;0.7919249655586894
19;8;optimization;3.5643127706944346;0.1352717462626764;0.7550533103524453;0.6948135555715365
19;9;optimization;0.8880623380962527;0.1749503745431276;0.7007442043883029;0.9395461992237284
19;10;optimization;0.9209510999523706;1.0;0.7391380371487896;0.9611053927191964
19;11;optimization;-0.010664181621065777;1.0;0.3375437298194666;1.0
19;12;optimization;0.6484303337276949;0.0;0.6620518292653567;0.6978587800356485
19;13;optimization;1.481334315904755;0.0;0.6149156181192198;1.0
19;14;optimization;-0.8104311340253492;0.5563078346768144;0.6750842350206085;0.5898292540427446
19;15;optimization;0.6622337936743117;0.0;0.7108041569653835;0.8237144754393529
19;16;optimization;2.750509490866486;0.3717741181523967;0.6703700090120633;0.8203985600665306
19;17;optimization;2.9640915650773865;0.34102306365667;0.5527574344612431;0.8305775491916985
19;18;optimization;3.8581385254242946;0.0;0.5477099944458024;0.8607780317975178
19;19;optimization;1.3658649519462602;1.0;0.5368556707933716;0.8641308810679506
19;20;optimization;2.0139587995296946;0.0;0.5468029959011537;0.8422430524578971
