run_id,dataset,objective,acquisition,seed,oracle_model,baseline,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_x0,response_x1,response_x2
9c0cd0e2-170e-4e48-84e4-921bc0374b7c,hartmann_3,value,logei,10,exact,True,none,0.0,0,50,0,1,2,1.1061137750945342,3.0398827425703745,0.0150181995853531,71.49519871907623,1.4299039743815245,17.077762992722615,0.348525775361686,0.0150181995853531,17.077762992722615,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
9c0cd0e2-170e-4e48-84e4-921bc0374b7c,hartmann_3,value,logei,10,exact,True,none,0.0,20,50,0,21,22,0.5507920917876746,3.0398827425703745,0.0150181995853531,71.49519871907623,1.4299039743815245,17.077762992722615,0.015018199585353102,0.0150181995853531,17.077762992722615,"x0,x1,x2",0.0,-0.5386002334145369,0.11524633157566677
ba0f7e5f-774d-456d-b297-9a8688a099ab,hartmann_3,value,logei,10,exact,False,slip,0.05,0,50,0,1,2,1.1061137750945342,2.9423104082781952,0.1125905338775323,56.18019061487985,1.1236038122975969,22.250319501646757,0.4540881530948318,0.2625886834532855,37.87276383941915,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
62f997ba-3024-447e-aa0d-ec17904db326,hartmann_3,value,logei,10,exact,False,slip,0.05,20,50,0,21,22,0.09186735927511061,3.04525392095314,0.0096470212025878,49.302567984885904,0.986051359697718,16.96576109193661,0.011156065075490643,0.0737796759686957,18.688582292427686,"x0,x1,x2",0.0,0.006563221648483442,-0.0916326133086639
06199f6b-596d-42df-92ff-cb86c6f2f0d0,hartmann_3,value,logei,11,exact,True,none,0.0,0,50,0,1,2,0.4900668224773924,3.0415033653317822,0.0133975768239453,53.22532918981818,1.0645065837963636,19.471285439272698,0.3973731722300551,0.0133975768239453,19.471285439272698,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
06199f6b-596d-42df-92ff-cb86c6f2f0d0,hartmann_3,value,logei,11,exact,True,none,0.0,20,50,0,21,22,0.13435646410487767,3.0415033653317822,0.0133975768239453,53.22532918981818,1.0645065837963636,19.471285439272698,0.024181256493868732,0.0133975768239453,19.471285439272698,"x0,x1,x2",-0.09692093966101648,-0.03091451265752343,-0.0877626561194379
3174bbf2-eee4-4b91-b03b-84cf4783fb4e,hartmann_3,value,logei,11,exact,False,slip,0.05,0,50,0,1,2,0.4900668224773924,3.0502969655010577,0.0046039766546699,67.72183523330212,1.3544367046660424,28.788248087076866,0.5875152670832013,0.1554903985523132,34.460515872408855,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
ddf6b9e7-4c2b-404f-8e42-9be701851595,hartmann_3,value,logei,11,exact,False,slip,0.05,20,50,0,21,22,0.10346633818839003,3.023979094165953,0.030921847989775,52.22358292642042,1.0444716585284084,19.841486874735597,0.03694682323396871,0.082542996200718,20.811513099119413,"x0,x1,x2",-0.04471836372965948,-0.033641791289650946,-0.08702747245714848
1d9b356c-ffe5-470f-8743-e2b4a027208e,hartmann_3,value,logei,7,exact,True,none,0.0,0,50,0,1,2,0.7252271835108848,3.052923512376494,0.0019774297792336,69.5755610856737,1.391511221713474,21.81061875294637,0.445114668427477,0.0019774297792336,21.81061875294637,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
1d9b356c-ffe5-470f-8743-e2b4a027208e,hartmann_3,value,logei,7,exact,True,none,0.0,20,50,0,21,22,1.4149872462858584,3.052923512376494,0.0019774297792336,69.5755610856737,1.391511221713474,21.81061875294637,0.035127441286475596,0.0019774297792336,21.81061875294637,"x0,x1,x2",1.0,-1.0,-0.0467857580000176
dbaf3ee5-6984-454e-950f-eab24d4e05fa,hartmann_3,value,logei,7,exact,False,slip,0.05,0,50,0,1,2,0.7252271835108848,3.0207794215488266,0.0341215206069009,61.58346095643692,1.2316692191287384,28.32318271164793,0.5780241369724067,0.0452229032032978,36.714112007435105,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
ba71328e-01db-4587-b32c-34f85be69324,hartmann_3,value,logei,7,exact,False,slip,0.05,20,50,0,21,22,1.4149872462858584,3.046167626093958,0.0087333160617695,52.74485562753714,1.054897112550743,21.285265163641935,0.017011800275977863,0.187180137527791,25.65721228955946,"x0,x1,x2",1.0,-1.0,-0.0467857580000176
1275c5fd-4775-4b4e-a2fd-08cf648ab638,hartmann_3,value,logei,8,exact,True,none,0.0,0,50,0,1,2,0.48173555592227335,3.045201058677256,0.0096998834784716,56.21535286212287,1.1243070572424574,29.403770997265177,0.6000769591278607,0.0096998834784716,29.403770997265177,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
1275c5fd-4775-4b4e-a2fd-08cf648ab638,hartmann_3,value,logei,8,exact,True,none,0.0,20,50,0,21,22,0.4389156830004898,3.045201058677256,0.0096998834784716,56.21535286212287,1.1243070572424574,29.403770997265177,0.0096998834784716,0.0096998834784716,29.403770997265177,"x0,x1,x2",0.0,0.0,0.4389156830004898
0576bf5c-3701-4c87-82b0-e6557245c902,hartmann_3,value,logei,8,exact,False,slip,0.05,0,50,0,1,2,0.48173555592227335,2.907814123168076,0.1470868189876517,107.94897699079108,2.1589795398158214,61.26173233640305,1.250239435436797,0.4845594286711625,92.29988188599278,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
2474dbac-49ff-4ac0-a782-519d576625f2,hartmann_3,value,logei,8,exact,False,slip,0.05,20,50,0,21,22,0.4385641161885962,3.045201058677256,0.0096998834784716,65.32266739188132,1.3064533478376266,29.403770997265177,0.0096998834784716,0.0096998834784716,29.403770997265177,"x0,x1,x2",0.0,0.0,0.4385641161885962
