dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,n_seeds,mean_response_l2_excess,median_response_l2_excess,mean_final_simple_regret_excess_true,median_final_simple_regret_excess_true,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,std_auc_simple_regret_excess_true,ci95_low_auc_simple_regret_excess_true,ci95_high_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_final_inference_simple_regret_excess_true,acq_opt_failures
hicks_law,value,exact,slip,0,0.01,ei,5,0.00453652112894094,0.05946366061212416,0.040401205013888816,0.0342076192177085,1.7917363577862488,1.466198545407675,2.0454537148358423,0.35405566373088604,3.600072978789015,0.03656604811808671,28.864876013281332,0.040401205013888816,0
hicks_law,value,exact,slip,0,0.01,logei,5,0.06358225262433984,0.049687791959380334,0.01283463763566314,0.0010305343394625,2.2939189379728306,1.102901631902533,1.8506974428468934,1.0083864806137584,3.934087689174973,0.046814672203527176,29.39519718211822,0.01283463763566314,0
hicks_law,value,exact,slip,0,0.01,pi,5,-0.030151358724581457,-0.04036149711600601,0.03971564589841596,0.0152959588095793,4.67090843466937,6.626451173430347,4.04121886127439,1.5754857193025473,7.622745758330181,0.09532466193202797,44.790563414167046,0.03971564589841596,0
hicks_law,value,exact,slip,0,0.01,qnei,5,-0.06448064716730606,-0.0016633280792568428,0.08188060471756571,0.0737813329804986,5.49191984909541,6.038635936340505,3.6791350077814062,2.7098787461793945,8.126977067681565,0.11207999692031449,32.627431938510696,0.08188060471756571,0
hicks_law,value,exact,slip,0,0.01,qucb,5,-0.05814953129554077,-0.12588388980969523,0.0,0.0,0.6625424113084591,0.6464499618637589,0.723927444659668,0.09752880168483248,1.2355964385465215,0.01352127370017262,26.913858956582526,0.0,0
hicks_law,value,exact,slip,0,0.01,random,5,0.005440631560481535,-0.003455093636389961,-0.04904218245605048,-0.07214082100049923,-0.6484370836184326,-2.708231525592595,4.553033409421024,-4.003601026454947,2.706726859218082,-0.013233409869763957,168.11460513241417,-0.04904218245605048,0
hicks_law,value,exact,slip,0,0.01,sobol,5,-0.06896713879865093,-0.1217120616002525,0.025639112758759276,0.026154893842304627,0.7040292775076239,-0.569696310955095,2.1960369596005243,-0.7363636142763255,2.7181536466391947,0.014367944438930991,176.30255438877117,0.025639112758759276,0
hicks_law,value,exact,slip,0,0.01,ucb,5,-0.016668337123932453,0.03252459797729301,0.0017136566267689402,0.0,1.7788836632266616,1.4022317184026285,1.8367029400416548,0.4667797542551561,3.312600480818672,0.03630374822911553,28.03280772332762,0.0017136566267689402,0
hicks_law,value,exact,slip,0,0.05,ei,5,0.008659368192852845,0.02658772717884883,0.0826293789729945,0.0216577946731559,5.83809689975345,6.145891540015125,2.965576793632892,3.5307002854965797,8.111361440377257,0.11914483468884592,32.911236555248536,0.0826293789729945,0
hicks_law,value,exact,slip,0,0.05,logei,5,0.2876118357713683,0.1100307270192129,0.0164610780379556,0.0,-0.030735020286263647,-0.3804172145052327,3.261969078655375,-2.5182887821918625,2.276966499406135,-0.0006272453119645527,27.070543223859126,0.0164610780379556,0
hicks_law,value,exact,slip,0,0.05,pi,5,0.030652535182717423,0.15453080360650695,0.09746928686756653,0.1218515780009807,17.565012493463303,17.254758695909686,8.358063982327028,10.633108446612813,24.79205618378571,0.3584696427237408,57.684667472960975,0.09746928686756653,0
hicks_law,value,exact,slip,0,0.05,qnei,5,0.421442104903042,0.031905950244535575,0.2621556634513169,0.3211565521775235,11.389671079451924,14.665966809854357,7.510566808150573,5.550618548971533,17.09394464634945,0.23244226692759024,38.52518316886721,0.2621556634513169,0
hicks_law,value,exact,slip,0,0.05,qucb,5,-0.24541210257287868,-0.285077936114579,0.00910793545719296,0.0,3.773404639214096,3.1050614528609835,2.597434923353089,1.9462026791519214,5.9298225336090145,0.07700825794314484,30.02472118448817,0.00910793545719296,0
hicks_law,value,exact,slip,0,0.05,random,5,-0.06884787995301789,0.14682560553273127,-0.002580424883756605,0.19988520676212485,-2.0909828689705705,0.4691221978843316,12.23512979783974,-11.913161053512471,6.935715941536858,-0.042673119774909465,166.67205934706206,-0.002580424883756605,0
