dataset,acquisition,seed,error_model,jitter_std,jitter_iteration,variant,budget,k,tolerance,extra,censored,multiplier
ackley,logei,10,gaussian,0.05,0,inc-lcb,50,10,0.01,5.0,False,1.5
ackley,logei,10,gaussian,0.05,0,inc-lcb,50,25,0.01,14.0,False,1.56
ackley,logei,10,gaussian,0.25,0,inc-lcb,50,10,0.01,-1.0,False,0.9
ackley,logei,10,gaussian,0.25,0,inc-lcb,50,25,0.01,-1.0,False,0.96
ackley,logei,10,gaussian,1.0,0,inc-lcb,50,10,0.01,5.0,False,1.5
ackley,logei,10,gaussian,1.0,0,inc-lcb,50,25,0.01,30.0,True,2.2
ackley,logei,10,gaussian,5.0,0,inc-lcb,50,10,0.01,34.0,False,4.4
ackley,logei,10,gaussian,5.0,0,inc-lcb,50,25,0.01,30.0,True,2.2
ackley,logei,10,gaussian,0.05,20,inc-lcb,50,10,0.01,-4.0,False,0.6
ackley,logei,10,gaussian,0.05,20,inc-lcb,50,25,0.01,30.0,True,2.2
ackley,logei,10,gaussian,0.25,20,inc-lcb,50,10,0.01,-4.0,False,0.6
ackley,logei,10,gaussian,0.25,20,inc-lcb,50,25,0.01,30.0,True,2.2
ackley,logei,10,gaussian,1.0,20,inc-lcb,50,10,0.01,-4.0,False,0.6
ackley,logei,10,gaussian,1.0,20,inc-lcb,50,25,0.01,30.0,True,2.2
ackley,logei,10,gaussian,5.0,20,inc-lcb,50,10,0.01,-4.0,False,0.6
ackley,logei,10,gaussian,5.0,20,inc-lcb,50,25,0.01,30.0,True,2.2
ackley,logei,11,gaussian,0.05,0,inc-lcb,50,10,0.01,1.0,False,1.1
ackley,logei,11,gaussian,0.05,0,inc-lcb,50,25,0.01,-12.0,False,0.52
ackley,logei,11,gaussian,0.25,0,inc-lcb,50,10,0.01,10.0,False,2.0
ackley,logei,11,gaussian,0.25,0,inc-lcb,50,25,0.01,-3.0,False,0.88
ackley,logei,11,gaussian,1.0,0,inc-lcb,50,10,0.01,5.0,False,1.5
ackley,logei,11,gaussian,1.0,0,inc-lcb,50,25,0.01,17.0,False,1.68
ackley,logei,11,gaussian,5.0,0,inc-lcb,50,10,0.01,43.0,True,5.3
ackley,logei,11,gaussian,5.0,0,inc-lcb,50,25,0.01,30.0,True,2.2
ackley,logei,11,gaussian,0.05,20,inc-lcb,50,10,0.01,1.0,False,1.1
ackley,logei,11,gaussian,0.05,20,inc-lcb,50,25,0.01,-8.0,False,0.68
ackley,logei,11,gaussian,0.25,20,inc-lcb,50,10,0.01,1.0,False,1.1
ackley,logei,11,gaussian,0.25,20,inc-lcb,50,25,0.01,-8.0,False,0.68
ackley,logei,11,gaussian,1.0,20,inc-lcb,50,10,0.01,1.0,False,1.1
ackley,logei,11,gaussian,1.0,20,inc-lcb,50,25,0.01,-8.0,False,0.68
ackley,logei,11,gaussian,5.0,20,inc-lcb,50,10,0.01,1.0,False,1.1
ackley,logei,11,gaussian,5.0,20,inc-lcb,50,25,0.01,-8.0,False,0.68
ackley,logei,7,gaussian,0.05,0,inc-lcb,50,10,0.01,0.0,False,1.0
ackley,logei,7,gaussian,0.05,0,inc-lcb,50,25,0.01,29.0,True,2.16
ackley,logei,7,gaussian,0.25,0,inc-lcb,50,10,0.01,-2.0,False,0.8
ackley,logei,7,gaussian,0.25,0,inc-lcb,50,25,0.01,8.0,False,1.32
ackley,logei,7,gaussian,1.0,0,inc-lcb,50,10,0.01,-1.0,False,0.9
ackley,logei,7,gaussian,1.0,0,inc-lcb,50,25,0.01,13.0,False,1.52
ackley,logei,7,gaussian,5.0,0,inc-lcb,50,10,0.01,19.0,False,2.9
ackley,logei,7,gaussian,5.0,0,inc-lcb,50,25,0.01,29.0,True,2.16
ackley,logei,7,gaussian,0.05,20,inc-lcb,50,10,0.01,0.0,False,1.0
ackley,logei,7,gaussian,0.05,20,inc-lcb,50,25,0.01,4.0,False,1.16
ackley,logei,7,gaussian,0.25,20,inc-lcb,50,10,0.01,0.0,False,1.0
ackley,logei,7,gaussian,0.25,20,inc-lcb,50,25,0.01,29.0,True,2.16
