run_id,dataset,objective,acquisition,seed,oracle_model,baseline,variant,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_x0,response_x1,response_x2,response_x3,response_x4
1ac7a14a-ac7d-4f88-818d-3e25845116f5,michalewicz,value,logei,10,exact,True,,none,0.0,0,50,0,1,2,3.409690555775156,2.8355794624309425,5.212141704258036,372.262395770877,7.44524791541754,278.8371205091776,5.690553479779135,5.212141704258036,278.8371205091776,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926
7208956c-2d9a-4783-a63b-6fc32140289f,michalewicz,value,logei,10,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,3.409690555775156,2.428836784088094,5.618884382600884,397.2469988632273,7.944939977264546,326.1750827155611,6.656634341133899,6.003367265560166,328.2723965673811,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926
32014913-f8ef-40ce-9426-931cdfe20c22,michalewicz,value,logei,10,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,3.409690555775156,3.7012420533883263,4.346479113300652,353.9992483680518,7.079984967361035,286.71012858368766,5.85122711395281,6.003367265560166,328.2723965673811,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926
28b76472-50f0-407e-b40f-10c1425a8a16,michalewicz,value,logei,10,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,3.409690555775156,0.8869246898500872,7.160796476838891,405.1721203663716,8.103442407327432,360.6012456624082,7.359209095151187,7.708362054468576,379.06004530736345,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926
265c496a-d314-4803-85fc-3cd22d3f9cfa,michalewicz,value,logei,10,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,3.409690555775156,1.73762271818449,6.310098448504489,392.13578990579646,7.842715798115929,325.78774393584354,6.6487294680784395,7.062312484876861,351.83561164454903,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926
6fd11ab6-7198-4002-befa-938ff62ddb10,michalewicz,value,logei,11,exact,True,,none,0.0,0,50,0,1,2,4.57017014560389,3.865351763145013,4.182369403543966,330.1065502230771,6.602131004461541,271.54119869688003,5.541657116262858,4.182369403543966,271.54119869688003,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305
2a8caa8e-67be-45b0-8164-01af02edcb60,michalewicz,value,logei,11,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,4.57017014560389,2.018814569357663,6.028906597331315,379.310340962577,7.58620681925154,301.58739064365307,6.154844707013328,7.480837122562894,347.1663220973547,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305
7573855f-cc58-4644-bb29-40c7824906cb,michalewicz,value,logei,11,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,4.57017014560389,3.465535811188078,4.582185355500901,384.7559295914912,7.695118591829824,266.1427202188079,5.43148408609812,7.480837122562894,347.1663220973547,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305
d5936e0e-2d7b-4f8b-8ad7-8cd093ef8bb2,michalewicz,value,logei,11,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,4.57017014560389,2.649282444022919,5.398438722666059,411.7168622854224,8.234337245708447,329.03451661618504,6.714990135024185,9.101659398604175,371.244428604199,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305
e2c0b758-0285-4150-a5c6-dd76bff43467,michalewicz,value,logei,11,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,4.57017014560389,3.756798005724836,4.290923160964143,362.5665529555396,7.251331059110793,259.18068471750166,5.289401728928605,7.08098996206459,292.9164262662589,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305
f5b36076-44de-4e03-860d-fa4806207d3c,michalewicz,value,logei,7,exact,True,,none,0.0,0,50,0,1,2,3.462243739646996,4.839523412465749,3.208197754223229,308.5606215085693,6.171212430171385,217.38485353297895,4.436425582305693,3.208197754223229,217.38485353297895,"x0,x1,x2,x3,x4",0.7805537608974431,-2.802138843683271,0.14307670014143614,1.7965582081583973,0.5270608146792729
1b3c565e-6b2e-40ad-8ebe-dd525d5132ba,michalewicz,value,logei,7,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,3.462243739646996,3.512719850014146,4.535001316674832,355.5058276770891,7.110116553541782,274.7247377650332,5.606627301327208,6.193413810577691,292.94477474500627,"x0,x1,x2,x3,x4",0.7805537608974431,-2.802138843683271,0.14307670014143614,1.7965582081583973,0.5270608146792729
ab935b70-ef02-4ea9-9920-3d497c3a9dfc,michalewicz,value,logei,7,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,3.462243739646996,3.23235343650484,4.815367730184139,384.4641503638859,7.689283007277718,294.20252937809823,6.00413325261425,6.632618991608042,314.6438021766535,"x0,x1,x2,x3,x4",0.7805537608974431,-2.802138843683271,0.14307670014143614,1.7965582081583973,0.5270608146792729
8406186e-f268-4289-97ba-25a240ef3595,michalewicz,value,logei,7,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,3.462243739646996,1.4660328989549127,6.581688267734066,438.68055773226433,8.773611154645288,325.6155011621279,6.645214309431181,9.101659398604175,374.6598779958077,"x0,x1,x2,x3,x4",0.7805537608974431,-2.802138843683271,0.14307670014143614,1.7965582081583973,0.5270608146792729
f8fa294d-83a4-4c98-b5b8-4b7a4c2f7987,michalewicz,value,logei,7,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,3.462243739646996,1.553913373236398,6.49380779345258,434.63972927081073,8.692794585416214,321.7927005308833,6.567197970018026,7.147647548308369,350.2347298671101,"x0,x1,x2,x3,x4",0.7805537608974431,-2.802138843683271,0.14307670014143614,1.7965582081583973,0.5270608146792729
07a7e5eb-f318-4f39-8e56-ed5a3a542174,michalewicz,value,logei,8,exact,True,,none,0.0,0,50,0,1,2,3.023551846861266,3.210317159561529,4.837404007127449,320.87033358515004,6.4174066717030005,268.9882446233895,5.489556012722235,4.837404007127449,268.9882446233895,"x0,x1,x2,x3,x4",0.20141545304255803,-1.7259752023470254,0.16976558677362275,-2.141294910814377,-1.2281461384073296
883bc545-d8ef-4cc6-a81b-11d362b6eb7a,michalewicz,value,logei,8,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,3.023551846861266,2.386943759561857,5.660777407127121,407.3134375398356,8.146268750796713,301.6302540145551,6.155719469684797,7.361671055845957,357.92229255387576,"x0,x1,x2,x3,x4",0.20141545304255803,-1.7259752023470254,0.16976558677362275,-2.141294910814377,-1.2281461384073296
6d064f8f-4000-4301-ba48-50bc136ae90e,michalewicz,value,logei,8,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,3.023551846861266,3.5233686926095875,4.524352474079391,374.0805950450439,7.481611900900877,263.3485098146514,5.374459383972477,4.524352474079391,271.3840758099955,"x0,x1,x2,x3,x4",0.20141545304255803,-1.7259752023470254,0.16976558677362275,-2.141294910814377,-1.2281461384073296
6d3cf1db-713e-4afb-918a-84977a2857f3,michalewicz,value,logei,8,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,3.023551846861266,1.653254561397648,6.39446660529133,416.416258282716,8.32832516565432,321.2021935655498,6.5551468074602,7.361671055845957,357.92229255387576,"x0,x1,x2,x3,x4",0.20141545304255803,-1.7259752023470254,0.16976558677362275,-2.141294910814377,-1.2281461384073296
037d53bf-fcc7-4058-9417-7c444eda10cf,michalewicz,value,logei,8,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,3.023551846861266,3.5062762159877194,4.541444950701258,355.5672800090481,7.111345600180962,287.0691307851366,5.8585536894925845,4.541444950701258,291.38788067988264,"x0,x1,x2,x3,x4",0.20141545304255803,-1.7259752023470254,0.16976558677362275,-2.141294910814377,-1.2281461384073296
c5da2fc6-d37e-403a-9a97-8f388663ffcd,michalewicz,value,logei,9,exact,True,,none,0.0,0,50,0,1,2,3.252683147508541,4.963162736740512,3.0845584299484665,329.7110292964992,6.594220585929984,246.67701376411483,5.034224770696221,3.0845584299484665,246.67701376411483,"x0,x1,x2,x3,x4",0.1417829557903345,1.8019435304756724,0.9898827924410405,-2.359167531538711,-0.8759596907808993
8812e9f3-ca2b-4363-bcc7-276d86a77f8b,michalewicz,value,logei,9,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,3.252683147508541,4.980440922462922,3.0672802442260565,311.5254602598007,6.230509205196014,205.62615726598065,4.196452189101646,3.0672802442260565,206.9125074580518,"x0,x1,x2,x3,x4",0.1417829557903345,1.8019435304756724,0.9898827924410405,-2.359167531538711,-0.8759596907808993
209994b2-8699-4381-98f2-9de01459bf5e,michalewicz,value,logei,9,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,3.252683147508541,6.154906673991087,1.892814492697892,303.1978465995069,6.063956931990138,179.20067785659694,3.657156690950958,1.892814492697892,180.48702804866815,"x0,x1,x2,x3,x4",0.1417829557903345,1.8019435304756724,0.9898827924410405,-2.359167531538711,-0.8759596907808993
b491c472-401c-4a2f-ba15-7d9d71512bc9,michalewicz,value,logei,9,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,3.252683147508541,4.08564925707906,3.962071909609918,367.8357456859297,7.356714913718593,230.20693448170528,4.6981007037082705,6.061028610359996,297.61042074740396,"x0,x1,x2,x3,x4",0.1417829557903345,1.8019435304756724,0.9898827924410405,-2.359167531538711,-0.8759596907808993
f31ebc93-947f-4c73-a5dd-c8a9b1774fcc,michalewicz,value,logei,9,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,3.252683147508541,4.553875629671904,3.4938455370170747,313.9593749746855,6.27918749949371,217.98669809032953,4.448708124292439,6.061028610359996,297.61042074740396,"x0,x1,x2,x3,x4",0.1417829557903345,1.8019435304756724,0.9898827924410405,-2.359167531538711,-0.8759596907808993
a360eabe-1b96-405f-bb13-f681534df4bb,michalewicz,value,qnei,10,exact,True,,none,0.0,0,50,0,1,2,3.409690555775156,3.5559195142069338,4.491801652482044,388.4051749727735,7.768103499455471,275.3831822452681,5.6200649437809815,4.491801652482044,275.3831822452681,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926
20f4f2f6-31c2-457d-8f5b-06ef7d324f0d,michalewicz,value,qnei,10,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,3.409690555775156,0.7916191747287842,7.256101991960194,438.393713555824,8.76787427111648,369.31994564290653,7.537141747814419,8.968508669646312,428.68800611552297,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926
