iteration,x0,x1,x2,x3,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,29.884528042244526,-19.15736489465303,21.52496400135165,-22.984646781696718,-0.2727770232257518,5.661812955090979,True,5.934589978316731,qnei,0.0,False,2.0,10,a0eb47cc-7b3d-483c-a99f-f1a7766ce80f,gaussian,5.0,0,exact,value,learned,12.5,"x0,x1,x2,x3",20.102447153853433,-0.2727770232257518,20.375224177079186,20.375224177079186,20.375224177079186,20.375224177079186,-0.2727770232257518,20.375224177079186,ackley
2,0.839163342786712,-23.860372830912077,12.38869473893621,22.396778860529515,-0.32017121302705803,-0.7458328810758184,True,-0.4256616680487603,qnei,0.0,False,2.0,10,a0eb47cc-7b3d-483c-a99f-f1a7766ce80f,gaussian,5.0,0,exact,value,learned,12.5,"x0,x1,x2,x3",20.102447153853433,-0.2727770232257518,20.422618366880492,40.797842543959675,20.375224177079186,20.398921271979837,-0.2727770232257518,20.375224177079186,ackley
3,-4.8818423460674545,29.94510256231981,21.32101735283414,-10.602721281862795,-0.2908194028109775,-5.8031539184887775,True,-5.5123345156778,qnei,0.0,False,2.0,10,a0eb47cc-7b3d-483c-a99f-f1a7766ce80f,gaussian,5.0,0,exact,value,learned,12.5,"x0,x1,x2,x3",20.102447153853433,-0.2727770232257518,20.39326655666441,61.19110910062409,20.375224177079186,20.397036366874698,-0.2727770232257518,20.375224177079186,ackley
4,4.965043270091641,16.600391005534746,21.437083616856995,28.40582362572924,-0.7589728754818585,-1.4365238874142805,True,-0.677551011932422,qnei,0.0,False,2.0,10,a0eb47cc-7b3d-483c-a99f-f1a7766ce80f,gaussian,5.0,0,exact,value,learned,12.5,"x0,x1,x2,x3",20.102447153853433,-0.2727770232257518,20.861420029335292,82.05252912995938,20.375224177079186,20.513132282489845,-0.2727770232257518,20.375224177079186,ackley
5,-23.265627672659406,16.094344710975484,-23.635467051478393,26.64226856061677,-0.7325776267479386,-1.6848190769967744,True,-0.9522414502488358,qnei,0.0,False,2.0,10,a0eb47cc-7b3d-483c-a99f-f1a7766ce80f,gaussian,5.0,0,exact,value,learned,12.5,"x0,x1,x2,x3",20.102447153853433,-0.2727770232257518,20.835024780601373,102.88755391056075,20.375224177079186,20.57751078211215,-0.2727770232257518,20.375224177079186,ackley
6,32.768,-32.768,15.877378332630688,11.718821074867366,-0.48856407674395297,-2.225607289030366,True,-1.737043212286413,qnei,0.4419225000310689,False,2.0,10,a0eb47cc-7b3d-483c-a99f-f1a7766ce80f,gaussian,5.0,0,exact,value,learned,12.5,"x0,x1,x2,x3",20.102447153853433,-0.2727770232257518,20.591011230597385,123.47856514115814,20.375224177079186,20.57976085685969,-0.2727770232257518,20.375224177079186,ackley
7,32.310190841832245,-20.082217139848765,24.964959953534077,-32.768,-0.2714874020320202,-1.0697019997493291,True,-0.798214597717309,qnei,0.36936459998833016,False,2.0,10,a0eb47cc-7b3d-483c-a99f-f1a7766ce80f,gaussian,5.0,0,exact,value,learned,12.5,"x0,x1,x2,x3",20.102447153853433,-0.2714874020320202,20.37393455588545,143.85249969704358,20.37393455588545,20.550357099577656,-0.2727770232257518,20.375224177079186,ackley
8,32.768,-26.718491846840177,20.010760165893522,-20.602411970497446,-0.6679409824909679,8.974849169434425,True,9.642790151925393,qnei,0.48672960000112653,False,2.0,10,a0eb47cc-7b3d-483c-a99f-f1a7766ce80f,gaussian,5.0,0,exact,value,learned,12.5,"x0,x1,x2,x3",20.102447153853433,-0.2714874020320202,20.7703881363444,164.62288783338798,20.37393455588545,20.577860979173497,-0.6679409824909679,20.7703881363444,ackley
9,32.768,-31.0006208257757,18.150147016759178,-16.70605139221199,-0.2862907832783196,6.61967929966408,True,6.9059700829424,qnei,0.37928310001734644,False,2.0,10,a0eb47cc-7b3d-483c-a99f-f1a7766ce80f,gaussian,5.0,0,exact,value,learned,12.5,"x0,x1,x2,x3",20.102447153853433,-0.2714874020320202,20.38873793713175,185.01162577051974,20.37393455588545,20.556847307835525,-0.6679409824909679,20.7703881363444,ackley
10,32.768,-29.130662055539958,-21.731756951011118,-21.878145431318117,-0.31746882338507987,6.894557070722996,True,7.212025894108076,qnei,0.61348249996081,False,2.0,10,a0eb47cc-7b3d-483c-a99f-f1a7766ce80f,gaussian,5.0,0,exact,value,learned,12.5,"x0,x1,x2,x3",20.102447153853433,-0.2714874020320202,20.419915977238514,205.43154174775825,20.37393455588545,20.543154174775825,-0.6679409824909679,20.7703881363444,ackley
11,-5.8264980659733085,-25.94964087824153,32.768,-19.684794203073615,-0.3154720429327885,-7.658121587994504,True,-7.3426495450617155,qnei,0.3844471000484191,False,0.75,10,a0eb47cc-7b3d-483c-a99f-f1a7766ce80f,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2,x3",20.102447153853433,-0.2714874020320202,20.417919196786222,225.84946094454446,20.37393455588545,20.53176917677677,-0.6679409824909679,20.7703881363444,ackley
12,32.768,9.059238524909011,32.768,-20.20389879954142,-0.28029628862794237,-1.2691475252927775,True,-0.9888512366648352,qnei,0.5070621000486426,False,0.75,10,a0eb47cc-7b3d-483c-a99f-f1a7766ce80f,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2,x3",20.102447153853433,-0.2714874020320202,20.382743442481374,246.23220438702583,20.37393455588545,20.519350365585485,-0.6679409824909679,20.7703881363444,ackley
13,32.768,-32.768,32.768,-21.708810520516003,-0.747530857299268,-8.891761958159135,True,-8.144231100859868,qnei,0.32390210003359243,False,0.75,10,a0eb47cc-7b3d-483c-a99f-f1a7766ce80f,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2,x3",20.102447153853433,-0.2714874020320202,20.8499780111527,267.08218239817853,20.37393455588545,20.544783261398347,-0.6679409824909679,20.7703881363444,ackley
14,32.768,-32.768,19.847507951256777,-32.768,-0.5176191021991703,-0.6330675587120134,True,-0.11544845651284308,qnei,0.5517601000028662,False,0.75,10,a0eb47cc-7b3d-483c-a99f-f1a7766ce80f,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2,x3",20.102447153853433,-0.2714874020320202,20.620066256052603,287.70224865423114,20.37393455588545,20.550160618159367,-0.6679409824909679,20.7703881363444,ackley
