iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.5137940632577207,2.05965398209852,True,1.545859918840799,logei,0.0,False,0,11,11addd3d-3b76-41e9-8e28-a3a560691654,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.541106878898007,2.541106878898007,2.541106878898007,2.541106878898007,0.5137940632577207,2.541106878898007,hartmann_3
2,0.028689008371944547,0.14792608457745593,0.9282110229603695,-0.31376576698332603,0.8543441915667582,True,1.1681099585500843,logei,0.0,False,1,11,11addd3d-3b76-41e9-8e28-a3a560691654,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.3686667091390534,5.90977358803706,2.541106878898007,2.95488679401853,0.5137940632577207,2.541106878898007,hartmann_3
3,0.07042057615419683,0.12977394939929798,0.9483284532917751,-0.4727011274378231,-3.1300059485534586,True,-2.6573048211156354,logei,0.0,False,2,11,11addd3d-3b76-41e9-8e28-a3a560691654,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.527602069593551,9.43737565763061,2.541106878898007,3.14579188587687,0.5137940632577207,2.541106878898007,hartmann_3
4,0.6218835927963828,0.368993123729791,0.5113900218032627,-0.6166682040543563,-0.2074610974292007,True,0.4092071066251556,logei,0.0,False,3,11,11addd3d-3b76-41e9-8e28-a3a560691654,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.671569146210084,13.108944803840695,2.541106878898007,3.2772362009601737,0.5137940632577207,2.541106878898007,hartmann_3
5,0.6628429525167993,0.2753088157611293,0.13796807286695534,-0.6066610395455705,2.2293639994030148,True,2.836025038948585,logei,0.0,False,4,11,11addd3d-3b76-41e9-8e28-a3a560691654,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.661561981701298,16.770506785541993,2.541106878898007,3.354101357108399,-0.6066610395455705,3.661561981701298,hartmann_3
6,0.6844631265905241,0.22585793822156533,0.0,-0.9065386500689055,-0.4191473579987549,True,0.48739129207015064,logei,0.3880001999787055,False,0,11,11addd3d-3b76-41e9-8e28-a3a560691654,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.9614395922246333,20.731946377766626,2.541106878898007,3.4553243962944378,-0.6066610395455705,3.661561981701298,hartmann_3
7,0.6485192608560119,0.3080708398997546,0.205592605858052,-0.4734522382191654,0.2933013411513815,True,0.7667535793705469,logei,0.5010885000228882,False,1,11,11addd3d-3b76-41e9-8e28-a3a560691654,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.528353180374893,24.26029955814152,2.541106878898007,3.4657570797345025,-0.6066610395455705,3.661561981701298,hartmann_3
8,0.6819572186782095,0.23158919610741155,0.1444925508140257,-0.5522280289595769,-2.0812188422707663,True,-1.5289908133111894,logei,1.0899967000004835,False,2,11,11addd3d-3b76-41e9-8e28-a3a560691654,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.6071289711153045,27.867428529256824,2.541106878898007,3.483428566157103,-0.6066610395455705,3.661561981701298,hartmann_3
9,0.0,0.5693209086772878,0.02773085937286128,-0.9710158101535934,0.6029883236910191,True,1.5740041338446125,logei,0.2241819000337273,False,3,11,11addd3d-3b76-41e9-8e28-a3a560691654,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,4.025916752309321,31.893345281566145,2.541106878898007,3.543705031285127,-0.6066610395455705,3.661561981701298,hartmann_3
10,0.6604024767302398,0.28089118242836936,0.032188652030236124,-0.8692922674610906,2.6045506375936665,True,3.473842905054757,logei,0.40446809999411926,False,4,11,11addd3d-3b76-41e9-8e28-a3a560691654,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.924193209616818,35.817538491182965,2.541106878898007,3.5817538491182965,-0.8692922674610906,3.924193209616818,hartmann_3
