iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8309833188891115,0.3609466668342566,0.7027393055820549,0.8601187866525944,0.6413174807881646,0.5483632088133139,-0.6504054472440538,-0.9611732146332981,True,-0.3107677673892443,qnei,0.0,False,1.2272371448916342,14,55feba7f-6af7-49e6-a4b2-8ca81b5522ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.6504054472440538,8.61756941053599,8.61756941053599,8.61756941053599,8.61756941053599,-0.6504054472440538,8.61756941053599,hartmann_6
2,0.7623134225311933,0.7163143826400404,0.467168753910852,0.572458938182647,0.7463223600913117,0.0635639191391969,0.04367713917759364,0.2810996712172194,True,0.23742253203962577,qnei,0.0,False,1.2272371448916342,14,55feba7f-6af7-49e6-a4b2-8ca81b5522ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.04367713917759364,7.9234868241143435,16.541056234650334,7.9234868241143435,8.270528117325167,0.04367713917759364,7.9234868241143435,hartmann_6
3,0.646876042708874,0.7360571428957442,0.39875884512794135,0.5071825303221235,0.228720627763624,0.6501941808471887,0.12802417925653337,0.2303602088545228,True,0.10233602959798943,qnei,0.0,False,1.2272371448916342,14,55feba7f-6af7-49e6-a4b2-8ca81b5522ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.12802417925653337,7.839139784035404,24.380196018685737,7.839139784035404,8.126732006228579,0.04367713917759364,7.9234868241143435,hartmann_6
4,0.9712842642006733,0.2987130847246813,0.46283078928443355,0.8916139000238108,0.5514008772975039,0.4214647401126298,-0.6646479095184326,-0.7956120314501738,True,-0.13096412193174123,qnei,0.0,False,1.2272371448916342,14,55feba7f-6af7-49e6-a4b2-8ca81b5522ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.12802417925653337,8.63181187281037,33.01200789149611,7.839139784035404,8.253001972874028,0.04367713917759364,7.9234868241143435,hartmann_6
5,0.6682907458007323,0.030820231403132725,0.15379641788591292,0.8713233843507495,0.1582398440984195,0.02946683882092549,-0.6665877554993488,-0.4755905943140867,True,0.1909971611852621,qnei,0.0,False,1.2272371448916342,14,55feba7f-6af7-49e6-a4b2-8ca81b5522ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.12802417925653337,8.633751718791286,41.6457596102874,7.839139784035404,8.32915192205748,0.04367713917759364,7.9234868241143435,hartmann_6
6,1.0,0.9459456716055141,0.2746608804164861,0.4728055811572444,1.0,0.0,-0.6577013479195668,-0.3989685737483476,True,0.2587327741712192,qnei,0.37706740002613515,False,1.2272371448916342,14,55feba7f-6af7-49e6-a4b2-8ca81b5522ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.12802417925653337,8.624865311211504,50.27062492149891,7.839139784035404,8.378437486916484,0.04367713917759364,7.9234868241143435,hartmann_6
7,0.2773808807385983,0.7195406866958582,0.542129022666553,0.4229510876191334,0.8379020967387304,0.0,3.1078638753478356,1.2272371448916342,True,-1.8806267304562014,qnei,0.4271400999859907,False,1.2272371448916342,14,55feba7f-6af7-49e6-a4b2-8ca81b5522ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.1078638753478356,4.859300087944101,55.129925009443006,4.859300087944101,7.875703572777573,3.1078638753478356,4.859300087944101,hartmann_6
8,0.1485524600247883,0.6200603911423145,0.16583784951094244,0.42033437974316346,0.863747267588104,0.0,0.4491470071519428,0.6928445023551827,True,0.2436974952032399,qnei,0.6270302999764681,False,1.2272371448916342,14,55feba7f-6af7-49e6-a4b2-8ca81b5522ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.1078638753478356,7.518016956139994,62.647941965583,4.859300087944101,7.830992745697875,3.1078638753478356,4.859300087944101,hartmann_6
9,0.2951349343528363,0.6885313650753178,0.8872185004537528,0.36328897329580845,0.6826486913795625,0.0,2.3840779291029834,1.2272371448916342,True,-1.1568407842113493,qnei,0.36769440001808107,False,1.2272371448916342,14,55feba7f-6af7-49e6-a4b2-8ca81b5522ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.1078638753478356,5.583086034188954,68.23102799977195,4.859300087944101,7.581225333307994,3.1078638753478356,4.859300087944101,hartmann_6
10,0.34443424843339987,1.0,0.8658236338600452,0.4527137742765245,0.7501455145274335,0.0,5.014491771220238,1.2272371448916342,True,-3.787254626328604,qnei,0.42240189999574795,False,1.2272371448916342,14,55feba7f-6af7-49e6-a4b2-8ca81b5522ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.014491771220238,2.9526721920716987,71.18370019184366,2.9526721920716987,7.118370019184366,3.1078638753478356,4.859300087944101,hartmann_6
11,0.4355981041842638,0.8248128142802236,0.6536350909186359,0.3361771682917906,1.0,0.0,3.419016240104287,1.2272371448916342,True,-2.1917790952126532,qnei,0.46427090000361204,False,1.2272371448916342,14,55feba7f-6af7-49e6-a4b2-8ca81b5522ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.014491771220238,4.54814772318765,75.73184791503131,2.9526721920716987,6.884713446821028,3.1078638753478356,4.859300087944101,hartmann_6
12,0.3963852142206457,1.0,0.5842788117857372,0.3634852516695363,0.054822009874192834,0.0,3.992173034672685,1.2272371448916342,True,-2.764935889781051,qnei,0.4253161000087857,False,1.2272371448916342,14,55feba7f-6af7-49e6-a4b2-8ca81b5522ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.014491771220238,3.974990928619252,79.70683884365056,2.9526721920716987,6.642236570304213,3.1078638753478356,4.859300087944101,hartmann_6
13,0.40574310643690864,0.07010032486346768,0.7487837704830989,0.4067155780997918,0.0,0.0,-0.6070093499942456,-0.6614064924175554,True,-0.05439714242330984,qnei,0.45702569995773956,False,1.2272371448916342,14,55feba7f-6af7-49e6-a4b2-8ca81b5522ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.014491771220238,8.574173313286183,88.28101215693674,2.9526721920716987,6.790847088995134,3.1078638753478356,4.859300087944101,hartmann_6
14,0.24833105295067978,0.8541561890719274,1.0,0.24267260731600707,0.0,0.0,1.1072876840924002,1.2272371448916342,True,0.11994946079923396,qnei,0.4700921999756247,False,1.2272371448916342,14,55feba7f-6af7-49e6-a4b2-8ca81b5522ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.014491771220238,6.859876279199537,95.14088843613628,2.9526721920716987,6.795777745438306,3.1078638753478356,4.859300087944101,hartmann_6
15,0.3117913810964113,0.8553105010472553,0.7214366062027547,1.0,0.07142189475731837,0.0,0.4684362636619776,0.7350191393761842,True,0.26658287571420664,qnei,0.5277753999689594,False,1.2272371448916342,14,55feba7f-6af7-49e6-a4b2-8ca81b5522ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.014491771220238,7.49872769962996,102.63961613576623,2.9526721920716987,6.842641075717749,3.1078638753478356,4.859300087944101,hartmann_6
