iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.7756856902451935,0.22520718999059186,0.30016628491122543,0.8735534453962619,-0.16162744663270998,0.24815248105664214,True,0.4097799276893521,logei,0.0,False,1.2272371448916342,7,e0b7a4e2-185d-4efc-ad0c-4441cd200ba3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.16162744663270998,8.128791409924647,8.128791409924647,8.128791409924647,8.128791409924647,-0.16162744663270998,8.128791409924647,hartmann_6
2,0.005265304565574724,0.8212284183827663,0.7970694287520462,0.4679349528437208,0.3030324268193135,0.2784256121007733,-0.21758038324299367,0.9865307719754242,True,1.2041111552184178,logei,0.0,False,1.2272371448916342,7,e0b7a4e2-185d-4efc-ad0c-4441cd200ba3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.16162744663270998,8.18474434653493,16.31353575645958,8.128791409924647,8.15676787822979,-0.21758038324299367,8.18474434653493,hartmann_6
3,0.2548695876541246,0.4450763058826466,0.5045482589579533,0.5534973520744925,0.9955002834343927,0.7926619192137531,-0.2556805220334109,-0.784777585175616,True,-0.5290970631422052,logei,0.0,False,1.2272371448916342,7,e0b7a4e2-185d-4efc-ad0c-4441cd200ba3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.16162744663270998,8.222844485325348,24.536380241784926,8.128791409924647,8.17879341392831,-0.21758038324299367,8.18474434653493,hartmann_6
4,0.6221792294411627,0.9889601476818849,0.21530869823559895,0.16021203385784455,0.6125396042730308,0.04394200796138337,-0.08566626342162283,1.2272371448916342,True,1.312903408313257,logei,0.0,False,1.2272371448916342,7,e0b7a4e2-185d-4efc-ad0c-4441cd200ba3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.08566626342162283,8.05283022671356,32.589210468498486,8.05283022671356,8.147302617124621,-0.08566626342162283,8.05283022671356,hartmann_6
5,0.03568027877359614,0.5148888202713703,0.4662060253252891,0.9171677731928523,0.6292262544910104,0.5141176465995139,-0.583996167024681,0.12628757108738498,True,0.710283738112066,logei,0.0,False,1.2272371448916342,7,e0b7a4e2-185d-4efc-ad0c-4441cd200ba3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.08566626342162283,8.551160130316617,41.1403705988151,8.05283022671356,8.22807411976302,-0.08566626342162283,8.05283022671356,hartmann_6
6,0.48143687110451117,1.0,0.14611846310403595,0.6557249422041775,0.18430010089909737,0.0,5.350864636358797,1.2272371448916342,True,-4.123627491467163,logei,0.36831859999801964,False,1.2272371448916342,7,e0b7a4e2-185d-4efc-ad0c-4441cd200ba3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.350864636358797,2.61629932693314,43.75666992574824,2.61629932693314,7.29277832095804,-0.08566626342162283,8.05283022671356,hartmann_6
7,1.0,1.0,1.0,0.9333677991174192,0.4408815968002192,0.0,-0.6685135731414955,-0.5904746916308607,True,0.07803888151063476,logei,0.32788699999218807,False,1.2272371448916342,7,e0b7a4e2-185d-4efc-ad0c-4441cd200ba3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.350864636358797,8.635677536433432,52.392347462181675,2.61629932693314,7.484621066025953,-0.08566626342162283,8.05283022671356,hartmann_6
8,0.18771071312746462,0.9526480820317661,0.33046893424423124,0.1223170971274748,0.40556486914275913,0.09976636288023671,-0.1850272393936709,1.2272371448916342,True,1.412264384285305,logei,0.28200559999095276,False,1.2272371448916342,7,e0b7a4e2-185d-4efc-ad0c-4441cd200ba3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.350864636358797,8.152191202685607,60.54453866486728,2.61629932693314,7.56806733310841,-0.08566626342162283,8.05283022671356,hartmann_6
9,0.5261931004296589,1.0,0.04640850091251213,0.17217340477544016,0.1702767872431533,0.24650681808567265,-0.004350816603347888,-1.3490658388506747,True,-1.3447150222473268,logei,0.5268977000378072,False,1.2272371448916342,7,e0b7a4e2-185d-4efc-ad0c-4441cd200ba3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.350864636358797,7.971514779895285,68.51605344476256,2.61629932693314,7.6128948271958405,-0.08566626342162283,8.05283022671356,hartmann_6
10,0.12496683804548683,0.9479894522241447,0.3293301096467727,0.33205278619922846,0.35235234554414263,0.020282402030839492,0.5130451833302496,0.3380291906873648,True,-0.1750159926428848,logei,0.43129670002963394,False,1.2272371448916342,7,e0b7a4e2-185d-4efc-ad0c-4441cd200ba3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.350864636358797,7.4541187799616875,75.97017222472425,2.61629932693314,7.5970172224724255,-0.08566626342162283,8.05283022671356,hartmann_6
11,0.3736468578067413,0.9652065077373755,0.3222006732092243,0.09099396248406556,0.5734242987600466,0.05615114445891331,0.06118519320889532,-1.3406361236615643,True,-1.4018213168704596,logei,0.4186098999925889,False,1.2272371448916342,7,e0b7a4e2-185d-4efc-ad0c-4441cd200ba3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.350864636358797,7.905978770083042,83.87615099480729,2.61629932693314,7.625104635891572,-0.08566626342162283,8.05283022671356,hartmann_6
12,0.15513246731566838,0.9407570784621967,0.3746035193978957,0.001973457727092279,0.3786718843547874,0.1910001817137113,-0.49337260028210816,-0.3107110054001214,True,0.18266159488198674,logei,0.46428329998161644,False,1.2272371448916342,7,e0b7a4e2-185d-4efc-ad0c-4441cd200ba3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.350864636358797,8.460536563574045,92.33668755838133,2.61629932693314,7.694723963198444,-0.08566626342162283,8.05283022671356,hartmann_6
13,0.17535068647458701,0.957229585647945,0.30753930694332654,0.18162137283276705,0.39292491088910575,0.0621042644395978,0.04370212282729053,-0.31530607627560037,True,-0.3590081991028909,logei,0.9997977999737486,False,1.2272371448916342,7,e0b7a4e2-185d-4efc-ad0c-4441cd200ba3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.350864636358797,7.923461840464647,100.26014939884598,2.61629932693314,7.712319184526614,-0.08566626342162283,8.05283022671356,hartmann_6
14,0.1516839457840535,0.9474002072011574,0.34419575516469775,0.10237611647752917,0.3738757573590711,0.12752878637507656,-0.3410357627834163,0.22971766216327238,True,0.5707534249466887,logei,0.5080923999776132,False,1.2272371448916342,7,e0b7a4e2-185d-4efc-ad0c-4441cd200ba3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.350864636358797,8.308199726075353,108.56834912492134,2.61629932693314,7.754882080351524,-0.08566626342162283,8.05283022671356,hartmann_6
15,0.32337799354010915,0.9606246765493754,0.3186670976786304,0.1411504654058634,0.5131598853983372,0.06090969244650343,0.39487747980422694,-0.5435753788170176,True,-0.9384528586212445,logei,0.457378700026311,False,1.2272371448916342,7,e0b7a4e2-185d-4efc-ad0c-4441cd200ba3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.350864636358797,7.57228648348771,116.14063560840906,2.61629932693314,7.742709040560603,-0.08566626342162283,8.05283022671356,hartmann_6
16,0.21195607786908674,0.9539865455341705,0.33113869834763016,0.11158113141551883,0.42778019559195674,0.09786072188372028,-0.1585657230655457,-2.3023175076157303,True,-2.143751784550185,logei,0.8283669999800622,False,1.2272371448916342,7,e0b7a4e2-185d-4efc-ad0c-4441cd200ba3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.350864636358797,8.125729686357483,124.26636529476654,2.61629932693314,7.766647830922909,-0.08566626342162283,8.05283022671356,hartmann_6
