dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,mean_response_l2_excess,median_response_l2_excess,mean_final_simple_regret_excess_true,median_final_simple_regret_excess_true,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,std_auc_simple_regret_excess_true,ci95_low_auc_simple_regret_excess_true,ci95_high_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_final_inference_simple_regret_excess_true,acq_opt_failures
rastrigin,value,exact,bias,0,0.05,bias0.05_anchored,logei,5,0.0,0.0,-0.3968055805384891,-0.4287898349692068,-9.254543177780878,-11.76221603911273,12.715205228147227,-18.968514232358118,1.0410786288291092,-0.1888682281179771,65.70861085010331,-0.3535102831919831,0
rastrigin,value,exact,bias,0,0.05,bias0.05_anchored,qnei,5,0.0,0.0,0.11137496462016205,0.091296929805464,-3.9229598865196778,-8.87120069623657,15.405962845163605,-15.088975516791725,8.626242273241319,-0.08006040584734031,66.66372776553281,0.11137496462016205,0
rastrigin,value,exact,bias,0,0.25,bias0.25_anchored,logei,5,0.0,0.0,0.16166984392651917,0.24060297864432867,13.450757634184157,16.441622839390504,9.132667212527284,6.626601500183995,20.27491376818432,0.274505257840493,88.41391166206836,0.20513368533026166,0
rastrigin,value,exact,bias,0,0.25,bias0.25_anchored,qnei,5,0.0,0.0,0.7318201830203941,0.6782759942596726,23.839579645121507,36.12957994373399,20.312153497155364,6.07238160840276,38.290620825092184,0.4865220335739083,94.42626729717401,0.9366963115972904,0
rastrigin,value,exact,bias,0,1.0,bias1_anchored,logei,5,0.0,0.0,0.394355485886328,0.16649733297328462,12.113580990485621,6.174259084900058,21.439612531732546,-0.5524663813534858,30.706331926600143,0.2472159385813392,87.07673501836982,1.2904211076908516,0
rastrigin,value,exact,bias,0,1.0,bias1_anchored,qnei,5,0.0,0.0,0.7471157719835936,0.8515720959908246,13.456112031182409,9.92754991808998,15.287941079733494,1.7524041329904805,25.15981992937434,0.2746145312486205,84.0427996832349,1.5540460735735182,0
rastrigin,value,exact,bias,0,5.0,bias5_anchored,logei,5,0.0,0.0,1.0829164284943231,1.0354600067304842,34.74249638146798,33.07523048312588,12.07936447479419,25.32013428637908,44.30991849725377,0.7090305383973058,109.70565040935219,3.1764307983656663,0
rastrigin,value,exact,bias,0,5.0,bias5_anchored,qnei,5,0.0,0.0,1.6146756401003224,1.621005414903896,48.975653930419,47.36851776194005,8.966021677069811,43.33043274576219,56.800821457064856,0.9995031414371226,119.56234158247148,3.691964966041381,0
rastrigin,value,exact,bias,20,0.05,bias0.05_anchored,logei,5,0.5615790751101948,0.09233853401092151,-0.08171268534107842,-0.18233669190855029,4.46687276057915,3.5712284081840266,7.618671492915451,-1.6223697201033844,9.757876709594996,0.15403009519238453,79.43002678846335,-0.08171268534107842,0
rastrigin,value,exact,bias,20,0.05,bias0.05_anchored,qnei,5,0.010894461984481029,0.0014198399517235671,0.4843298831427588,0.4637098032420748,13.996453055333527,21.22346630321489,12.835079400092685,4.299838308879993,23.693067801787063,0.48263631225288056,84.58314070738602,0.5096110209048373,0
rastrigin,value,exact,bias,20,0.25,bias0.25_anchored,logei,5,-0.7792284677753544,-0.20835448013282037,0.2861490895476034,0.141806826784026,5.652563501641502,3.0966844709444032,10.665846892226925,-1.925977988542897,14.517148801803163,0.19491598281522454,80.6157175295257,0.616072535895786,0
rastrigin,value,exact,bias,20,0.25,bias0.25_anchored,qnei,5,-0.4718457177550535,-0.19365231323360588,0.3643317776973708,0.5037926166005031,14.255817357175072,12.453592186837056,16.871897499779248,0.9071811126932345,27.35945504749365,0.49157990886810615,84.84250500922757,0.45225844494270173,0
rastrigin,value,exact,bias,20,1.0,bias1_anchored,logei,5,0.4926444025898994,1.2726981557800234,0.06074035284666861,0.09121233549560803,-0.3868226149098888,2.403937781748894,10.189672271789254,-9.684493244649474,6.028456674187529,-0.013338710858961721,74.57633141297431,1.2822255094398771,0
rastrigin,value,exact,bias,20,1.0,bias1_anchored,qnei,5,-1.1444076647032726,-0.05750287204567428,0.18527175911455326,-0.016985572749866673,9.904030172531764,3.9964222871446964,15.792812182519093,-2.0584145686160698,22.772136980162244,0.34151828181144006,80.49071782458427,0.9587934497954371,0
rastrigin,value,exact,bias,20,5.0,bias5_anchored,logei,5,-0.38945773792248317,0.19745736113750256,0.5073031474617362,0.44522631233386,11.575687397330459,9.792501529761651,10.285230479827256,3.4341760619125807,19.473741996502856,0.3991616343907059,86.53884142521466,2.3030308667444297,0
rastrigin,value,exact,bias,20,5.0,bias5_anchored,qnei,5,-1.2536029307742267,-2.2889990508253444,1.1154744333359827,0.975526449704303,25.93422131613279,23.741209814205824,18.39603517054316,12.116394151875706,40.33481367615719,0.8942834936597517,96.5209089681853,3.8155755949881764,0
rastrigin,value,exact,drift,0,0.05,anchored,logei,5,0.0,0.0,-0.08459952661907977,-0.09209942079494526,0.33760893206906245,7.405941619642164,22.038318973739266,-16.55159780551382,17.226815669651945,0.00688997820549111,75.30076295995325,-0.060140019679389534,0
rastrigin,value,exact,drift,0,0.05,anchored,qnei,5,0.0,0.0,0.16833042948863053,-0.043240278607446836,5.663658492100493,1.2990474994582115,19.12333380175216,-8.373399800183062,19.29007431313923,0.11558486718572433,76.25034614415299,0.16833042948863053,0
rastrigin,value,exact,drift,0,0.25,anchored,logei,5,0.0,0.0,-0.38863996309610566,-0.4467913612040766,-13.572803263855954,-0.3039842534832857,20.73933121742061,-31.96179683799526,0.8387395740176842,-0.27699598497665207,61.39035076402824,-0.22661481325851685,0
