iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,9.560017096289753,2.076818100791469,1.2331847136995135,0.85758357440456,True,-0.37560113929495353,logei,0.0,False,1.6667,10,1201574b-420c-4009-8a13-fc1558d76b94,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",1.2500554659000687,1.2331847136995135,0.016870752200555117,0.016870752200555117,0.016870752200555117,0.016870752200555117,1.2331847136995135,0.016870752200555117,branin
2,8.284448852745307,1.4928212308202027,0.980580217349636,0.343745597737805,True,-0.636834619611831,logei,0.0,False,1.6667,10,1201574b-420c-4009-8a13-fc1558d76b94,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",1.2500554659000687,1.2331847136995135,0.2694752485504327,0.2863460007509878,0.016870752200555117,0.1431730003754939,1.2331847136995135,0.016870752200555117,branin
3,5.1280461643656485,1.3591960402050662,0.6042195728302557,-1.3709412910448218,True,-1.9751608638750775,logei,0.0,False,1.6667,10,1201574b-420c-4009-8a13-fc1558d76b94,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",1.2500554659000687,1.2331847136995135,0.6458358930698129,0.9321818938208007,0.016870752200555117,0.31072729794026693,1.2331847136995135,0.016870752200555117,branin
4,6.890364797811311,8.41747724312279,-2.1028324465741894,-2.205216548370262,True,-0.10238410179607271,logei,0.0,False,1.6667,10,1201574b-420c-4009-8a13-fc1558d76b94,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",1.2500554659000687,1.2331847136995135,3.352887912474258,4.285069806295058,0.016870752200555117,1.0712674515737646,1.2331847136995135,0.016870752200555117,branin
5,4.255089974049766,9.569260034533663,-2.071428512488231,-1.0874592021051073,True,0.9839693103831237,logei,0.0,False,1.6667,10,1201574b-420c-4009-8a13-fc1558d76b94,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",1.2500554659000687,1.2331847136995135,3.3214839783883,7.606553784683358,0.016870752200555117,1.5213107569366717,1.2331847136995135,0.016870752200555117,branin
6,10.0,0.8267123470792864,0.9494408900949252,0.1595540424862728,True,-0.7898868476086524,logei,0.18234120000852272,False,1.6667,10,1201574b-420c-4009-8a13-fc1558d76b94,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",1.2500554659000687,1.2331847136995135,0.3006145758051435,7.907168360488502,0.016870752200555117,1.3178613934147503,1.2331847136995135,0.016870752200555117,branin
7,9.624162621276087,3.1877399666993016,1.2270256496182286,1.7047162355416374,True,0.47769058592340885,logei,0.1987624000175856,False,1.6667,10,1201574b-420c-4009-8a13-fc1558d76b94,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",1.2500554659000687,1.2331847136995135,0.023029816281840088,7.930198176770341,0.016870752200555117,1.1328854538243345,1.2270256496182286,0.023029816281840088,branin
8,10.0,4.187262212903025,1.1089759564367738,0.11044700709010447,True,-0.9985289493466694,logei,0.19547710003098473,False,1.6667,10,1201574b-420c-4009-8a13-fc1558d76b94,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",1.2500554659000687,1.2331847136995135,0.14107950946329484,8.071277686233636,0.016870752200555117,1.0089097107792044,1.2270256496182286,0.023029816281840088,branin
9,8.272979428058688,3.0949888858762358,0.8809482939191565,0.18464835185415085,True,-0.6962999420650057,logei,0.1779446000000462,False,1.6667,10,1201574b-420c-4009-8a13-fc1558d76b94,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",1.2500554659000687,1.2331847136995135,0.36910717198091214,8.440384858214548,0.016870752200555117,0.9378205398016165,1.2270256496182286,0.023029816281840088,branin
10,10.0,3.007152701673424,1.1761007742393184,1.7785975309584132,True,0.6024967567190949,logei,0.16670410003280267,False,1.6667,10,1201574b-420c-4009-8a13-fc1558d76b94,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",1.2500554659000687,1.2331847136995135,0.0739546916607503,8.514339549875299,0.016870752200555117,0.8514339549875298,1.1761007742393184,0.0739546916607503,branin
