dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
opticarvis,composite,logei,0.425,1.53125,0.023349449283915434,15.040743156711251,-0.002350864030567376,8,8
opticarvis,composite,qnei,0.575,1.46875,0.031124957776610705,15.065732763710912,0.04638442986758763,4,8
