dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
opticarvis,composite,extra_trees,gaussian,0,0.007815,,logei,10,2,1.5,0.5,1.5,0.2904606144990213,-0.1928501288834159,0.005927767642837178,14.380222372544662,0.0,True
opticarvis,composite,extra_trees,gaussian,0,0.007815,,qnei,10,2,1.5,0.5,1.5,0.45169551289638576,0.5552964285715003,0.009218275773395623,14.279091395313014,0.0,True
opticarvis,composite,extra_trees,gaussian,0,0.039076,,logei,10,2,1.3,0.30000000000000004,1.4,-0.19618881919188808,-0.46649344948017557,-0.004003853452895667,13.893572938853756,0.0,True
opticarvis,composite,extra_trees,gaussian,0,0.039076,,qnei,10,2,1.7,0.7,1.6,-0.10912097226459956,-0.1713412513990491,-0.0022269586176448864,13.71827491015203,0.0,False
opticarvis,composite,extra_trees,gaussian,0,0.156303,,logei,10,2,1.5,0.5,1.6,2.32795122866716,1.8056102706128794,0.047509208748309405,16.417712986712804,0.0,True
opticarvis,composite,extra_trees,gaussian,0,0.156303,,qnei,10,2,1.5,0.5,1.4,2.5661657264600266,2.3648294394841347,0.052370729111429114,16.393561608876656,0.0,True
opticarvis,composite,extra_trees,gaussian,0,0.781517,,logei,10,2,1.3,0.30000000000000004,1.45,2.945185416894067,3.192511236602872,0.060105824834572795,17.03494717493971,0.0,True
opticarvis,composite,extra_trees,gaussian,0,0.781517,,qnei,10,2,1.7,0.7,1.55,3.6712366060506114,3.2544572026353356,0.0749231960418492,17.49863248846724,0.0,False
opticarvis,composite,extra_trees,gaussian,20,0.007815,,logei,10,2,1.4,0.3999999999999999,1.4,-0.17163826839866356,0.10237013443733645,-0.005918560979264314,13.918123489646982,0.13627506119815447,True
opticarvis,composite,extra_trees,gaussian,20,0.007815,,qnei,10,2,1.6,0.6000000000000001,1.6,0.28916702783713255,0.07945717592594104,0.009971276821970113,14.116562910253762,0.0434720559675444,False
opticarvis,composite,extra_trees,gaussian,20,0.039076,,logei,10,2,1.4,0.3999999999999999,1.6,0.35268918452852793,-0.03259959193968953,0.012161696018225083,14.442450942574169,0.035825319094734576,True
opticarvis,composite,extra_trees,gaussian,20,0.039076,,qnei,10,2,1.6,0.6000000000000001,1.4,0.45339876178605715,0.6278340284137238,0.01563444006158817,14.280794644202686,0.11438197462302353,False
opticarvis,composite,extra_trees,gaussian,20,0.156303,,logei,10,2,1.5,0.5,1.6,0.7749280568004535,0.5719719328703805,0.02672165713105006,14.864689814846097,0.08926492320576021,True
opticarvis,composite,extra_trees,gaussian,20,0.156303,,qnei,10,2,1.5,0.5,1.4,1.0084201070875174,1.0102652584876575,0.03477310714094887,14.835815989504146,-0.05413431967928463,True
opticarvis,composite,extra_trees,gaussian,20,0.781517,,logei,10,2,1.5,0.5,1.7,1.2844637755261794,1.1989542508224869,0.04429185432848892,15.37422553357182,-0.2801722157431883,True
opticarvis,composite,extra_trees,gaussian,20,0.781517,,qnei,10,2,1.5,0.5,1.3,1.575732280501135,1.7995429783950652,0.05433559587934944,15.403128162917763,0.26735572802941776,True
