dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
powell,value,logei,0.425,1.4625,0.0046612353575901065,1.9103411651391917,-0.07011649131927505,5,8
powell,value,qnei,0.575,1.5375,0.005194310291581907,1.8662408082334065,-0.7268201551513553,3,8
