procedure,error_model,jitter_std,jitter_iteration,n_landscapes,n_cells,cost,gain,price,recovered,bootstrap_draws_kept,recovered_lo,recovered_hi
ordinal_pm,gaussian,0.25,0.0,20,200,0.3590415388224937,0.10559294109329934,0.03130948312350494,0.29409672607687704,1.0,0.20124400232530704,0.394386282558995
ordinal_pm,gaussian,1.0,0.0,20,200,0.5788819894587396,0.24194443096102153,0.03130948312350494,0.4179512152161479,1.0,0.33991722037658717,0.49398170330121666
shortlist_m1,gaussian,0.25,0.0,20,200,0.3590415388224937,0.10052913345175692,0.02108279419944272,0.279993044207226,1.0,0.20297929178257226,0.3668225707305713
shortlist_m1,gaussian,1.0,0.0,20,200,0.5788819894587396,0.21560820426404842,0.02108279419944272,0.3724562314775836,1.0,0.2943504699852788,0.443794588204273
shortlist_m2,gaussian,0.25,0.0,20,200,0.3590415388224937,0.13514394250949188,0.01630349706803252,0.37640196995787056,1.0,0.29739450038405146,0.4666553523325719
shortlist_m2,gaussian,1.0,0.0,20,200,0.5788819894587396,0.2730653289002632,0.01630349706803252,0.47171156448584967,1.0,0.4074896980550516,0.5336483466646029
shortlist_m3,gaussian,0.25,0.0,20,200,0.3590415388224937,0.15706768961662682,0.012711682758842078,0.43746383811673506,1.0,0.3439475210658452,0.5429517034005286
shortlist_m3,gaussian,1.0,0.0,20,200,0.5788819894587396,0.2996951451889537,0.012711682758842078,0.517713714792149,1.0,0.4547233324902525,0.5806981632781678
shortlist_m5,gaussian,0.25,0.0,20,200,0.3590415388224937,0.18568630181396142,0.008477663806513037,0.5171721980218081,1.0,0.41790705203983164,0.6229960552858924
shortlist_m5,gaussian,1.0,0.0,20,200,0.5788819894587396,0.32769548435756907,0.008477663806513037,0.5660833992502817,1.0,0.5019253236081054,0.6261234573467185
standard,gaussian,0.25,0.0,20,200,0.3590415388224937,0.0,0.0,0.0,1.0,0.0,0.0
standard,gaussian,1.0,0.0,20,200,0.5788819894587396,0.0,0.0,0.0,1.0,0.0,0.0
tournament_k4_lcb_rho0.5_look,gaussian,0.25,0.0,20,200,0.3590415388224937,0.17268575626739507,0.01120368838084688,0.48096316886823803,1.0,0.3874294018270434,0.5775323386302103
tournament_k4_lcb_rho0.5_look,gaussian,1.0,0.0,20,200,0.5788819894587396,0.2672897716299423,0.01120368838084688,0.46173447524228706,1.0,0.39735024694762616,0.5233252424108842
tournament_k4_lcb_rho0.5_post,gaussian,0.25,0.0,20,200,0.3590415388224937,0.15886782807258948,0.016753359632346924,0.4424775712403908,1.0,0.3515060808856599,0.5435981018269332
tournament_k4_lcb_rho0.5_post,gaussian,1.0,0.0,20,200,0.5788819894587396,0.24974517486443668,0.016753359632346924,0.4314267491686015,1.0,0.36297920990820115,0.491751383362659
tournament_k4_lcb_rho1_look,gaussian,0.25,0.0,20,200,0.3590415388224937,0.1661674335014686,0.01120368838084688,0.4628083815773194,1.0,0.37413967696871053,0.5563772786299364
tournament_k4_lcb_rho1_look,gaussian,1.0,0.0,20,200,0.5788819894587396,0.24514443223324284,0.01120368838084688,0.4234791143916143,1.0,0.3531017215602432,0.48789031978205866
tournament_k4_lcb_rho1_post,gaussian,0.25,0.0,20,200,0.3590415388224937,0.15494869342749001,0.016753359632346924,0.4315620246494515,1.0,0.34223651544536465,0.529836654869228
tournament_k4_lcb_rho1_post,gaussian,1.0,0.0,20,200,0.5788819894587396,0.2379291937824884,0.016753359632346924,0.41101502225860326,1.0,0.34510733575501135,0.47576783566262515
tournament_k4_obs_rho0.5_look,gaussian,0.25,0.0,20,200,0.3590415388224937,0.1492553719653808,0.003967146604894363,0.41570502525940617,1.0,0.31850509040093744,0.5048802234384366
tournament_k4_obs_rho0.5_look,gaussian,1.0,0.0,20,200,0.5788819894587396,0.1773375296728016,0.003967146604894363,0.30634487322470333,1.0,0.24367028180914901,0.3666591086017407
tournament_k4_obs_rho0.5_post,gaussian,0.25,0.0,20,200,0.3590415388224937,0.13856447821186002,0.009427234178642748,0.38592882223681874,1.0,0.2900749529946784,0.4799300612614407
tournament_k4_obs_rho0.5_post,gaussian,1.0,0.0,20,200,0.5788819894587396,0.1668762479371182,0.009427234178642748,0.2882733458215709,1.0,0.2325650765048185,0.3351634519032105
tournament_k4_obs_rho1_look,gaussian,0.25,0.0,20,200,0.3590415388224937,0.13690238739942667,0.003967146604894363,0.38129957845103196,1.0,0.2869738449194793,0.46956781517612134
tournament_k4_obs_rho1_look,gaussian,1.0,0.0,20,200,0.5788819894587396,0.13150711423120973,0.003967146604894363,0.22717430603458605,1.0,0.1753897114262676,0.2741414680516519
tournament_k4_obs_rho1_post,gaussian,0.25,0.0,20,200,0.3590415388224937,0.1285407199030574,0.009427234178642748,0.3580107202208895,1.0,0.26470223344660854,0.4454004520118977
tournament_k4_obs_rho1_post,gaussian,1.0,0.0,20,200,0.5788819894587396,0.1497907439423442,0.009427234178642748,0.25875868772908284,1.0,0.20305822810848792,0.3099865916292166
tournament_k8_lcb_rho0.5_look,gaussian,0.25,0.0,20,200,0.3590415388224937,0.20812037805292025,0.015643037271061495,0.5796554313338456,1.0,0.4801889969755037,0.6695103279936481
tournament_k8_lcb_rho0.5_look,gaussian,1.0,0.0,20,200,0.5788819894587396,0.2818036659261411,0.015643037271061495,0.48680676037205844,1.0,0.4282195713763126,0.5425497534574919
tournament_k8_lcb_rho0.5_post,gaussian,0.25,0.0,20,200,0.3590415388224937,0.18475131656261579,0.027930776790353818,0.5145680835942352,1.0,0.43272492413808866,0.6003983777702646
tournament_k8_lcb_rho0.5_post,gaussian,1.0,0.0,20,200,0.5788819894587396,0.2547763239267149,0.027930776790353818,0.4401178971985867,1.0,0.3776684290545708,0.5012695214986257
tournament_k8_lcb_rho1_look,gaussian,0.25,0.0,20,200,0.3590415388224937,0.19520462283749723,0.015643037271061495,0.5436825596216162,1.0,0.45416817728809294,0.6307079518125631
tournament_k8_lcb_rho1_look,gaussian,1.0,0.0,20,200,0.5788819894587396,0.24366153788874226,0.015643037271061495,0.4209174621524643,1.0,0.36987091899116603,0.47034903134809775
tournament_k8_lcb_rho1_post,gaussian,0.25,0.0,20,200,0.3590415388224937,0.17939760447066164,0.027930776790353818,0.49965696186299463,1.0,0.417505064909897,0.5883810252509905
tournament_k8_lcb_rho1_post,gaussian,1.0,0.0,20,200,0.5788819894587396,0.23594772672851955,0.027930776790353818,0.40759210171512333,1.0,0.34916338247813333,0.46317906964202366
tournament_k8_obs_rho0.5_look,gaussian,0.25,0.0,20,200,0.3590415388224937,0.19808092160317775,0.011608827405359411,0.551693606964811,1.0,0.4472551740255916,0.6562488217992674
tournament_k8_obs_rho0.5_look,gaussian,1.0,0.0,20,200,0.5788819894587396,0.2441863684415889,0.011608827405359411,0.4218240900358734,1.0,0.35955179924545133,0.4846807341860822
tournament_k8_obs_rho0.5_post,gaussian,0.25,0.0,20,200,0.3590415388224937,0.18646207159550449,0.02258074747855365,0.5193328666288091,1.0,0.41443423935480783,0.6239761328006967
tournament_k8_obs_rho0.5_post,gaussian,1.0,0.0,20,200,0.5788819894587396,0.22616739445054512,0.02258074747855365,0.39069689257738677,1.0,0.3199640654325032,0.4582182096397832
tournament_k8_obs_rho1_look,gaussian,0.25,0.0,20,200,0.3590415388224937,0.1798092445760829,0.011608827405359411,0.5008034590253322,1.0,0.4040871928352144,0.598142461445272
tournament_k8_obs_rho1_look,gaussian,1.0,0.0,20,200,0.5788819894587396,0.1946551170772975,0.011608827405359411,0.33626044793568716,1.0,0.2693832880086302,0.3998600224998947
tournament_k8_obs_rho1_post,gaussian,0.25,0.0,20,200,0.3590415388224937,0.17735697641250264,0.02258074747855365,0.4939734187697598,1.0,0.3942278222030311,0.6026294762964481
tournament_k8_obs_rho1_post,gaussian,1.0,0.0,20,200,0.5788819894587396,0.19701482346315075,0.02258074747855365,0.34033676474778835,1.0,0.27897360069046556,0.403155542066914
