sigma_multiple,n_landscapes,frac_fitted,frac_exact,ratio_fitted_over_exact,ratio_lo,ratio_hi,diff,diff_lo,diff_hi,wilcoxon_p,spearman_per_landscape
0.25,20,0.01842137830678792,0.1435866672285694,0.1282944904450197,-0.1457837912478644,0.3571895314607735,-0.12516528892178147,-0.20406831727398006,-0.0607947809653514,0.0005855560302734375,0.2857142857142857
1.0,20,0.1771408596423888,0.5792445044782261,0.30581362148952,0.20150209852325215,0.518331163317857,-0.40210364483583727,-0.6723632823543974,-0.1749765851021414,0.0002613067626953125,0.11278195488721804
5.0,20,0.3941438097287096,1.12748389500724,0.3495782170140698,0.21652378546941364,0.5924805554268785,-0.7333400852785303,-1.3513781344811249,-0.276074291874006,0.0005855560302734375,0.2646616541353383
