iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.9637953256775056,2.818680285825393,2.436888465969028,0.7075092536100441,0.9430001955324466,0.19042813215678547,0.19042813215678547,0.90007361838061,1.7304265556894072,True,True,0.0,random,0.0,False,7,d2bbfb25-f674-41ec-bdfa-8743ec0c9d03,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.19042813215678547,7.8572930345321925,7.8572930345321925,7.8572930345321925,7.8572930345321925,0.90007361838061,7.147647548308369,michalewicz
2,2.7443490865749487,0.016541442142122352,2.5799651661104637,2.5040674617684413,1.4700610102117195,1.0247750530783295,1.0247750530783295,-0.07730669503760453,1.818861645813007,True,True,0.0,random,0.0,False,7,d2bbfb25-f674-41ec-bdfa-8743ec0c9d03,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.0247750530783295,7.022946113610649,14.880239148142842,7.022946113610649,7.440119574071421,-0.07730669503760453,8.125027861726583,michalewicz
3,0.952004445895042,0.8746998575470308,0.8006964241976576,1.398248452847806,1.5850851037238267,-1.0539220933980427,-1.0539220933980427,-1.04660950384501,2.2363423014982162,True,True,0.0,random,0.0,False,7,d2bbfb25-f674-41ec-bdfa-8743ec0c9d03,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.0247750530783295,9.101643260087021,23.981882408229865,7.022946113610649,7.993960802743288,-0.07730669503760453,8.125027861726583,michalewicz
4,1.7388632150586287,3.127456377084045,2.4902208621823125,1.954633696428515,3.1069099346504863,-1.053938231909704,-1.053938231909704,0.40980425343275584,1.475681977815321,True,True,0.0,random,0.0,False,7,d2bbfb25-f674-41ec-bdfa-8743ec0c9d03,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.0247750530783295,9.101659398598683,33.08354180682855,7.022946113610649,8.270885451707137,-0.07730669503760453,8.125027861726583,michalewicz
5,0.6764122246309393,0.5033209485844836,1.9243499208169526,0.1380478893954662,0.11209290167316548,2.333484406205943,2.333484406205943,-1.0539382228456007,2.2012534236806687,True,True,0.0,random,0.0,False,7,d2bbfb25-f674-41ec-bdfa-8743ec0c9d03,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.333484406205943,5.714236760483035,38.79777856731158,5.714236760483035,7.7595557134623165,-1.0539382228456007,9.101659389534579,michalewicz
6,1.6175709351800522,1.4646294242212252,2.881367538371974,1.97677257855478,1.6151482216379063,1.2774539050754588,1.2774539050754588,1.6434256842403268,2.0032555389980358,True,True,0.0,random,0.0,False,7,d2bbfb25-f674-41ec-bdfa-8743ec0c9d03,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.333484406205943,6.77026726161352,45.5680458289251,5.714236760483035,7.59467430482085,-1.0539382228456007,9.101659389534579,michalewicz
7,1.5609739343961557,0.777591060694913,0.037052024000586783,0.6044491620791775,2.17408302701055,1.7064358377834155,1.7064358377834155,-0.5298232662121456,1.5296772317854344,True,True,0.0,random,0.0,False,7,d2bbfb25-f674-41ec-bdfa-8743ec0c9d03,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.333484406205943,6.341285328905563,51.909331157830664,5.714236760483035,7.415618736832952,-1.0539382228456007,9.101659389534579,michalewicz
8,0.6302246103382594,1.1609325586225685,0.011731467397527888,2.6076718500740497,0.48525379752815695,-1.0539382085789288,-1.0539382085789288,-1.0465584077738908,1.2335610138555064,True,True,0.0,random,0.0,False,7,d2bbfb25-f674-41ec-bdfa-8743ec0c9d03,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.333484406205943,9.101659375267907,61.01099053309857,5.714236760483035,7.626373816637321,-1.0539382228456007,9.101659389534579,michalewicz
9,0.840688009323326,2.76564502766505,1.6015550631502293,2.6614009904697986,2.0097307520419156,0.8434606051104439,0.8434606051104439,-0.4970932540584115,1.9968855743491958,True,True,0.0,random,0.0,False,7,d2bbfb25-f674-41ec-bdfa-8743ec0c9d03,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.333484406205943,7.2042605615785344,68.2152510946771,5.714236760483035,7.579472343853011,-1.0539382228456007,9.101659389534579,michalewicz
10,2.3303421588783513,0.28744192070181734,1.7000534537718843,1.5952135272580399,2.737393384601863,0.20174245090120443,0.20174245090120443,0.04261466906017838,1.5818857344624049,True,True,0.0,random,0.0,False,7,d2bbfb25-f674-41ec-bdfa-8743ec0c9d03,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.333484406205943,7.845978715787774,76.06122981046488,5.714236760483035,7.606122981046488,-1.0539382228456007,9.101659389534579,michalewicz
