dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,metric,n_pairs,mean_diff,median_diff,std_diff,cohens_dz,ci95_low,ci95_high,dz_ci95_low,dz_ci95_high,t_stat,p_value_t,wilcoxon_stat,p_value_wilcoxon,p_value_t_fdr_bh,p_value_wilcoxon_fdr_bh
ackley,value,exact,gaussian,0,0.05,noise-self_report,logei,auc_simple_regret_excess_true,10,-44.49092583554576,-14.10963068644594,178.73168200635604,-0.24892579388338984,-172.34786887454533,83.3660172034538,,,-0.7871724770371221,0.45141161713097,15.0,0.232421875,0.5555835287765785,0.36363636363636365
ackley,value,exact,gaussian,0,0.05,noise-self_report,qnei,auc_simple_regret_excess_true,10,-138.11163701519843,-51.2065032866532,263.48720793578906,-0.5241682816300356,-326.5990308469936,50.375756816596805,,,-1.657565647167509,0.13178304954535336,16.0,0.275390625,0.3621070012467254,0.3671875
ackley,value,exact,gaussian,0,0.25,noise-self_report,logei,auc_simple_regret_excess_true,10,-93.05919845158141,-35.73703648710341,199.26470628051942,-0.4670129507057572,-235.60458220556706,49.48618530240424,,,-1.4768246210261327,0.17383592676882792,15.0,0.232421875,0.3665733152423533,0.36363636363636365
ackley,value,exact,gaussian,0,0.25,noise-self_report,qnei,auc_simple_regret_excess_true,10,-205.82034950591083,-226.02009892920648,257.8516751449116,-0.7982121868715439,-390.2763260369277,-21.36437297489394,,,-2.524168566618031,0.03254528470273886,6.0,0.02734375,0.1735748517479406,0.14583333333333334
ackley,value,exact,gaussian,0,1.0,noise-self_report,logei,auc_simple_regret_excess_true,10,74.42691242056145,94.74450071097976,240.2021832111767,0.309851107203002,-97.40337816878466,246.25720300990756,-0.3338370337176976,0.937441886805335,0.9798352342864908,0.3527704190169526,14.0,0.193359375,0.5131206094792038,0.36363636363636365
ackley,value,exact,gaussian,0,1.0,noise-self_report,qnei,auc_simple_regret_excess_true,10,1.69577546439358,33.87797674756382,313.9149495986867,0.005402022001696585,-222.86545161846007,226.25700254724725,-0.6145455805824269,0.625054238890357,0.01708269349570318,0.9867433535642341,22.0,0.625,0.9867433535642341,0.7142857142857143
ackley,value,exact,gaussian,0,5.0,noise-self_report,logei,auc_simple_regret_excess_true,10,235.49436427908216,262.387426130305,202.37042165592354,1.163679762843391,90.72728558332193,380.2614429748424,0.3305181753795805,1.9606089858434228,3.6798785176296933,0.005076426950830821,1.0,0.00390625,0.04754326231297811,0.03125
ackley,value,exact,gaussian,0,5.0,noise-self_report,qnei,auc_simple_regret_excess_true,10,248.67887816345933,204.0571997164045,219.7428536364494,1.1316812995196774,91.48431027692428,405.8734460499944,0.30794593869438663,1.9193199432600239,3.5786904919013955,0.005942907789122264,0.0,0.001953125,0.04754326231297811,0.03125
ackley,value,exact,gaussian,20,0.05,noise-self_report,logei,auc_simple_regret_excess_true,10,-23.31502254743259,-9.407108951539271,37.964203201508305,-0.6141317499455986,-50.47297748730517,3.842932392439991,,,-1.9420551132530797,0.08403173310219068,7.0,0.037109375,0.33612693240876274,0.1484375
ackley,value,exact,gaussian,20,0.05,noise-self_report,qnei,auc_simple_regret_excess_true,10,-4.379998697387572,-1.5043280942017248,28.919786327172325,-0.15145335611529856,-25.0679675657263,16.30797017095115,-0.7709809397822962,0.4762533653646245,-0.47893756460093456,0.6434048860931377,23.0,0.6953125,0.6862985451660136,0.7416666666666667
ackley,value,exact,gaussian,20,0.25,noise-self_report,logei,auc_simple_regret_excess_true,10,-13.85117186672503,-3.5701257112063445,30.38347348823358,-0.4558784851274193,-35.58619945390952,7.88385572045946,,,-1.4416143492698408,0.18328665762117666,12.0,0.25,0.3665733152423533,0.36363636363636365
ackley,value,exact,gaussian,20,0.25,noise-self_report,qnei,auc_simple_regret_excess_true,10,13.429248574933354,9.933709288171542,25.921915333591397,0.5180654439346467,-5.114172574938117,31.972669724804824,-0.15741667500806975,1.1688555982143864,1.6382667798597474,0.13579012546752203,14.0,0.193359375,0.3621070012467254,0.36363636363636365
ackley,value,exact,gaussian,20,1.0,noise-self_report,logei,auc_simple_regret_excess_true,10,-21.234769230612194,-7.639584468124212,50.10706306005195,-0.42378794393043756,-57.07920282852794,14.609664367303552,,,-1.3401351477399124,0.21304991786882851,14.0,0.193359375,0.37875540954458403,0.36363636363636365
ackley,value,exact,gaussian,20,1.0,noise-self_report,qnei,auc_simple_regret_excess_true,10,-12.0862483648305,4.66978940344714,63.542263564419585,-0.19020802355549354,-57.5416454266462,33.36914869698519,,,-0.6014905836743181,0.5623557235406845,26.0,0.921875,0.642692255475068,0.921875
ackley,value,exact,gaussian,20,5.0,noise-self_report,logei,auc_simple_regret_excess_true,10,27.53417254302331,3.36569802262386,102.94593925072844,0.2674624443025661,-46.108916041621804,101.17726112766843,-0.3712133905801156,0.8920638124259029,0.8457905125520342,0.41958757647504613,21.0,0.556640625,0.5555835287765785,0.6850961538461539
ackley,value,exact,gaussian,20,5.0,noise-self_report,qnei,auc_simple_regret_excess_true,10,32.126522507154554,26.657327910208437,97.33664631348695,0.33005577779705264,-37.503919637222374,101.75696465153149,-0.31620348073594023,0.9592826959008137,1.0437280127371182,0.3238342537693013,13.0,0.16015625,0.5131206094792038,0.36363636363636365
