iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9560017096289753,0.20768181007914688,0.8284448852745308,0.14928212308202027,0.5128046164365648,0.13591960402050662,-0.6267979259035751,-0.6267979259035751,False,0.0,logei,0.0,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.6267979259035751,8.593961889195512,8.593961889195512,8.593961889195512,8.593961889195512,-0.6267979259035751,8.593961889195512,hartmann_6
2,0.6890364797811311,0.841747724312279,0.4255089974049766,0.9569260034533662,0.8253329063847983,0.338215312471576,-0.5446509982998606,-0.5446509982998606,False,0.0,logei,0.0,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.5446509982998606,8.511814961591798,17.105776850787308,8.511814961591798,8.552888425393654,-0.5446509982998606,8.511814961591798,hartmann_6
3,0.5757605479445136,0.7533018647084769,0.8271039370247955,0.9334384708515814,0.1449946949362273,0.7455802110439375,-0.2824787103633238,-0.2824787103633238,False,0.0,logei,0.0,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.2824787103633238,8.249642673655261,25.355419524442567,8.249642673655261,8.451806508147522,-0.2824787103633238,8.249642673655261,hartmann_6
4,0.13935139386782236,0.9065287561129268,0.22611443367452744,0.8532397499056062,0.3063178655321238,0.9698303682063217,-0.6526595761757241,-0.6526595761757241,False,0.0,logei,0.0,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.2824787103633238,8.619823539467662,33.97524306391023,8.249642673655261,8.493810765977557,-0.2824787103633238,8.249642673655261,hartmann_6
5,0.5178342136168697,0.32247455876606135,0.28243351716467957,0.605864995819676,0.3337644567193383,0.6786487735081429,1.3151007595726205,1.3151007595726205,False,0.0,logei,0.0,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.3151007595726205,6.652063203719317,40.62730626762954,6.652063203719317,8.12546125352591,1.3151007595726205,6.652063203719317,hartmann_6
6,0.506382997765073,0.18623339323759652,0.27717054319415824,0.6807768975990476,0.14738820068240738,0.8161113914549857,0.06515788579128023,0.06515788579128023,False,0.0,logei,0.8173801000230014,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.3151007595726205,7.902006077500657,48.5293123451302,6.652063203719317,8.088218724188367,1.3151007595726205,6.652063203719317,hartmann_6
7,0.4839754439788045,0.31550828328928365,0.15245589044580227,0.6208863092031445,0.40560497007872476,0.6781273568328168,0.8557924243166464,0.8557924243166464,False,0.0,logei,0.8660554999951273,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.3151007595726205,7.111371538975291,55.64068388410549,6.652063203719317,7.948669126300785,1.3151007595726205,6.652063203719317,hartmann_6
8,0.529845271684588,0.3807904396565953,0.4276039331044543,0.47164466911337505,0.3186042563621039,0.6278510677172979,2.908786857625863,2.908786857625863,False,0.0,logei,1.17133310000645,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.908786857625863,5.058377105666074,60.69906098977157,5.058377105666074,7.587382623721446,2.908786857625863,5.058377105666074,hartmann_6
9,0.5859213545660461,0.6484047800985093,0.9017896900675776,0.47376896972256577,0.1781395402929866,0.6057221309979011,0.23866076247632922,0.23866076247632922,False,0.0,logei,1.0381560000241734,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.908786857625863,7.728503200815608,68.42756419058718,5.058377105666074,7.603062687843019,2.908786857625863,5.058377105666074,hartmann_6
10,0.505273297547333,0.4160424706805583,0.3181938584766801,0.43162951977293523,0.4511421451377797,0.5696130420103529,1.9749714037184452,1.9749714037184452,False,0.0,logei,0.8493750999914482,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.908786857625863,5.992192559573492,74.41975675016067,5.058377105666074,7.441975675016067,2.908786857625863,5.058377105666074,hartmann_6
11,0.5762518843593656,0.3268492795310214,0.617596775129867,0.4907272291852902,0.1242051675309351,0.6939249174208724,1.3889311841362473,1.3889311841362473,False,0.0,logei,0.8467158999992535,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.908786857625863,6.57823277915569,80.99798952931636,5.058377105666074,7.3634535935742145,2.908786857625863,5.058377105666074,hartmann_6
12,0.4548921923026688,0.34120163462702724,0.3478446004042206,0.4385304768747354,0.26188175488948956,0.7097235815992672,3.939115215573778,3.939115215573778,False,0.0,logei,0.7890676999813877,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.939115215573778,4.0280487477181595,85.02603827703452,4.0280487477181595,7.085503189752877,3.939115215573778,4.0280487477181595,hartmann_6
13,0.396676886828764,0.28753190121788075,0.2516886305399053,0.39165692600594526,0.23979944891906727,0.7607842235633033,4.530722671636776,4.530722671636776,False,0.0,logei,0.7399744999711402,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,4.530722671636776,3.4364412916551608,88.46247956868967,3.4364412916551608,6.804806120668436,4.530722671636776,3.4364412916551608,hartmann_6
14,0.2616053643765103,0.40460779064808056,0.13567755378074303,0.3577556606235827,0.21904174075597194,0.6282974203246096,4.088671945631434,4.088671945631434,False,0.0,logei,0.7582223999779671,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,4.530722671636776,3.878492017660503,92.34097158635018,3.4364412916551608,6.595783684739298,4.530722671636776,3.4364412916551608,hartmann_6
15,0.40094915324317204,0.1455093996370117,0.2183671322228184,0.3555592527766168,0.2510118547755117,1.0,1.929518995841595,1.929518995841595,False,0.0,logei,0.8016593000502326,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,4.530722671636776,6.037644967450342,98.37861655380053,3.4364412916551608,6.558574436920035,4.530722671636776,3.4364412916551608,hartmann_6
16,0.48323493066248724,0.11073218883038248,0.1808298824721381,0.33355964989801873,0.26123519475721374,0.7224306819697456,5.026183616897601,5.026183616897601,False,0.0,logei,0.7732089000055566,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.026183616897601,2.940980346394336,101.31959690019487,2.940980346394336,6.332474806262179,5.026183616897601,2.940980346394336,hartmann_6
17,0.8283308489285927,0.5039976926462436,0.15250791605763067,0.2960713448050203,0.2725470673385164,0.7360025360474558,0.8500134434102322,0.8500134434102322,False,0.0,logei,0.7410318000474945,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.026183616897601,7.117150519881704,108.43674742007657,2.940980346394336,6.378632201180975,5.026183616897601,2.940980346394336,hartmann_6
18,0.3945848878748424,0.0,0.22972390564310563,0.31512444411346574,0.2510012845317805,0.6758824425143509,5.582576944300977,5.582576944300977,False,0.0,logei,0.7660586999845691,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.582576944300977,2.3845870189909597,110.82133443906753,2.3845870189909597,6.156740802170418,5.582576944300977,2.3845870189909597,hartmann_6
19,0.3725343800859409,0.0,0.4179156738316071,0.2572780968816439,0.2736703143196282,0.6948435928397468,6.330049825620689,6.330049825620689,False,0.0,logei,0.8548787999898195,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.330049825620689,1.6371141376712481,112.45844857673877,1.6371141376712481,5.918865714565198,6.330049825620689,1.6371141376712481,hartmann_6
20,0.4367888244789464,0.012673742709642055,0.47979354330154733,0.05758967126300296,0.1634184820983563,0.7250590821904824,2.265052556577437,2.265052556577437,False,0.0,logei,1.126547500025481,False,True,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.330049825620689,5.702111406714501,118.16055998345328,1.6371141376712481,5.908027999172664,6.330049825620689,1.6371141376712481,hartmann_6
21,0.2844392177950599,0.0,0.5797860054235131,0.2802126247294541,0.33072706241230404,0.7105552298719676,6.615108248108334,6.615108248108334,False,0.0,logei,0.5565662999870256,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.615108248108334,1.352055715183603,119.51261569863689,1.352055715183603,5.691076938030328,6.615108248108334,1.352055715183603,hartmann_6
22,0.2553385461990298,0.0,0.36835247716950575,0.23909135139702362,0.3528977907417406,0.712141384301065,6.561393538896929,6.561393538896929,False,0.0,logei,0.6961221999954432,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.615108248108334,1.4057704243950084,120.9183861230319,1.352055715183603,5.4962902783196315,6.615108248108334,1.352055715183603,hartmann_6
23,0.3011230515149491,0.316957561674421,0.952036773764092,0.24186901758067514,0.41250320269558416,0.6451326701643257,2.5965023398704146,2.5965023398704146,False,0.0,logei,0.8785177000099793,False,True,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.615108248108334,5.3706616234215225,126.28904774645342,1.352055715183603,5.490828162889279,6.615108248108334,1.352055715183603,hartmann_6
24,0.2202668349521949,0.06841083566118233,0.5061714231618398,0.19493194241001477,0.47853126819985004,0.9822179059425754,1.6419894728211752,1.6419894728211752,False,0.0,logei,0.9366163000231609,False,True,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.615108248108334,6.325174490470761,132.61422223692418,1.352055715183603,5.525592593205174,6.615108248108334,1.352055715183603,hartmann_6
25,0.09761950718413237,0.29498915239898893,0.49358706866182134,0.28808191836812924,0.21232206318944957,0.7538157465344988,5.570433042857238,5.570433042857238,False,0.0,logei,0.5999891000101343,False,True,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.615108248108334,2.396730920434699,135.01095315735887,1.352055715183603,5.400438126294355,6.615108248108334,1.352055715183603,hartmann_6
26,0.16644486185430027,0.0,0.43034761135793725,0.298998001470657,0.3077637249646318,0.7207323006690933,6.964708178678521,6.964708178678521,False,0.0,logei,0.6498868000344373,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.964708178678521,1.0024557846134163,136.01340894197227,1.0024557846134163,5.231284959306626,6.964708178678521,1.0024557846134163,hartmann_6
27,0.05239808031283255,0.13618714505977259,0.08545118292222553,0.18946188451727464,0.2563437462892916,0.801617888838167,4.042023463471867,4.042023463471867,False,0.0,logei,0.898969300033059,False,True,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.964708178678521,3.9251404998200705,139.93854944179233,1.0024557846134163,5.182909238584902,6.964708178678521,1.0024557846134163,hartmann_6
28,0.13181288768854793,0.8079155610302212,0.8700483537344711,0.9880759002790832,0.12781941094442129,0.17471234006110326,-0.3602351072435357,-0.3602351072435357,False,0.0,logei,0.8478316999971867,False,True,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.964708178678521,8.327399070535472,148.2659485123278,1.0024557846134163,5.295212446868851,6.964708178678521,1.0024557846134163,hartmann_6
29,0.2430771944778205,0.04329256833778827,0.559881753050327,0.2369252679312973,0.33046998430352337,0.5861184476896414,6.948705422653929,6.948705422653929,False,0.0,logei,1.001516200019978,False,True,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.964708178678521,1.018458540638008,149.28440705296583,1.0024557846134163,5.147738174240201,6.964708178678521,1.0024557846134163,hartmann_6
30,0.07144909277810738,0.03874437150546941,0.46765251816766273,0.2899274626433045,0.3180176207203281,0.6262734648956771,7.010623641137346,7.010623641137346,False,0.0,logei,0.7597969000344165,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,7.010623641137346,0.9565403221545914,150.2409473751204,0.9565403221545914,5.00803157917068,7.010623641137346,0.9565403221545914,hartmann_6
31,0.2028144232665966,0.0024245623363606805,0.3546380055392606,0.10251807487238362,0.3463818062431847,0.35050474943480814,2.0557344727229347,2.0557344727229347,False,0.0,logei,0.9191188999684528,False,True,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,7.010623641137346,5.911429490569002,156.1523768656894,0.9565403221545914,5.037173447280304,7.010623641137346,0.9565403221545914,hartmann_6
32,0.1416097844811799,0.21154492995846041,0.6387474913478145,0.29812292554033315,0.16510124832369,0.34917211692739203,1.9589571706619913,1.9589571706619913,False,0.0,logei,0.8248623000108637,False,True,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,7.010623641137346,6.008206792629946,162.16058365831935,0.9565403221545914,5.06751823932248,7.010623641137346,0.9565403221545914,hartmann_6
33,0.08253506493065943,0.11204170696040283,0.5519609989048311,0.3443235423115356,0.38230967877083855,0.6490922469955729,6.456734851542638,6.456734851542638,False,0.0,logei,1.008994799980428,False,True,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,7.010623641137346,1.510429111749299,163.67101277006864,0.9565403221545914,4.95972765969905,7.010623641137346,0.9565403221545914,hartmann_6
34,0.0,0.06332928199214363,1.0,1.0,1.0,0.0,-0.6728414234445468,-0.6728414234445468,False,0.0,logei,0.7949951000045985,False,False,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,7.010623641137346,8.640005386736483,172.31101815680512,0.9565403221545914,5.0679711222589745,7.010623641137346,0.9565403221545914,hartmann_6
35,0.3796533209936801,0.8918545555394813,0.45183365006295084,0.9160594183766692,0.9968011421012627,0.9796343644360229,-0.6693744018350177,-0.6693744018350177,False,0.0,logei,0.7613383999560028,False,True,10,aebd00e1-6c83-447f-b71c-d7a449642946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,7.010623641137346,8.636538365126954,180.94755652193209,0.9565403221545914,5.169930186340917,7.010623641137346,0.9565403221545914,hartmann_6
